Words,Reading,Meaning
とは限らない,とはかぎらない,"not always, not necessarily"
ついでに,ついでに,"while you are at it, on the occasion"
つまり,つまり,"in other words, that is to say"
と共に,と共に,together with
うちに ,うちに ,"while, before, doing"
上で,上で,"after, upon"
上で,上で,"after, when"
上で,上で,"when, for, in order to"
わけではない,わけではない,"it doesn’t mean that, it is not the case"
わけだ,わけだ,"for that reason, no wonder, as you’d expect"
わけがない,わけがない,there is no way that
わけにはいかない,わけにはいかない,"must not, can’t afford to"
わりに,わりに,"although, rather, unexpectedly"
ような気がする,ようなきがする,"have a feeling that, think that"
ように ,ように ,"in order to, so that"
ようとする ,ようとする ,"try to, be about to"
ようとしない,ようとしない,"not try to, not make an effort to"
ずにはいられない,ずにはいられない,"can’t help but feel, can’t help but do"
ずに,ずに,without doing
それは〜という意味です,それは〜といういみです,it means..
ことは〜が,ことは〜が,"although, but"
られる,られる,"passive verb, receptive verb"
られる,られる,"passive verb, receptive verb"
とか,とか,"I heard that , It seems that, hearsay statement, cite an instance"
あるいは,あるいは,"or, possibly"
ばかり,ばかり,"about, approximately"
ぶりに,ぶりに,for the first time in period of time
ちっとも〜ない,ちっとも〜ない,"not at all, not in the least"
だけあって,だけあって,"being the case, precisely because"
だけでなく,だけでなく,not only... but also
だけましだ,だけましだ,"it’s better than, one should feel grateful for"
だけに,だけに,"being the case, precisely because"
だけのことはある,だけのことはある,"no wonder, it’s not surprising that"
だけは,だけは,to do all that one can
だって,だって,"because, but, after all, even, too"
ではないか,ではないか,"let’s do something, why don’t we"
じゃないか,じゃないか,"let’s do something, why don’t we"
でしかない,でしかない,"merely, nothing but, no more than"
どころではない,どころではない,"this is not the time or occasion for, is out of the question "
どころじゃない,どころじゃない,"this is not the time or occasion for, is out of the question "
どうせ,どうせ,"anyway, anyhow, in any case, after all"
どうやら,どうやら,"it seems like, it appears that, seemingly"
える,える,"can, is possible"
うる,うる,"can, is possible"
得ない,えない,"unable to, cannot"
ふたたび,ふたたび,"again, once more"
ふうに,ふうに,"this way, that way, in what way, how"
げ,げ,"seems, looks, shows signs of "
ごとに,ごとに,"each, every, at intervals of"
逆に,ぎゃくに,on the contrary
以外,いがい,"excepting, with the exception of"
いよいよ,いよいよ,"at last, finally"
反面,はんめん,on the other hand
果たして,はたして,"sure enough, really"
以上,いじょう,"because, now that, since, once, as long as"
以上に,いじょうに,"more than, no less than"
いきなり,いきなり,"suddenly, all of a sudden"
いわゆる,いわゆる,"so-called, so to speak"
上の,上の,from the standpoint of
か〜ないかのうちに,か〜ないかのうちに,"right after, as soon as"
かえって,かえって,"on the contrary, rather, surprisingly"
かいがある,かいがある,it’s worth one’s effort to do something
か何か,かなにか,"or something, or something like that"
かねない,かねない,"might happen, might do something"
かねる,かねる,unable to do something
かのようだ,かのようだ,"as if, just like"
からこそ,からこそ,precisely because
から見ると,からみると,"from the point of view of, by the look of"
からには,からには,"now that, since, so long as"
からして,からして,"judging from, based on"
からすると,からすると,"judging from, considering, by the look of"
からすれば ,からすれば ,"judging from, considering, by the look of"
からいって,からいって,"judging from, considering, by the look of"
からといって,からといって,just because
かと思ったら,かとおもったら,"then again, just when, no sooner than"
かと思うと,かとおもうと,"then again, just when, no sooner than"
限り,かぎり,"as long as, while..is the case, as far as, to the extent"
気がする,きがする,feel like
っこない,っこない,"no chance of, is definitely not possible"
ことだから,ことだから,it is exactly because
ことなく,ことなく,without doing something even once
ことになっている,ことになっている,"to be expected to, to be scheduled to"
ことにはならない,ことにはならない,just because... doesn’t mean...
ことは～ が ,ことは～ が ,"although, but"
まい,まい,"won’t, intend not to"
すまい,すまい,"won’t, intend not to"
まったく〜ない,まったく〜ない,not... at all
も〜ば〜も,も〜ば〜も,and
もかまわず,もかまわず,"without caring, without worrying about"
ものだから,ものだから,"because, the reason is"
ものではない,ものではない,"shouldn’t do something, it’s impossible to do something"
ものがある,ものがある,"there is such a thing (essence), feels like"
ものか,ものか,absolutely not
ものなら,ものなら,if one can do something
ものの,ものの,"but, although"
もっとも,もっとも,"but then, although, though"
もう少しで,もう少しで,"almost, nearly"
むしろ,むしろ,"rather, instead"
中を,中を,"in, on, in the midst of, when, while"
中では ,中では ,"in, on, in the midst of, when, while"
ではいられない,ではいられない,"can’t help but feel, can’t help but do"
なお,なお,"furthermore, in addition"
ないことには〜ない,ないことには〜ない,unless you do something
なくはない,なくはない,"it’s not that..., can, may be"
なにも〜ない,なにも〜ない,no need to
ねばならない,ねばならない,"have to, must"
にあたり,にあたり,"at the time, on the occasion of"
に反して,にはんして,"against, contrary to"
にほかならない,にほかならない,"nothing but, none other than"
に限って,にかぎって,"only, particularly when"
に限らず,にかぎらず,"not just, not only... but also"
に限る,にかぎる,"nothing better than, there’s nothing like"
にかかわる,にかかわる,"to relate to, to have to do with"
にかかわらず,にかかわらず,regardless of
に決まっている,にきまっている,"surely, must be, must be the case "
に越したことはない,にこしたことはない,"it’s best that, there’s nothing better than"
に応えて,にこたえて,in response to
に加えて,にくわえて,in addition to
に基づいて,にもとづいて,based on
にもかかわらず,にもかかわらず," despite, in spite of, nevertheless, although"
に向かって,にむかって,"towards, to face, to head to"
に向けて,にむけて,"towards, to face, to head to"
に応じて,におうじて,"depending on, in accordance with"
に際して,にさいして,"on the occasion of, at the time of"
に先立ち,に先立ち,"before, prior to"
にしろ,にしろ,"though, even if, whether... or"
にせよ,にせよ,"though, even if, whether... or"
にしろ〜にしろ,にしろ〜にしろ,whether... or 
にせよ〜にせよ,にせよ〜にせよ,whether... or 
に従って,にしたがって,"as, therefore, in accordance with"
にしたら,にしたら,from the point of view of
にしても〜にしても,にしても〜にしても,regardless of whether
に相違ない,にそういない,"without a doubt, certain, sure"
に沿って,にそって,"along with, in accordance with"
に過ぎない ,にすぎない ,"no more than, just, merely"
にて,にて,"in, at"
に伴って,にともなって,"as, due to"
につけ,につけ,"both... and, every time something happens"
につき,につき,"due to, because, per, each"
にわたって,にわたって,"throughout, over"
には,には,"in order to, for"
のももっともだ,のももっともだ,"no wonder, ...is only natural"
のも当然だ,のもとうぜんだ,"it’s only natural that, no wonder, might as well "
のもとで,のもとで,under
のみならず,のみならず,"not only, besides, as well"
抜きで,ぬきで,"without, leaving out, cutting out"
抜きにして,ぬきにして,"without, leaving out, cutting out"
抜く,ぬく,"to do something to the end, completely, extremely"
お～願う ,お～ねがう ,could you please
を中心に,をちゅうしんに,"focused on, centered on"
を〜として,を〜として,as
を込めて,をこめて,filled with
をきっかけに ,をきっかけに ,"with... as a start, as a result of"
を契機に,をけいきに,"as a good opportunity to, as a result of"
をめぐって,をめぐって,"concerning, in regard to"
をもとに,をもとに,"based on, from"
おりに,おりに,whenever there is an occasion
さいに,さいに,"when, on the occasion of"
にさいして,にさいして,"when, on the occasion"
とき,とき,when
ながら,ながら,while
あいだ,あいだ,"throughout the time, during, while"
あいだに,あいだに,"during, when"
ところだ,ところだ,about to
において,において,"in, at"
にあたって,にあたって,on the occasion of
うちに,うちに,"before you know it, while, before"
さいちゅうに,さいちゅうに,in the middle of
つつ,つつ,while
にあって,にあって,"in, at"
まえに,まえに,before
あとで,あとで,after
て,て,then
てから,てから,after
てから,てから,since
たばかりだ,たばかりだ,"just finished, just did"
たら,たら,after 
うちに,うちに,while
にさきだって,にさきだって,"as a precursor to, before, prior to"
にさきだって,にさきだって,"as a precursor to, before, prior to"
たとたん,たとたん,"at the same time, as soon as"
とともに,とともに,"together with, no sooner than"
かとおもうと ,かとおもうと ,"as i was thinking, no sooner than"
か~ないかのうちに,か~ないかのうちに,just barely when
しだい,しだい,"as soon as, the moment that"
てからでないと,てからでないと,not until after
てはじめて,てはじめて,it is or was not until that
うえで,うえで,"after having, on top of"
うえで,うえで,"for, in order to"
ていらい,ていらい,ever since
がはやいか,がはやいか,"no sooner than, as soon as"
てからは,てからは,ever since
やいなや,やいなや,"no sooner than, the moment that"
なり,なり,as soon as
そばから,そばから,just as soon as
てからというもの,てからというもの,from the time
からいうと,からいうと,judging from
からすると,からすると,from the standpoint of
かと思う,かとおもう,"I believe, I think.. that something is"
かと思う,かとおもう,"I believe, I think.. that something is"
からって,からって,just because
からって,からって,just because
っていうか,っていうか,"you could say, you might say"
というより,というより,"more like than, rather than"
ないことはない,ないことはない,"not as if you can’t, doesn’t have to"
