Kanji,NR,KR,Meaning,W1,R1,M1,W2,R2,M2,W3,R3,M3
捜,SOU,saga,"search, look for, locate",捜索,そうさく,"search, manhunt",捜査,そうさ,"search, investigation, inquiry",特捜,とくそう,special investigation
油,YU,abura,"oil, fat",油,あぶら,oil,醤油,しょうゆ,soy sauce,灯油,とうゆ,kerosene
叫,KYOU,sake,"shout, exclaim, yell",叫ぶ,さけぶ,"to shout, cry, scream",叫び声,さけびごえ,"shout, yell, scream",絶叫,ぜっきょう,"scream, shriek, shout, exclamation"
伸,SHIN,no,"expand, stretch, extend, lengthen, increase",伸ばす,のばす,"to grow long, lengthen, extend",伸びる,のびる,"to stretch, extend, lengthen, straighten out",追伸,ついしん,postscript
承,SHOU,uketamawa,"acquiesce, hear, listen to, be informed, receive",承諾,しょうだく,"consent, approval, acceptance, agreement, compliance",承知,しょうち,"knowledge, awareness, acceptance",承る,うけたまわる,"to hear, be told, know​, receive, undertake, comply"
雲,UN,kumo,cloud,雲,くも,cloud,暗雲,あんうん,dark clouds,雲行き,くもゆき,"weather, look of the sky"
練,REN,ne,"practice, gloss, train, drill, polish, refine",練る,ねる,"to knead, thicken into a paste, polish, refine, train",練習,れんしゅう,"practice, training, drill",訓練,くんれん,"training, drill, practice, discipline"
紹,SHOU,.,"introduce, inherit, help",紹介,しょうかい,"introduction, presentation, referral",紹介状,しょうかいじょう,letter of introduction,自己紹介,じこしょうかい,self-introduction
包,HOU,tsutsu,"wrap, pack up, cover, conceal",包む,つつむ,"to wrap up, pack, bundle, cover, conceal, hide",包装,ほうそう,"packing, wrapping",包丁,ほうちょう,"kitchen knife, carving knife"
庁,CHOU,.,government office,官庁,かんちょう,"government office, government agency",気象庁,きしょうちょう,japanese meteorological agency,庁舎,ちょうしゃ,government office building
測,SOKU,haka,"fathom, plan, scheme, measure",観測,かんそく,"observation, survey, measurement",測定,そくてい,measurement,予測,よそく,"prediction, estimation"
占,SEN,"shi, urana","fortune-telling, divining, forecasting, occupy",占める,しめる,"to occupy, hold",独占,どくせん,"monopoly, monopolization, exclusivity",占う,うらなう,"to tell someone's fortune, forecast, predict"
混,KON,"ma, ko","mix, blend, confuse",混雑,こんざつ,"congestion, crowding, jam, disorder, confusion",混ぜる,まぜる,"to mix, stir, blend",混じる,まじる,"to be mixed, be blended with, be combined​, associate with"
倍,BAI,.,"double, twice, times, fold",倍増,ばいぞう,"doubling, double",倍額,ばいがく,double amount,倍率,ばいりつ,"magnification, leverage, amplification"
乳,NYUU,"chichi, chi","milk, breast",牛乳,ぎゅうにゅう,cow’s milk,乳房,ちぶさ,breast,乳製品,にゅうせいひん,dairy products
荒,KOU,"ara, a","laid waste, rough, rude, wild",荒い,あらい,"rough, wild, violent, rude, coarse, harsh",荒らす,あらす,"to lay waste, devastate, damage, invade, troll",荒廃,こうはい,"ruin, destruction, devastation, waste, decay"
詰,KITSU,tsu,"packed, close, pressed, cram",詰らない,つまらない,"dull, uninteresting, boring, tedious​",詰める,つめる,"to stuff into, jam, cram, pack, fill, shorten, reduce",瓶詰め,びんづめ,"bottling, bottled"
栄,EI,"ha, saka","flourish, prosperity, honor, glory, splendor",栄える,さかえる,"to prosper, flourish",栄える,はえる,"to shine, glow, look attractive",栄養,えいよう,"nutrition, nourishment"
床,SHOU,"toko, yuka","bed, counter for beds, floor, padding, tatami",床,ゆか,"floor, stage",床屋,とこや,barbershop,病床,びょうしょう,"sickbed, hospital bed"
則,SOKU,.,"rule, law, follow, based on, model after",規則,きそく,"rule, regulation",法則,ほうそく,"law, rule",原則,げんそく,"principle, general rule"
禁,KIN,.,"prohibition, ban, forbid",禁煙,きんえん,"quitting smoking, prohibition of smoking",禁止,きんし,"prohibition, inhibition, ban",解禁,かいきん,"lifting a ban, raising an embargo"
順,JUN,.,"obey, order, turn, right, sequence",順番,じゅんばん,"turn in line, order of things, sequential order",順調,じゅんちょう,"favourable, favorable, doing well",順序,じゅんじょ,"order, sequence"
枚,MAI,.,"sheet of, counter for flat thin objects",枚数,まいすう,the number of flat things,一枚岩,いちまいいわ,"monolith, large slab of rock",二枚目,にまいめ,handsome man​
厚,KOU,atsu,"thick, heavy, rich, kind, cordial",厚い,あつい,"thick, deep, heavy​, kind, cordial",濃厚,のうこう,"rich, strong, heavy, thick",温厚,おんこう,"gentle, mild-mannered"
皮,HI,kawa,"pelt, skin, hide, leather",皮膚,ひふ,skin,毛皮,けがわ,"fur, skin, pelt",皮革,ひかく,"leather, hide"
輸,YU,.,"transport, send, be inferior",輸入,ゆにゅう,import,輸出,ゆしゅつ,export,輸血,ゆけつ,blood transfusion
濃,NOU,ko,"concentrated, thick, dark, undiluted",濃い,こい,"deep, dark, strong, thick, dense",濃度,のうど,"concentration, density​",濃縮,のうしゅく,"concentration, enrichment, condensation"
簡,KAN,.,"simplicity, brevity",簡単,かんたん,"simple, easy, uncomplicated, brief",簡潔,かんけつ,"concise, brief, compact",簡素,かんそ,"simple, plain, modest"
孫,SON,mago,"grandchild, descendants",孫,まご,grandchild,子孫,しそん,"descendant, offspring",孫娘,まごむすめ,granddaughter
丈,JOU,take,"length, height , stature",丈夫,じょうぶ,"healthy, robust, strong, solid, durable",丈,たけ,"height, stature, length (clothing)",頑丈,がんじょう,"solid, firm, stout, burly, strong, sturdy"
黄,"KOU, OU",ki,yellow,黄色,きいろ,"yellow, amber",黄金,おうごん,gold,硫黄,いおう,"sulfur, sulphur"
届,.,todo,"deliver, reach, arrive, report, notify",届ける,とどける,"to deliver, forward, send, report",届く,とどく,"to reach, touch, get to, carry, be delivered, arrive",変更届,へんこうとどけ,"notification of change, alteration report"
絡,RAKU,kara,"entwine, coil around, get caught in",連絡,れんらく,"contact, getting in touch, connection",絡む,からむ,"to twine, get tangled, be involved",短絡,たんらく,"short circuit, short"
採,SAI,to,"pick, take, fetch, take up",採点,さいてん,"marking, grading, scoring",採る,とる,"to adopt, take, pick, gather, extract",採用,さいよう,"use, adoption, acceptance, appointment"
傾,KEI,katamu,"lean, incline, tilt, trend, wane, sink",傾向,けいこう,"tendency. trend, inclination",傾く,かたむく,"to incline toward, slant, heel over, trend to, be prone to, to wane",傾斜,けいしゃ,"inclination, slant, slope, bevel, list, dip, tilt, lean"
鼻,BI,hana,"nose, snout",鼻血,はなぢ,nosebleed,鼻水,はなみず,dripping nose,鼻息,はないき,nasal breathing
宝,HOU,takara,"treasure, wealth, valuables",宝石,ほうせき,"gem, jewel, precious stone",宝,たから,treasure,重宝,ちょうほう,"convenient, useful, handy, helpful"
患,KAN,wazura,"afflicted, disease, suffer from, be ill",患者,かんじゃ,patient,患う,わずらう,"to be ill, suffer from​,worry about, have trouble doing",急患,きゅうかん,emergency case
延,EN,no,"prolong, stretching",延期,えんき,"postponement, deferment, adjournment",延ばす,のばす,"to grow long, lengthen, extend, reach out",延長,えんちょう,"extension, elongation, prolongation, lengthening"
律,RITSU,.,"rhythm, law, regulation, gauge, control",法律,ほうりつ,law,規律,きりつ,"order, observance, discipline, rules, law, regulations",旋律,せんりつ,"melody, tune"
希,KI,.,"hope, beg, request, pray, rare, phenomenal, dilute",希薄,きはく,"thin, weak, dilute, sparse, lacking, deficient",希少,きしょう,"scarce, rare",希土,きど,rare earth
甘,KAN,ama,"sweet, coax, pamper, be content, sugary",甘い,あまい,"sweet-tasting, sweet, sugary, sugared",甘やかす,あまやかす,"to pamper, to spoil",甘える,あまえる,to behave like a spoiled child
湾,WAN,.,"gulf, bay, inlet",湾,わん,"gulf, bay, inlet",港湾,こうわん,"harbour, harbor",台湾,たいわん,taiwan
沈,CHIN,shizu,"sink, be submerged, subside, be depressed",沈む,しずむ,"to sink, go under, submerge",沈める,しずめる,"to sink, submerge, lower, to floor",沈黙,ちんもく,"silence, being silent, quiet hush"
販,HAN,.,"sell, marketing, trade",販売,はんばい,"sales, selling, marketing",市販,しはん,"putting on the market, putting on sale",通販,つうはん,"online shopping, e-commerce"
欧,OU,.,europe,欧米,おうべい,europe and america,北欧,ほくおう,northern europe,欧州,おうしゅう,europe
砂,"SA, SHA",suna,sand,砂糖,さとう,sugar,砂,すな,sand,砂漠,さばく,desert
尊,SON,"tatto, touto","revered, valuable, precious, noble, exalted",尊敬,そんけい,"respect, esteem, reverence, honour",尊重,そんちょう,"respect, esteem, regard",尊い,とうとい,"precious, valuable, priceless, noble"
紅,KOU,"kurenai, beni","crimson, deep red",紅茶,こうちゃ,black tea,紅葉,こうよう,"autumn colours, fall colors",紅,くれない,"deep red, crimson"
複,FUKU,.,"duplicate, double, compound, multiple",複数,ふくすう,"plural, multiple, several​",複雑,ふくざつ,"complex, complicated, intricate",複写,ふくしゃ,"copying, duplication, reproduction, copy"
泊,HAKU,to,"overnight stay, put up at, ride at anchor",泊まる,とまる,"to stay at, be docked",泊める,とめる,"to give shelter to, lodge, put up, accommodate",停泊,ていはく,"anchorage, anchoring"
荷,KA,ni,"baggage. load, cargo",荷物,にもつ,"luggage, baggage, package​",荷造り,にづくり,"packing, baling, crating",出荷,しゅっか,"shipping, shipment, forwarding"
枝,SHI,eda,"bough, branch, twig, limb",枝,えだ,"branch, bough, limb, twig",枯れ枝,かれえだ,"dead branch, withered branch",爪楊枝,つまようじ,toothpick
依,I,yo,"reliant, depend on, consequently",依頼,いらい,"request, commission, entrusting",依る,よる,"to be due to, be caused by, depend on, based on",依然,いぜん,"still, as yet, as it has been​"
幼,YOU,osana,"very young, infancy, childhood",幼い,おさない,"very young, little, childish, immature",幼稚園,ようちえん,kindergarten,幼児,ようじ,"young child, toddler"
斬,ZAN,ki,"beheading, kill, murder",斬新,ざんしん,"novel, original, new, innovative",斬る,きる,"to kill using a blade, slice off",斬首,ざんしゅ,decapitation
勇,YUU,isa,"courage, cheer up, bravery",勇気,ゆうき,"courage, bravery, valour, valor, nerve, boldnes",勇ましい,いさましい,"brave, valiant, gallant, courageous",勇敢,ゆうかん,"brave, heroic, gallant"
昇,SHOU,nobu,rise up,上昇,じょうしょう,"rising,, ascending, climbing",昇進,しょうしん,"promotion, advancement, rising in rank",昇給,しょうきゅう,salary raise​
寿,JU,kotobuki,"longevity, congratulations",寿命,じゅみょう,life span,長寿,ちょうじゅ,"long life, longevity",寿司,すし,sushi
菜,SAI,na,"vegetable, side dish, greens",野菜,やさい,vegetable,菜園,さいえん,vegetable garden,白菜,はくさい,chinese cabbage
季,KI,.,seasons,季節,きせつ,"season, time of year",四季,しき,the four seasons,乾季,かんき,dry season
液,EKI,.,"fluid, liquid, juice",液体,えきたい,liquid,血液,けつえき,blood,溶液,ようえき,liquid solution
券,KEN,.,"ticket, certificate",定期券,ていきけん,"commuter pass, season ticket​",回数券,かいすうけん,coupon tickets,旅券,りょけん,passport
祭,SAI,matsu,"ritual, festival, feast",祭日,さいじつ,"national holiday, festival day",祭り,まつり,"festival, feast",祭る,まつる,"to deify, enshrine, worship"
袋,TAI,fukuro,"bag, sack, pouch",手袋,てぶくろ,"glove, mitten, mitt",紙袋,かみぶくろ,paper bag,袋,ふくろ,"bag, sack, pouch"
燃,NEN,mo,"burn, blaze, glow",燃える,もえる,"to burn, get fired up",燃やす,もやす,to burn,燃料,ねんりょう,fuel
毒,DOKU,.,"poison, harm, toxicant, virus, injury",消毒,しょうどく,"disinfection, sterilization, sterilisation",食中毒,しょくちゅうどく,food poisoning,有毒,ゆうどく,"poisonous, toxic"
札,SATSU,fuda,"tag, card, label, paper money",改札,かいさつ,examination of tickets,札,さつ,"banknote, bill, note, paper money",名札,なふだ,"name plate, name tag, label"
狙,SO,nera,"aim at, sight, shadow, stalk",狙う,ねらう,"to aim at, have an eye on",狙撃,そげき,"shooting, sniping",狙い,ねらい,aim
脇,KYOU,waki,"armpit, the other way, flank, supporting role",脇,わき,"armpit, beside, aside, off-track",脇役,わきやく,supporting role,脇息,きょうそく,armrest
卒,SOTSU,.,"graduate, soldier",卒業,そつぎょう,graduation,脳卒中,のうそっちゅう,"stroke, cerebral haemorrhage",卒論,そつろん,graduation thesis
副,FUKU,.,"assistant, aide",副作用,ふくさよう,"side effect, adverse reaction​",副詞,ふくし,adverb,副産物,ふくさんぶつ,"by-product, spin-off, side effect"
敬,KEI,uyama,"awe, respect, honor, revere",敬語,けいご,honorific,尊敬,そんけい,"respect, esteem, reverence, honour",敬う,うやまう,"to show respect for, revere, honour"
針,SHIN,hari,"needle, pin, staple, stinger",針,はり,"needle, pin, hook, stinger",方針,ほうしん,"policy, course, plan of action",針金,はりがね,wire
拝,HAI,oga,"worship, adore, pray to",拝見,はいけん,"seeing, looking at​",拝む,おがむ," to do reverence, make supplication",崇拝,すうはい,"worship, adoration, admiration, cult"
浴,YOKU,a,"bathe, be favored with, bask in",浴びる,あびる,"to dash over oneself, take shower",浴衣,ゆかた,yukata,海水浴,かいすいよく,sea bathing
悩,NOU,naya,"trouble, worry, in pain, distress, illness",悩む,なやむ,"to be worried, be troubled",悩ます,なやます,"to afflict, torment, harass, molest",苦悩,くのう,"agony, anguish, suffering, distress"
汚,O,"kitana, kega, yogo","dirty, pollute, disgrace",汚い,きたない,"dirty, filthy, foul, unclean, disorder",汚染,おせん,"pollution, contamination",汚す,よごす,"to pollute, contaminate, disgrace"
灯,TOU,hi,"lamp, a light",灯台,とうだい,lighthouse,蛍光灯,けいこうとう,"fluorescent lamp,  fluorescent light",電灯,でんとう,electric light
坊,BOU,.,"boy, priest",赤ん坊,あかんぼう,"baby, infant",寝坊,ねぼう,"sleeping in late, oversleeping",坊ちゃん,ぼっちゃん,"another's son, boy, young master"
尻,.,shiri,"buttocks, hips, butt, rear",尻,しり,buttocks,尻尾,しっぽ,"animal tail, tail end, tip",尻込み,しりごみ,"recoil, hesitation, flinching"
涙,RUI,namida,"tears, sympathy",涙,なみだ,"tear, tears, sympathy",催涙,さいるい,tear-inducing​,感涙,かんるい,"tears, tears of gratitude"
停,TEI,.,"halt, stopping",停電,ていでん,"power outage, electricity outage",停止,ていし,"stoppage, coming to a stop, halt, ceasing",停留所,ていりゅうじょ,"stop station, stopping place"
了,RYOU,.,"complete, finish",完了,かんりょう,"completion, conclusion",終了,しゅうりょう,"end, close, termination​",了解,りょうかい,"comprehension, understanding"
汗,KAN,ase,"sweat, perspire",汗,あせ,"sweat, perspiration",冷や汗,ひやあせ,cold sweat,発汗,はっかん,"sweating, perspiration"
郵,YUU,.,mail,郵便局,ゆうびんきょく,post office,郵政,ゆうせい,postal system,郵送,ゆうそう,"mailing, posting"
幅,FUKU,haba,"width, breadth, hanging scroll",幅,はば,"width, breadth",大幅,おおはば,"big, large, drastic, substantial​, full-width cloth",振幅,しんぷく,"amplitude, fluctuation"
童,DOU,ware,"uvenile, child",童話,どうわ,"children's story, fairy tale",児童,じどう,"children, juvenile",童謡,どうよう,"children's song, nursery rhyme​"
虫,CHUU,mushi,"insect, bug, temper",虫,むし,"insect, bug, cricket, moth",昆虫,こんちゅう,"insect, bug",虫歯,むしば,"cavity, tooth decay"
埋,MAI,u,"bury, be filled up, embedded",埋める,うめる,"to bury, fill up, plug, bridge, fill, make up for, cover",埋蔵,まいぞう,burying in the ground,埋葬,まいそう,burial
舟,SHUU,fune,"boat, ship",小舟,こぶね,small boat​,助け舟,たすけぶね,lifeboat,箱舟,はこぶね,ark
闇,.,Tami,"get dark, gloom, disorder",闇,やみ,"darkness, the dark, bewilderment, black market",無闇に,むやみに,"thoughtlessly, recklessly, rashly",暗闇,くらやみ,darkness. the dark
棒,BOU,.,"rod, stick, cane, pole, club, line",泥棒,どろぼう,"thief, burglar, robber",鉄棒,てつぼう,"iron rod, iron bar, iron club",平行棒,へいこうぼう,parallel bars
貨,KA,.,"freight, goods, property",硬貨,こうか,"coin, hard currency",通貨,つうか,currency,貨物,かもつ,"cargo, freight"
肌,.,hada,"texture, skin, body, grain",肌着,はだぎ,"underwear, underclothes, lingerie",肌,はだ,skin,肌触り,はだざわり,"the touch of, feel of, texture"
臓,ZOU,.,"entrails, viscera",心臓,しんぞう,heart,肝臓,かんぞう,liver,腎臓,じんぞう,kidney
塩,EN,shio,salt,塩,しお,salt,食塩,しょくえん,table salt,塩辛い,しおからい,salty
均,KIN,.,"level, average",平均,へいきん,"average, mean, balance, equilibrium",均衡,きんこう,"equilibrium, balance",均等,きんとう,"equal, even, uniform"
湖,KO,mizuumi,lake,湖,みずうみ,lake,湖畔,こはん,lake shore​,湖沼,こしょう,"lake, marsh, wetland, inland waters"
損,SON,soko,"damage, loss, disadvantage, hurt, injure",損害,そんがい,"damage, injury, loss",損なう,そこなう,"to harm, hurt, injure, damage, spoil",欠損,けっそん,"deficit, shortage, loss"
膝,.,hiza,"knee, lap",膝,ひざ,knee,膝頭,ひざがしら,kneecap,膝丈,ひざたけ,knee-length 
辛,SHIN,kara,"spicy, bitter, hot, acrid",香辛料,こうしんりょう,"spice, spices, condiment",辛い,からい,"spicy, hot",辛子,からし,mustard
双,SOU,futa,"pair, set, comparison, counter for pairs",双子,ふたご,twins,双眼鏡,そうがんきょう,binoculars,双方,そうほう,"both parties, both sides"
軒,KEN,noki,"flats, counter for houses, eaves",軒,のき,eaves,一軒家,いっけんや,"detached house, single house, single building",軒並み,のきなみ,row of houses
績,SEKI,.,"exploits, achievements",成績,せいせき,"results, record, grades, marks",功績,こうせき,"achievement, meritorious deed",実績,じっせき,"achievements, actual results, accomplishments"
干,KAN,"hi, ho","dry, parch, ebb, recede, interfere, intercede",干す,ほす,"to air, dry, desiccate, drain",干渉,かんしょう,"interference, intervention, meddling",梅干し,うめぼし,"umeboshi, pickled dried ume"
姓,"SEI, SHOU",.,surname,姓,せい,"surname, family name",百姓,ひゃくしょう,"farmer, peasant",姓名,せいめい,fullname
掘,KUTSU,ho,"dig, delve, excavate",掘る,ほる,"to dig, excavate, hollow",発掘,はっくつ,"excavation, exhumation, digging up",採掘,さいくつ,mining
籍,SEKI,.,"enroll, domiciliary register, membership",国籍,こくせき,"nationality, citizenship",戸籍,こせき,family register,在籍,ざいせき,"being enrolled, registered, member"
珍,CHIN,mezura,"rare, curious, strange",珍しい,めずらしい,"unusual, rare, curious",珍味,ちんみ,"delicacy, dainties",珍紛漢紛,ちんぷんかんぷん,"unintelligible language, incoherent language"
訓,KUN,.,"instruction, japanese character reading",訓練,くんれん,"training, drill, practice, discipline",教訓,きょうくん,"lesson, precept, teachings, moral",訓示,くんじ,"instruction, direction, briefing"
預,YO,azu,"deposit, custody, leave with, entrust to",預金,よきん,"deposit, bank account",預かる,あずかる,"to look after, take care of, keep",預ける,あずける,"to leave, put, place, entrust in someone’s care "
署,SHO,.,"signature, govt office, police station",署名,しょめい,signature,消防署,しょうぼうしょ,fire station,署員,しょいん,"staff member, station employee, official"
漁,"GYO, RYOU",.,"fishing, fishery",漁師,りょうし,fisherman,漁る,あさる,"to fish, look for, search for",漁船,ぎょせん,ぎょせん
緑,RYOKU,midori,green,緑茶,りょくちゃ,green tea,緑色,みどりいろ,green color,緑地,りょくち,"green tract of land, green space"
畳,JOU,tatami,"tatami mat, fold",畳,たたみ,tatami mat,畳む,たたむ,"to fold, close",畳句,じょうく,"repetition, refrain"
咲,.,sa,"blossom, bloom",咲く,さく,"to flower, bloom, blossom, open",遅咲き,おそざき,late blooming ,花咲く,はなさく,to bloom
貿,BOU,.,"trade, exchange",貿易,ぼうえき,foreign trade,貿易会社,ぼうえきがいしゃ,trading company,貿易収支,ぼうえきしゅうし,trade balance
踊,YOU,odo,"jump, dance, leap, skip",踊る,おどる,to dance ,舞踊,ぶよう,"dancing, dance",盆踊り,ぼんおどり,bon festival dance
封,"FUU, HOU",.,"seal, closing",封筒,ふうとう,envelope,封鎖,ふうさ,"blockade, lockdown, sealing off ",封じる,ふうじる,"to seal, prevent, forbid, block"
兆,CHOU,kiss,"trillion, sign, omen, symptoms",兆し,きざし,"sign, indication, omen, symptom",前兆,ぜんちょう,"omen, portent, sign",兆候,ちょうこう,"sign, indication, omen, symptom"
柱,CHUU,hasira,"pillar, post, cylinder, support",電柱,でんちゅう,"utility pole, power pole",柱,はしら,"pillar, post, support",円柱,えんちゅう,"column, shaft, cylinder​"
駐,CHUU,.,"stop-over, reside in, resident",駐車場,ちゅうしゃじょう,parking lot,駐日,ちゅうにち,resident in japan,駐在,ちゅうざい,"residence, stay, job posting"
祝,SHUKU,iwa,"celebrate, congratulate",祝日,しゅくじつ,"national holiday, public holiday",祝う,いわう,"to celebrate, congratulate",祝い,いわい,"congratulations, celebration, present"
炭,TAN,sumi,"charcoal, coal",石炭,せきたん,coal,炭鉱,たんこう,coal mine,炭素,たんそ,carbon
柔,"JUU, NYUU",yawa,"tender, weakness, gentleness, softness",柔らかい,やわらかい,"soft, tender, gentle, mild, flexible",柔軟,じゅうなん,"flexible, lithe, soft, pliable",柔和,にゅうわ,"gentle, mild, meek, tender"
雇,KO,yato,"employ, hire",雇う,やとう,"to employ, hire",雇用,こよう,"employment, hire",雇い主,やといぬし,employer
乾,KAN,kawa,"drought, dry, dessicate",乾燥,かんそう,"dryness, aridity, drying, dehydration, desiccation",乾く,かわく,to get dry​,乾かす,かわかす,"to dry, desiccate"
鋭,EI,surudo,"pointed, sharpness, edge, sharp",鋭い,するどい,"sharp, pointed, keen, nimble",鋭利,えいり,"sharp, keen, acute",鋭敏,えいびん,"sharp, keen, acute"
氷,HYOU,"kouri, hi","icicle, ice, hail, freeze",氷,こおり,ice,氷山,ひょうざん,iceberg,氷河,ひょうが,glacier
隅,GUU,sumi,"corner, nook",隅,すみ,"corner, nook, recess",片隅,かたすみ,"corner, nook",隅々,すみずみ,"every corner, every nook and cranny"
冊,"SATSU, SAKU",.,"counter for books, volume",冊,さつ,counter for books,小冊子,しょうさっし,"booklet, pamphlet",一冊,いっさつ,"one copy, one volume"
糸,SHI,ito,thread,糸,いと,"thread, yarn, string",毛糸,けいと,"knitting wool, woolen yarn",糸口,いとぐち,"beginning, start, first step"
募,BO,tsuno,"recruit, campaign, gather",募集,ぼしゅう,recruitment,応募,おうぼ,"application, subscription, entry, enlistment",募る,つのる,"to grow in intensity, recruit"
硬,KOU,kata,"stiff, hard",硬い,かたい,"hard, solid, tough​, stiff, tight, strong, firm",強硬,きょうこう,"firm, strong, unbending, unyielding",硬直,こうちょく,"stiffening, rigidity, rigor, stiffness"
塗,TO,nu,"paint, plaster, daub, smear, coating",塗る,ぬる,"to paint, plaster, lacquer, varnish, spread",塗装,とそう,"coating, painting",塗布,とふ,"application (of ointment, etc.)"
憎,ZOU,niko,"hate, detest",憎む,にくむ,"to hate, detest",憎らしい,にくらしい,"odious, hateful, detestable, horrible​",憎悪,ぞうお,"hatred, abhorrence, loathing, detestation"
泥,DEI,doro,"mud, mire, adhere to",泥,どろ,"mud, slush, wet dirt, mire",泥棒,どろぼう,"thief, burglar, robber",泥沼,どろぬま,"bog, marsh, swamp, dire situation"
脂,SHI,abura,"fat, grease",脂,あぶら,"fat, tallow, lard, grease​",脂肪,しぼう,"fat, grease, blubber, lard, suet",脂身,あぶらみ,fatty meat
粉,FUN,"kona, ko","flour, powder, dust",粉,こな,"flour, meal, powder, dust",花粉,かふん,pollen,小麦粉,こむぎこ,wheat flour​
詞,SHI,.,"part of speech, words, poetry",動詞,どうし,verb,名詞,めいし,noun,形容詞,けいようし,adjective
筒,TOU,tsetse,"cylinder, pipe, tube, gun barrel, sleeve",封筒,ふうとう,envelope,水筒,すいとう,"canteen, flask, water bottle, thermos",筒,つつ,"pipe, tube, cylinder"
掃,SOU,ha,"sweep, brush",掃除,そうじ,"cleaning, sweeping, dusting, scrubbing",掃く,はく,"to sweep, brush, clean",掃討,そうとう,"cleaning up, sweeping up, mopping up"
塔,TOU,.,"pagoda, tower, steeple",塔,とう,"tower, steeple, spire, pagoda",管制塔,かんせいとう,control tower,広告塔,こうこくとう,"billboard, advertising tower"
賢,KEN,kashiko,"intelligent, wise, wisdom, cleverness",賢い,かしこい,"wise, clever, smart",賢明,けんめい,"wise, sensible, well-advised, intelligent",悪賢い,わるがしこい,"cunning, crafty, sly"
拾,SHUU,hiro,"pick up, gather, find",拾う,ひろう,"to pick up, gather, find, pick out",収拾,しゅうしゅう,"control, bringing under control, settling",拾得,しゅうとく,"finding, picking up"
麦,BAKU,mugi,"barley, wheat",小麦,こむぎ,wheat,蕎麦,そば,buckwheat,小麦粉,こむぎこ,wheat flour
刷,SATSU,su,"printing, print, brush",刷る,する,to print,印刷,いんさつ,printing,刷新,さっしん,"reform, renovation​"
卵,RAN,tamago,egg,卵,たまご,egg,排卵,はいらん,ovulation,産卵,さんらん,"egg-laying, spawning"
械,KAI,.,"contraption, fetter, machine, instrument",機械,きかい,"machine, mechanism",機械的,きかいてき,mechanical,機械化,きかいか,mechanisation
皿,.,sara,"dish, a helping, plate",皿,さら,"plate, dish, platter, disc, serving",灰皿,はいざら,ashtray,小皿,こざら,small dish
祈,KI,ino,"pray, wish",祈る,いのる,"to pray, wish, hope",祈念,きねん,prayer,祈願,きがん,"prayer, supplication"
灰,KAI,hai,ashes,灰色,はいいろ,"grey, gray, ashen",火山灰,かざんばい,volcanic ash,灰,はい,ash
召,SHOU,me,"seduce, call, send for, summon",召す,めす,"to call, summon, send for",召し上がる,めしあがる,"to eat, drink",召集,しょうしゅう,"convening, calling together , call-up"
溶,YOU,to,"melt, dissolve",溶液,ようえき,liquid solution,溶ける,とける,"to melt, fuse, dissolve",溶かす,とかす,"to dissolve​, melt"
磨,MA,miga,"grind, polish, scour, improve, brush",磨く,みがく,"to polish, shine, brush, refine, improve",歯磨き,はみがき,"dental brushing, brushing one's teeth",琢磨,たくま,"polish, cultivate"
粒,RYUU,tsubu,"grains, drop, counter for tiny particles",粒,つぶ,"grain, bead, drop",粒子,りゅうし,"particle, grain",大粒,おおつぶ,"large drop, large grain-like object"
喫,KITSU,.,"consume, eat, drink, smoke, receive",喫茶店,きっさてん,coffee shop,喫煙,きつえん,smoking,満喫,まんきつ,"having one's fill, enjoying to the full"
机,KI,tsukue,"desk, table",机,つくえ,desk,机上,きじょう,on the desk,長机,ながづくえ,long desk
貯,CHO,.,"savings, store, lay in, keep",貯金,ちょきん,"putting money aside, savings, deposit ",貯蓄,ちょちく,savings,貯水池,ちょすいち,reservoir
匹,HITSU,hiki,"equal, head, counter for small animals",匹,ひき,counter for small animals​,ひってき,匹敵,"to be a match for, rival, equal",一匹,いっぴき,one small animal
綿,MEN,wata,cotton,綿,めん,cotton,綿密,めんみつ,"minute, detailed, careful",綿製品,めんせいひん,"made of cotton, cotton goods"
贈,ZOU,oku,"presents, send, give to, award to, confer on",贈り物,おくりもの,"present, gift",贈る,おくる,"to give, present, confer",寄贈,きぞう,"donation, presentation, gift"
凍,TOU,"kou, kogo","frozen, congeal, refrigerate",凍る,こおる,"to freeze, be frozen over, congeal",凍える,こごえる,"to freeze , become numb",凍結,とうけつ,freezing
瓶,BIN,.,"bottle, vial, jar, jug, vat, urn",花瓶,かびん,flower vase,瓶,びん,"bottle, jar, decanter, flagon",瓶詰め,びんづめ,bottling
帽,BOU,.,"cap, headgear",帽子,ぼうし,"hat, cap",脱帽,だつぼう,removing one's hat,目出し帽,めだしぼう,"ski mask, balaclava"
涼,RYOU,suzu,"refreshing, nice and cool",涼しい,すずしい,"cool, refreshing",涼む,すずむ,"to cool oneself, cool off",清涼,せいりょう,"cool, refreshing"
秒,BYOU,。,second,秒速,びょうそく,"speed per second, instant, moment",秒読み,びょうよみ,countdown,毎秒,まいびょう,every second
湿,SHITSU,shime,"damp, wet, moist",湿度,しつど,level of humidity,湿る,しめる,"to become damp, moist, wet",湿気,しっけ,"moisture, humidity, dampness"
蒸,JOU,mu,"steam, heat, sultry",蒸気,じょうき,"steam, vapour, vapor​",蒸し暑い,むしあつい,"humid,  sultry",蒸発,じょうはつ,evaporation
