Sentences,Translation
そのチームは四対三で相手チームに負けました。,His team lost to the other team by four to three.
次の試合には負けないように頑張ろう。,Let's try not to lose the next match.
彼女は誘惑に負けて、その指輪を買ってしまった。,She was tempted and bought the ring.
値段をまけていただけませんか。,Can you give me a discount on the price?
足にけがをしたので、包帯を巻いた。,"He had an injury on his leg, so he put a bandage on it."
彼女はスカーフを首に巻いている。,She is wearing a scarf around her neck.
彼の才能には舌を巻いた。,I was amazed at his talent.
庭に花の種をまいた。,I sowed some flower seeds in the garden.
芝生に水をまいてください。,Water the lawn.
彼らは国を守るために戦った。,They fought to defend their country.
彼はいつも約束を守ります。,He always keeps his promises.
山田さんはいつも時間を守らなくて、困ります。,"Yamada is always on time, and that bothers me."
レポート提出の締め切りは絶対に守ってください。,Please be sure to meet the deadline for submitting reports.
開発から自然を守ろう。,Let's protect nature from development.
終電に間に合わなかった。,I missed the last train.
六時の飛行機に間に合うように急ぎましょう。,Let's hurry up so that we can catch the plane at six o'clock.
一時間目の授業に間に合いそうもない。,I'm not going to be able to make it to my first period class.
約束の時間に間に合わなければ、彼女は怒るだろう。,She will be angry if we don't make it to the appointment on time.
あと五千円あれば、十分間に合います。,"If I have another five thousand yen, I can make it in time."
ちょっと待ってください。,Please wait a minute.
月曜日の五時にお待ちしております。,I'll be waiting for you at five o'clock on Monday.
もうこれ以上待てません。,I can't wait any longer.
友達から返事が来るのを待っています。,I'm waiting for a reply from my friend.
彼女に一時間も待たされました。,She made me wait for an hour.
扇風機が回っていて、涼しい。,"The fan is running, and it's cool."
京都のお寺を見て回るにはバスが便利です。,The bus is a convenient way to see the temples in Kyoto.
歌う順番が回ってきた。,It was my turn to sing.
子供達が公園を走り回っています。,The children are running around the park.
忙しくて、目が回りそうだ。,"I'm so busy, I feel giddy."
その瓶の蓋は回して開けます。,The lid of that bottle is opened by turning it.
このつまみを右に回せば、お湯が出ます。,"If you turn this knob to the right, hot water will come out."
砂糖を回してくれませんか。,Could you please turn the sugar?
彼は別の課に回された。,He was sent to another section.
その雑誌を読み終わったら、私に回してください。,"When you finish reading that magazine, please turn it to me."
横浜で道に迷ってしまった。,I've lost my way in Yokohama.
どっちの靴を買おうか迷っています。,I'm not sure which shoes I should buy.
途中で道に迷わないように、地図を持って行こう。,Let's take a map with us so that we don't get lost on the way.
途中で道に迷わないように、地図を持って行こう。,Let's take a map with us so that we don't get lost on the way.
その駅の周りは道が複雑で、迷いやすい。,The streets around the station are complicated and it's easy to get lost.
そんな言葉に迷わされてはいけない。,Don't be misled by such words.
彼は背が高いので、目立ちます。,"He is tall, so he stands out."
その服は目立ちすぎます。,Those clothes are too conspicuous.
メモを目立つ場所に置いておこう。,Let's put the note in a conspicuous place.
彼女は日本語が目立って上手になった。,She has become noticeably better at Japanese.
今日は目立ったニュースはない。,There is no conspicuous news today.
今日は天気がいいから山がよく見える。,"It's a beautiful day, and the mountains look good."
ここからは何も見えません。,You can't see anything from here.
彼は疲れているように見えた。,He looked tired.
山田さんは若く見えますね。,Yamada-san looks young.
先生は間もなくお見えになります。,The doctor will be here shortly.
食事の後で歯を磨きます。,I'll brush my teeth after dinner.
出かける前に靴を磨きました。,I polished my shoes before I left.
彼は眼鏡のレンズを磨いてもらった。,He had the lenses of his glasses polished.
彼女の車はいつもぴかぴかに磨いてある。,Her car is always polished to a shine.
柔道の腕を磨くために、日本に来ました。,I came to Japan to polish my judo skills.
山田さんはあの部屋でテレビを見ています。,Yamada is watching TV in that room.
映画でも見に行きませんか。,Why don't we go and watch a movie?
あの試合をご覧になりましたか。,Did you see that match?
パスポートを拝見します。,I'd like to see your passport.
できるかどうか分かりませんが、やってみます。,"I don't know if I can do it, but I'll try."
ちょっとその本を見せてください。,Let me see that book for a minute.
田中さんに家族の写真を見せてもらった。,Mr. Tanaka showed me a picture of his family.
景気は回復の兆しを見せている。,The economy is showing signs of recovery.
こんな残酷な映画は子供に見せられない。,I can't let my children see such a cruel movie.
必ずやってみせます。,I'll make sure I do.
父は日本への留学を認めてくれた。,My father allowed me to study in Japan.
やっと日本の大学の入学を認められました。,"Finally, he was admitted to a Japanese university."
彼は失敗を認めて、謝った。,He admitted his mistake and apologized.
鈴木さんは自分が間違えたことを認めようとしない。,Ms. Suzuki refuses to admit that she made a mistake.
彼女は努力と実績が認められて、昇進した。,She was promoted for her efforts and achievements.
アパートが見つかった。うん、いいのが見つかったよ。 ,"I found an apartment. Yeah, I found a good one."
捜していた本がやっと見つかりました。,I finally found the book I was looking for.
新しい仕事がまだ見つからない。,I still haven't found a new job.
部屋の鍵が見つからなくて困りました。,"I couldn't find the key to my room, so I was in trouble."
その学生は先生に見つからないように、こっそり教室に入った。,The student sneaked into the classroom so that the teacher would not find him.
面白い本を見つけたので紹介します。,I found an interesting book.
道に財布が落ちているのを見つけました。,I found a wallet lying on the street.
田中さんを見つけたら私に電話するように言ってください。,"If you find Mr. Tanaka, please tell him to call me."
日本で仕事を見つけたいと思っています。,I'm hoping to find a job in Japan.
レポートを書くのに丁度いい資料が見つけられなかった。,I couldn't find just the right material to write my report.
彼の会社はとてももうかっているらしい。,I heard that his company is very profitable.
カジノでいくらもうかりましたか。十万円もうかりました。 ,How much money did you make at the casino? I made a hundred thousand yen. 
その商売は期待したほどもうからなかった。,The business was not as profitable as I had hoped.
もうかったら、ごちそうしてくださいね。,"When you make a profit, please treat me to a meal."
彼が会社まで車に乗せてくれたので、もうかった。,"He gave me a ride to the office, so I made a profit."
彼は投資でお金をもうけました。,He made money from his investments.
競馬でいくらもうけましたか。三万円ぐらいもうけました。,"How much did you make from horse racing? I made about 30,000 yen."
そんな簡単にもうけられる仕事はないだろう。,I don't think there is any job that can make money that easily.
彼は駅前のビルに事務所を設けた。,He set up an office in a building in front of the station.
役所の一階に相談窓口が設けられている。,A consultation desk is set up on the first floor of the government office.
秘密を漏らさないでください。,Please don't divulge any secrets.
このカーテンは光を外に漏らさない。,This curtain doesn't let any light leak out.
誰かが会社の情報を外に漏らしている。,Someone is leaking information about the company to the outside world.
彼女は思わずため息を漏らした。,She let out an involuntary sigh.
彼の説明を聞き漏らしてしまった,I missed his explanation.
友達から誕生日のプレゼントをもらいました。,My friend gave me a present for my birthday.
これは先生から頂いた辞書です。,This is a dictionary I got from my teacher.
友達に空港まで車で送ってもらった,My friend gave me a ride to the airport.
すみませんが、もう少し静かにしてもらえませんか。,"I'm sorry, but could you please be quieter?"
道がわからないんですが、教えていただけませんか。,"I don't know the way, could you please tell me?"
ホースから水が漏れている。,The water is leaking from the hose.
変なにおいがしますが、ガスが漏れていませんか。,There's a strange smell. Is there a gas leak?
カーテンのすき間から明かりが漏れています。,Light is leaking from a gap in the curtains.
名簿から彼の名前が漏れていた。,His name was leaked from the name list.
秘密は彼の口から漏れたらしい。,The secret seems to have leaked out of his mouth.
社長に面会を求めました。,I requested a meeting with the president.
声を上げて、助けを求めた。,I raised my voice and asked for help.
その会社は一年以上経験のある人を求めている。,The company is looking for someone with at least one year of experience.
そのかばんは、どこでお求めになりましたか。,Where did you purchase that bag?
入場券は入口の窓口でお求めください。,Please purchase your admission ticket at the entrance counter.
すみませんが、荷物を持ってくれませんか。,"I'm sorry, but can you help me with my luggage?"
私は今お金を持っていません。,I don't have any money on me right now.
そのかばんをお持ちしましょうか。,Would you like me to take your bag?
母に重い買い物袋を持たされた。,My mother made me carry a heavy shopping bag.
森さんは大きな店を持っています。,Mr. Mori owns a big store.
彼は急に顔をこちらに向けた。,He suddenly turned his face toward me.
彼女は怒って、私に背を向けた。,She got angry and turned her back on me.
彼は日本に向けて、出発した。,He was off to Japan.
マラソン大会に向けて、毎日走っています。,I'm running every day for the marathon.
記者団の質問はすべてその政治家に向けられた。,All of the reporters' questions were directed at the politician.
写真を撮りますからこちらを向いてください。,Please turn around so I can take your picture.
彼女は教師に向いていると思います。,I think she's a good teacher.
この服は若い人に向きません。,This dress is not suitable for young people.
じゃがいもの皮をむいてください。,Please peel the potatoes.
着物の帯を結ぶのは難しい。,It's difficult to tie a kimono sash.
このバスは二つの都市を結んでいる。,This bus connects two cities.
彼女は髪の毛を結んでポニーテールにした。,She tied her hair up into a ponytail.
日本の会社と契約を結ぶことができた。,I was able to sign a contract with a Japanese company.
二人は十年間交際してやっと結ばれました。,They were in a relationship for ten years and finally tied the knot.
子供達がボールを投げて遊んでいます。,The children are playing by throwing a ball.
そこにある鍵をこっちに投げてください。,Please throw the key over here there.
そのピッチャーは速い球を投げる。,That pitcher throws a fastball.
彼は肩を壊してしまってボールが投げられない。,He has broken his shoulder and can't throw the ball.
途中で投げないで最後まで頑張ろう。,"Don't throw the ball in the middle of the game, but try to finish it."
鳥が鳴いています。,The birds are singing.
赤ちゃんが泣いている声が聞こえる。,I can hear the baby crying.
試験に受かりうれしくて泣いた。,I was so happy to have passed the exam that I cried.
彼女を泣かせてしまった。,I made her cry.
去年の夏、農家は水不足に泣かされた。,"Last summer, the farmers cried for lack of water."
本がなくなってしまった。,I've lost my books.
株には興味がなくなりました。,I am no longer interested in stocks.
牛乳がなくなりそうだから、買って来てください。,"We are about to run out of milk, so please go and buy some."
祖父が亡くなって、五年になります。,It's been five years since my grandfather passed away.
山田さんは去年お亡くなりになりました。,Mr. Yamada passed away last year.
どこかで財布を無くしてしまった。,I've lost my wallet somewhere.
この書類は絶対に無くさないでください。,Please don't lose this document.
試験に落ちて、自信を無くしてしまった。,I failed the exam and lost my confidence.
妹に大事な本を無くされた。,My sister lost her precious book.
彼女は事故で両親を亡くした。,She lost her parents in an accident.
時計が直りました。,The clock has been fixed.
このパソコンはもう直らないと言われました。,I was told that this computer can no longer be fixed.
もう風邪は治りましたか。ええ、すっかりよくなりま した。,"Have you recovered from your cold yet? Yes, I'm all better now."
病気が治るように、ゆっくり休んでください。,Please take a rest so that you can get well.
足のけがは、まだ完全に治っていない。,The injury on my foot is still not completely healed.
日本語で手紙を書いたんですが、間違いを直してもらえませんか。 ,"I wrote a letter in Japanese, could you please correct the mistakes? "
車を直してもらいました。,I asked him to fix my car.
壊れた自転車を直すのに一万円もかかった。,It cost me ten thousand yen to fix my broken bicycle.
五万円をドルに直すと、いくらですか。,"How much would 50,000 yen be in dollars?"
近所の歯医者で虫歯を治してもらった。,I had a cavity fixed at a local dentist.
食器をテーブルに並べてください。,Please arrange the dishes on the table.
いすを二列に並べました。,I arranged the chairs in two rows.
ファイルは番号の順番に並べておいてください。,Please put the files in the order of their numbers.
品物はショーケースに並べてあります。,The items are arranged in the showcase.
本は五十音順に並べられている。,Books are arranged in alphabetical order.
一列に並んでください。,Please line up in a single row.
映画館の前にたくさんの人が並んでいます。,A lot of people are lined up in front of the movie theater.
先生は学生を校庭に並ばせた。,The teacher made the students line up in the school yard.
その通りには、いろいろな店が並んでいる。,There are many stores lined up on that street.
テニスでは彼に並ぶ者はいない。,There is no one to line up with him in tennis.
日本人の友達から日本語を習いました。,I learned Japanese from a Japanese friend.
生け花を習おうと思っています。,I am thinking of learning ikebana.
山田さんはギターを習いたがっている。,Ms. Yamada wants to learn to play the guitar.
彼女は娘に英語を習わせた。,She made her daughter learn English.
子供の時、ピアノを習わされました。,She made me learn piano when I was a child.
日本の生活に慣れましたか。ええ、すっかり慣れまし た。,"Have you gotten used to life in Japan? Yes, I am completely used to it."
大勢の人の前で話すことに慣れていません。,I'm not used to speaking in front of a lot of people.
子供は新しい環境に慣れるのが早い。,Children get used to a new environment very quickly.
彼女は慣れた手つきで筆を使った。,She used the brush with a practiced hand.
ピクニックは、はき慣れた靴で来てください。,Please wear comfortable shoes for the picnic.
一生懸命練習して、テニスが上手になりました。,I practiced hard and became a good tennis player.
ひらがなが全部読めるようになった。,I can now read all hiragana.
その子は大きくなったら、医者になりたいそうだ。,The boy wants to be a doctor when he grows up.
六時に目覚まし時計が鳴った。,The alarm clock rang at six o'clock.
電話が鳴っています。,The phone is ringing.
一日に何時間日本語を勉強なさいますか。,How many hours a day do you study Japanese?
鈴木教授はテニスをなさると思いますか。,Do you think Professor Suzuki plays tennis?
お仕事は何をなさっていますか。教師をしております。,What do you do for a living? I'm a teacher.
飲み物は何になさいますか。コーヒーにします。,What would you like to drink? I'll have coffee.
どうなさったんですか。頭が痛いんです。,What's wrong with you? I have a headache.
ゆうべはよく眠れましたか。私はぐっすり眠れました。,Did you have a good sleep last night? I slept very well.
テストの勉強をしなければならなかったのに、眠ってしまった。,"I had to study for a test, but I fell asleep."
赤ちゃんが眠っているので、静かにしてください。,"The baby is sleeping, so please be quiet."
授業中、思わず眠りそうになった。,"During class, I almost fell asleep unintentionally."
私は八時間以上眠らないと、調子が悪い。,I feel bad if I don't sleep more than eight hours.
いつも何時ごろ寝ますか。,What time do you usually go to bed?
彼は寝ながら本を読んでいる。,He is reading a book in his sleep.
ゆうべ寝る前に宿題をしました。,I did my homework last night before going to bed.
そろそろ寝る時間ですね。お休みなさい。,It's time for me to go to bed. Have a good night.
彼女は一週間も風邪で寝ている。,She has been in bed with a cold for a week.
鳥が籠から逃げました。,The bird escaped from its cage.
泥棒は車で逃げたらしい。,The thief seems to have escaped in a car.
警官は逃げた犯人を追って行った。,The policemen went in pursuit of the fleeing criminal.
火事の場合は、非常口から逃げてください。,"In case of fire, run away from the emergency exit."
彼は質問からうまく逃げた。,He escaped the question well.
この魚は生で食べられますか。いいえ、煮て食べてください。,"Can I eat this fish raw? No, it should be boiled."
この野菜はもう少し煮たほうがいい。,This vegetable needs to be cooked a little more.
あなたはお父さんに似ていますね。,"You look like your father, don't you?"
あの兄弟は顔は似ているが、性格は全然似ていない。,"Those brothers have similar faces, but their personalities are nothing alike."
形の似た漢字があるので、気をつけてください。,"There are some Chinese characters that are similar in shape, so be careful."
彼女は髪を長く伸ばしています。,She lets her hair grow long.
手を伸ばして、本棚の上の辞書を取った。,He reached out and took a dictionary from the top of the bookshelf.
その会社は今、業績を伸ばしている。,That company is now doing well.
日本滞在を一週間延ばしました。,I postponed my stay in Japan for a week.
レポートの提出期限を来週に延ばしてもらった。,The deadline for submitting the report was postponed to next week.
ご注文の料理はもう通っております。,The food you ordered has already been delivered.
レンズを通して町を眺める。,Look at the city through the lens.
どの道を通って行きますか。,Which road will you take?
半年で背が五センチも伸びました。,I've grown five centimeters taller in six months.
髪が伸びすぎたので、美容院に行きたい。,"My hair has grown too long, so I want to go to the hairdresser."
最近、彼は日本語を話す力が伸びました。,"Recently, his ability to speak Japanese has improved."
この頃、日が延びてきましたね。,"The days are getting longer these days, aren't they?"
台風のために出発が三日延びた。,Our departure was postponed by three days because of the typhoon.
東京タワーに上ったら、遠くの山が見えます。,"When you go up to the Tokyo Tower, you can see the mountains in the distance."
自転車で坂道を上るのは大変だ。,It's hard to go up the hill on a bicycle.
富士山に登ったことがありますか。いいえ。でも、いつか登ってみたいです。,"Have you ever climbed Mount Fuji? No, I have not. But I would like to climb it someday."
子供が木に登って遊んでいる。,A child is climbing a tree and playing.
日が昇る前に、神社へ祈りに出かけた。,"Before the sun rose, I went to the shrine to pray."
放課後残って、勉強した。,I stayed after school to study.
まだ仕事が残っているから、帰れません。,I can't go home because I still have work to do.
料理が残ったら、冷蔵庫に入れておいてください。,"If you have any leftover food, please put it in the refrigerator."
彼は日本に残って、勉強を続けるそうです。,He is going to stay in Japan to continue his studies.
全然お金が残っていない。,I don't have any money left at all.
残さないで全部食べてください。,Please don't leave any behind and eat it all.
宿題を忘れたので、先生に残されました。,"I forgot to do my homework, so my teacher left it for me."
美しい自然を子孫に残さなければならない。,We must leave our beautiful nature to our descendants.
このケーキは残しておいて、明日食べよう。,Let's leave this cake and eat it tomorrow.
鈴木さんは家族を東京に残して、大阪に転勤した。,Mr. Suzuki left his family in Tokyo and moved to Osaka for work.
コーヒーを飲みましょう。,Let's have some coffee.
お茶を飲みながら話し合った。,We talked over a cup of tea.
食事の後で、薬を飲まなければならない。,"After dinner, I have to take my medicine."
日本で二十歳未満の人はお酒が飲めません。,People under 20 years old in Japan are not allowed to drink alcohol.
何かお飲みになりませんか。じゃあ、お茶をいただきます,"Would you like to have something to drink? Well, I'll have some tea."
自転車に乗って、図書館へ行った。,I got on my bicycle and went to the library.
新幹線に乗ったことがありますか。,Have you ever been on a bullet train?
九時三十分発の飛行機に乗らなければならない。,I have to catch the 9:30 p.m. flight.
辞書はあの棚の上に載っています。,The dictionary is on that shelf.
このレストランは先月の雑誌に載っていた。,This restaurant was in last month's magazine.
会議には山田さんを除いて全員出席した。,Everyone attended the meeting except Mr. Yamada.
その喫茶店は日曜日を除いて十時から六時まで開いている。,"That coffee shop is open from ten o'clock to six o'clock, except on Sundays."
最初の五ページは除いてもいいです。,You can exclude the first five pages.
あの店をのぞいてみようよ。,Let's take a peek at that store.
変な音がしたからドアの隙間から部屋の中をのぞいた。,"I heard a strange noise, so I peeked into the room through the crack in the door."
洋服を脱いで、浴衣を着た。,I took off my clothes and put on a yukata.
日本では靴を脱いで部屋に上がります。,"In Japan, you take off your shoes and go up to your room."
ぬれた服を早く脱いだほうがいいですよ。,It's better to take off your wet clothes as soon as possible.
ここでコートを脱いでもいいですか。はい、どうぞ脱 いで ください。,"Can I take off my coat here? Yes, please take it off."
医者は息子のシャツを脱がせて診察した。,The doctor took off his son's shirt and examined him.
雨で服がぬれた。,My clothes got wet from the rain.
そのシャツは洗ったばかりで、まだぬれています。,I had just washed the shirt and it was still wet.
類がぬれないようにかばんにしまった。,I put it in my bag so that it would not get wet.
ぬれた傘をそこに置かないでください。,Please don't leave your wet umbrella there.
ゆうべ髪の毛がぬれたまま寝てしまった。,I fell asleep last night with my hair wet.
家の壁にペンキを塗ってもらった。,I had the walls of my house painted.
パンにバターを塗ってください。,Please put butter on the bread.
蚊に刺されたところに薬を塗った。,I put medicine on a mosquito bite.
海に行くなら日焼け止めを塗ったほうがいい。,"If you're going to the beach, you'd better put on some sunscreen."
彼女は真っ赤な口紅を塗っている。,She is wearing bright red lipstick.
映画館で財布を盗まれた。,My wallet was stolen at the movie theater.
銀行に泥棒が盗みに入りました。,The bank was robbed by thieves.
自転車が盗まれないように鍵をかけておいた。,I locked my bicycle so that it would not be stolen.
親の目を盗んで酒を飲んだ。,I drank alcohol under the watchful eye of my parents.
彼らは人目を盗んで会った。,They met in public.
漢字の書き方を覚えるのは難しいです。,It is difficult to remember how to write Chinese characters.
先週行った店の名前を覚えていますか。,Do you remember the name of the restaurant you went to last week?
彼はもう仕事を覚えたようだ。,He seems to have learned his job already.
母は携帯電話の使い方がなかなか覚えられない。,My mother has a hard time remembering how to use her cell phone.
明日の会議は二時半からです。覚えておいてください。,Tomorrow's meeting starts at 2:30. Please remember that.
階段から落ちて、足にけがをしました。,I fell down the stairs and injured my leg.
百円玉が床に落ちている。,A hundred yen coin is on the floor.
しみがなかなか落ちない。,The stain is hard to remove.
棚から荷物が落ちそうです。,A package is about to fall off the shelf.
試験に落ちて、がっかりした。,I failed the exam and was disappointed.
そのニュースを聞いて、驚きました。,I was surprised when I heard the news.
ああ、驚いた。,"Yes, I was surprised."
彼の失礼な態度には驚かされた。,I was surprised at his rude attitude.
彼女は驚くほど歌がうまい。,She is an amazingly good singer.
驚いたことに、田中さんは会社を辞めてしまった。,"To my surprise, Mr. Tanaka quit the company."
一緒に踊ろう。,Let's dance together.
週末、踊りに行きませんか。,Why don't we go dancing on the weekend?
タンゴを踊ったことがありません。,I've never danced tango before.
足首を痛めていて、踊れません。,I can't dance because of my ankle injury.
喜びで胸が躍った。,My heart leapt with joy.
今朝何時に起きましたか。朝六時に起きました。,What time did you get up this morning? I woke up at six in the morning.
山田さんは朝早く起きられない。,Yamada-san can't get up early in the morning.
ゆうべ遅くまで起きていたから、今日はとても眠い。,"I was up late last night, so I'm very sleepy today."
起きろ。いつまで寝ているんだ。,Wake up. How long are you going to stay awake?
その交差点で交通事故が起きました。,There was a traffic accident at the intersection.
彼女はかんかんに怒っている。,She is very angry.
授業に遅れて、先生に怒られた。,I was late for class and the teacher got mad at me.
約束を忘れて、彼女を怒らせてしまった。,I forgot an appointment and made her angry.
殺人事件が起こったそうだ。,I heard that there was a murder.
空気が乾いているから、山火事が起こりやすい。,The air is dry and prone to forest fires.
明日の朝七時に起こしてください。,Please wake me up at seven o'clock tomorrow morning.
母に五時に起こされた。,My mother woke me up at five o'clock.
事故を起こさないように注意してください。,Please be careful not to cause any accidents.
転んだ子供を起こしてあげた。,I helped a child up who had fallen.
彼は事業を興した。,He started a business.
机の上に本が置いてある。,There are some books on the desk.
ここに荷物を置いてもいいですか。,Can I put my luggage here?
新しいソファーが欲しいけれども、置く場所がない。,"I want a new sofa, but I have nowhere to put it."
汚れた皿はそこに置いておいてください。,Please leave the dirty dishes there.
その会社の本社は東京に置かれている。,The headquarters of the company is located in Tokyo.
霧のため、飛行機の出発が二時間遅れた。,"Because of the fog, the plane was delayed for two hours."
電車の事故のせいで、会社に遅れた。,"Because of the train accident, I was late for work."
学校に遅れないように急いだ。,I had to hurry so as not to be late for school.
遅れてしまって、申し訳ありません。,I'm sorry I'm late.
この時計は五分ぐらい後れている。,This clock is about five minutes behind.
友達に手紙を送りました。,I sent a letter to my friend.
駅までお送りしましょう。,Let me take you to the station.
母から小包が送られてきた。,My mother sent me a parcel.
品物が届いたら、代金は一週間以内にお送りください。,"When you receive the goods, please send the payment within a week."
大学の入学祝いに、父から万年筆を贈られた。,My father gave me a fountain pen as a gift for entering college.
今日彼女は来ないと思います。,I don't think she will come today.
日本をどう思いますか。面白い国だと思います。,What do you think of Japan? I think it is an interesting country.
来月京都へ行こうと思っています。,I'm thinking of going to Kyoto next month.
彼が試験に落ちるとは思わなかった。,I didn't think he would fail the exam.
その映画は思っていたより面白かった。,That movie was more interesting than I thought it would be.
強風で木の枝が折れた。,The strong wind broke a tree branch.
雑誌の表紙が折れている。,The cover of the magazine is broken.
その角を右に折れると、郵便局があります。,"If you turn right at that corner, you will find a post office."
スキーで転んで、足の骨が折れてしまった。,I fell on my skis and broke my leg.
何度も話し合って、結局私のほうが折れました。,"We talked about it a lot, and eventually I broke mine."
品川駅で新幹線を降りた。,I got off the Shinkansen at Shinagawa station.
その階段を下りれば、地下鉄の駅があります。,"If you go down those stairs, there is a subway station."
あのエレベーターで一階に下りよう。,Let's take that elevator down to the first floor.
暗くならないうちに、山を下りなければならない。,We have to get down the mountain before it gets dark.
やっとビザが下りた。,"Finally, the visa came down."
桜の枝を折らないでください。,Please don't break the branch of the cherry tree.
手紙を三つに折って、封筒に入れた。,I folded the letter into three pieces and put them in an envelope.
彼女は折り紙で鶴を折ってくれた。,She folded a crane with origami.
彼は柔道の練習で腕を折ってしまった。,He broke his arm in judo practice.
話の腰を折らないでください。,Please don't break the story.
帽子が風で飛ばないように、両手で押さえた。,He held his hat with both hands so that it wouldn't blow away in the wind.
大きな音がして、思わず耳を押さえた。,A loud noise made her hold her ears involuntarily.
彼女は自分の感情を抑えられない。,She couldn't control her emotions.
そのミュージカルのいい席をおさえてあります。,I've saved you a good seat for that musical.
彼は声を抑えて話した。,He spoke in a hushed voice.
彼女に日本語を教えています。,I'm teaching her Japanese.
この漢字の読み方を教えてください。,Can you tell me how to read this kanji?
友達がおいしいレストランを教えてくれた。,My friend told me about a good restaurant.
駅へ行きたいんですが、道を教えていただけませんか。,"I'd like to go to the station, could you show me the way?"
母に教えてもらった通りにケーキを焼いてみた。,I baked a cake just like my mother taught me.
このボタンを押せば、ドアが開きます。,"If you press this button, the door will open."
誰かに背中を押されました。,Someone pushed me back.
ここにはんこを押してください。,Please press your stamp here.
彼は周囲の反対を押して、留学した。,He studied abroad over the objections of those around him.
後ろから押さないでください。,Please don't push me from behind.
すみません、ハンカチを落としましたよ。,"I'm sorry, but you dropped your handkerchief."
どこかで部屋の鍵を落としてしまった。,I dropped my room key somewhere.
もう少しスピードを落としたほうがいい。,You'd better slow down a little.
シャツに付いたしみが落とせない。,I can't remove the stain on my shirt.
床にたばこの灰を落とさないようにしてください。,Please try not to drop cigarette ashes on the floor.
彼女は先に出た妹を追って、駅まで走った。,"She ran to the station, following her sister who had left first."
彼は警察に追われている。,He's being chased by the police.
毎日仕事に追われている。,He is busy with his work every day.
彼はその火事で両手にやけどを負った。,He was burned on both hands in that fire.
チームが優勝できなかった責任を負って、監督が辞任した。,The coach resigned because he was responsible for the team's failure to win the championship.
授業があと十分で終わる。,My class is over in ten minutes.
五時に仕事を終わらせて、うちに帰った。,I finished my work at five o'clock and went home.
その映画が終わるのは何時ですか。,What time does the movie end?
その本を読み終わったら、私に貸してください。,"When you finish reading the book, please lend it to me."
答えを書き終わったら、出してください。,"When you finish writing the answer, please give it to me."
一週間に二、三回、プールで泳いでいます。,I swim in the pool two or three times a week.
どれぐらい泳げますか。全然泳げないんです。,How well do you swim? I can't swim at all.
夏になったら海へ泳ぎに行こう。,"When summer comes, I will go swimming in the ocean."
この川で泳ぐのは危険だ。,It is dangerous to swim in this river.
先生は子供達をプールで泳がせた。,The teacher made the children swim in the pool.
明日は気温が下がるだろう。,The temperature will probably drop tomorrow.
薬を飲んで、熱が下がった。,I took some medicine and my fever went down.
円の相場は上がったり下がったりしています。,The price of the yen has been going up and down.
電車が来るので少し後ろに下がってください。,"The train is coming, so please move back a little."
学校の成績が下がってしまった。,My grades at school have gone down.
何を捜しているの。,What are you looking for?
アパートを探すのに苦労しました。,I had a hard time finding my apartment.
部屋中捜したけれども鍵は見つからなかった。,"I searched the whole room, but couldn't find the key."
新しいバイトを探さなければなりません。,I have to find a new job.
鍵をその辺に落としたんだけど一緒に捜してくれない。,"I dropped my keys around the corner, but they wouldn't come with me."
まぶしいのでブラインドを下げてもいいですか。,"It's too bright in here, can I lower the blinds?"
少しテレビの音を下げてもらえませんか。,Can you please turn down the TV a little?
ちょっと暑いからエアコンの温度を下げよう。,"It's a little hot, let's turn down the air conditioner."
食事が終わったら食器を台所に下げてください。,"When you finish eating, please take the dishes down to the kitchen."
セール中は商品の値段を三割下げて売っている。,"During a sale, the price of an item is reduced by 30%."
詰め込み過ぎて袋が裂けてしまった。,I packed so much that the bag ripped open.
それは口が裂けても言えない。,I can't talk about that.
ラッシュを避けるために朝早く家を出た。,I left home early in the morning to avoid the rush hour.
彼は私を避けているようだ。,He seems to be avoiding me.
ストライキ突入は避けられないだろう。,The strike will be inevitable.
桜の花が咲いています。,The cherry blossoms are in bloom.
この花はもうすぐ咲きそうだ。,These flowers are going to bloom soon.
梅の花は二月ごろ咲きます。,Plum blossoms bloom around February.
書類を細かく裂いて捨てた。,He tore the documents into small pieces and threw them away.
お時間を十分ほど割いていただけませんか。,Could you please give me enough time?
彼はつえで体を支えている。,He is supporting himself with a staff.
彼は大家族を支えていかなければなりません。,He has to support his large family.
倒れそうな本棚が棒で支えてある。,A bookshelf that is about to fall over is supported by a stick.
落ち込んでいたとき友達が支えてくれた,"When I was depressed, my friends supported me."
その慈善活動は寄付金で支えられている。,Their charity work is supported by donations.
友達を誘って、買い物に行った。,I invited my friend to go shopping.
彼女をデートに誘おうと思っています。,I'm thinking of asking her out on a date.
山田さんに食事に誘われました。,Mr. Yamada invited me to dinner.
パーティーに誘ってくれて、ありがとう。,Thank you for inviting me to the party.
面白い展覧会があったら、是非誘ってください。,"If you find an interesting exhibition, please invite me."
針で指を刺してしまった。,I pricked my finger with a needle.
虫に足を刺された。,An insect stung me on the leg.
矢印の指す方向に進んでください。,Please go in the direction of the arrow.
人を指で指すのは失礼です。,It is rude to point at someone.
雨が降り出したから傘をさしたほうがいい。,"It's starting to rain, so you'd better take an umbrella."
教室で騒がないでください。,Please don't make noise in the classroom.
お酒を飲んで騒いでいる人は誰ですか。,Who is the person who is drinking alcohol and making noise?
その事件は世間を騒がせた。,The incident caused a public commotion.
私が騒いだら泥棒は逃げて行った。,"When I made a fuss, the thief ran away."
