Kanji,NR,KR,Meaning,W1,R1,M1
迷,MEI,mayo,"astray, be perplexed",迷う,まよう,"to lose one's way, get lost​"
洗,SEN,ara,"wash, inquire into, probe",洗う,あらう,"to wash, rinse, cleanse, inquire into"
互,GO,taga,"mutually, reciprocally, together",お互い,おたがい,"each other, one another​"
才,SAI,.,genius,天才,てんさい,"genius, prodigy, natural gift​"
更,KOU,"sara, fu","grow late, again",更に,さらに,"furthermore, again, after all"
歯,SHI,ha,tooth,虫歯,むしば,"cavity, tooth decay"
盗,TOU,nusu,"steal, rob",盗む,ぬすむ,to steal
慣,KAN,na,"accustomed, get used to",習慣,しゅうかん,habit
晩,BAN,.,"evening, night",毎晩,まいばん,every night
箱,.,hako,"box, chest, case",箱,はこ,"box, chest, case"
到,TOU,.,"arrival, proceed, reach",到着,とうちゃく,arrival
頂,CHOU,"itadaki, itada","receive, top, summit",頂く,いただく,"to receive, get, accept"
杯,HAI,sakazuki,"counter for cupfuls, glass",乾杯,かんぱい,"cheers, bottoms-up"
皆,KAI,mina,"all, everything",皆さん,みなさん,"all, everyone, everybody​"
招,SHOU,mane,"beckon, invite, summon, engage",招待,しょうたい,invitation
寒,KAN,samu,cold,寒い,さむい,cold weather
恥,CHI,"ha, haji","shame, dishonor",恥ずかしい,はずかしい,"embarrassed, ashamed"
疲,HI,tsuka,"exhausted, tire, weary",疲れる,つかれる,to get tired
貧,"HIN, BIN",mazu,"poverty, poor",貧困,ひんこん,"poverty, need, destitution, shortage"
猫,BYOU,neko,cat,猫,ねこ,cat
誤,GO,ayama,"mistake, err, do wrong",誤る,あやまる,"to make a mistake, commit an error"
努,DO,tsuto,"effort, diligent, as much as",努める,つとめる,"to endeavour, strive, make an effort"
幾,KI,iku,"how many, how much",幾つ,いくつ,how many
賛,SAN,.,"approve, praise",賛成,さんせい,"approval, agreement, support"
偶,GUU,tama,"accidentally, even number",偶然,ぐうぜん,"coincidence, chance, accident"
忙,BOU,isoga,"busy, occupied, restless",忙しい,いそがしい,"busy, occupied, hectic"
泳,EI,oyo,swim,水泳,すいえい,swimming
靴,KA,kutsu,shoes,靴,くつ,shoes
偉,I,era,"admirable, greatness",偉い,えらい,"great, excellent, admirable, remarkable"
