Kanji,NR,KR,Meaning,W1,R1,M1
入,NYUU,"hai, i","put in, get in, enter",入園,にゅうえん,enrollment in kindergarten
入,NYUU,"hai, i","put in, get in, enter",参入,さんにゅう,entering the marketplace
入,NYUU,"hai, i","put in, get in, enter",立ち入り禁止,たちいりきんし,no entry
入,NYUU,"hai, i","put in, get in, enter",入室,にゅうしつ,entering a room​
入,NYUU,"hai, i","put in, get in, enter",挿入,そうにゅう,"insertion, incorporation"
小,SHOU,"chii, ko, o","little, small",小説,しょうせつ,"novel, short story"
小,SHOU,"chii, ko, o","little, small",小学校,しょうがっこう,"primary school, elementary school"
小,SHOU,"chii, ko, o","little, small",少女,しょうじょ,"girl, young lady"
小,SHOU,"chii, ko, o","little, small",小屋,こや,"hut, cabin, shed"
小,SHOU,"chii, ko, o","little, small",小さい,ちいさい,"small, little, tiny"
小,SHOU,"chii, ko, o","little, small",小さな,ちいさな,"small, little, tiny"
小,SHOU,"chii, ko, o","little, small",小切手,こぎって,cheque
小,SHOU,"chii, ko, o","little, small",小鳥,ことり,small bird
小,SHOU,"chii, ko, o","little, small",小売,こうり,retail
小,SHOU,"chii, ko, o","little, small",少々,しょうしょう,"just a minute, small quantity"
小,SHOU,"chii, ko, o","little, small",小包,こづつみ,"parcel, package"
小,SHOU,"chii, ko, o","little, small",小麦,こむぎ,wheat
小,SHOU,"chii, ko, o","little, small",大小,だいしょう,"size, large and small sizes"
小,SHOU,"chii, ko, o","little, small",小遣い,こづかい,pocket money
小,SHOU,"chii, ko, o","little, small",縮小,しゅくしょう,"reduction, curtailment"
小,SHOU,"chii, ko, o","little, small",小柄,こがら,small build
小,SHOU,"chii, ko, o","little, small",小指,こゆび,little finger
小,SHOU,"chii, ko, o","little, small",小川,おがわ,"stream, brook, creek"
小,SHOU,"chii, ko, o","little, small",小冊子,しょうさっし,"booklet, pamphlet"
小,SHOU,"chii, ko, o","little, small",小山,こやま,hill
小,SHOU,"chii, ko, o","little, small",小僧,こぞう,youngster
小,SHOU,"chii, ko, o","little, small",子牛,こうし,calf
小,SHOU,"chii, ko, o","little, small",小数,しょうすう,fraction of
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",最後,さいご,"end, conclusion, last"
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",今後,こんご,"from now on, hereafter"
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",後者,こうしゃ,the latter​
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",直後,ちょくご,immediately following
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",後輩,こうはい,junior
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",背後,はいご,"back, rear, background"
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",後退,こうたい,"retreat, falling back"
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",後回し,あとまわし,"putting off, postponing"
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",後悔,こうかい,"regret, repentance, remorse"
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",明後日,あさって,day after tomorrow
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",戦後,せんご,postwar period
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",放課後,ほうかご,ほうかご
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",食後,しょくご,after a meal
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",後半,こうはん,second half
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",後援,こうえん,"support, backing"
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",後任,こうにん,successor
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",後始末,あとしまつ,"settlement, sorting out"
後,"GO, KOU","ato, oku, nochi","after, later, behind, back",後続,こうぞく,"succeeding, following"
長,CHOU,naga,"long, chief (head)",議長,ぎちょう,chairman
長,CHOU,naga,"long, chief (head)",長方形,ちょうほうけい,"rectangle, oblong"
長,CHOU,naga,"long, chief (head)",部長,ぶちょう,section head
長,CHOU,naga,"long, chief (head)",課長,かちょう,section manager
長,CHOU,naga,"long, chief (head)",成長,せいちょう,"growth, development, growing up"
長,CHOU,naga,"long, chief (head)",身長,しんちょう,"height, stature"
長,CHOU,naga,"long, chief (head)",長所,ちょうしょ,"strong point, merit, virtue"
長,CHOU,naga,"long, chief (head)",延長,えんちょう,"extension, elongation"
長,CHOU,naga,"long, chief (head)",長男,ちょうなん,eldest son
長,CHOU,naga,"long, chief (head)",長女,ちょうじょ,eldest daughter
長,CHOU,naga,"long, chief (head)",長引く,ながびく,"to be prolonged, drag on"
長,CHOU,naga,"long, chief (head)",長閑,のどか,"tranquil, calm, quiet"
長,CHOU,naga,"long, chief (head)",特長,とくちょう,"strong point, forte, merit, strength"
長,CHOU,naga,"long, chief (head)",波長,はちょう,wavelength
長,CHOU,naga,"long, chief (head)",局長,きょくちょう,bureau director
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",地下鉄,ちかてつ,subway
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",靴下,くつした,socks
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",地下,ちか,underground
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下手,"へた
",unskillful
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",廊下,ろうか,"corridor, hallway"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下駄,げた,traditional japanese wooden sandal
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下がる,さがる,"to come down, hang, fall, move back"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",以下,いか,"not exceeding, and below"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下げる,さげる,"to hang, suspend, wear, lower, move back"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下宿,げしゅく,"boarding, lodging"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下着,したぎ,underwear
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下痢,げり,diarrhea
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下さる,くださる,"to give, confer, bestow"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下町,したまち,low-lying part of a city
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下ろす,おろす,"to take down, bring down, lower, drop off"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下る,くだる,"to descend, go down, go down, pass"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",低下,ていか,"fall, decline, lowering, deterioration"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",上下,じょうげ,"top and bottom, high and low"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下車,げしゃ,"alighting, getting off"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下旬,げじゅん,last third of a month
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下水,げすい,"drainage, ditch, gutter, sewerage"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",見下ろす,みおろす,"to overlook,  look down on"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下品,げひん,"vulgar, indecent, coarse, crude"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下書き,したがき,"draft, rough copy"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",落下,らっか,"fall, drop, descent, coming down"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下火,したび,"burning low, waning, declining"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下位,かい,"low rank, lower position"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下調べ,したしらべ,"preliminary investigation, preliminary inquiry"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下取り,したどり,"trade-in, part exchange"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下心,したごころ,"secret intention, ulterior motive"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下線,かせん,"underline, underscore"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",地下道,ちかどう,subterranean tunne
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下水道,げすいどう,"sewer, sewer system"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下落,げらく,"depreciation, decline, fall, slump"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下流,かりゅう,downstream
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",値下げ,ねさげ,"price reduction, price cut"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",下部,かぶ,"lower part, substructure"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",投下,とうか,"throwing down, dropping, airdrop"
下,"KA, GE","shita, moto, shimo, sa, o, kuda","lower, below, down, get off, give",直下,ちょっか,directly under
学,GAKU,mana,"learn, study",数学,すうがく,mathematics
学,GAKU,mana,"learn, study",科学,かがく,science
学,GAKU,mana,"learn, study",文学,ぶんがく,literature
学,GAKU,mana,"learn, study",入学,にゅうがく,"admission, entrance, enrolment"
学,GAKU,mana,"learn, study",医学,いがく,medical science
学,GAKU,mana,"learn, study",小学校,しょうがっこう,"primary school, elementary school"
学,GAKU,mana,"learn, study",中学校,ちゅうがっこう,junior high school
学,GAKU,mana,"learn, study",高等学校,こうとうがっこう,senior high school
学,GAKU,mana,"learn, study",学者,がくしゃ,"scholar, academic, scientist"
学,GAKU,mana,"learn, study",留学,りゅうがく,studying abroad
学,GAKU,mana,"learn, study",通学,つうがく,commuting to school
学,GAKU,mana,"learn, study",化学,かがく,chemistry
学,GAKU,mana,"learn, study",奨学金,しょうがくきん,"scholarship, stipend"
学,GAKU,mana,"learn, study",学期,がっき,"school term, semester"
学,GAKU,mana,"learn, study",哲学,てつがく,philosophy
学,GAKU,mana,"learn, study",留学生,りゅうがくせい,"overseas student, exchange student"
学,GAKU,mana,"learn, study",学年,がくねん,"academic year, school year"
学,GAKU,mana,"learn, study",自然科学,しぜんかがく,natural science
学,GAKU,mana,"learn, study",学部,がくぶ,department of a university
学,GAKU,mana,"learn, study",社会科学,しゃかいかがく,social science
学,GAKU,mana,"learn, study",人文科学,じんぶんかがく,humanities
学,GAKU,mana,"learn, study",退学,たいがく,dropping out of school
学,GAKU,mana,"learn, study",工学,こうがく,engineering
学,GAKU,mana,"learn, study",学問,がくもん,"study, scholarship, learning"
学,GAKU,mana,"learn, study",進学,しんがく,advancing to the next stage of education
学,GAKU,mana,"learn, study",語学,ごがく,study of foreign languages
学,GAKU,mana,"learn, study",見学,けんがく,"inspection, study by observation"
学,GAKU,mana,"learn, study",在学,ざいがく,"attending school, being enrolled"
学,GAKU,mana,"learn, study",学説,がくせつ,theory
学,GAKU,mana,"learn, study",学歴,がくれき,academic background
学,GAKU,mana,"learn, study",生物学,せいぶつがく,biology
学,GAKU,mana,"learn, study",生態学,せいたいがく,ecology
学,GAKU,mana,"learn, study",生化学,せいかがく,biochemistry
学,GAKU,mana,"learn, study",美学,びがく,"esthetics, aesthetics"
学,GAKU,mana,"learn, study",光学,こうがく,optics
学,GAKU,mana,"learn, study",独学,どくがく,self-education
学,GAKU,mana,"learn, study",停学,ていがく,suspension from school
学,GAKU,mana,"learn, study",経済学,けいざいがく,economics
月,"GETSU, GATSU",tsuki,"month, moon",先月,せんげつ,last month
月,"GETSU, GATSU",tsuki,"month, moon",来月,らいげつ,next month
月,"GETSU, GATSU",tsuki,"month, moon",今月,こんげつ,this month
月,"GETSU, GATSU",tsuki,"month, moon",満月,まんげつ,full moon
月,"GETSU, GATSU",tsuki,"month, moon",月給,げっきゅう,monthly salary
月,"GETSU, GATSU",tsuki,"month, moon",月末,げつまつ,end of the month
月,"GETSU, GATSU",tsuki,"month, moon",生年月日,せいねんがっぴ,date of birth
月,"GETSU, GATSU",tsuki,"month, moon",月並み,つきな,"every month, conventional"
月,"GETSU, GATSU",tsuki,"month, moon",月賦,げっぷ,monthly installment
月,"GETSU, GATSU",tsuki,"month, moon",月謝,げっしゃ,monthly tuition fee
月,"GETSU, GATSU",tsuki,"month, moon",毎月,まいつき,every month
月,"GETSU, GATSU",tsuki,"month, moon",正月,しょうがつ,"new year, first month of the year"
月,"GETSU, GATSU",tsuki,"month, moon",月食,げっしょく,lunar eclipse
月,"GETSU, GATSU",tsuki,"month, moon",翌月,よくげつ,following month
月,"GETSU, GATSU",tsuki,"month, moon",月収,げっしゅう,monthly income​
月,"GETSU, GATSU",tsuki,"month, moon",同月,どうげつ,the same month
月,"GETSU, GATSU",tsuki,"month, moon",月額,げつがく,monthly amount 
月,"GETSU, GATSU",tsuki,"month, moon",月光,げっこう,moonlight
月,"GETSU, GATSU",tsuki,"month, moon",月夜,つきよ,moonlit night
月,"GETSU, GATSU",tsuki,"month, moon",月見,つきみ,moon viewing
何,KA,nani,what,何方,どなた,who
何,KA,nani,what,如何して,どうして,"why, how, in what way, by what means​"
何,KA,nani,what,何か,なにか,"something, some, any"
何,KA,nani,what,何も,なにも,"(not) anything, (nothing) at all"
何,KA,nani,what,何で,なんで,"why, what for"
何,KA,nani,what,如何しても,どうしても,"by all means, at any cost, no matter what"
何,KA,nani,what,何時でも,いつでも,"any time, always"
何,KA,nani,what,何時までも,いつまでも,"forever, for good, as long as one likes"
何,KA,nani,what,何とも,なんとも,"extremely, terribly, (not) at all"
何,KA,nani,what,何しろ,なにしろ,"at any rate, anyhow, anyway"
何,KA,nani,what,何分,なにぶん,"some; any, a little, of some kind"
何,KA,nani,what,何となく,なんとなく,"somehow or other, for some reason or another"
何,KA,nani,what,何と,なんと,"what, how"
何,KA,nani,what,何より,なにより,"above anything else, above all"
何,KA,nani,what,何だか,なんだか,"a little, somewhat, somehow"
何,KA,nani,what,何気ない,なにげない,"casual, unconcerned, nonchalant"
何,KA,nani,what,何て,なんて,"what, how"
何,KA,nani,what,如何に,いかに,"how, in what way​, to what extent"
何,KA,nani,what,如何にも,いかにも,"indeed, really, truly"
何,KA,nani,what,何卒,なにとぞ,"please, kindly, by all means"
何,KA,nani,what,何でも,なんでも,"any, anything, everything"
何,KA,nani,what,何とか,なんとか,"something, something or other"
何,KA,nani,what,何度,なんど,"how many times, how many degrees"
何,KA,nani,what,何回,なんかい,how many times
何,KA,nani,what,何事,なにごと,"what, what sort of thing, everything"
何,KA,nani,what,何者,なにもの,"who, what kind of person"
何,KA,nani,what,何やら,なにやら,"something, some kind of​, for some reason"
来,RAI,"ku, kita","come, bring about",未来,みらい,distant future
来,RAI,"ku, kita","come, bring about",出来る,できる,"to be able, be ready, be made"
来,RAI,"ku, kita","come, bring about",来週,らいしゅう,next week
来,RAI,"ku, kita","come, bring about",再来年,さらいねん,year after next
来,RAI,"ku, kita","come, bring about",将来,しょうらい,"future, prospects"
来,RAI,"ku, kita","come, bring about",出来るだけ,できるだけ,as much as possible
来,RAI,"ku, kita","come, bring about",以来,以来,"since, henceforth"
来,RAI,"ku, kita","come, bring about",出来事,できごと,"incident, affair, happening, event"
来,RAI,"ku, kita","come, bring about",来日,らいにち,"arrival in japan, coming to japan"
来,RAI,"ku, kita","come, bring about",本来,ほんらい,"originally, primarily, essentially, proper, rightful"
来,RAI,"ku, kita","come, bring about",出来上がる,できあがる,to be completed
来,RAI,"ku, kita","come, bring about",従来,じゅうらい,"up to now, so far, traditional, conventional"
来,RAI,"ku, kita","come, bring about",外来,がいらい,"foreign, imported"
来,RAI,"ku, kita","come, bring about",元来,がんらい,"originally, essentially, naturally"
来,RAI,"ku, kita","come, bring about",家来,けらい,"retainer, retinue, servant"
来,RAI,"ku, kita","come, bring about",伝来,でんらい,introduction from abroad
来,RAI,"ku, kita","come, bring about",由来,ゆらい,"origin, source"
来,RAI,"ku, kita","come, bring about",来客,らいきゃく,"visitor, caller"
来,RAI,"ku, kita","come, bring about",来春,らいしゅん,next spring
来,RAI,"ku, kita","come, bring about",到来,とうらい,"arrival, coming"
来,RAI,"ku, kita","come, bring about",往来,おうらい,"coming and going, traffic"
来,RAI,"ku, kita","come, bring about",来訪,らいほう,"visit from someone, call"
来,RAI,"ku, kita","come, bring about",年来,ねんらい,for some years
来,RAI,"ku, kita","come, bring about",来店,らいてん,coming to a store
話,WA,"hanahsi, hana","speak, talk, conversation",会話,かいわ,conversation
話,WA,"hanahsi, hana","speak, talk, conversation",話題,わだい,"topic, subject"
話,WA,"hanahsi, hana","speak, talk, conversation",神話,しんわ,"myth, legend"
話,WA,"hanahsi, hana","speak, talk, conversation",童話,どうわ,fairy tale
話,WA,"hanahsi, hana","speak, talk, conversation",世話,せわ,"care, looking after"
話,WA,"hanahsi, hana","speak, talk, conversation",話し合う,はなしなあう,to discuss
話,WA,"hanahsi, hana","speak, talk, conversation",話しかける,はなしかける,"to address someone, talk to someone"
話,WA,"hanahsi, hana","speak, talk, conversation",対話,たいわ,"dialogue, conversation"
話,WA,"hanahsi, hana","speak, talk, conversation",手話,しゅわ,sign language
話,WA,"hanahsi, hana","speak, talk, conversation",電話番号,でんわばんごう,telephone number
話,WA,"hanahsi, hana","speak, talk, conversation",電話帳,でんわちょう,telephone directory
話,WA,"hanahsi, hana","speak, talk, conversation",携帯電話,けいたいでんわ,mobile telephone
話,WA,"hanahsi, hana","speak, talk, conversation",寓話,ぐうわ,fable
話,WA,"hanahsi, hana","speak, talk, conversation",逸話,いつわ,anecdote
話,WA,"hanahsi, hana","speak, talk, conversation",昔話,むかしばなし,folk tale
話,WA,"hanahsi, hana","speak, talk, conversation",通話,つうわ,telephone call
話,WA,"hanahsi, hana","speak, talk, conversation",談話,だんわ,"talk, conversation, dialogue"
話,WA,"hanahsi, hana","speak, talk, conversation",話し言葉,はなしことば,spoken language
話,WA,"hanahsi, hana","speak, talk, conversation",実話,じつわ,true story
話,WA,"hanahsi, hana","speak, talk, conversation",話し方,はなしかた,way of talking
話,WA,"hanahsi, hana","speak, talk, conversation",英会話,えいかいわ,english conversation
山,SAN,yama,mountain,登山,とざん,mountain climbing
山,SAN,yama,mountain,山脈,さんみゃく,mountain range
山,SAN,yama,mountain,鉱山,こうざん,mine ore
山,SAN,yama,mountain,山岳,さんがく,"mountain chain, mountains"
山,SAN,yama,mountain,山腹,さんぷく,"hillside, mountainside"
山,SAN,yama,mountain,山火事,やまかじ,"forest fire, bushfire, wildfire​"
山,SAN,yama,mountain,氷山,ひょうざん,iceberg
山,SAN,yama,mountain,山小屋,やまごや,mountain hut
山,SAN,yama,mountain,山頂,さんちょう,summit of a mountain
山,SAN,yama,mountain,山道,やまみち,mountain trail
山,SAN,yama,mountain,野山,のやま,hills and fields
山,SAN,yama,mountain,下山,げざん,descending a mountain
高,KOU,taka,"tall, high, expensive",高い,たかい,"tall, expensive"
今,"KON, KIN",ima,now,今,いま,now
書,SHO,ka,write,書く,かく,to write
五,GO,itsu,five,五,ご,five
名,"MEI, MYOU",na,"name, reputation",名所,めいしょ,famous place
金,"KN, KON",kane,"gold, metal, money",金曜日,きんようび,Friday
男,"DAN, NAN",otoko,man,男,おとこ,"man, male"
外,"GAI, GE","soto, hoka, hazu",outside,外,そと,outside
四,SHI,"yo, yon",four,四,し・よん,four
先,SEN,saki,"earlier, ahead, before",先,さき,"point, tip, first, before"
川,SEN,kawa,river,川,かわ,river
東,TOU,higashi,east,東,ひがし,east
聞,"BUN, MON",ki,"hear, listen, ask",聞く,きく,"to hear, to ask, to listen"
語 ,GO,kata,language,語 ,ご,language
九,"KYUU, KU",kokomo,nine,九,きゅう,nine
食,SHOKU,"ta, ku","food, eat",食事,しょくじ,meal
八,HACHI,ya,eight,八,はち,eight
水,SUI,mizu,water,水道,すいどう,"water supply, water service"
水,SUI,mizu,water,水泳,すいえい,swimming
水,SUI,mizu,water,水素,すいそ,hydrogen
水,SUI,mizu,water,香水,こうすい,"perfume, scent"
水,SUI,mizu,water,淡水,たんすい,fresh water 
水,SUI,mizu,water,水蒸気,すいじょうき,water vapour;
水,SUI,mizu,water,水平,すいへい,"horizontal, level, even"
水,SUI,mizu,water,水分,すいぶん,"water, liquid, fluid"
水,SUI,mizu,water,海水浴,かいすいよく,swimming in the ocean
水,SUI,mizu,water,水筒,すいとう,"flask, water bottle"
水,SUI,mizu,water,噴水,ふんすい,water fountain
水,SUI,mizu,water,洪水,こうずい,"flood, flooding"
水,SUI,mizu,water,水源,すいげん,source of river
水,SUI,mizu,water,潜水,せんすい,"diving, submerging"
水,SUI,mizu,water,水準,すいじゅん,"level, standard"
水,SUI,mizu,water,下水,げすい,"drainage, ditch, gutter"
水,SUI,mizu,water,断水,だんすい,suspension of water supply
水,SUI,mizu,water,水滴,すいてき,drop of water
水,SUI,mizu,water,排水,はいすい,"drainage, draining"
水,SUI,mizu,water,大水,おおみず,flood
水,SUI,mizu,water,水族館,すいぞくかん,aquarium
水,SUI,mizu,water,水着,みずぎ,"bathing suit, swimsuit"
水,SUI,mizu,water,水面,すいめん,water's surface
水,SUI,mizu,water,海水,かいすい,seawater
水,SUI,mizu,water,防水,ぼうすい,waterproofing
水,SUI,mizu,water,雨水,雨水,rain water
水,SUI,mizu,water,水路,すいろ,"waterway, canal, channel"
水,SUI,mizu,water,水死,すいし,death by drowning
水,SUI,mizu,water,水割り,みずわり,"cut drink, diluted drink"
水,SUI,mizu,water,潜水艦,せんすいかん,submarine
水,SUI,mizu,water,海水浴場,かいすいよくじょう,swimming area
水,SUI,mizu,water,水域,すいいき,"waters, water area"
天,TEN,ame,"heavens, sky",天気予報,てんきよほう,weather forecast
天,TEN,ame,"heavens, sky",天才,てんさい,"genius, prodigy, natural gift"
天,TEN,ame,"heavens, sky",天国,てんごく,paradise
天,TEN,ame,"heavens, sky",天体,てんたい,heavenly body
天,TEN,ame,"heavens, sky",天候,てんこう,weather
天,TEN,ame,"heavens, sky",天然,てんねん,"nature, spontaneity"
天,TEN,ame,"heavens, sky",晴天,せいてん,fine weather
天,TEN,ame,"heavens, sky",雨天,うてん,rainy weather
天,TEN,ame,"heavens, sky",天災,てんさい,"natural calamity, disaster"
天,TEN,ame,"heavens, sky",先天的,せんてんてき,"inborn, innate, inherent"
天,TEN,ame,"heavens, sky",天井,てんじょう,ceiling
天,TEN,ame,"heavens, sky",天使,てんし,angel
天,TEN,ame,"heavens, sky",天文学,てんもんがく,astronomy
天,TEN,ame,"heavens, sky",天下,てんか,the whole world
天,TEN,ame,"heavens, sky",天文台,てんもんだい,astronomical observatory
天,TEN,ame,"heavens, sky",天ぷら,てんぷら,tempura
天,TEN,ame,"heavens, sky",悪天候,あくてんこう,bad weather
天,TEN,ame,"heavens, sky",好天,こうてん,fine weather
天,TEN,ame,"heavens, sky",天辺,てっぺん,"top, summit, apex, peak​"
天,TEN,ame,"heavens, sky",有頂天,うちょうてん,ecstasy
天,TEN,ame,"heavens, sky",後天的,こうてんてき,acquired
天,TEN,ame,"heavens, sky",楽天的,らくてんてき,optimistic
天,TEN,ame,"heavens, sky",露天風呂,ろてんぶろ,open-air bath
天,TEN,ame,"heavens, sky",摩天楼,まてんろう,skyscraper
木,"BOKU, MOKU",ki,tree,木,き,tree
六,ROKU,mu,six,六,ろく,six
万,"MAN, BAN",.,"ten thousand, many",一万円,いちまんえん,ten thousand yen
白,"HAKU, BYAKU",shiro,white​,白い,しろい,white​
七,SHICHI,nana,seven,七,しち・なな,seven
円,EN,maru,"yen, circle",円,えん,"yen, circle"
電,DEN,.,electricity,電話,でんわ,telephone call
父,FU,chichi,father,父兄,ふけい,guardians、 parents
父,FU,chichi,father,父母,ふぼ,"father and mother, parents"
父,FU,chichi,father,父親,ちちおや,father
父,FU,chichi,father,祖父,そふ,grandfather
父,FU,chichi,father,叔父,おじ,uncle
父,FU,chichi,father,祖父母,そふぼ,grandparents
父,FU,chichi,father,親父,おやじ,one's father
父,FU,chichi,father,伯父さん,おじ父さん,uncle
父,FU,chichi,father,お祖父さん,おじいさん,じい
父,FU,chichi,father,お父さん,おとうさん,father
北,HOKU,kita,north,北極,ほっきょく,north pole
北,HOKU,kita,north,南北,なんぼく,north and south
北,HOKU,kita,north,北海道,ほっかいどう,hokkaido
北,HOKU,kita,north,北極圏,ほっきょくけん,arctic circle
北,HOKU,kita,north,北上,ほくじょう,going north
北,HOKU,kita,north,北方,ほっぽう,northern direction
北,HOKU,kita,north,北海,ほっかい,northern sea
北,HOKU,kita,north,北風,きたかぜ,north wind
北,HOKU,kita,north,北半球,きたはんきゅう,northern hemisphere
北,HOKU,kita,north,東北,とうほく,north-east
北,HOKU,kita,north,北部,ほくぶ,northern part
北,HOKU,kita,north,敗北,はいぼく,"defeat, loss, reverse, setback"
北,HOKU,kita,north,北側,きたがわ,north side
北,HOKU,kita,north,北西,ほくせい,northwest
北,HOKU,kita,north,北東,ほくとう,northeast
北,HOKU,kita,north,北口,きたぐち,north entrance
北,HOKU,kita,north,北陸,ほくりく,hokuriku region
北,HOKU,kita,north,北緯,ほくい,north latitude
車,SHA,kuruma,"car, vehicle",自転車,じてんしゃ,bicycle
車,SHA,kuruma,"car, vehicle",電車,でんしゃ,"train, electric train"
車,SHA,kuruma,"car, vehicle",自動車,じどうしゃ,"car, automobile"
車,SHA,kuruma,"car, vehicle",駐車場,ちゅうしゃじょう,"parking lot, car park"
車,SHA,kuruma,"car, vehicle",列車,れっしゃ,"train, railway train"
車,SHA,kuruma,"car, vehicle",車庫,しゃこ,"garage, carport"
車,SHA,kuruma,"car, vehicle",車輪,しゃりん,wheel
車,SHA,kuruma,"car, vehicle",歯車,はぐるま,"gear, cogwheel"
車,SHA,kuruma,"car, vehicle",車掌,しゃしょう,train conductor
車,SHA,kuruma,"car, vehicle",機関車,きかんしゃ,"locomotive, engine"
車,SHA,kuruma,"car, vehicle",汽車,きしゃ,"train, steam train"
車,SHA,kuruma,"car, vehicle",発車,はっしゃ,"departure, leaving"
車,SHA,kuruma,"car, vehicle",風車,ふうしゃ,"windmill, wind turbine"
車,SHA,kuruma,"car, vehicle",停車,ていしゃ,stopping
車,SHA,kuruma,"car, vehicle",下車,げしゃ,"alighting, getting off"
車,SHA,kuruma,"car, vehicle",中古車,ちゅうこしゃ,"used car, secondhand car"
車,SHA,kuruma,"car, vehicle",救急車,きゅうきゅうしゃ,ambulance
車,SHA,kuruma,"car, vehicle",車線,しゃせん,"traffic lane, road lane"
車,SHA,kuruma,"car, vehicle",乗車券,じょうしゃけん,ticket
車,SHA,kuruma,"car, vehicle",車椅子,くるまいす,wheelchair
車,SHA,kuruma,"car, vehicle",貨車,かしゃ,"freight car, van"
車,SHA,kuruma,"car, vehicle",車種,しゃしゅ,car model
車,SHA,kuruma,"car, vehicle",車検,しゃけん,vehicle inspection
車,SHA,kuruma,"car, vehicle",車道,しゃどう,roadway
車,SHA,kuruma,"car, vehicle",消防車,しょうぼうしゃ,"fire engine, fire truck"
車,SHA,kuruma,"car, vehicle",客車,きゃくしゃ,passenger car
車,SHA,kuruma,"car, vehicle",洗車,せんしゃ,car washing
車,SHA,kuruma,"car, vehicle",終電車,しゅうでんしゃ,last train of the day
母,BO,haha,mother,母,はは,mother
母,BO,haha,mother,母親,ははおや,mother
母,BO,haha,mother,お母さん,おかあさん,mother
母,BO,haha,mother,お祖母さん,おばあさん,grandmother
