Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
知りませんか？これはマンドレイクといって,Don't you know? This is a mandrake.,,,,,,,,,,,,,,,,,,,,,,
とっても珍しい植物なんです,It's a very rare plant.,,,,,,,,,,,,,,,,,,,,,,
こんな所でみつけられるなんてすごくラッキーです,You're very lucky to find it here.,,,,,,,,,,,,,,,,,,,,,,
引っこ抜いた時の悲鳴を人間がまともに聞いちゃうと,If a human hears it scream when you pull it out...,,,,,,,,,,,,,,,,,,,,,,
死ぬこともあるんですよ,It can kill you.,,,,,,,,,,,,,,,,,,,,,,
あすみません,I'm sorry.,,,,,,,,,,,,,,,,,,,,,,
死ぬの,It's deadly.,,,,,,,,,,,,,,,,,,,,,,
毒性も強いんですけどしっかり毒抜きすれば,"It's highly toxic, but if you remove the poison properly...",,,,,,,,,,,,,,,,,,,,,,
万能薬にもなったりしてすごく便利なんです,It's also very useful as a cure-all.,,,,,,,,,,,,,,,,,,,,,,
それじゃ…どうぞ,Well then... here you go.,,,,,,,,,,,,,,,,,,,,,,
さっき言ったじゃないですかなおさんにプレゼントをあげたいって,I told you earlier I wanted to give you a present.,,,,,,,,,,,,,,,,,,,,,,
このマンドレイクがプレゼントです,This mandrake is my present.,,,,,,,,,,,,,,,,,,,,,,
これからの私たちの友情の証です,It's a token of our friendship from now on.,,,,,,,,,,,,,,,,,,,,,,
いらない,I don't want it. Translated with www.DeepL.com/Translator (free version),,,,,,,,,,,,,,,,,,,,,,
