Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
身長は190センチぐらい おっきい,"I'm about 6'2"". So tall!",,,,,,,,,,,,,,,,,,,,,,
190になると もう“ぐらい”なんだよね,I guess it's approximate when you're that tall.,,,,,,,,,,,,,,,,,,,,,,
あとは アバウトでいいかな みたいな,I figure a few centimeters don't matter.,,,,,,,,,,,,,,,,,,,,,,
何してるんですか？,What do you do?,,,,,,,,,,,,,,,,,,,,,,
モデルとバイト やってたんですけど バイト辞めて モデルだけで,"I was modeling part-time, but now I do it full-time.",,,,,,,,,,,,,,,,,,,,,,
東京ですよね？,In Tokyo?,,,,,,,,,,,,,,,,,,,,,,
東京です,In Tokyo.,,,,,,,,,,,,,,,,,,,,,,
ゆくゆくは,"SHION OKAMOTO, 22 MODEL",,,,,,,,,,,,,,,,,,,,,,
いろいろ ショーとか パリコレとか 目指したいんですけど,I aspire to do the runway shows in Paris.,,,,,,,,,,,,,,,,,,,,,,
テラスハウス見てて 僕もチヤホヤされたいな みたいな気持ちで,"I watched Terrace House and hoped people would swoon over me, too.",,,,,,,,,,,,,,,,,,,,,,
浮ついた理由で来ました すげー 正直,I came for a frivolous reason. That's so honest.,,,,,,,,,,,,,,,,,,,,,,
そろいましたね,Now that we're all here...,,,,,,,,,,,,,,,,,,,,,,
ひとつ よろしくお願いします,Now that we're all here... Glad to meet you all.,,,,,,,,,,,,,,,,,,,,,,
よろしくお願いします,Glad to meet you all.,,,,,,,,,,,,,,,,,,,,,,
うわっ 気持ちいい,It feels so nice.,,,,,,,,,,,,,,,,,,,,,,
すごいね こうやって見ると,It looks amazing from here.,,,,,,,,,,,,,,,,,,,,,,
気持ちいい すごい,It feels so good. This is amazing.,,,,,,,,,,,,,,,,,,,,,,
いい家だな おっきい家,The house is so big.,,,,,,,,,,,,,,,,,,,,,,
めっちゃ紅葉してるし めっちゃいい感じ,The leaves are turning. It looks great.,,,,,,,,,,,,,,,,,,,,,,
あと何かさ あれも… 敷地内？ 敷地内なんだろうね,I wonder if that's part of the property. It must be.,,,,,,,,,,,,,,,,,,,,,,
東屋みたいな？ へえ すごいわ,A gazebo. Amazing. Let's walk around.,,,,,,,,,,,,,,,,,,,,,,
１周したい,Amazing. Let's walk around.,,,,,,,,,,,,,,,,,,,,,,
ついに おウチの中が見れる,We finally get to see inside the house. Where should we start?,,,,,,,,,,,,,,,,,,,,,,
まず どっから行くかっすね,"We finally get to see inside the house. Where should we start? The entrance? Oh, the keys!",,,,,,,,,,,,,,,,,,,,,,
あっ 鍵！,"The entrance? Oh, the keys!",,,,,,,,,,,,,,,,,,,,,,
うわー！ マジだ かわいい,"Oh, yeah! They're so cute!",,,,,,,,,,,,,,,,,,,,,,
あっ 待って 名前 書いてあんの？,Our names are on them. They are?,,,,,,,,,,,,,,,,,,,,,,
すごーい,Nice! Great.,,,,,,,,,,,,,,,,,,,,,,
かわいい オシャレ,It's so cute. Stylish.,,,,,,,,,,,,,,,,,,,,,,
うわっ 怖い 怖い,I'm anxious.,,,,,,,,,,,,,,,,,,,,,,
おー お風呂 すごーい！ 待って 待って,Seriously? Amazing!,,,,,,,,,,,,,,,,,,,,,,
ヤバーい すごい,This is insane!,,,,,,,,,,,,,,,,,,,,,,
温泉みたい 露天風呂みたい すごーい,It's like a hot spring. Incredible.,,,,,,,,,,,,,,,,,,,,,,
お邪魔します 大人数で入れるね,It can fit a group.,,,,,,,,,,,,,,,,,,,,,,
えっ テレビ すごい マジ？ すげ,There's a TV. Seriously? Awesome.,,,,,,,,,,,,,,,,,,,,,,
ここで女子会できるよ,We can have a girl party here.,,,,,,,,,,,,,,,,,,,,,,
ヤバい,Crazy.,,,,,,,,,,,,,,,,,,,,,,
え？ これ どういう感じ？,What's this?,,,,,,,,,,,,,,,,,,,,,,
ここ ベッドルームじゃ ないですよね,This isn't the bedroom.,,,,,,,,,,,,,,,,,,,,,,
テレビ部屋みたいな,It's a TV room. I see.,,,,,,,,,,,,,,,,,,,,,,
オンエアとか見れるわけですよね？ 自分たちの,I heard we can watch our episodes. I see.,,,,,,,,,,,,,,,,,,,,,,
緊張する 緊張してきた,"I'm nervous. Me, too.",,,,,,,,,,,,,,,,,,,,,,
和室かな？ 洋室かな？ どっちだろう？,Will it be Japanese or Western style? I wonder.,,,,,,,,,,,,,,,,,,,,,,
おー！ かわいい！ えっ ヤバい,It's so cute!,,,,,,,,,,,,,,,,,,,,,,
洋室 洋室？,This is insane! It's Western style.,,,,,,,,,,,,,,,,,,,,,,
よかった やった,I'm glad. 2F GIRLS' ROOM,,,,,,,,,,,,,,,,,,,,,,
めっちゃかわいい かわいい,It's so cute. Amazingly cute.,,,,,,,,,,,,,,,,,,,,,,
えっ すごい,Amazing.,,,,,,,,,,,,,,,,,,,,,,
誰が どこ使う？ どこでもいいです,Who's sleeping where? I'm fine anywhere.,,,,,,,,,,,,,,,,,,,,,,
末っ子から決めていいよ えっ 本当ですか？ うん,The youngest can choose. Really?,,,,,,,,,,,,,,,,,,,,,,
ここがいいです,I choose this one.,,,,,,,,,,,,,,,,,,,,,,
じゃあ 次 つば冴ちゃん,"You're next, Tsubasa.",,,,,,,,,,,,,,,,,,,,,,
じゃあ 下 下,The one below. Okay.,,,,,,,,,,,,,,,,,,,,,,
いいよ 私 上 使うね,Then I'll sleep up there.,,,,,,,,,,,,,,,,,,,,,,
決まり 決まり 決まり すごい,Done! Done.,,,,,,,,,,,,,,,,,,,,,,
こういう感じか,It's like this?,,,,,,,,,,,,,,,,,,,,,,
テイストがいいね,They have good taste.,,,,,,,,,,,,,,,,,,,,,,
ヤバッ,This is insane.,,,,,,,,,,,,,,,,,,,,,,
これ… じゃあ どこがいいか せーので指さそうや オーケーっす やりますか,Let's point to the one we want on three. Let's do it.,,,,,,,,,,,,,,,,,,,,,,
かぶらなければ もう そこ決定みたいな 分かりました ドラフト制で,"If it's different, that's it. Got it.",,,,,,,,,,,,,,,,,,,,,,
せーの,"Ready, set...",,,,,,,,,,,,,,,,,,,,,,
全員,We all want that one.,,,,,,,,,,,,,,,,,,,,,,
全員 ここだ これは割れるよ,We all want the same one. This one's the most...,,,,,,,,,,,,,,,,,,,,,,
じゃあ 俺 ここでいいっす 上 行く？ はい,I'm okay up here. Up there?,,,,,,,,,,,,,,,,,,,,,,
さすが 若い,I'll go up.,,,,,,,,,,,,,,,,,,,,,,
一番 大人かもしれない その判断は,"You're young, but your decision is mature.",,,,,,,,,,,,,,,,,,,,,,
じゃあ 僕 ここ行きます えっ 何か悪いじゃん,I'll take this one then. What? I feel bad.,,,,,,,,,,,,,,,,,,,,,,
どうぞ どうぞ いいの？,Go ahead. Are you sure?,,,,,,,,,,,,,,,,,,,,,,
大丈夫です 朝日浴びて起きられるように,I can wake up to the sunlight.,,,,,,,,,,,,,,,,,,,,,,
本当？ すげー,Really? This is great.,,,,,,,,,,,,,,,,,,,,,,
このあと何すんの？ 私 仕事です,What are you doing after? I have work.,,,,,,,,,,,,,,,,,,,,,,
何時から？ 13時から,What time? 1:00 p.m.,,,,,,,,,,,,,,,,,,,,,,
何時までですか？ ９時ぐらいまで ずっと 長い,Until? -Until 9:00 p.m.,,,,,,,,,,,,,,,,,,,,,,
今日はトレーニングなし？ なしです お仕事デーです,"No training today? No, just work today.",,,,,,,,,,,,,,,,,,,,,,
とりあえず スーパーを,We should go to the market.,,,,,,,,,,,,,,,,,,,,,,
とりあえず スーパー行きたいですね 食料を 食料,"Yes, we should go to the market. To get groceries.",,,,,,,,,,,,,,,,,,,,,,
でも コンビニとかもね 遠いんだっけ？,"The mini mart is far, right?",,,,,,,,,,,,,,,,,,,,,,
遠いし 11時で閉まります,"Yes, and it closes at 11:00 p.m.",,,,,,,,,,,,,,,,,,,,,,
東京民じゃん？,"You're from Tokyo, too.",,,,,,,,,,,,,,,,,,,,,,
信じられなくない？ 24時間じゃないの ビックリ,Can you believe it's not open 24 hours? Shocking.,,,,,,,,,,,,,,,,,,,,,,
めっちゃ不便ですよ,It's very inconvenient.,,,,,,,,,,,,,,,,,,,,,,
私 親から離れるのが初めて あっ 本当？ だから もう…,I've never lived away from my parents. Really?,,,,,,,,,,,,,,,,,,,,,,
大丈夫 親みたいな人いっぱいいるよ,That's okay. We're like your parents.,,,,,,,,,,,,,,,,,,,,,,
大丈夫かな？ 言っといて心配になっちゃった,Is that reassuring? It'll be okay.,,,,,,,,,,,,,,,,,,,,,,
でも いい人たちそうで よかった ねっ みんな,I'm glad everyone is so nice.,,,,,,,,,,,,,,,,,,,,,,
どう？,What do you think?,,,,,,,,,,,,,,,,,,,,,,
女の子っすか？ そう,Of the girls?,,,,,,,,,,,,,,,,,,,,,,
どう？ どうよ？,What do you think?,,,,,,,,,,,,,,,,,,,,,,
えっ 俺からっすか？ 俺からっすか？,"Wait, I'm first? I have to go first?",,,,,,,,,,,,,,,,,,,,,,
年下に言わせるのも… そうっすよね,Making the younger ones go first. Right?,,,,,,,,,,,,,,,,,,,,,,
やっぱ 最初… あたす？,You should go first. Me?,,,,,,,,,,,,,,,,,,,,,,
あたす？ あたすから,"Me? Yes, you.",,,,,,,,,,,,,,,,,,,,,,
まあ そうね,Well...,,,,,,,,,,,,,,,,,,,,,,
安未ちゃんは かわいいよね そうですね うん,Ami is cute. Yes.,,,,,,,,,,,,,,,,,,,,,,
俺の知り合いにいないもん あんな何か…,I don't know anyone like that here.,,,,,,,,,,,,,,,,,,,,,,
キラキラしてる感じですね そう,She's very fancy.,,,,,,,,,,,,,,,,,,,,,,
見たことないわ,I've never seen anyone like her.,,,,,,,,,,,,,,,,,,,,,,
（雄大）俺は 年が近いから 話しやすいってのはあります 正直,"She and I are close in age, so it's easy for me to talk to her.",,,,,,,,,,,,,,,,,,,,,,
でも みずきちゃんも 全然 年の差をあんま感じない,But I don't really feel an age difference with Mizuki either.,,,,,,,,,,,,,,,,,,,,,,
最初 見て 結構 みずきちゃん かわいいなと思ってて,I thought Mizuki was cute at first.,,,,,,,,,,,,,,,,,,,,,,
24歳だっけ？,She's 24?,,,,,,,,,,,,,,,,,,,,,,
ん？ 26歳か,"No, 26. She's 26? Right.",,,,,,,,,,,,,,,,,,,,,,
つば冴ちゃんが24？ 24か,Tsubasa is 24? -Yes.,,,,,,,,,,,,,,,,,,,,,,
むしろ つば冴ちゃんは 自分より年下に見えるっていう,Tsubasa looks younger than me.,,,,,,,,,,,,,,,,,,,,,,
俺も “めっちゃ若”って思った 最初,"I thought so, too. I didn't believe her. -Right?",,,,,,,,,,,,,,,,,,,,,,
この地が そうさせたのかな 軽井沢という地が あの子を生んだんすかね？,"This land, Karuizawa, raised that girl.",,,,,,,,,,,,,,,,,,,,,,
無垢に育てたみたいな？,"Raised pure, you mean?",,,,,,,,,,,,,,,,,,,,,,
無垢なのかな？ やっぱ,She seems pure.,,,,,,,,,,,,,,,,,,,,,,
分かんないですよね まだ全然 いろいろ話してみないと まだ 本当にね はい,"I don't know. I have to get to know them. Yeah, that's true.",,,,,,,,,,,,,,,,,,,,,,
わりと こう 初期のメンバーとして 何か爽やかな 爽やかですね みんなね,"The new members seem very refreshing. Yes, that's true.",,,,,,,,,,,,,,,,,,,,,,
“ホッケーを広めたい” “そのためにやってきました” っていう子が,I came so people would know more about ice hockey.,,,,,,,,,,,,,,,,,,,,,,
かわいい いいじゃないですか,-She's cute. -It's nice.,,,,,,,,,,,,,,,,,,,,,,
テラハ史上 ナンバーワン素朴じゃない？ そうですね,She might be the most natural girl we've had on Terrace House.,,,,,,,,,,,,,,,,,,,,,,
どういう人のことを好きになって どういうふうに 恋するとなっちゃうのか… つば冴ちゃん,I wonder what kind of love she'll find here.,,,,,,,,,,,,,,,,,,,,,,
過去の恋愛なんかも どのぐらい経験があんのかも ちょっと気になるな,I wonder how experienced she is with relationships.,,,,,,,,,,,,,,,,,,,,,,
気になる,I wonder.,,,,,,,,,,,,,,,,,,,,,,
そして雄大君が 今のところ 一番 テンション上がった瞬間は 中村君が来た瞬間でしたけどね,Yuudai was so excited when Nakamura came.,,,,,,,,,,,,,,,,,,,,,,
“上がる 上がる”っつって,I'm so excited. I'm so excited.,,,,,,,,,,,,,,,,,,,,,,
こうなってましたもん 祈ってたもんな,He was like this. Practically praying.,,,,,,,,,,,,,,,,,,,,,,
私は だから,"I got excited and thought maybe he swung that way,",,,,,,,,,,,,,,,,,,,,,,
“やった！ そっち”と思ったけど そうでもなさそう,"I got excited and thought maybe he swung that way, but it doesn't seem like it.",,,,,,,,,,,,,,,,,,,,,,
スノーボードを一緒にできる人が 来ることを楽しみにしてた っていう意味での,He was just excited he has someone to snowboard with.,,,,,,,,,,,,,,,,,,,,,,
ボードを抱えてきたうえで “上がる”という 上がったんだね,"The board excited him. Yes, it did.",,,,,,,,,,,,,,,,,,,,,,
でも 雄大のおばあちゃんが 応募したっていうのも 新しない？,Yuudai's grandma applied for him. That's new.,,,,,,,,,,,,,,,,,,,,,,
おばあちゃんが 見てるってことですもんね？ そういうことですよね,That means his grandma watches the show. Yes.,,,,,,,,,,,,,,,,,,,,,,
19… だから おばあちゃん そんな いってないんじゃない？ 年,"He's only 19, so his grandma must not be too old.",,,,,,,,,,,,,,,,,,,,,,
60代とか？ じゃないですか？ 50代じゃないですか？,In her 60s? 50s? I think her 50s.,,,,,,,,,,,,,,,,,,,,,,
私ぐらいなんじゃない？ おばあちゃん,She might be around my age. What?,,,,,,,,,,,,,,,,,,,,,,
だって,"No, no. -If she started developing things early...",,,,,,,,,,,,,,,,,,,,,,
すっごい早く展開したら それぐらいに,"No, no. -If she started developing things early... she'd be around my age. Developing?",,,,,,,,,,,,,,,,,,,,,,
展開？,she'd be around my age. Developing?,,,,,,,,,,,,,,,,,,,,,,
そうですね なりますよ,That's right. Yes.,,,,,,,,,,,,,,,,,,,,,,
18ぐらいで展開してったら,If she started at 18.,,,,,,,,,,,,,,,,,,,,,,
17～18で産んで 展開していったら,"If she had a child at 17 or 18 and things developed,",,,,,,,,,,,,,,,,,,,,,,
あれぐらいの孫がいても,she'd have a grandchild that age. What was his grandma thinking? Does she want her grandson to find love?,,,,,,,,,,,,,,,,,,,,,,
おばあちゃん どういうつもり… “孫に いい恋させてあげたいな” とかですかね,What was his grandma thinking? Does she want her grandson to find love?,,,,,,,,,,,,,,,,,,,,,,
おばあちゃん見はんねや オンエアを 孫の恋路とかを,That means his grandma is going to watch her grandson's romance.,,,,,,,,,,,,,,,,,,,,,,
ちょっと これはズルいわ 言えないわ もう雄大君のこと おばあちゃんっ子に 悪いヤツ…,That's not fair. I can't say anything about Yuudai if his grandma's watching.,,,,,,,,,,,,,,,,,,,,,,
お前 もし雄大のこと 何か言ったら おばあちゃん悲しむからな,"If you bad mouth Yuudai, his grandma will be sad.",,,,,,,,,,,,,,,,,,,,,,
うわっ おばあちゃん悲しませるの 無理だな,I can't make his grandma sad.,,,,,,,,,,,,,,,,,,,,,,
でも何か 至恩君が みずきちゃんのことを いいって言うのは 何か分かるな,I can see why Shion is attracted to Mizuki.,,,,,,,,,,,,,,,,,,,,,,
雰囲気も 何か合いそうな感じするし,The both have the same vibe.,,,,,,,,,,,,,,,,,,,,,,
何やろ？ ヨーロッパの作家のことについて 話し合ったりしそうじゃない？,Like they'd discuss some European author.,,,,,,,,,,,,,,,,,,,,,,
至恩と みずきで？,Shion and Mizuki?,,,,,,,,,,,,,,,,,,,,,,
何かでも 今までよりも,It seems like they'd spend more time at home than any other season.,,,,,,,,,,,,,,,,,,,,,,
家で みんなで過ごす時間 多そうですよね,It seems like they'd spend more time at home than any other season. That's true.,,,,,,,,,,,,,,,,,,,,,,
家が めちゃくちゃ よくないですか？ いいよ,Isn't that house incredible? It is.,,,,,,,,,,,,,,,,,,,,,,
今までと ちょっと おウチの雰囲気も 何か ちょっとこう…,The feel of the house is more...,,,,,,,,,,,,,,,,,,,,,,
お山の家だね 落ち着く感じの,It's like a mountain cabin. It's calming.,,,,,,,,,,,,,,,,,,,,,,
廊下なんかも 「星のや」みたいなな？,The hallway is like the Hoshinoya hotel. The lanterns... It's nice.,,,,,,,,,,,,,,,,,,,,,,
間接照明があって 旅館の いいですね,The lanterns... It's nice.,,,,,,,,,,,,,,,,,,,,,,
石 敷いてましたもんね 屋内に ほっこりしますね,There was a stone walkway.,,,,,,,,,,,,,,,,,,,,,,
窓の向こうに 海がないっていうのが また やっぱり 今までとは違いますよね,There isn't a view of the ocean from the window for a change.,,,,,,,,,,,,,,,,,,,,,,
新鮮ですね 海がないの きれいなグリーンが,It's refreshing to not see the ocean.,,,,,,,,,,,,,,,,,,,,,,
雪のシーンね スノーボードとか そういうシーンが 出てくるんでしょうね,"I'm sure we'll see more snow activities, like snowboarding.",,,,,,,,,,,,,,,,,,,,,,
スキー場っていうのは 何割か増しになりますからね,Ski resorts always make you look good.,,,,,,,,,,,,,,,,,,,,,,
なるなる レフ板ですからね 全部ね,It's a natural reflector.,,,,,,,,,,,,,,,,,,,,,,
つば冴ちゃんの応援ね あっ 試合,Scenes of them cheering Tsubasa on. At her match?,,,,,,,,,,,,,,,,,,,,,,
中村君の応援っていうのも 見たいな,"Yes, and Nakamura's too.",,,,,,,,,,,,,,,,,,,,,,
みんなでね,With everyone. They'll have that.,,,,,,,,,,,,,,,,,,,,,,
夢は広がるな 広がりますね,My imagination is inspired. Yes.,,,,,,,,,,,,,,,,,,,,,,
部屋 見た？ 見た,Did you see your room? Yes.,,,,,,,,,,,,,,,,,,,,,,
どうだった？ 女子部屋 かわいかったよね,"How's the girls' room? Really cute, right?",,,,,,,,,,,,,,,,,,,,,,
超広い 何だろう モンゴルって感じ,Really spacious. It feels Mongolian.,,,,,,,,,,,,,,,,,,,,,,
モンゴル？ 何か日本じゃないって感じだった,Mongolian? Like it wasn't in Japan.,,,,,,,,,,,,,,,,,,,,,,
つーちゃん来る？ 来ない,Is Tsuchan coming? No.,,,,,,,,,,,,,,,,,,,,,,
じゃあ つーちゃんって―,When is she done?,,,,,,,,,,,,,,,,,,,,,,
何時まで仕事なの？,When is she done? What time does she get off work? 9:00 p.m.,,,,,,,,,,,,,,,,,,,,,,
９時までが仕事で,What time does she get off work? 9:00 p.m.,,,,,,,,,,,,,,,,,,,,,,
９時まで？,9:00 p.m.?,,,,,,,,,,,,,,,,,,,,,,
じゃあ 夕飯 作っといてあげる って感じにするか,9:00 p.m.? -So we should save some dinner for her. Yes.,,,,,,,,,,,,,,,,,,,,,,
腕 振るってくれるらしいよ いや ちょっと… さすが,"He's going to show us his skills. Oh, nice.",,,,,,,,,,,,,,,,,,,,,,
今日は みんなで作りましょう みんなで みんなでね,"We can all cook together. Yes, together.",,,,,,,,,,,,,,,,,,,,,,
誰が運転するの？ 行きますか,Shall we go?,,,,,,,,,,,,,,,,,,,,,,
でも ５人だから１台で行けそう,If we can all fit in one car.,,,,,,,,,,,,,,,,,,,,,,
運転しますよ ありがとうございます,I'll drive. Thank you.,,,,,,,,,,,,,,,,,,,,,,
お願いしまーす,Thanks.,,,,,,,,,,,,,,,,,,,,,,
出発 夕飯は何かな？,Let's go.,,,,,,,,,,,,,,,,,,,,,,
何にします？ 鍋とか 材料見て決めたいね,What should we make? Hot pot? I need to see the ingredients.,,,,,,,,,,,,,,,,,,,,,,
何の鍋にします？,What kind of hot pot?,,,,,,,,,,,,,,,,,,,,,,
何か鍋のもととかあんじゃん？ そういうの見て決めてもいいし,We can look at those prepared soup stocks and decide.,,,,,,,,,,,,,,,,,,,,,,
それとも ダシから作りたいタイプ？ あっ そうします？,-Or do you make your own stock? -I'll do that.,,,,,,,,,,,,,,,,,,,,,,
かわいいね こっち どっちもかわいい,The cars are nice. They're cute.,,,,,,,,,,,,,,,,,,,,,,
緑 超かわいい,The green one is so cute.,,,,,,,,,,,,,,,,,,,,,,
じゃあ 行きますか わーい,Shall we take the big one? Yeah.,,,,,,,,,,,,,,,,,,,,,,
お願いします,Thanks for driving.,,,,,,,,,,,,,,,,,,,,,,
ヤバッ,This is crazy.,,,,,,,,,,,,,,,,,,,,,,
まず 何 見ます？ 鍋のもと的なもの？,What should we look at first? Soup stock? Vegetables first?,,,,,,,,,,,,,,,,,,,,,,
野菜から行っちゃう？ 野菜から行きますか,What should we look at first? Soup stock? Vegetables first? Let's do vegetables.,,,,,,,,,,,,,,,,,,,,,,
何が必要なんだろう,What do we need? Yeah.,,,,,,,,,,,,,,,,,,,,,,
鍋のもと見てから決めたほうが いいんじゃないですか？ 何鍋にするかですね,"Let's look at soup stock first. True, it depends on the stock.",,,,,,,,,,,,,,,,,,,,,,
何味？ 何がいいですか？,Which flavor? Which would you like?,,,,,,,,,,,,,,,,,,,,,,
ポン酢とか大根おろしとか ゴマだれとか 自分でさ 手元で 味 変えられるみたいなのにする？,"What if we have different dipping sauces, like ponzu or grated radish,",,,,,,,,,,,,,,,,,,,,,,
で 基本は 水炊きじゃないけど しゃぶしゃぶじゃないけど みたいにして,and do a simple hot pot like mizutaki?,,,,,,,,,,,,,,,,,,,,,,
どうでしょう？ 任せます,I'll leave it to you. -What do you think?,,,,,,,,,,,,,,,,,,,,,,
いいですか？ 俺 勝手に あれしてるけど ごめんね,I feel like I'm giving orders. I'm sorry. That's fine. We need a hot pot sergeant to make the decisions.,,,,,,,,,,,,,,,,,,,,,,
鍋奉行がいないと まとまらない,We need a hot pot sergeant to make the decisions.,,,,,,,,,,,,,,,,,,,,,,
俺ね 鍋奉行なんですよ 周りからもね 本当 イヤがられるぐらいなのよ,"Yes, I'm picky about hot pot. My friends give me a hard time about it.",,,,,,,,,,,,,,,,,,,,,,
見てる,I'll watch.,,,,,,,,,,,,,,,,,,,,,,
見て 応援してれば大丈夫 “頑張れ”っつって,"You can cheer me on and say, ""You can do it.""",,,,,,,,,,,,,,,,,,,,,,
どうぞ,Here you go.,,,,,,,,,,,,,,,,,,,,,,
シャキっとすんの？ 氷水だと そうなんだ,The leaves are more crisp if I put it in ice water?,,,,,,,,,,,,,,,,,,,,,,
雄大 これ氷水いるの？,"Is the ice water necessary, Yuudai?",,,,,,,,,,,,,,,,,,,,,,
かなりシャキっとしますよ シャキ…,"Makes it crisp. After we cook them in the pot, they'll get soft.",,,,,,,,,,,,,,,,,,,,,,
鍋で煮立って フニャフニャになるけどね あとで,"After we cook them in the pot, they'll get soft.",,,,,,,,,,,,,,,,,,,,,,
そっか,That's true.,,,,,,,,,,,,,,,,,,,,,,
これ 全部 入れないほうがいいかな？,Should I add all of this?,,,,,,,,,,,,,,,,,,,,,,
あっ ちょっと残しといて お肉 入れるスペースとかあるから,"Oh, I think... Leave some space for the meat.",,,,,,,,,,,,,,,,,,,,,,
大根 どこまで削ればいいんですかね？,How much radish should I grate? What?,,,,,,,,,,,,,,,,,,,,,,
もうちょい いける？ もうちょい いけるな,A little more? Yeah.,,,,,,,,,,,,,,,,,,,,,,
すごいな 雄大,"Looks amazing, Yuudai.",,,,,,,,,,,,,,,,,,,,,,
いや こんなの 盛り合わせしただけですよ,I'm just plating.,,,,,,,,,,,,,,,,,,,,,,
様になってるわ マジで 様になってる,Looks like the real deal. -Yeah.,,,,,,,,,,,,,,,,,,,,,,
いただきまーす いって いって,Bon appétit. -Eat.,,,,,,,,,,,,,,,,,,,,,,
チーズ食べたい 雄大の 食ってください マジで,"Yuudai, I want some cheese. -Go ahead.",,,,,,,,,,,,,,,,,,,,,,
クリームチーズと ブラックペッパーいいね いいっすか？,I like the cream cheese and black pepper. -Yeah?,,,,,,,,,,,,,,,,,,,,,,
ハチミツかけたの？ ハチミツ入ってます,You put honey over it?,,,,,,,,,,,,,,,,,,,,,,
さすが,I did. -Nice choice.,,,,,,,,,,,,,,,,,,,,,,
ハーッ！ シャレてる,Stylish.,,,,,,,,,,,,,,,,,,,,,,
ワイン欲しくなる ねっ,Makes me want wine. -Right?,,,,,,,,,,,,,,,,,,,,,,
うん おいしい,It's very good.,,,,,,,,,,,,,,,,,,,,,,
チェダー,Cheddar.,,,,,,,,,,,,,,,,,,,,,,
じゃあ 上がる話 何か…  ちょっと上がる話 しようよ,"Let's talk about something exciting. -Yes, let's.",,,,,,,,,,,,,,,,,,,,,,
好きなタイプの話 うん いいよ,How about the type of person we like? -Okay.,,,,,,,,,,,,,,,,,,,,,,
よく笑う子が好きで,I like girls who laugh a lot.,,,,,,,,,,,,,,,,,,,,,,
分かります？ 一緒,"You, too? -Me, too.",,,,,,,,,,,,,,,,,,,,,,
で あとは,Someone not too negative.,,,,,,,,,,,,,,,,,,,,,,
ネガティブすぎなければ いいかなみたいな,"Someone not too negative. Yeah, that's okay.",,,,,,,,,,,,,,,,,,,,,,
俺は あとあれだね アウトドアが好きだから―,"I like the outdoors,",,,,,,,,,,,,,,,,,,,,,,
そういうことが好きな人は 結構 好きかな,so I tend to like people who like that sort of thing.,,,,,,,,,,,,,,,,,,,,,,
活発な子みたいな？ うん,Someone active.,,,,,,,,,,,,,,,,,,,,,,
最初に“無理”って言うよりは “やってみよう”みたいな “えー やだ”って言う人よりは,"Someone willing to try things. -Better than someone who says, ""No way!""",,,,,,,,,,,,,,,,,,,,,,
いますよね  “何でも やりたい やりたい” みたいな,"Oh, yeah. -Someone willing to try anything.",,,,,,,,,,,,,,,,,,,,,,
その嫌いなタイプの女な 気がする,I think I'm not the type of girl you like.,,,,,,,,,,,,,,,,,,,,,,
自分が？ 何で？,You aren't? -Why?,,,,,,,,,,,,,,,,,,,,,,
“どっか行こう”っつっても…,"If someone says, ""Let's do this,"" you'd say...",,,,,,,,,,,,,,,,,,,,,,
“えー 無理”みたいな,I can't.,,,,,,,,,,,,,,,,,,,,,,
じゃあ どんなことだったら “ああ いいね”みたいになんの？,What kind of guy do you like?,,,,,,,,,,,,,,,,,,,,,,
好きなタイプは,My type?,,,,,,,,,,,,,,,,,,,,,,
何だろう,Well...,,,,,,,,,,,,,,,,,,,,,,
厳しい人,Someone tough on me.,,,,,,,,,,,,,,,,,,,,,,
“こういうことがあって こうで 本当に最悪だった”,"Tough? If I go to him for advice,",,,,,,,,,,,,,,,,,,,,,,
みたいな相談をした時に―,"like something really bad, he'll say...",,,,,,,,,,,,,,,,,,,,,,
“頑張ったね”とかじゃなくて “甘えてんじゃねえよ”,"""Come on, don't be a baby."" -Exactly.",,,,,,,,,,,,,,,,,,,,,,
“安未のこういうとこが いけないんだから” “こうだったんだよ”みたいな,He would tell me what I did wrong.,,,,,,,,,,,,,,,,,,,,,,
変わってる,That's unusual.,,,,,,,,,,,,,,,,,,,,,,
めっちゃ変わってる リアリストみたいな？,That's so different. Like a realist.,,,,,,,,,,,,,,,,,,,,,,
安未に興味がなさそうな人が好き あー 分かる そういうの それ分かる,I like guys who seem uninterested in me. I understand you.,,,,,,,,,,,,,,,,,,,,,,
ん？ 何で？,What? Why? If someone seems uninterested...,,,,,,,,,,,,,,,,,,,,,,
男には分かんねえ 追いかけたくなるっていうか,Guys can't understand that. I want to go after him.,,,,,,,,,,,,,,,,,,,,,,
女性で追いかけたい？ 振り向かせたいみたいな？,You want to be the pursuer? -To interest him?,,,,,,,,,,,,,,,,,,,,,,
なるほどね 分かる 分かる,I see. -I get you.,,,,,,,,,,,,,,,,,,,,,,
分かるんだ？ 女って 結構 多い,You get it? -Lots of women are like that.,,,,,,,,,,,,,,,,,,,,,,
興味 持たれると あんまり興味なくなっちゃう,"If a guy shows interest, I lose interest.",,,,,,,,,,,,,,,,,,,,,,
