Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
いよっ エヘヘヘ おおっ,Nice one. -Wow!,お母さんの味とは だいぶ違うとは思ったんだけど,I know it's not the same as your mother's cooking.,,,,,,,,,,,,,,,,,,,,
こんにちは,Hello.,うーん うちのは― もうちょっと ゴマが少なかったのかな？,Maybe my mother used less sesame seeds? It had less flavor.,,,,,,,,,,,,,,,,,,,,
どうも ありがとうございました またお願いします はーい,"-Thank you, please come again! -Okay!",ああ ごめんね,"Maybe my mother used less sesame seeds? It had less flavor. I'm sorry, I used sesame seed oil without thinking.",,,,,,,,,,,,,,,,,,,,
こんにちは,Hello.,ついゴマ油で炒めちゃった,"I'm sorry, I used sesame seed oil without thinking.",,,,,,,,,,,,,,,,,,,,
おお 美音坊 ああ,"-Hey, Mine-bo. -Oh!",ああ でもいいの このほうがおいしいし ウフフ,"No, it tastes better this way.",,,,,,,,,,,,,,,,,,,,
あっ 昨日の大根どうだった？,How was yesterday's daikon radish?,だけど… お母さんの味が 食べたかったんじゃない？,But you must've wanted your mother's cooking.,,,,,,,,,,,,,,,,,,,,
あっ すっごくおいしかった みずみずしくて,It was really juicy and tasty.,フフッ いいんだってば お母さんの味はお母さんの味で ちゃんと覚えてるし,"Like I said, it's fine. I clearly remember my mother's cooking.",,,,,,,,,,,,,,,,,,,,
そうでしょ いいのよ あれ,Right? It's the good stuff.,これって― 私にとっては お母さんの思い出を 引っ張り出す― タグみたいなものなんだ,I think this dish is something I use as a tag to recall memories of my mother.,,,,,,,,,,,,,,,,,,,,
今日はね これよ かき菜,Today's special is kakina.,タグ？,Tag?,,,,,,,,,,,,,,,,,,,,
わあ おいしそう これ いいから 今日,Looks delicious. -They're great today.,付箋みたいなものか,Like a sticky note?,,,,,,,,,,,,,,,,,,,,
じゃあ 頂いてこうかな,I'll take it.,これを食べるたびに お母さんとの思い出に出会えるの,"Every time I eat this, I get to meet memories of my mother.",,,,,,,,,,,,,,,,,,,,
ホント？　持っていこうか あとで,Yeah? I can deliver it.,それなら 少しでも おいしいほうがいいじゃない？,"In that case, the tastier the better, right?",,,,,,,,,,,,,,,,,,,,
ううん 大丈夫 ここで買ってっちゃう あっ ホント？ うん,"-It's okay, I'll buy it now. -Okay.",ふーん そっか… そうだね フフッ,I see. I agree.,,,,,,,,,,,,,,,,,,,,
あと１つぐらいもらおっかな じゃあ２つね,I'll have one more. -Two then. -Yup.,お客さんの評判がよければ また作ってくれるでしょ？,"If the customers like it, you will make it again, right?",,,,,,,,,,,,,,,,,,,,
うん はい ありがとう,Thank you.,もちろん,Of course.,,,,,,,,,,,,,,,,,,,,
はいはいはい,Here we go.,みんなが喜んでくれるなら― たまに おすすめ料理に 入れてもいいかも,"If everyone likes it, I could put it in the specials.",,,,,,,,,,,,,,,,,,,,
はい ウメさん ああ かき菜のおひたしと… ありがと いつもの梅割り,"Ume, here is kakina ohitashi and your usual shochu with hot water.",あっ やった！,Great!,,,,,,,,,,,,,,,,,,,,
はーい,Yes.,そしたら そのたびに私― お母さんの思い出に 会えるんだ フフフフッ,I can meet memories of my mother every time it's on the menu.,,,,,,,,,,,,,,,,,,,,
ええっと ２つと いただきます,I'll put two here. Thank you for this.,大根の葉っぱとは また違ったおいしさっすね,It has a different tastiness from daikon leaves.,,,,,,,,,,,,,,,,,,,,
ん？　このかき菜… からしじゃなくて わさびあえだね,This kakina ohitashi is made with wasabi and not karashi mustard.,この独特の香りがいいの,"Yes, I love this unique aroma.",,,,,,,,,,,,,,,,,,,,
そう！　たまには 違う辛さもいいでしょ,"Yes! A change in spice is nice, isn't it?",俺 これがメニューに入ったら 注文しまくりっすよ,I'll order this all the time if this is on the menu.,,,,,,,,,,,,,,,,,,,,
私が作ったんだよ,I made it.,あんた 大食いなんだから 私の分まで食べ尽くさないでよね （リョウのせき払い） （美音と馨の笑い声）,"You eat a lot, so make sure you don't go digging into my portion.",,,,,,,,,,,,,,,,,,,,
やるねえ 馨ちゃん エヘヘ… ん～,"Well done, Kaoru.",早いもん勝ちっすよ,"First come, first served.",,,,,,,,,,,,,,,,,,,,
お先っす どうも,I'm heading out. Bye now.,ご飯 お代わり！ はーい,More rice please! -Yes.,,,,,,,,,,,,,,,,,,,,
ありがとうございます また来てね はーい,Thank you very much. -Please come again. -Okay.,イテテテテ！ ちょちょちょ… 痛いっすよ,Ouch! That hurts!,,,,,,,,,,,,,,,,,,,,
いらっしゃい トクさん,Welcome. Toku!,まあいいわ 許してあげる,"Fine, I'll forgive you.",,,,,,,,,,,,,,,,,,,,
おっ ウメ婆 来てたか,"Ume-ba, you're here.",何でアキさんに 許してもらわなきゃいけないんすか,Why do I need you to forgive me?,,,,,,,,,,,,,,,,,,,,
何か いいことあったの？ え？ ご機嫌だね,Do you have good news? You're in a great mood.,私が発案者だからよ いや でも作ったのは 美音さんでしょ,Because I thought of this dish. -But Mine made it.,,,,,,,,,,,,,,,,,,,,
今日は来られなかったはずじゃ？,I thought you couldn't come.,痛い痛い 痛い痛い… 痛いっす 痛いっす 痛いっす！,Ouch! It hurts!,,,,,,,,,,,,,,,,,,,,
ああ 連チャンですまねえな ううん,Sorry for the trouble. Not at all.,ほらほら もう ２人とも そのへんにしておいて,"Enough, the both of you.",,,,,,,,,,,,,,,,,,,,
現場がうまく片づいたんでな 報告がてら寄らせてもらったんだよ,It went well at work and I wanted to tell you about it.,はい ありがとうございます,Here's your rice. -Thank you.,,,,,,,,,,,,,,,,,,,,
はい 上着 預かる おう はいはい,I'll take your jacket. -Thanks.,しばらくは おすすめ料理に入れておくから― また食べに来てね,"I'll put it in specials for a while, so come have it again.",,,,,,,,,,,,,,,,,,,,
昨日と同じ酒な はい あと みそ漬け,The sake from yesterday and misozuke. -Yes.,うん！　ありがと ウフフ…,"I will, thank you.",,,,,,,,,,,,,,,,,,,,
はい,Sure.,食後は ほうじ茶にかぎるねえ,Hojicha is the best after a meal.,,,,,,,,,,,,,,,,,,,,
弟子がよ 朝一番で現場に来たんだよ,My apprentice came to the work site first thing in the morning.,年寄りくさいっす,You sound old.,,,,,,,,,,,,,,,,,,,,
え？ あの逃げ出しちゃった人？,The one that bailed on work? -Yeah.,痛っ！,Ouch.,,,,,,,,,,,,,,,,,,,,
そうそう でな,"The one that bailed on work? -Yeah. Bracing for the possibility we'd never be hired again,",飲んだくれる日もあるけど,There are days I drink a lot.,,,,,,,,,,,,,,,,,,,,
二度と仕事はもらえない覚悟で,"Bracing for the possibility we'd never be hired again,",お酒に逃げるよりも― 美音ちゃんのご飯を食べたほうが 元気になれるから不思議よね,"But somehow, eating Mine's cooking cheers me up more than drinking.",,,,,,,,,,,,,,,,,,,,
現場監督のとこ ２人で謝りに行ったんだよ,we went to apologize to the supervisor.,ああ それ分かります,I know the feeling.,,,,,,,,,,,,,,,,,,,,
そしたらよ “二度とあんたらには頼まないって 言いたいところだが”,"And he says, ""'I don't want to work with you ever again', is what I want to say,",この店で飲みたくなるのは― むしろ調子いい時っすよね （アキ）うん,I come here when I'm actually doing well.,,,,,,,,,,,,,,,,,,,,
ふだんの仕事は確かだから 今回は大目に見てやるってよ,"But you always do such a good job so I will let it go this time.""",仕事で結果出した時とか― 取引先に かわいい子が入った時とか,Like when I make progress at work or when a cute girl joins the company.,,,,,,,,,,,,,,,,,,,,
ああ よかった おう,That's great news. -Yes.,かわいい子はどうでもいいけど… 確かにそうなんだよねえ,"I don't care about the cute girl, but I know what you mean.",,,,,,,,,,,,,,,,,,,,
でも どういう風の吹き回し？ 昨日はカンカンに 怒ってたんですよね？,"But why did he change his mind? He was angry yesterday, right?",食べ物ってさ 私のニンジンの葉っぱみたいに―,"I think each and every food, like carrot leaves,",,,,,,,,,,,,,,,,,,,,
冷静になって考えたらしいんだな,Apparently he calmed down and thought it over.,何かしら思い出のタグが ついてる気がする,has a memory tagged to it.,,,,,,,,,,,,,,,,,,,,
その現場監督もよ 昔はヤンチャで相当荒れてたって,The supervisor said he himself was reckless and a mess as a young man.,ただいま,I'm home.,,,,,,,,,,,,,,,,,,,,
でも 今はちゃんと働いてる,But he's working properly now.,おかえり アキ 寒かったべ,Welcome back. You must be cold.,,,,,,,,,,,,,,,,,,,,
だから若いやつは長い目で 見てやらないとってな うん,"So he said he needs to be patient with young ones, too.",うまそう～,It smells good.,,,,,,,,,,,,,,,,,,,,
よかったですね おっ おう,I'm glad to hear that.,うわあ 豚汁だ,It's tonjiru. And the other thing?,,,,,,,,,,,,,,,,,,,,
じゃあ お弟子さんも おとがめなし？,Is your apprentice off the hook?,ねえ あれは？ もちろん あるわよ,It's tonjiru. And the other thing? Of course I made it.,,,,,,,,,,,,,,,,,,,,
ああ,Nope.,やった！,Yay!,,,,,,,,,,,,,,,,,,,,
でも あれだよ ワンペナとかいうやつ？,"But, he's got a… What do you call it? A penalty stroke?",栄養があっから いっぱい食(け)えな,"It's full of nutrients, so eat a lot.",,,,,,,,,,,,,,,,,,,,
まあ 次に何かやらかしたらな― クビにしてやっからよ あんな野郎,"If he does anything again, I'll fire that guy.",うん！　ありがとう お母さん,"I will! Thanks, Mom.",,,,,,,,,,,,,,,,,,,,
フフフッ で 今日は ちゃんと仕事したの？,Did he work properly today?,みんな それぞれ 思い出の味にタグがあるんだろうな,I believe we all have tags for the memorable flavors.,,,,,,,,,,,,,,,,,,,,
うん いたって普通にね ばっくれる前と同じように,"Yeah, just like usual. The same way he did before bailing.",ここのお料理も― 不思議と楽しかったことばかり 思い出させてくれるんだよね,The dishes I have here bring back good memories.,,,,,,,,,,,,,,,,,,,,
えっ？　申し訳なさそうに するとかじゃなくて？,What? He wasn't sorry at all?,そうっすね それで 明日も頑張る元気を もらえます,They do and they give me strength for tomorrow.,,,,,,,,,,,,,,,,,,,,
ああ もう 反省してんだか してねえんだか,"Well, I don't know if he was sorry or not.",ありがと,Thank you.,,,,,,,,,,,,,,,,,,,,
今の若いもんってのは まったくな,"Oh boy, the young ones these day.",はい どうぞ （リョウ）おっ,Here are some apples.,,,,,,,,,,,,,,,,,,,,
フフッ ああ,"Oh boy, the young ones these day. Yes…",りんごでーす （リョウ）うまそう,Here are some apples. They look tasty.,,,,,,,,,,,,,,,,,,,,
今は そういう子が多いみたいだよ おう,-Apparently they are like that nowadays. -Are they?,あっ おいしそう,It must be good. Let's have some.,,,,,,,,,,,,,,,,,,,,
急に嫌になって ほっぽり出して で また平然と戻ってくるんだと,They suddenly get fed up and walk out then come back like nothing happened.,いただきます はい どうぞ～,Thank you. -Enjoy.,,,,,,,,,,,,,,,,,,,,
でもよ もう少し すまなそうにしても いいだろうによ,But he could at least act like he's sorry.,いただきまーす,Thank you.,,,,,,,,,,,,,,,,,,,,
もしかしたら これみたいなものかも,Maybe it's something similar to this.,いただきます！,Let's eat. -Let's eat!,,,,,,,,,,,,,,,,,,,,
うん？,Huh?,いただきまーす,I'm digging in.,,,,,,,,,,,,,,,,,,,,
どういうことだよ？,What do you mean?,ん～ おいしい,It's delicious.,,,,,,,,,,,,,,,,,,,,
このみそ漬け― 卵の黄身を みその中に 入れておくだけなんですけど―,"This misozuke is made by simply placing the egg yolk in miso,",ビタミンたっぷりだから 風邪もひかなくなるわよ,"It's full of vitamins, so it'll chase colds away.",,,,,,,,,,,,,,,,,,,,
結構 大変なの,but it's quite difficult.,うん,Yeah.,,,,,,,,,,,,,,,,,,,,
細心の注意を払わないと おみその中で卵の黄身が 崩れてしまうし,You have to very careful or the yolk will break in the miso.,今日みたいな日って うれしいね ん？,A day like today makes me happy. Huh?,,,,,,,,,,,,,,,,,,,,
そうなったら みそ床も台なしです,This will ruin the miso bed.,お客さんからリクエストが来て それに応えられた日 お客さんからリクエストが来て それに応えられた日 ♪～,A day we were able to answer a customer's request.,,,,,,,,,,,,,,,,,,,,
ああ よく漬かってるね ああ,It's well-cured. -Yeah.,うん そうだね,I agree.,,,,,,,,,,,,,,,,,,,,
はい 卵黄は扱いづらいけど,"Yes, it is. Egg yolk is difficult to handle.",いつからかな リクエストが 上がるようになったの,I wonder when all these requests started.,,,,,,,,,,,,,,,,,,,,
しばらく みそ床に入れておけば だんだん固まっていくし,"But if you place it in a miso bed, it will gradually thicken",甘納豆のお赤飯とか 作ったよね？,"We made sekihan with amanatto, didn't we?",,,,,,,,,,,,,,,,,,,,
よりおいしくなるんですよ,and become even more tasty.,うん 関(せき)さんの リクエストで,It was Seki's request.,,,,,,,,,,,,,,,,,,,,
いいあんばいに 漬かってるね,It's cured just right.,あと ウメさんに 頼まれて― 栗の甘露煮が入った 茶わん蒸しも作った,"We also made chawanmushi with chestnut kanroni, requested by Ume.",,,,,,,,,,,,,,,,,,,,
おいしい ん～ うん うまみが凝縮してる うん うん…,"Oh, delicious! It's full of umami.",お姉ちゃん 何回もやって― 苦戦してたよね （美音）フフフ…,You had a tough time getting it just right.,,,,,,,,,,,,,,,,,,,,
この まとわりつくような感じが たまんねえなあ,This creamy texture is so good.,ん？,What?,,,,,,,,,,,,,,,,,,,,
熟成されて よりおいしくなったんです,"It has matured, making it even richer in taste.", ん？　ううん,What? Nothing.,,,,,,,,,,,,,,,,,,,,
ん～ ああ そっか,"Oh, I see.",うちは常連さんが 多いお店でしょ,"We have a lot of regular customers, right?",,,,,,,,,,,,,,,,,,,,
美音坊の言いたいのは そういうこと,Is that what you are implying?,いつも同じ料理 ばかりじゃ― 飽きちゃうし,So we can't keep serving the same thing.,,,,,,,,,,,,,,,,,,,,
扱いづらい若い衆も,Place young ones who are difficult to handle,それに…,Besides…,,,,,,,,,,,,,,,,,,,,
みそ床に入れとけば どうにかなる,in a miso bed and they will turn out okay.,ん？,Huh?,,,,,,,,,,,,,,,,,,,,
ウメさん どうにかなるって ちょっと言いすぎよ,Ume. Saying they'll turn out okay is a bit harsh.,楽しいんだよね お客さんが喜ぶ顔 見るのが,It's fun seeing the happy faces of our customers.,,,,,,,,,,,,,,,,,,,,
卵黄は もともと おいしいものだし それに栄養もたっぷりだし,Egg yolk is tasty to start with and is also full of nutrition.,うん,Yeah.,,,,,,,,,,,,,,,,,,,,
テヘッ そっか,"Silly me, that's right.",明日は どんなもの 食べてもらおっかな,What should we serve tomorrow?,,,,,,,,,,,,,,,,,,,,
フフッ ただ 卵の黄身を そのまま出して お金を頂くことは できないでしょうね,But we can't serve egg yolk as it is and expect people to pay for it.,明日？ うん,Tomorrow? -Yes.,,,,,,,,,,,,,,,,,,,,
いくら“ぼったくり”って 名前の店でも そいつは勘弁してもらいてえな フフフッ,"Even though this place is named Bottakuri, that would be too much of a rip-off.",明日…,"Tomorrow, huh?",,,,,,,,,,,,,,,,,,,,
なるほどねえ,I see.,悩むなあ うん,That's tough. -Yes.,,,,,,,,,,,,,,,,,,,,
もともと おいしいものを 手を加えて違った味わいにする,"You take something that's already tasty, and refine it to make a different flavor.",カレーは 食べたいかな,I want to eat curry.,,,,,,,,,,,,,,,,,,,,
それで 客に出せる料理にもなると,Then it will become a dish you can serve to your customers., 居酒屋ぼったくり,Izakaya Bottakuri. You just want curry.,,,,,,,,,,,,,,,,,,,,
はい,Yes.,物騒な名前の このお店には うまい酒と おいしい料理,"This place with the unsettling name has good drinks and good food,",,,,,,,,,,,,,,,,,,,,
確かに,That's true.,そして 今時 珍しい 義理人情がある ,As well as a warmth and dedication that's hard to come by nowadays.,,,,,,,,,,,,,,,,,,,,
今の若いやつ 育てるってのは そういうことかもしれねえな,The same may be true when it comes to teaching young people today.,こよいのお酒は “厳選辛口 吉乃川”,Tonight's liquor is Gensen Karakuchi Yoshinogawa.,,,,,,,,,,,,,,,,,,,,
うまいみそ漬けにするために 時間をかけて見守って,"To make a tasty misozuke you need to take your time and watch over it,",辛口に徹して作り上げた すっきりとした味わいが 楽しめるお酒です,It is created to be perfectly dry in which you can enjoy the refreshing taste.,,,,,,,,,,,,,,,,,,,,
みそ床まで 気を使ってってことだよな,"and take good care of the miso bed as well, right?",燗酒はもちろんですが 冷酒でも,It has a smooth taste when served cold as well as hot.,,,,,,,,,,,,,,,,,,,,
あんた方 親方連中が いいみそ床なら 黄身も おいしく仕上がるだろうさ はあ？,If you are a good miso bed as a boss the egg yolk will turn out delicious.,きれいな口当たりが 味わえますよ,It has a smooth taste when served cold as well as hot. MADE IN NIIGATA PREFECTURE,,,,,,,,,,,,,,,,,,,,
塩気がないと つまらなくなるし ききすぎてても しょっぱくて食べられなくなる,You need salt to taste good but too much will make it too salty to eat.,本日の ワンポイントアドバイスは “手羽先の煮込み”と “煮こごり”,Today's piece of advice is for stewed chicken wings and nikogori!,,,,,,,,,,,,,,,,,,,,
親方さんたちも大変ねえ,Being a boss sure is difficult!,水の入った鍋を 強火で火にかけます,Place a pot filled with water over high flames.,,,,,,,,,,,,,,,,,,,,
まっ 鍛えるのは 黄身が固まってからってことな,So I need to wait to temper them until the yolk thickens.,手羽先10本を入れます このように アクが出てきたら取ります,Put in ten chicken wings and skim the broth of any scum.,,,,,,,,,,,,,,,,,,,,
うっかり黄身を潰して― みそ床まで 台なしにしねえようにしねえとな,I should be careful not to break the yolk so I don't ruin the miso bed either.,落とし蓋をします,Cover with a drop lid.,,,,,,,,,,,,,,,,,,,,
ヘヘヘッ じゃあ,"Well then,",弱火にして このまま 25分 煮込みます,Set the flames to low and cook for 25 minutes.,,,,,,,,,,,,,,,,,,,,
トクさんの弟子が おいしい みそ漬けになることを祈って…,Shall we toast to Toku's apprentice hopefully becoming delicious misozuke?,落とし蓋を取ります 調味料を入れて落とし蓋をし,Take the lid off and add the seasoning then place the lid back.,,,,,,,,,,,,,,,,,,,,
え？　え？ フフフ… ウメさん,"What? Ume, they are not misozuke.",もう一度 25分煮込んだら 手羽先の煮込みの完成です,Stew for another 25 minutes and your chicken wings are complete.,,,,,,,,,,,,,,,,,,,,
おい おいおい みそ漬けじゃないってば,"Ume, they are not misozuke.",そして ここがポイント この煮汁は捨てないでください,And this is today's piece of advice. Do not throw away the broth.,,,,,,,,,,,,,,,,,,,,
あっと ごめんなさい 間違えた,"Oh, so sorry! My mistake.",別の容器に移して 冷蔵庫で一晩寝かせれば,Pour it into a different container and let it rest overnight,,,,,,,,,,,,,,,,,,,,
みそ漬けじゃなくて 立派な職人さんだ,Not misozuke but a fine workman.,煮こごりの完成です,and the nikogori is complete.,,,,,,,,,,,,,,,,,,,,
頼むよ ウメ婆,"Come on, Ume-ba.",簡単でしょ？,"Easy, right?",,,,,,,,,,,,,,,,,,,,
今日のおすすめは…,What's today's special?,あなたも これで ぼったくり,"With this, you too can be a rip-off.",,,,,,,,,,,,,,,,,,,,
ワカサギのフライなんて どうですか？ 日本酒にもね 合うと思いますよ,How about deep-fried pond smelt? It will go well with sake.,餃子の焼き方 教えてくんない？ 餃子？,Can you teach me how to pan-fry gyoza? -Gyoza?,,,,,,,,,,,,,,,,,,,,
じゃあ これ頼む,I'll have that.,美音坊 いらっしゃい カナコは あんまり料理が 得意じゃないのに― 頑張ってるんだ,"Kanako isn't good at cooking, but she's trying her best.",,,,,,,,,,,,,,,,,,,,
はい,Yes.,次回 「居酒屋ぼったくり」,"On the next Izakaya Bottakuri,",,,,,,,,,,,,,,,,,,,,
この店の店主だった父は よく言っていた,My father who used to own this pub would often say…,第３話 「美味(おい)しい 餃子の焼き方」,"episode three, ""How to Pan-Fry Tasty Gyoza.""",,,,,,,,,,,,,,,,,,,,
美音,Mine.,お楽しみに,Don't miss it! Subtitle translation by Amanda Rie Okino,,,,,,,,,,,,,,,,,,,,
誰でも買えるような酒とか どこの家庭でも 出てくるような料理で,"We serve food that can be found in any household,",,,,,,,,,,,,,,,,,,,,,,
金取ってる うちの店は もう それだけでぼったくりなんだ,"and that in itself makes us a rip-off, a bottakuri.",,,,,,,,,,,,,,,,,,,,,,
でもな 美音 たとえ ありきたりの料理でもな,"But Mine, even though they may be common recipes,",,,,,,,,,,,,,,,,,,,,,,
一つ一つ丁寧に心込めて作んだ,cook every single dish with all your heart.,,,,,,,,,,,,,,,,,,,,,,
料理食べた人が 思わず笑み浮かべるような一皿,A dish that unexpectedly brings smiles to people's faces…,,,,,,,,,,,,,,,,,,,,,,
それができて初めて,"Once you can make that,",,,,,,,,,,,,,,,,,,,,,,
払った金 惜しくねえって 客が思ってくれるようになんだ,our customers will not regret the money they spend.,,,,,,,,,,,,,,,,,,,,,,
でも まだ父さんは そこまでじゃない,But I haven't reached that point yet.,,,,,,,,,,,,,,,,,,,,,,
だから この店の名前は “ぼったくり”でいいんだよ,That's why Bottakuri is the right name for this place.,,,,,,,,,,,,,,,,,,,,,,
お待ちどおさま,Here you are.,,,,,,,,,,,,,,,,,,,,,,
ありがと,Thank you.,,,,,,,,,,,,,,,,,,,,,,
すごい すごい,Here. -Amazing.,,,,,,,,,,,,,,,,,,,,,,
いただきます,Let's eat. -Looks good.,,,,,,,,,,,,,,,,,,,,,,
では フフフ…,Let's dig in.,,,,,,,,,,,,,,,,,,,,,,
いいね 最高,This tastes marvelous.,,,,,,,,,,,,,,,,,,,,,,
うめえよ 美音坊,"It's delicious, Mine-bo.",,,,,,,,,,,,,,,,,,,,,,
よかった,I'm glad.,,,,,,,,,,,,,,,,,,,,,,
すごい すごい,It's amazing.,,,,,,,,,,,,,,,,,,,,,,
アハハ… おいしい,It's good.,,,,,,,,,,,,,,,,,,,,,,
おいしいね うん うまい,"Tasty, isn't it?",,,,,,,,,,,,,,,,,,,,,,
次は馨が 作りますから,Kaoru's making it next time.,,,,,,,,,,,,,,,,,,,,,,
えっ 作んない 作んない,"No, I won't.",,,,,,,,,,,,,,,,,,,,,,
何でよ 食べてるでしょ やらない やらない,But you've tasted it. -No way.,,,,,,,,,,,,,,,,,,,,,,
じゃあな ごちそうさん,"Thank you, see ya.",,,,,,,,,,,,,,,,,,,,,,
ありがとう ございました,Thank you.,,,,,,,,,,,,,,,,,,,,,,
お気をつけて はい,Take care. -Will do.,,,,,,,,,,,,,,,,,,,,,,
居酒屋ぼったくり ,Izakaya Bottakuri.,,,,,,,,,,,,,,,,,,,,,,
物騒な名前の このお店には うまい酒とおいしい料理,"This place with the unsettling name has good drinks and good food,",,,,,,,,,,,,,,,,,,,,,,
そして 今時 珍しい 義理人情がある,as well as a warmth and dedication that's hard to come by nowadays.,,,,,,,,,,,,,,,,,,,,,,
こよいのお酒は,Tonight's liquor.,,,,,,,,,,,,,,,,,,,,,,
諏訪泉 純米吟醸 満天星,"Suwaizumi's premium pure rice wine, Mantensei.",,,,,,,,,,,,,,,,,,,,,,
ふくよかなうまみが 楽しめるお酒です,It's a sake with well-rounded umami.,,,,,,,,,,,,,,,,,,,,,,
しっかりとした うまみのある 肴と合わせると 相互のうまみが 溶け合って,"When combined with a rich dish, the flavorful tastes will melt together",,,,,,,,,,,,,,,,,,,,,,
おいしいハーモニーが 楽しめますよ,creating a delicious harmony. MADE IN TOTTORI PREFECTURE,,,,,,,,,,,,,,,,,,,,,,
本日の ワンポイントアドバイスは― “卵黄のみそ漬け”,Today's piece of advice is… egg yolk misozuke.,,,,,,,,,,,,,,,,,,,,,,
調味料を入れたみそ床に ガーゼを引きます,Lay out a bed of seasoned miso and place a cheesecloth on top of it.,,,,,,,,,,,,,,,,,,,,,,
スプーンの背で くぼみをつけます,Make indentions with the back of a spoon.,,,,,,,,,,,,,,,,,,,,,,
そこに 取り分けた卵黄を,"Then take your separated egg yolks,",,,,,,,,,,,,,,,,,,,,,,
潰さないように そっと置きます,and gently place them in the indentations so they will not break.,,,,,,,,,,,,,,,,,,,,,,
ガーゼに塗ったみそ床で 蓋をすれば… 出来上がり,"Place a cheesecloth with miso on top, cover it all with a lid and you're done!",,,,,,,,,,,,,,,,,,,,,,
翌日から楽しめますよ お好みの漬かり具合を お楽しみください,"You can enjoy it from the next day, but try your preferred length of curing.",,,,,,,,,,,,,,,,,,,,,,
あなたも これで ぼったくり,"With this, you too can be a rip-off.",,,,,,,,,,,,,,,,,,,,,,
ニンジンの 葉っぱ 食べさせて,Let me have carrot leaves next time.,,,,,,,,,,,,,,,,,,,,,,
何の料理 作んの？,What are you making?,,,,,,,,,,,,,,,,,,,,,,
どうぞ,Here.,,,,,,,,,,,,,,,,,,,,,,
燗上がりって こういうことを言うのか,So this is what heating sake does…,,,,,,,,,,,,,,,,,,,,,,
次回 「居酒屋ぼったくり」,"On the next Izakaya Bottakuri,",,,,,,,,,,,,,,,,,,,,,,
