Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
あっ 兵庫県 ステキ そう 神戸神戸,"Oh, Hyogo Prefecture, wonderful. Yes, Kobe, Kobe.",,,,,,,,,,,,,,,,,,,,,,
神戸 あっ 神戸ね ちょっと遠慮がちに言う感じね 神戸出身ですみたいな,"Kobe... you say that a little reservedly, like, ""I'm from Kobe.",,,,,,,,,,,,,,,,,,,,,,
ええ そうなの？ ええ ウソ？ 分かんないですけど 僕 おしゃれなとこ出身みたいな,Really? Really? I don't know. Like I'm from a fashionable place.,,,,,,,,,,,,,,,,,,,,,,
いやいや いやいや…,"No, no, no...",,,,,,,,,,,,,,,,,,,,,,
ジンヤくんは どういう 何だろう…,What's Jinya like...,,,,,,,,,,,,,,,,,,,,,,
経緯で ここに来たんですか？,How did you get here?,,,,,,,,,,,,,,,,,,,,,,
めん… 面接？ 面接かな？,Interview? Interview?,,,,,,,,,,,,,,,,,,,,,,
てか 何か 船乗りエピソードさ 何か面白いの教えてよ,Tell me something interesting about the sailor episode.,,,,,,,,,,,,,,,,,,,,,,
男の人って 立って あの…,Men stand up and pee...,,,,,,,,,,,,,,,,,,,,,,
おしっこするじゃ ないですか ちょっと下ネタに なっちゃうんですけど,I know it's a bit corny... but...,,,,,,,,,,,,,,,,,,,,,,
台風の日とか すごい揺れてて,"It's a bit of a joke... but on typhoon days, it's really bumpy.",,,,,,,,,,,,,,,,,,,,,,
だから その…,So...,,,,,,,,,,,,,,,,,,,,,,
隣の上司にかけそうに なったっていうこととか いろいろありますよ ホント,I almost peed on the boss next to me.,,,,,,,,,,,,,,,,,,,,,,
しょうもないかあ アハハハハハッ,Is it really so bad?,,,,,,,,,,,,,,,,,,,,,,
しょうもなくないよ あの 全然 そういう小ネタ好きよ 私,It's not silly at all. I like that kind of small talk.,,,,,,,,,,,,,,,,,,,,,,
ミドリって言います 私ワタルと言います,I'm Midori. My name is Wataru.,,,,,,,,,,,,,,,,,,,,,,
ワタルさん はーい,Wataru-san.,,,,,,,,,,,,,,,,,,,,,,
何をしてる方なんですか？ ワタルさんは 僕は今ＩＴ系の 会社の社員をやってて,What do you do? I'm an employee of an IT company.,,,,,,,,,,,,,,,,,,,,,,
あの 経営をやってます,I'm in management.,,,,,,,,,,,,,,,,,,,,,,
あ… じゃあ 私と結構 似てるかもしれないです ホントですか？ 何系？ IT系？ テクノロジー系？,Then you and I may be quite similar. Really? IT-related? Technology?,,,,,,,,,,,,,,,,,,,,,,
ITっていうか テック系の アメリカ出身の はいはいはい スタートアップ？,"IT, or rather, tech. From the U.S. A start-up?",,,,,,,,,,,,,,,,,,,,,,
 じゃあ ミドリさん もう… バリバリ キャリアウーマンですね, So you're a career woman.,,,,,,,,,,,,,,,,,,,,,,
いや 何か そうやって 言われるのが何かなと思って,"No, I just wondered why I'm called that.",,,,,,,,,,,,,,,,,,,,,,
でも 何か 説明したら そう聞こえちゃいますよね,"But if I explained it, it would sound like that.",,,,,,,,,,,,,,,,,,,,,,
今の流れだとね うん…,With the way things are going right now...,,,,,,,,,,,,,,,,,,,,,,
めっちゃいい声してますね でも,You have a really nice voice.,,,,,,,,,,,,,,,,,,,,,,
言われません？ ホントですか？ うれしいです,"But, they don't say that? Really? That makes me happy.",,,,,,,,,,,,,,,,,,,,,,
率直に ええ声とは言われますが…,"I've been told I have a nice voice, but...",,,,,,,,,,,,,,,,,,,,,,
名前は ワタルと申します,My name is Wataru.,,,,,,,,,,,,,,,,,,,,,,
年齢は38歳,I'm 38 years old.,,,,,,,,,,,,,,,,,,,,,,
今でこそ すごい あの 成功してる企業の 経営幹部として やっているので,I'm currently working as an executive at a very successful company.,,,,,,,,,,,,,,,,,,,,,,
まっ 肩書きだったりとか まあ そういった収入面 っていうものが,"So, you know, titles, income, that kind of thing...",,,,,,,,,,,,,,,,,,,,,,
１つの あの 女性の 魅力ポイントには なってきてるかな …っていうのは 実際 実感しています,I actually feel that my title and income have become one of the most attractive points for women.,,,,,,,,,,,,,,,,,,,,,,
まあ そういうことを まったく取っ払って,"Well, if you take all that away...",,,,,,,,,,,,,,,,,,,,,,
性格だったりとか 僕の大事にしてる 信念だったりとかに 共感して いただきながら,I'm hoping that you can share my personality and the beliefs I value.,,,,,,,,,,,,,,,,,,,,,,
まっ いいステキな 出会いだったりとか 生活が できるような方が,I'm sure there are people out there who would be able to have a good and wonderful encounter.,,,,,,,,,,,,,,,,,,,,,,
いるんじゃないかなって 思ったりした次第ですね,"I thought that there might be someone out there that I could have a good encounter with, or a good life with.",,,,,,,,,,,,,,,,,,,,,,
結構 海外に ずっといたんすか？ その前,Have you been abroad for a long time? Before that.,,,,,,,,,,,,,,,,,,,,,,
大学がアメリカなんですよね,I went to college in America.,,,,,,,,,,,,,,,,,,,,,,
へえ 何州ですか？,Really? What state?,,,,,,,,,,,,,,,,,,,,,,
オハイオ州 オハイオ,Ohio. Ohio.,,,,,,,,,,,,,,,,,,,,,,
僕 基本的には 思春期アメリカだったんで,I basically spent my adolescence in America.,,,,,,,,,,,,,,,,,,,,,,
あっ そうなんですね そうなんですよ,"Oh, that's right. That's right.",,,,,,,,,,,,,,,,,,,,,,
で イリノイ州だったので 僕は イリノイね うん,"...and Illinois, so I was in Illinois.",,,,,,,,,,,,,,,,,,,,,,
ふだんは 何してるんですか？ あの…,What do you usually do? Well...,,,,,,,,,,,,,,,,,,,,,,
普通に仕事以外だったら,When I'm not working.,,,,,,,,,,,,,,,,,,,,,,
結構 公園の 近くに住んでるんで,I live near a park.,,,,,,,,,,,,,,,,,,,,,,
あの 犬 公園に 連れてって 一緒に遊んだり,I take my dog to the park and we play together.,,,,,,,,,,,,,,,,,,,,,,
筋トレが結構 好きなんで… うん ジムに行ってます,I like to train my muscles... so I go to the gym.,,,,,,,,,,,,,,,,,,,,,,
ヤバい 自分一人で⸺ サンフランシスコに なってない？ それ,"Oh, man, you're turning into San Francisco. You're not in San Francisco by yourself?",,,,,,,,,,,,,,,,,,,,,,
バレた？ ヤバい ヤバい やめよう,"You know? Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",,,,,,,,,,,,,,,,,,,,,,
やめようってなんでよ いいじゃん別に,"What do you mean, ""Let's stop""?",,,,,,,,,,,,,,,,,,,,,,
ウザくない？ そういう女,It's not that annoying. Girls like that.,,,,,,,,,,,,,,,,,,,,,,
え？ なんで？ いいじゃん 大丈夫かな？ どうして？,What? Why not? It's fine. Is she all right? Why not?,,,,,,,,,,,,,,,,,,,,,,
犬好き？ 大好きよ お名前は？,You like dogs? I love dogs. What's your name?,,,,,,,,,,,,,,,,,,,,,,
ルパン ルパンくんです,Lupin. Lupin.,,,,,,,,,,,,,,,,,,,,,,
ルパン？ もう絶対 意識してるでしょ,Lupin? You must know him by now.,,,,,,,,,,,,,,,,,,,,,,
何を？,What do you mean?,,,,,,,,,,,,,,,,,,,,,,
もう アニメ ルパン三世でしょ？,"The anime Lupin the Third, right?",,,,,,,,,,,,,,,,,,,,,,
当たり前じゃん そんなの,Of course!,,,,,,,,,,,,,,,,,,,,,,
ええ じゃあ もう 藤子になりたくてやったな これは,So you did it to be Fujiko.,,,,,,,,,,,,,,,,,,,,,,
ジム行ってね お尻 作って ちゃんと…,I went to the gym to work on my butt.,,,,,,,,,,,,,,,,,,,,,,
ああ ほら やっぱり お尻 作ってるところが,I made my butt...,,,,,,,,,,,,,,,,,,,,,,
西海岸だから それ,That's because I'm from the West Coast.,,,,,,,,,,,,,,,,,,,,,,
めっちゃディスられてる ディスってなーい,"I'm getting a lot of flack for it. No, it's not a flack.",,,,,,,,,,,,,,,,,,,,,,
バックグラウンドが 普通に似てて,I'm not dissing you. - I'm not dissing you. - We have similar backgrounds.,,,,,,,,,,,,,,,,,,,,,,
こう 話しやすいし もし あ…,"I mean, we're from similar backgrounds, so it's easy to talk to each other.",,,,,,,,,,,,,,,,,,,,,,
まあ ああいう人と デートしたことあるな …っていう感じ分かる？,"I mean, if you... if you've dated someone like that before, you know what I mean?",,,,,,,,,,,,,,,,,,,,,,
もう１回 全然 会いたいなと思うし,I'd totally want to see him again.,,,,,,,,,,,,,,,,,,,,,,
想像できる,I can imagine.,,,,,,,,,,,,,,,,,,,,,,
けど…,But...,,,,,,,,,,,,,,,,,,,,,,
そんなに 私に 興味ある感じではなかったかな,But he didn't seem that interested in me.,,,,,,,,,,,,,,,,,,,,,,
いや 本当に こう 会話だけで 恋に落ちるんすかね,Do you really think you can fall in love just by talking to him?,,,,,,,,,,,,,,,,,,,,,,
いやあ 全然 想像つかない そう まったく 想像つかないです,I can't imagine it at all.,,,,,,,,,,,,,,,,,,,,,,
そんな… そんなおいしいこと ないでしょみたいなね,It's like... it's not possible.,,,,,,,,,,,,,,,,,,,,,,
だって もう 声だけでさ,Because of your voice alone.,,,,,,,,,,,,,,,,,,,,,,
女性的な魅力を 感じるってことを,You're trying to make her feel feminine attraction.,,,,,,,,,,,,,,,,,,,,,,
やろうとしてるわけでしょ 俺ら,"We're trying to make her feel feminine attraction with just her voice, right?",,,,,,,,,,,,,,,,,,,,,,
かなり難しくない？,Isn't that pretty difficult?,,,,,,,,,,,,,,,,,,,,,,
こんにちは こんにちは,"Hello, hello.",,,,,,,,,,,,,,,,,,,,,,
聞こえますか？ こんにちは,Can you hear me? Hello.,,,,,,,,,,,,,,,,,,,,,,
モトミと申します 27歳です,My name is Motomi. I'm 27 years old.,,,,,,,,,,,,,,,,,,,,,,
結構 やっぱ 見た目がタイプで,I'm 27 years old. I like her looks.,,,,,,,,,,,,,,,,,,,,,,
一目ぼれとかして,Love at first sight. Translated with www.DeepL.com/Translator (free version),,,,,,,,,,,,,,,,,,,,,,
顔がカッコいいと 許せちゃうんですよね,I can forgive him if he has a cool face.,,,,,,,,,,,,,,,,,,,,,,
ケンカとかしても チラッと顔見たら あっ カッコいいみたいな,"Even if I'm in a fight, if I catch a glimpse of his face, I'm like, ""Oh, he's cool.",,,,,,,,,,,,,,,,,,,,,,
私 結構 ダメンズ好きだから,I like dames.,,,,,,,,,,,,,,,,,,,,,,
あっ 聞こえますか？ あれ？,Can you hear me? What?,,,,,,,,,,,,,,,,,,,,,,
充電なくなったのかな？,Did I run out of juice?,,,,,,,,,,,,,,,,,,,,,,
まあ こっちの あの モトミちゃんは聞こえてるか 分かんないけど あの,I don't know if Motomi can hear me.,,,,,,,,,,,,,,,,,,,,,,
今 聞こえてますよ 電源が 切れちゃってですね イヤホンの,I can hear you now. My earphones are turned off.,,,,,,,,,,,,,,,,,,,,,,
なので 一瞬 俺の一人しゃべりで 行きたいと思います,So I'll go on with my own talk for a moment.,,,,,,,,,,,,,,,,,,,,,,
えっ すごーい えっ すごい そういうこと？,Wow! Wow! Is that what this is?,,,,,,,,,,,,,,,,,,,,,,
え？ 聞こえる え？ すごーい,I can hear you. I can hear you. Amazing!,,,,,,,,,,,,,,,,,,,,,,
アツシです,I'm Atsushi.,,,,,,,,,,,,,,,,,,,,,,
九州男児っていうのも あると思うんですけど,I think it's because I'm a Kyushu boy.,,,,,,,,,,,,,,,,,,,,,,
キッチンは 女性の,But the kitchen is a woman's battlefield.,,,,,,,,,,,,,,,,,,,,,,
戦場だっていうか あの…,It's a battlefield for women.,,,,,,,,,,,,,,,,,,,,,,
聖地だと… 聖域なんで,It's a sanctuary.,,,,,,,,,,,,,,,,,,,,,,
入ったらいけないんです 入ったほうが 失礼なんだと 思ってるんで,You're not supposed to go in there. I think it's rude to go in there.,,,,,,,,,,,,,,,,,,,,,,
だから 僕は 家事が 好きっていう子が いいんじゃないかって 最近 思ってます,That's why I've been thinking lately that it's better to have a girl who likes housework.,,,,,,,,,,,,,,,,,,,,,,
こういうこと言うから たぶん 結婚できないのかも しれないですけどね,Maybe I can't get married because I say this.,,,,,,,,,,,,,,,,,,,,,,
うまいことやっといて くださいよ ここ,Please make it easy for me.,,,,,,,,,,,,,,,,,,,,,,
聞こえますか？,Can you hear me?,,,,,,,,,,,,,,,,,,,,,,
聞こえました どうも,"Yes, I can. Thank you.",,,,,,,,,,,,,,,,,,,,,,
でも イヤホン切れたあとも ずっと聞こえてたんで 聞こえてた？ 聞こえてた,"But I could hear you long after the earphones went out. Did you hear me? Yes, I heard you.",,,,,,,,,,,,,,,,,,,,,,
一人しゃべりが始まるんだと 思って感動してました,"I was so impressed, I thought I was going to start talking to myself.",,,,,,,,,,,,,,,,,,,,,,
なるべくね ちょっと あの 退屈な時間を 減らしたいなと思ってさ,I just thought I'd try to make it a little less boring.,,,,,,,,,,,,,,,,,,,,,,
優しい いやいやいや,"Sweet. No, no, no, no, no, no, no, no.",,,,,,,,,,,,,,,,,,,,,,
動物は好きですか？,Do you like animals?,,,,,,,,,,,,,,,,,,,,,,
そう 何かね あの… 最初は 好きっていうか 見てるのが かわいいなと思ってて,"Well, at first I thought they were cute to look at.",,,,,,,,,,,,,,,,,,,,,,
でも 好かれてんだか いじりたいのか 何かね,But I don't know if they like me or if they want to be picked on.,,,,,,,,,,,,,,,,,,,,,,
寄ってくるんですよ すぐ うんうん ぶわあっと来て,They come close to me.,,,,,,,,,,,,,,,,,,,,,,
でも 何か そうやって動物から 好かれてるのいいですね,But it's nice to be liked by animals like that.,,,,,,,,,,,,,,,,,,,,,,
動物から好かれますね 俺 子供とかも すごい好かれるもんね,Animals like me. Kids like me too.,,,,,,,,,,,,,,,,,,,,,,
あっ そうなんだ,I see.,,,,,,,,,,,,,,,,,,,,,,
何かこう あれは？ ホームパーティーみたいなのは やるの？,What about that? Do you have home parties?,,,,,,,,,,,,,,,,,,,,,,
あっ ホームパーティー やりますよ よく やるんだ,"Yes, we do. We often have home parties.",,,,,,,,,,,,,,,,,,,,,,
え？ 料理… 料理好きなの？,Cooking... You like to cook?,,,,,,,,,,,,,,,,,,,,,,
料理大好き そう うわっ,I love to cook.,,,,,,,,,,,,,,,,,,,,,,
だから ホムパして,So have a home party.,,,,,,,,,,,,,,,,,,,,,,
ええっ 自分で作ってってこと？,You mean you make it yourself?,,,,,,,,,,,,,,,,,,,,,,
そうです そうです 友達も 料理得意っていうか 好きな子 多いから,"Yes, that's right. Many of my friends are good cooks or like cooking.",,,,,,,,,,,,,,,,,,,,,,
何か みんなで 作ってみたいな感じでしてます,So I like to make something together.,,,,,,,,,,,,,,,,,,,,,,
ただいま,I'm home.,,,,,,,,,,,,,,,,,,,,,,
誰だった？ アツシさん,Who was that? Atsushi.,,,,,,,,,,,,,,,,,,,,,,
イヤホンが 聞こえてない間 何か モトミちゃんが 寂しくないように みたいな感じで １人で話すねって言って,"While I couldn't hear her, Motomi said she'd talk to me alone, like she didn't want me to be lonely.",,,,,,,,,,,,,,,,,,,,,,
感動して 私 メモに “イヤホン切れたあとの 優しさ”って書いた,"I was so moved, I wrote in my note, ""Your kindness after the earphone went dead.""",,,,,,,,,,,,,,,,,,,,,,
モトミちゃんだけは 聞こえてたの？,Motomi was the only one who could hear you?,,,,,,,,,,,,,,,,,,,,,,
そう 私は聞こえてて 向こうだけ聞こえてなくて,"Yes, I could, but he couldn't.",,,,,,,,,,,,,,,,,,,,,,
何か 感動しちゃった,I was touched.,,,,,,,,,,,,,,,,,,,,,,
え？ 何かそれだけで 何か ビューッて,What? That's all it was... an explosion.,,,,,,,,,,,,,,,,,,,,,,
爆上がりだよね 爆上がり,"It's a big jump, isn't it?",,,,,,,,,,,,,,,,,,,,,,
モトミさんこそ その… ホームパーティー やったり自分で…,"Motomi, do you... have home parties or...",,,,,,,,,,,,,,,,,,,,,,
僕 最初 ケータリングで 取るのかなと 思ってたんですけど 自分で料理して出すって 言うので,"At first, I thought you were going to have it catered, but then you said you'd cook and serve it yourself.",,,,,,,,,,,,,,,,,,,,,,
そこは “あっ 合うな” …っていうのが あったんですよね,I thought that would be a good fit.,,,,,,,,,,,,,,,,,,,,,,
あれ？ これは あるかもなっていう…,What? I thought that might be a possibility.,,,,,,,,,,,,,,,,,,,,,,
こんにちは,Hello.,,,,,,,,,,,,,,,,,,,,,,
はじめまして リョウタロウです,Nice to meet you. I'm Ryotaro.,,,,,,,,,,,,,,,,,,,,,,
あっ リョウタロウさん モトミです,"Ryotaro, this is Motomi.",,,,,,,,,,,,,,,,,,,,,,
座ってます？ 座りながらしゃべってます？,Are you sitting? Are you sitting while talking?,,,,,,,,,,,,,,,,,,,,,,
え？ 座りながら話してますよ え？ 立ってんの？,What? I'm talking while sitting. Are you standing up?,,,,,,,,,,,,,,,,,,,,,,
いやいや いやいや 立ってないですよ 何か もう ウロウロ回ってたら どうしようとか思って,"No, no, no, I'm not standing. I'm just wondering what I should do if you're walking around.",,,,,,,,,,,,,,,,,,,,,,
ええ リョウタロウで 32歳で,"I'm Ryotaro, 32.",,,,,,,,,,,,,,,,,,,,,,
あの 原宿で 美容師してます,"I'm 32, and I work as a hair stylist in Harajuku.",,,,,,,,,,,,,,,,,,,,,,
その人のステータス やってることとか その 見た目とか やっぱ そういうのが 重要視しがちだと 思うんで,"I think people tend to focus on a person's status, what they do, and how they look.",,,,,,,,,,,,,,,,,,,,,,
心底 信頼し合えて リスペクトし合える 何か 絶対そういう いい出会いが あると思ってます 僕は,"If you can truly trust and respect each other, I'm sure you'll meet someone like that.",,,,,,,,,,,,,,,,,,,,,,
もう信じ込んでますよ 勝手に,I'm already convinced of that.,,,,,,,,,,,,,,,,,,,,,,
自分の長所と短所って 何だと思います？,What do you think are your strengths and weaknesses?,,,,,,,,,,,,,,,,,,,,,,
自分の長所と短所…,My strengths and weaknesses...,,,,,,,,,,,,,,,,,,,,,,
何ですか？ ちなみに 長所と短所ってあります？,"What are they? By the way, do you have strengths and weaknesses?",,,,,,,,,,,,,,,,,,,,,,
私は 長所は う～ん… よく笑うと思います たぶん,I think my strengths are... that I laugh a lot.,,,,,,,,,,,,,,,,,,,,,,
めっちゃいいじゃないすか,That's really good.,,,,,,,,,,,,,,,,,,,,,,
最高ですね ツボが浅い ツボが浅いから ツボが浅い ツボが浅いから, That's great... because my pressure points are shallow... and my pressure points are shallow...,,,,,,,,,,,,,,,,,,,,,,
まだ じゃあ 今 一回も笑ってないってことは… まだ何のツボにも 入らなかったってことっすよね,"So if you haven't laughed once now... then you haven't hit any pressure points yet, right?",,,,,,,,,,,,,,,,,,,,,,
結構 笑ってるよ 笑ってる 笑ってる,I'm laughing a lot. I'm laughing. I'm laughing.,,,,,,,,,,,,,,,,,,,,,,
見えないからね 笑ってるのが  そっか そっか そっか 確かに,"You can't see it. You're smiling. That's right. That's right, that's right.",,,,,,,,,,,,,,,,,,,,,,
まっ 長所っていうか まあ 僕 あんまり怒ったりとか そういうのはしないかもです,I don't really tend to get angry or anything.,,,,,,,,,,,,,,,,,,,,,,
へえ～ そういう… 短所は…,"Oh, really? What are your... cons?",,,,,,,,,,,,,,,,,,,,,,
短所は でも ちょっと頭が固いっていうか ちょっと頑固なところは あるんですよ,My weakness is that I'm a little stubborn.,,,,,,,,,,,,,,,,,,,,,,
何か 他にも こういうのも あったりとかするけど 何か 結構…,"I also have other things like this, but I'm pretty...",,,,,,,,,,,,,,,,,,,,,,
何か そういう １個のやつを頑固に…,I'm stubborn about one thing.,,,,,,,,,,,,,,,,,,,,,,
こうじゃないと ダメかもみたいな,"Like, if it's not like this, it's not good.",,,,,,,,,,,,,,,,,,,,,,
うん 感じにはなります,"Yeah, I get that feeling.",,,,,,,,,,,,,,,,,,,,,,
でも 何か それ 長所にもなりますね 芯があるのは,But it's also an advantage to have a core.,,,,,,,,,,,,,,,,,,,,,,
自分に芯があるのは 優しい… そんな優しい返しを してこられるとは思わなかった,I didn't think I'd get such a kind response.,,,,,,,,,,,,,,,,,,,,,,
短所を優しく 長所に持ってってくれる,You gently take a weakness and turn it into a strength.,,,,,,,,,,,,,,,,,,,,,,
相当… すごい今 相当 すごい返しでしたよ,"That was a pretty... wow, that was a pretty amazing response.",,,,,,,,,,,,,,,,,,,,,,
ホントですか？ はい,Really? Really?,,,,,,,,,,,,,,,,,,,,,,
僕の短所は こういうとこです …みたいな 話をしてる時に,When I was talking about my weaknesses...,,,,,,,,,,,,,,,,,,,,,,
あっ でも それって …って結構 秒で,"Oh, but that means… pretty quickly.",,,,,,,,,,,,,,,,,,,,,,
すぐ それってでも,"And you immediately say, But that's...",,,,,,,,,,,,,,,,,,,,,,
こだわり強くで いいとこですよね”みたいな 切り返しをされた時に,"You're very particular, and that's a good thing, isn't it?",,,,,,,,,,,,,,,,,,,,,,
何か 自分だったら それ できるかなとか思った時に すげえなっていう,"When I wonder if I can do that, I think, ""Wow!",,,,,,,,,,,,,,,,,,,,,,
見えなくても 全然 こう 魅力って伝わるなっていうのを 思ったんで,"I thought, ""Even though I can't see it, I can totally see the appeal.",,,,,,,,,,,,,,,,,,,,,,
それは面白いっす ホントに やってて面白い,That's interesting. It's really interesting.,,,,,,,,,,,,,,,,,,,,,,
でも 変な今まで使ってない 脳みそ使ってる感じがして,But it feels like I'm using my brain in a weird way I haven't used before.,,,,,,,,,,,,,,,,,,,,,,
めっちゃ脳が痛いです はい,My brain hurts a lot.,,,,,,,,,,,,,,,,,,,,,,
じゃあ そのまま吐いて,"Okay, keep breathing out.",,,,,,,,,,,,,,,,,,,,,,
肘を膝の上に乗せて…,Put your elbows on your knees.,,,,,,,,,,,,,,,,,,,,,,
タクミのマッスルジム,Takumi's Muscle Gym.,,,,,,,,,,,,,,,,,,,,,,
後ろに くるっ そう １ ２,"Back, back, back, one, two, three, four, five, six, seven...",,,,,,,,,,,,,,,,,,,,,,
こんにちは こんにちは,Hello. Hello.,,,,,,,,,,,,,,,,,,,,,,
オダッチです あっ オダッチ,"I'm Odatch. Oh, Odatch.",,,,,,,,,,,,,,,,,,,,,,
オダッチ…,Odatch...,,,,,,,,,,,,,,,,,,,,,,
ああ オダッチ オダッチだ,"Oh, Odatch. Odatch. Odatch.",,,,,,,,,,,,,,,,,,,,,,
昨日 何して過ごしてたんですか？,What were you doing yesterday?,,,,,,,,,,,,,,,,,,,,,,
あの ホントにガチで 熱中症になっちゃって,"Well, I had a really bad heat stroke.",,,,,,,,,,,,,,,,,,,,,,
熱中症？ アハハハハッ,Heat stroke? Hahahahahaha.,,,,,,,,,,,,,,,,,,,,,,
何か オダッチと話した時が 最高潮に面白いてなったけど そこで 熱中症になったかもしれん,"Well, it all started at the height of the fun when I was talking to Odatchi, but I think I might have had a heat stroke there.",,,,,,,,,,,,,,,,,,,,,,
うわあって熱くなって 誰が… 俺の…,I got all hot and bothered by who...,,,,,,,,,,,,,,,,,,,,,,
俺の暑さ そっち伝わってた？,Did you feel my heat?,,,,,,,,,,,,,,,,,,,,,,
うん もう笑いすぎて 熱中症になったかもしれん うん もう笑いすぎて 熱中症になったかもしれん ごめんね,"Yeah, I might have had heat stroke from laughing so hard.",,,,,,,,,,,,,,,,,,,,,,
ごめんなさい いえいえ いえいえ,"I'm sorry. No, no, no, no.",,,,,,,,,,,,,,,,,,,,,,
ナナコさんの… はい,"Nanako, tell me what you...",,,,,,,,,,,,,,,,,,,,,,
 嫌いなもの教えてください, Tell me what you don't like.,,,,,,,,,,,,,,,,,,,,,,
ああ 何か酒癖が悪い人？ ギャンブルする… ギャンブルもそう,"Oh, something about people who don't like to drink? Gambling... Gambling too.",,,,,,,,,,,,,,,,,,,,,,
酒癖 ギャンブル 酒 ギャンブル,"Drinking habit, gambling, drinking, gambling...",,,,,,,,,,,,,,,,,,,,,,
別に ギャンブルしちゃ いけないとかじゃないけどその限度？ うんうん,I'm not saying he shouldn't gamble... but to a certain extent? Gambling?,,,,,,,,,,,,,,,,,,,,,,
ギャンブル狂いね うんうん,You're a gambler.,,,,,,,,,,,,,,,,,,,,,,
ギャンブル 狂わなければいいってことね,Gambling. As long as you don't go crazy.,,,,,,,,,,,,,,,,,,,,,,
うんうんうん,Mm-hmm. Mm-hmm. Mm-hmm.,,,,,,,,,,,,,,,,,,,,,,
どんな あの… 結婚がしたいですか？,What kind of... marriage do you want?,,,,,,,,,,,,,,,,,,,,,,
まあ 何か 仲良い家族に すごい憧れるかも,"Well, I'd love to have a close family.",,,,,,,,,,,,,,,,,,,,,,
じ… えーと… ナナコちゃんの 家族は どうなんすか？,So... how is your family?,,,,,,,,,,,,,,,,,,,,,,
仲が 悪いわけじゃないけど やっぱ,"Not that we don't get along, but...",,,,,,,,,,,,,,,,,,,,,,
父親はそんなに… やっぱ無口というか,My father doesn't talk much... he's kind of a quiet guy.,,,,,,,,,,,,,,,,,,,,,,
九州男児な感じだから,He's more of a Kyushu boy.,,,,,,,,,,,,,,,,,,,,,,
そう まあ 自営してたのもあるから お父さんがあんま 家にいなかったとかで,"Well, he ran his own business, so he wasn't home much.",,,,,,,,,,,,,,,,,,,,,,
ねっ 子供たちが 休みだなとかなった時も あんまり 一緒に どっか 行くとかができなかったから,"So when the kids had time off, I didn't get to go out with them.",,,,,,,,,,,,,,,,,,,,,,
そうなんや できたらいいなって思うかな,I see. It would be nice if we could.,,,,,,,,,,,,,,,,,,,,,,
いいね うん,That would be nice.,,,,,,,,,,,,,,,,,,,,,,
今まで すごい気を遣って,I've always been so careful.,,,,,,,,,,,,,,,,,,,,,,
笑ってるみたいなふうに 感じたのね,It felt like you were laughing at me.,,,,,,,,,,,,,,,,,,,,,,
で 今日 話したら オダッチの一番 笑って… まあ 笑えて,"And when we talked today, Odatchi laughed the hardest... well, he laughed.",,,,,,,,,,,,,,,,,,,,,,
すごい 笑い疲れて あれで熱 上がって 熱中症になっちゃったって,He said he was so tired from laughing that he got overheated and had heat stroke.,,,,,,,,,,,,,,,,,,,,,,
何か 元気にしてあげたいっていう 気持ちになった,I felt like I wanted to cheer him up.,,,,,,,,,,,,,,,,,,,,,,
おお 何か それって いい気持ちじゃん 何か 元気にしてあげたいって,"Oh, that's a good feeling, wanting to cheer her up.",,,,,,,,,,,,,,,,,,,,,,
恋が始まる音がしたよ,It sounded like the start of love.,,,,,,,,,,,,,,,,,,,,,,
だって 合計で まだ２時間も しゃべってないでしょ ３時間かな,"We haven't talked for more than two hours, maybe three.",,,,,,,,,,,,,,,,,,,,,,
その人と こんなことになるかな 普通に話してたら,I don't know if this would ever happen with this person if we talked normally.,,,,,,,,,,,,,,,,,,,,,,
ならない 絶対ならない,"No, no, no, no, no, no, no, no, no.",,,,,,,,,,,,,,,,,,,,,,
その人の姿が見えないから 声から分かる その人の中を,"You can't see him, so you want to see what's in his voice.",,,,,,,,,,,,,,,,,,,,,,
見たいと思うんですよ まあ ちょっと,I want to see what's inside.,,,,,,,,,,,,,,,,,,,,,,
矛盾ですけど 壁があるから 見たいって思うのが 働くじゃないですか,"Well, it's a bit contradictory, but because there is a wall, you want to look inside, that's how it works, right?",,,,,,,,,,,,,,,,,,,,,,
でも それが姿じゃなくて 見えるのが,"But it's not the form, it's what I see.",,,,,,,,,,,,,,,,,,,,,,
言葉から分かる 心の中の形みたいな,"It's not the figure, it's what you see in the words, like the shape of the heart.",,,,,,,,,,,,,,,,,,,,,,
その人の本質とか 大事にしてるもの みたいなものが,"Like the essence of that person, or something they value.",,,,,,,,,,,,,,,,,,,,,,
こう… 見える ホントに 見えたなっていう感じですね,I can see it. I can really see it.,,,,,,,,,,,,,,,,,,,,,,
すごい変なこと 聞いていいですか？ 好きな みそ汁の具って 何ですか？,Can I ask something really weird? What's your favorite miso soup ingredient?,,,,,,,,,,,,,,,,,,,,,,
うわあ もう面白い,That's so funny.,,,,,,,,,,,,,,,,,,,,,,
