Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
溢れんばかりのアイデアがそんな紙切れ一枚に収まるんだ,I have an overflowing idea that fits on a piece of paper like that.,それが人との約束をすっぽかして他の女とデートしてた男の言い分かしら？,Is that coming from a guy who stood up for himself and went on a date with another woman?,,,,,,,,,,,,,,,,,,,,
「謎の美少女と出会ってイチャイチャして,"""I meet a mysterious beautiful girl and we make out.",それでこっちが加藤恵,And this is Megumi Kato.,,,,,,,,,,,,,,,,,,,,
２人は幸せなキスをして終了」って一行が,"""Meet a mysterious beautiful girl, make out with her, kiss her happily, and that's it.",サークルの新メンバーにして,The newest member of our circle.,,,,,,,,,,,,,,,,,,,,
あんたにしか実現できないアイデアなんだ,It's an idea that only you can realize.,俺たちが作るゲームのメインヒロイン,The main heroine of the game we're making.,,,,,,,,,,,,,,,,,,,,
あーやめてやめてやめて,"Oh, no, no, no, no, no, no, no, no, no, no, no, no.",ヒロイン？,Heroine?,,,,,,,,,,,,,,,,,,,,
じゃあね,I'll see you later.,それ今初めて聞いた上に,That's the first I've heard of it.,,,,,,,,,,,,,,,,,,,,
待ってくれ英梨々,"Wait, Eirina.",とんでもなくあれな肩書を付けられてるような気がするのは気のせい,I feel like I'm being given a title that's outrageous.,,,,,,,,,,,,,,,,,,,,
もう一度もう一度だけ話を聞いてくれ,Listen to me one more time.,この子が,This girl...,,,,,,,,,,,,,,,,,,,,
もう話すことなんかない,I have nothing more to say.,あの安芸君,That Aki.,,,,,,,,,,,,,,,,,,,,
今日の放課後視聴覚室で待ってる,I'll be waiting for you in the audiovisual room after school today.,何か私澤村さんに睨まれてるみたいなんだけど,I think Sawamura-san is staring at me.,,,,,,,,,,,,,,,,,,,,
今更そんなこと言われたって遅いよ倫也,"It's too late for that now, Rinya.",気にするなそいつ超近眼だから,Don't worry about it.,,,,,,,,,,,,,,,,,,,,
続いて先月行われた全国模試の成績優秀者の表彰となります,Next are the awards for students who excelled in last month's national mock exams.,目つきが悪く見えるだけで,It's just his eyes.,,,,,,,,,,,,,,,,,,,,
何か落ち込んでるな,You seem depressed.,今はコンタクト付けてるけどね,He's wearing contacts now.,,,,,,,,,,,,,,,,,,,,
新学期早々女にでも振られたか,Did you get dumped by a girl at the beginning of the school year?,人がせっかくフォローしてやったのに台無しにするなよ,Don't ruin it when I'm following you.,,,,,,,,,,,,,,,,,,,,
別にそういうわけじゃ,It's not like that.,そうあんたが倫也の,So you're Rinya's...,,,,,,,,,,,,,,,,,,,,
だが大きなピンチが到来したことだけは確かだな,But I'm sure you're in big trouble.,えっとクラスメートです,We're classmates.,,,,,,,,,,,,,,,,,,,,
３年Ｃ組霞ヶ丘詩羽さん,"Class 3C, Ms. Shiba Kasumigaoka.",別にクラスメートでも彼女でもオタ友でもセフレでも興味ないけど,"I don't care if we're classmates, girlfriends, otaku buddies, or friends.",,,,,,,,,,,,,,,,,,,,
俺の新たなオタク人生の始まりに相応しい,It's a fitting beginning to my new life as an otaku.,えっと最後のはさすがにひどいんじゃないかと私に,"But... that last one was a bit much, don't you think?",,,,,,,,,,,,,,,,,,,,
超特大プロジェクトの前に立ち塞がる…,I'm standing in front of a project of epic proportions...,それがそいつの本性だ,That's his true self.,,,,,,,,,,,,,,,,,,,,
おい見ろよ倫也,"Hey look, Rinya.",学校じゃ完璧に猫かぶってるけど…,"At school, he's a total pussy...",,,,,,,,,,,,,,,,,,,,
だから喜彦人に質問しといてそれはな,That's why you asked the Kihikos a question...,やかましい,You're so loud.,,,,,,,,,,,,,,,,,,,,
ほら霞ヶ丘先輩だよ,"Look, it's Kasumigaoka-senpai.",あたしのことそうやって分かったように言わないで,Don't talk about me like you know me.,,,,,,,,,,,,,,,,,,,,
霞ヶ丘詩羽,Kasumigaoka Shiba.,ちょっと昔から顔見知りってだけのくせに,You've only known me for a short time.,,,,,,,,,,,,,,,,,,,,
入学してから２年間一度も学年トップの座を譲ったことがない学園一の才女,The most talented girl in the school who has never once given up the top position in her grade in the two years since she entered the school.,ちょっと昔から顔見知りってだけのやつにしつこく絡むなよ,Don't pester someone you've known for a long time.,,,,,,,,,,,,,,,,,,,,
相変わらずマイペースだよなあ,She's still going at her own pace.,何よ,What?,,,,,,,,,,,,,,,,,,,,
授業中も寝てばっかで,You're always sleeping in class.,何だよ,What?,,,,,,,,,,,,,,,,,,,,
課題も全然やってこないくせにあれだから,She never does any of her assignments.,みっともない真似はおやめなさい澤村さん,"Don't act like an asshole, Sawamura-san.",,,,,,,,,,,,,,,,,,,,
先生たちも手に負えないらしいぜ,I hear the teachers can't handle her.,こいつに何をしようと私の勝手でしょ,What I do with him is my business.,,,,,,,,,,,,,,,,,,,,
実際に見たわけでもないくせに,You haven't even seen her in person.,さっきまで同じくらいみっともない真似をしてた人が何か言ってる,What's this from someone who was being just as pathetic as you?,,,,,,,,,,,,,,,,,,,,
何分かったようなこと言ってんだよ,You don't even know what you're talking about.,もしここにうちの生徒がいたら後で困るんじゃない,"If one of my students is here, you'll be in trouble later.",,,,,,,,,,,,,,,,,,,,
にしても綺麗だよなあ先輩,"Even so, she's beautiful, isn't she, Senpai?",猫かぶりの澤村さん,"You're wearing a catsuit, Mr. Sawamura.",,,,,,,,,,,,,,,,,,,,
豊ヶ崎学園２大美女,Toyogasaki Academy's two most beautiful women.,そんなの霞ヶ丘詩羽には関係ない,That's none of Kasumigaoka Shiba's business.,,,,,,,,,,,,,,,,,,,,
表の澤村裏の霞ヶ丘って言われるだけのことはある,"Sawamura in the front, Kasumigaoka in the back.",やめてやめて,"Stop it, stop it, stop it!",,,,,,,,,,,,,,,,,,,,
あの２人を並べて語ると,If you talk about those two side by side...,またしても０点,Another zero.,,,,,,,,,,,,,,,,,,,,
後で色々と問題になるんだぞ,You'll have a lot of problems later.,今回も話にならない,"Again, nothing to talk about.",,,,,,,,,,,,,,,,,,,,
けどさ霞ヶ丘先輩も,But... Kasumigaoka...,まだ駄目,Still no good,,,,,,,,,,,,,,,,,,,,
黒髪ロング巨乳,"Long black hair, big tits.",ユーザーに何を見せたいのかどんな気持ちにさせたいのか,"What do you want to show the users, what do you want to make them feel?",,,,,,,,,,,,,,,,,,,,
しかも黒ストッキング,And black stockings.,これじゃ全然伝わってこない,This doesn't convey at all what you want to show or how you want the user to feel,,,,,,,,,,,,,,,,,,,,
澤村さんに負けず劣らずの萌えヒロインだと思わないか,"She's just as moe as Sawamura-san, don't you think?",それって自分が本当に作りたいものが何なのか,I wonder if that means you still don't know what you really want to create.,,,,,,,,,,,,,,,,,,,,
だからさホント見た目だけで語るのやめようぜ,So let's not just talk about her looks.,まだ見えていないんじゃないのかしら,What is it that you really want to create?,,,,,,,,,,,,,,,,,,,,
にしてもあの２人ってこれだけ騒がれてる割に,"But still, even though those two are making such a big deal about it.",何か２人してクリエーターっぽいこと言ってる,You both sound like creators.,,,,,,,,,,,,,,,,,,,,
おめでとう,Congratulations!,クリエーターなのよ,We are creators.,,,,,,,,,,,,,,,,,,,,
まるで男の気配がないんだよな,I don't see any sign of a man.,あんたらホントは仲がいいんだろそうなんだろ,"You guys really get along, don't you?",,,,,,,,,,,,,,,,,,,,
よっぽど上手く隠してるのかそれとも男嫌いなのか,"Either they're hiding it really well, or they don't like men.",とにかくこのままじゃゲームを作ろうなんて夢のまた夢ね,"Anyway, at this rate, making a game is just a pipe dream.",,,,,,,,,,,,,,,,,,,,
俺に聞くなよ,Don't ask me.,どうする？,What are you going to do?,,,,,,,,,,,,,,,,,,,,
まっ確かに２次オンリーの倫也にそういう話したってなあ,"I'm sure you're right... talking to Rinya, who's only interested in the 2nd degree...",まだ直す？それとも諦める？,Still fix it? Or do you give up?,,,,,,,,,,,,,,,,,,,,
やっぱここにいた,I knew you were here.,俺は…,I think...,,,,,,,,,,,,,,,,,,,,
どうせ昼飯まだですよね,We haven't had lunch yet anyway.,まっそろそろ潮時なんじゃない,I think it's time to move on.,,,,,,,,,,,,,,,,,,,,
隣いいですか,Can I sit next to you?,そうねどうやら倫理君も理想と現実のギャップで,"Well, it seems like you're having a hard time accepting the gap between what's ideal and what's real.",,,,,,,,,,,,,,,,,,,,
ああはい,Sure.,心が折れそうになってるみたいだし,You seem to be having a hard time with the gap between the ideal and the reality.,,,,,,,,,,,,,,,,,,,,
はい,Sure.,だいたい「運命の出会い」とか,"And you know what, ""Fateful Encounter""...",,,,,,,,,,,,,,,,,,,,
すいません全然分かりません,"I'm sorry, I have no idea.",そんな絵がカワイイだけで中身のないラノベじゃないんだから,It's not like it's just a novel with cute pictures and no substance.,,,,,,,,,,,,,,,,,,,,
で何か用があるんでしょ,"So, what do you want?",あら私それに関しては否定するつもりはないわよ,"Oh, I'm not going to deny that.",,,,,,,,,,,,,,,,,,,,
だからわざわざ昔捨てた女の所にのこのこ顔出したのよね,That's why you went to all the trouble of showing up at the place of the woman you dumped long ago.,出会いに運命や偶然がなかったら,If it wasn't for fate and coincidence,,,,,,,,,,,,,,,,,,,,
そうやって誤解を生むような言い方やめてよ,Don't talk to me in a misleading way like that.,世のカップルはみんな幼なじみばかりになってしまうじゃない,"If it weren't for fate and coincidence, all the couples in the world would be childhood sweethearts.",,,,,,,,,,,,,,,,,,,,
どうですか俺の企画書,What do you think of my proposal?,それの何が悪いの,What's wrong with that?,,,,,,,,,,,,,,,,,,,,
俺こういうの初めて書くんで,I've never written anything like this before.,じゃなくてそんなこと言ってない,I didn't mean that.,,,,,,,,,,,,,,,,,,,,
先輩のアドバイスもらえたらうれしいなって,I'd be happy to get advice from you.,うん俺決めたよ,I've made up my mind.,,,,,,,,,,,,,,,,,,,,
でここから先はさらに厚かましいお願いなんだけど,"And now, I'm going to make an even more impolite request.",どっちに,Which one?,,,,,,,,,,,,,,,,,,,,
先輩がこの企画に参加してくれたら,I'd be more than happy if you participated in this project.,まだ諦めない,I'm not giving up.,,,,,,,,,,,,,,,,,,,,
もっとうれしいなあって,I would be more than happy.,２人に認められるまで何度だって書き直してやるさ,I'll rewrite it as many times as I have to until you both approve.,,,,,,,,,,,,,,,,,,,,
ごみはごみにくずはくずに塵は塵に,"Garbage to garbage, scraps to scraps, dust to dust",そっちね,That way.,,,,,,,,,,,,,,,,,,,,
俺の魂の力作がぁぁぁ,My soul's labor of love...,そしていつか必ず,And one day...,,,,,,,,,,,,,,,,,,,,
ねっ倫理君,"Right, Ethics?",誰もが胸をときめかせる最高のギャルゲーを作ってみせる,I'll make the best gal game that will make everyone's heart flutter.,,,,,,,,,,,,,,,,,,,,
倫也です,I'm Rinya.,そうこの加藤恵を,"That's right, I'll make this Megumi Kato",,,,,,,,,,,,,,,,,,,,
あなたの間違った方向に突き抜けた情熱とか,Your misdirected passion,胸がキュンキュンするようなメインヒロインに…,The heart-throbbing main heroine...,,,,,,,,,,,,,,,,,,,,
痛々しいまでに行き先を見失った青さとか,Your painfully misguided blueness,いつの間に…,When did you...,,,,,,,,,,,,,,,,,,,,
勘違いも甚だしい頑張りは嫌いじゃない,I don't dislike your misguided hard work.,全然気付かなかった,I didn't notice that at all.,,,,,,,,,,,,,,,,,,,,
それ色々と言い方変えてるだけで,You're just saying it in different ways.,ステルス性能高過ぎだろ,"You're too stealthy, aren't you?",,,,,,,,,,,,,,,,,,,,
全部同じ意味ですよね,It all means the same thing.,お待たせ,Here you go.,,,,,,,,,,,,,,,,,,,,
でも評価に値しないものに助言を与えることはできないわね,But I can't give advice to something that doesn't deserve it.,晴れてよかったね今日,I'm so glad it cleared up today.,,,,,,,,,,,,,,,,,,,,
そんなに駄目,Not so much.,予報ちょっと微妙だったから心配してたんだ,"The forecast was a little iffy, so I was worried.",,,,,,,,,,,,,,,,,,,,
取りあえず企画としては０点ね,"Anyway, as a project, it gets a zero.",安芸君の家ってこの辺なんだ,So this is where Aki lives.,,,,,,,,,,,,,,,,,,,,
どこかで見たパーツの寄せ集めにしか見えないし,It's just a collection of parts I've seen before.,私時々通り掛かるよ,I pass by sometimes.,,,,,,,,,,,,,,,,,,,,
ストーリーのどこを取っても簡単に元ネタが割れるし,It's easy to crack the original story at any point in the story.,なあ加藤,Hey Kato.,,,,,,,,,,,,,,,,,,,,
さらに悪いことに全てが劣化コピーにすらなっていない質の低さ,"And what's worse, the quality is so low that everything is not even a degraded copy of the original.",お前ここがどういう場所なのか覚えてるのか,Do you remember what this place is like?,,,,,,,,,,,,,,,,,,,,
もう読めば読むほどため息しか出てこないわね,"The more I read, the more I can only sigh.",うん確か地元の人たちは探偵坂って呼んでるよね,"Yes, I think the locals call it Detective Hill.",,,,,,,,,,,,,,,,,,,,
そこまでひどい？,Is it that bad?,そこに興信所があるから,That's where the detective agency is.,,,,,,,,,,,,,,,,,,,,
それに私今は忙しいし,"Besides, I'm busy right now.",そういうことじゃなくてさ,That's not what I meant.,,,,,,,,,,,,,,,,,,,,
あなたの思い付きの創作ごっこになんか付き合ってられない,I don't have time for your imaginative inventiveness.,俺がここを待ち合わせに選んだことにどんな意味があると思う,What do you think it means that I chose this place for a rendezvous?,,,,,,,,,,,,,,,,,,,,
思い付きなんかじゃない,It's not an idea.,家の近くなんでしょ,"It's close to your house, right?",,,,,,,,,,,,,,,,,,,,
ずっと作りたかったんだ,I've always wanted to make something.,そうじゃないだろ全然そうじゃないだろ,Not at all.,,,,,,,,,,,,,,,,,,,,
俺の憧れのクリエーターたちにほんの少しでも近づきたいと思ってたんだよ,I've always wanted to be just a little bit closer to the creators I admire.,遠いの,It's far away.,,,,,,,,,,,,,,,,,,,,
詩羽先輩前に言ってくれましたよね,"You told me before, didn't you, Shiba?",だから,That's why.,,,,,,,,,,,,,,,,,,,,
俺にはクリエーターの才能があるかもしれないし,I may or may not have the talent to be a creator.,ここは俺と加藤が初めて出会った場所だろ,This is where Kato and I first met.,,,,,,,,,,,,,,,,,,,,
ないかもしれないって,I may or may not.,本当に初めて会ったのは１年前の入学式だけどね,We really met a year ago at the entrance ceremony.,,,,,,,,,,,,,,,,,,,,
そんなこと言ったかしら,Did I say that?,だいたいお前今日の目的が何なのかちゃんと理解してるのか,Do you even know what you're doing here today?,,,,,,,,,,,,,,,,,,,,
というかそれって巧妙な社交辞令でごまかしてない,"I mean, that's not a clever social expression to cover it up.",そりゃあ「話があるから家に来い」って安芸君が言ったから,"Well, Aki told me to come over to his house to talk.",,,,,,,,,,,,,,,,,,,,
俺にとってはその言葉がたった１本のクモの糸だったんだよ,"For me, those words were the only spider silk.",まずそこから問題だろ,That's the first problem.,,,,,,,,,,,,,,,,,,,,
お釈迦様,Shakyamuni.,知り合ったばかりの男の家にほいほいついてくるか,I don't know if I'd go to a guy's house just because I met him.,,,,,,,,,,,,,,,,,,,,
豊ヶ崎学園始まって以来の秀才霞ヶ丘詩羽,"Kasumigaoka Shiba, the most brilliant student since the beginning of Toyogasaki Academy.",しかも普通におしゃれしてんじゃねえよ,And don't act like you're dressed up.,,,,,,,,,,,,,,,,,,,,
その正体はシリーズ累計５０万部突破「恋するメトロノーム」原作者,"Her true identity is the original author of ""Koisuru Metronome"", a series that has sold over 500,000 copies.",俺んちにそんなまともな格好で来たやつなんかいねえよ,No one ever comes to my house dressed like that.,,,,,,,,,,,,,,,,,,,,
超人気女子高生ラノベ作家,Very popular high school girls' novelist,うん意外だったよね,"Yeah, it was unexpected, wasn't it?",,,,,,,,,,,,,,,,,,,,
霞詩子,Shiko Kasumigaoka,安芸君ってリアルな女の子は誘わないと思ってたし,I didn't think Aki would ever ask a real girl out.,,,,,,,,,,,,,,,,,,,,
そのことを知っているあなただからこそ,"And you know that, that's why",意外だったら誘いに乗るのか,"So if it was unexpected, you'd take him up on his offer?",,,,,,,,,,,,,,,,,,,,
私が本当に忙しいのは分かっているでしょ,You know I'm really busy.,相手がオタクだったら平気で家に上がるのか,"If they were nerds, you'd go to their house without a second thought?",,,,,,,,,,,,,,,,,,,,
新シリーズ決まったそうですね,I hear you've decided on a new series.,誘ってきた張本人にそういう説教されるのは,I didn't expect that kind of lecture from the guy who asked me out.,,,,,,,,,,,,,,,,,,,,
おめでとうございます,Congratulations!,さすがに想定してなかったよ,I didn't expect that.,,,,,,,,,,,,,,,,,,,,
ありがとうそれじゃ,Thank you.,いいか加藤,"Listen, Kato.",,,,,,,,,,,,,,,,,,,,
それでも,Well...,今日はそんなふうに日々適当に生きてるお前に,"Today, I'm going to show you what reality is.",,,,,,,,,,,,,,,,,,,,
もう一度もう一度だけ話を聞いてください,I'd like you to listen to me one more time.,現実というものを教えてやる,I'm going to show you what reality is.,,,,,,,,,,,,,,,,,,,,
今日の放課後視聴覚室で待ってます,I'll be waiting for you in the audiovisual room after school today.,もしかして安芸君の部屋って,Is it possible that Aki's room...,,,,,,,,,,,,,,,,,,,,
どうして今なのよ倫也君,"Why now, Rinya?",助けを呼んでも誰も来ない造りになってる,"It's built in such a way that even if you call for help, no one will come.",,,,,,,,,,,,,,,,,,,,
できた,It's done.,ああ覚悟しておけ,"Yeah, be prepared for that.",,,,,,,,,,,,,,,,,,,,
できたぞ,It's done!,俺が萌えコンテンツのお約束というものを,I'm going to teach you the promise of moe content,,,,,,,,,,,,,,,,,,,,
待ってろよ英梨々詩羽先輩,"Wait for me, Eirashii, Shiba.",骨の髄まで叩き込んでやる,I'm going to grind it into your bones.,,,,,,,,,,,,,,,,,,,,
安芸君,Aki.,それ思いっ切り現実じゃなくない,That's not even close to reality.,,,,,,,,,,,,,,,,,,,,
蓮見先生が職員室来てくれって,Hasumi-sensei wants us to come to the staff room.,どうぞ少し散らかってるけど気にしないでくれ,"Please, don't mind if it's a little messy.",,,,,,,,,,,,,,,,,,,,
何か視聴覚室に教材運んで欲しいみたい,She wants me to bring some materials to the audiovisual room.,お邪魔しま…,I'm sorry to bother you...,,,,,,,,,,,,,,,,,,,,
悪いけど今は行けない,"I'm sorry, but I can't go now.",絵に描いたようなオタク部屋だね,I'm sorry to bother you... but this is a picture-perfect nerd room.,,,,,,,,,,,,,,,,,,,,
俺には今どうしてもやらなくちゃならないことがあるんだ,I have something I have to do right now.,だからそこも違うだろ,That's not the same thing.,,,,,,,,,,,,,,,,,,,,
そっかじゃあ私が先生に断っておくね,I'll tell her no then.,何思いっ切りリラックスしてんだよ,What are you doing? You're relaxing to the max.,,,,,,,,,,,,,,,,,,,,
悪いな明日早く来てやっとくって伝えといてくれ,Tell him I'll be here early tomorrow.,「暑いな」ってわざとらしく言い訳しながら窓開けたり,"You open the window and say, ""It's hot in here.""",,,,,,,,,,,,,,,,,,,,
分かった伝えとく,"Okay, I'll let her know.",ついついいつもの癖でベッドに座っちゃって,You're sitting on the bed like you always do.,,,,,,,,,,,,,,,,,,,,
じゃあな,Bye.,真っ赤になって照れたり,"""It's hot,"" and then turning bright red and embarrassing herself.",,,,,,,,,,,,,,,,,,,,
あっそれとさ,"Oh, and by the way...",もっとヒロインらしい行動パターンってものがあるだろ,There are more heroine-like behavior patterns.,,,,,,,,,,,,,,,,,,,,
今度は何だ,What now?,いきなりそんなどん引きな態度取られて,How am I supposed to be nervous when she's suddenly acting so withdrawn?,,,,,,,,,,,,,,,,,,,,
この前ありがとね,Thanks for the other night.,どうやって緊張しろっていうのかな,I don't know how I'm supposed to be nervous.,,,,,,,,,,,,,,,,,,,,
何のことだ,For what?,まあいい,It's okay.,,,,,,,,,,,,,,,,,,,,
ほら春休みの時帽子拾ってくれたじゃん,"You know, you picked up my hat during spring break.",どうせすぐにそういうリアクションが取れるようになる,You'll be able to react like that soon enough.,,,,,,,,,,,,,,,,,,,,
白いベレーの,The white beret?,何しろ今日は二次元ヒロインとしての感性を磨くための特訓だ,"After all, today we're training to sharpen our senses as two-dimensional heroines.",,,,,,,,,,,,,,,,,,,,
そんなことあったっけ覚えてないな,I don't remember that happening.,私に選択権はないんだね,"I don't get to choose, do I?",,,,,,,,,,,,,,,,,,,,
まあそうだよね何日も前のことだもんね,"Well, it was days ago.",さあどれをプレーする,Which one do you want to play?,,,,,,,,,,,,,,,,,,,,
それじゃ,See you tomorrow.,ここにあるのはどれも笑えて泣けて萌える,"All of them will make you laugh, cry, and moe.",,,,,,,,,,,,,,,,,,,,
ああまた明日な,See you tomorrow.,当代一の美少女コンテンツだぞ,They're all about the most beautiful girls of our time.,,,,,,,,,,,,,,,,,,,,
別に引き受けるつもりなんかないからね,I'm not going to take you on.,えっとできれば一番短いのを,"Let's see, I'll take the shortest one if I can.",,,,,,,,,,,,,,,,,,,,
ただずっと待ってられても寝覚めが悪いから,It's just that it's hard to stay awake if you have to wait forever.,そうだこれにしよう,Let's go with the shortest one.,,,,,,,,,,,,,,,,,,,,
話だけは聞いてあげようかなって,I just thought I'd listen to what you had to say.,累計販売本数３０万本,"Total sales of 300,000 units.",,,,,,,,,,,,,,,,,,,,
それは殊勝な心掛けね澤村さん,"That's very thoughtful of you, Sawamura-san.",アニメ化をはじめ様々なメディアミックス展開もされた,It's been adapted into anime and other media mixes.,,,,,,,,,,,,,,,,,,,,
まあ私の方から話すことなんてないけど,"Well, I don't have anything to say to you.",伝説のギャルゲー,Legendary gal game.,,,,,,,,,,,,,,,,,,,,
霞ヶ丘詩羽,Kasumigaoka Shiba,やっぱり選択権はないんだね,I guess I don't have a choice.,,,,,,,,,,,,,,,,,,,,
いい加減人のことをわざわざフルネームで呼ぶのやめてくれないかしら,Can you please stop calling people by their full names?,今日は楽しかったね,"It was fun today, wasn't it?",,,,,,,,,,,,,,,,,,,,
澤村・スペンサー・英梨々さん,Sawamura Spencer Erika.,いやそこの選択肢は違うだろ,"No, you don't have a choice.",,,,,,,,,,,,,,,,,,,,
何であんたがここに,Why are you here?,ありがとう,Thank you.,,,,,,,,,,,,,,,,,,,,
偶然ね澤村さん,"What a coincidence, Sawamura-san.",ここはプレゼントあげとけば間違いないんじゃない,You can't go wrong with a gift here.,,,,,,,,,,,,,,,,,,,,
私も今まさにそれを聞こうと思っていたところよ,I was just about to ask you that myself.,デートの記念なんだし,It's a souvenir of our date.,,,,,,,,,,,,,,,,,,,,
まさかあんたも倫也に誘われて,"You didn't get invited by Rinya, did you?",分かってない本当に分かってないな加藤,"You really don't get it, Kato.",,,,,,,,,,,,,,,,,,,,
ゲームって言うから妙な予感はしていたけれど,I had a strange feeling about the game.,でもいまさら夜景見に行ったって,But it's too late to go see the night view now.,,,,,,,,,,,,,,,,,,,,
まさかキャラクターデザインにあなたを指名するとはね,I didn't expect him to ask you to design the characters.,いいか,I don't care.,,,,,,,,,,,,,,,,,,,,
こんな根暗女にシナリオ頼むなんて,Asking such a dark-skinned woman to do the scenario.,このデートイベントで彼女が求めているのは品物じゃないんだ,She's not looking for a gift for this date event.,,,,,,,,,,,,,,,,,,,,
何考えてんのよあのバカ,What was that idiot thinking?,もらえる物はもらっておけばいいと思うんだけどなぁ,I think you should take what you can get.,,,,,,,,,,,,,,,,,,,,
それを言うなら,If you put it that way...,そんな軽い気持ちじゃないんだよ,It's not something to be taken lightly.,,,,,,,,,,,,,,,,,,,,
外づらは完璧だけど中身が超ろくでなしの偽装お嬢様にイラストを頼むのはいいのかしら,I wonder if it's okay to ask a fake lady who looks perfect on the outside but is a total bastard on the inside to illustrate the game.,大切なのは物じゃない思い出の共有なんだよ,"What's important isn't the item, it's the shared memories.",,,,,,,,,,,,,,,,,,,,
誰がろくでなしよ,Who's a bastard?,ああ…そっか,I see.,,,,,,,,,,,,,,,,,,,,
私確かに根暗だけど,"I may be dark, but I'm more honest than you.",確かにプレゼントもらっちゃうと別れた後で扱いに困るもんね,"It's true that if you get a gift, it's hard to deal with it after you break up.",,,,,,,,,,,,,,,,,,,,
あなたよりは素直な性格してるつもりよ,I'm a lot more honest than you are.,加藤ちょっとコントローラー置け,"Kato, put the controller down for a second.",,,,,,,,,,,,,,,,,,,,
だいたいあんなバカにちょっと頼られたからって,And I'm not going to let some idiot like that take me for a fool just because he asked me for a favor.,休憩アンド説教タイムだ,It's time for a break and a sermon.,,,,,,,,,,,,,,,,,,,,
ほいほい釣られてるんじゃないわよこのボッチ,"I'm not going to let you get away with it just because some idiot asked me for a favor, you boor.",一休みはともかく何で説教,"A break is one thing, but why the sermon?",,,,,,,,,,,,,,,,,,,,
今ここで私とまったく同じ行動を取っているあなたに言われたくないわね,I don't need you telling me what to do when you're doing the exact same thing I'm doing right here and now.,加藤お前はギャルゲーのヒロインというものが分かってない,"Kato, you don't understand what a heroine in a gal game is.",,,,,,,,,,,,,,,,,,,,
あたしはあいつを止めに来ただけよ,I'm just here to stop him.,彼女たちは単なる記号でも,They are just symbols.,,,,,,,,,,,,,,,,,,,,
あんな無茶な企画絶対うまくいくわけないんだから,That crazy plan of his will never work.,決まった所を押せば必ず同じ反応を返す装置でもない,"They're not just symbols, they're not just devices that you can push in a certain spot and they'll always react the same way.",,,,,,,,,,,,,,,,,,,,
あなたがここに来なければ,If you hadn't come here.,ちゃんと温かい血の通った現実の女の子以上に魅力的な人間そのものでなければならないんだ,"They have to be warm, full of blood, and more attractive than real girls.",,,,,,,,,,,,,,,,,,,,
その無茶な企画とやらも自然消滅するんじゃないかしら,I'm sure this crazy plan will just die out.,だとしたら余計に心変わりして別れることだってあるんじゃない,"If that's the case, you might even change your mind and break up with her.",,,,,,,,,,,,,,,,,,,,
あたし帰る,I'm leaving.,もう終わりにしよ…,It's over...,,,,,,,,,,,,,,,,,,,,
そうさようなら,"Well, goodbye.",やめてやめてやめて,"Stop it, stop it, stop it.",,,,,,,,,,,,,,,,,,,,
ってまさかあんたは残るっての,Don't tell me you're staying?,二次元ヒロインにまで相手にされなくなったら,If even a two-dimensional heroine won't be interested in me anymore...,,,,,,,,,,,,,,,,,,,,
あんなバカバカしいほら話を真に受けて,"You're not going to stay, are you?",俺はこれから何を頼りに生きていけばいいんだよ,What will I have to live with from now on?,,,,,,,,,,,,,,,,,,,,
そんなの別にあなたに話すことじゃないし,It's not like I'm talking to you.,あ～ごめん今のはなしでいいよ,I'm sorry... but that's enough now.,,,,,,,,,,,,,,,,,,,,
ちょっと待て,Wait a minute.,今までありがとう…,Thank you for everything...,,,,,,,,,,,,,,,,,,,,
ん？何？,What? What?,泣けるだろ,It'll make you cry.,,,,,,,,,,,,,,,,,,,,
お前がお前が,You. You.,なあこのシーン泣けるよな,"This scene makes you cry, doesn't it?",,,,,,,,,,,,,,,,,,,,
私が何？,I'm what?,うんまあ確かに感動的だよね,"Yeah, it's very touching.",,,,,,,,,,,,,,,,,,,,
あの時の帽子の…,That hat you were wearing...,分かってくれたか加藤,"You understand, Kato?",,,,,,,,,,,,,,,,,,,,
今年も同じクラスだね,We're in the same class again this year.,そうここのセリフから挿入歌につながる流れが神なんだよな,"Yes, the flow from this line to the song is divine.",,,,,,,,,,,,,,,,,,,,
よろしく安芸君,"Nice to meet you, Aki.",でもなでもここは本当のクライマックスじゃないんだ,But this isn't the real climax.,,,,,,,,,,,,,,,,,,,,
ある春の日俺は運命と出会った,"One spring day, I met my destiny.",この後さらに驚愕の展開が,There's an even more astonishing turn of events after this.,,,,,,,,,,,,,,,,,,,,
えっと加納恵だっけ…,"Megumi Kano, right?",あ～そうなんだそれは楽しみだね,"Oh, I see... that's exciting.",,,,,,,,,,,,,,,,,,,,
加藤だよ,Kato.,聞いて驚け加藤,"Listen and be amazed, Kato.",,,,,,,,,,,,,,,,,,,,
あっだよなだと思ったわ,I thought you were Kato.,私が決めたことだから…もう行くね,I've made my decision...I'm going now.,,,,,,,,,,,,,,,,,,,,
