Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
…で 今は レストランで料理やってて…,Now I work at a restaurant. -Wow. -As a cook.,,,,,,,,,,,,,,,,,,,,,,
上京したいって気持ちは めっちゃある,I want to move to Tokyo too.,,,,,,,,,,,,,,,,,,,,,,
ある？,You want to?,,,,,,,,,,,,,,,,,,,,,,
うん 行きたいなって 思ってるけど…,"Yes. Someday, I want to.",,,,,,,,,,,,,,,,,,,,,,
そっか,I see.,,,,,,,,,,,,,,,,,,,,,,
今は もちろん 好きな人とかは いないわけじゃん？,"right now, you don't have a boyfriend, right?",,,,,,,,,,,,,,,,,,,,,,
初っ端から聞くけどさ 好きなタイプとかはさ どうなの？,It might be a bit early but I'm going to ask you anyway. What's your type?,,,,,,,,,,,,,,,,,,,,,,
タイプ？ うん 異性に対して,-Type? -Type of guys you like.,,,,,,,,,,,,,,,,,,,,,,
えっ…,What?,,,,,,,,,,,,,,,,,,,,,,
タイプ？,Type…,,,,,,,,,,,,,,,,,,,,,,
タイプ… どうだろう？ 求めるものとか,What do you look for in boyfriends?,,,,,,,,,,,,,,,,,,,,,,
やっぱ 話しやすい人がよくて,I guess someone who's easy to talk to. Yes.,,,,,,,,,,,,,,,,,,,,,,
面白い人とか ああ～,Someone who's funny.,,,,,,,,,,,,,,,,,,,,,,
ハハハ…,Or…,,,,,,,,,,,,,,,,,,,,,,
見た目で… うん,In appearance…,,,,,,,,,,,,,,,,,,,,,,
あっ やっ… まあいい 何 何 何？,-Never mind. -What?,,,,,,,,,,,,,,,,,,,,,,
見た目で？,"-In appearance? -In appearance,",,,,,,,,,,,,,,,,,,,,,,
見た目で言うなら ひげがある人がいい,"-In appearance? -In appearance, I like men with beards.",,,,,,,,,,,,,,,,,,,,,,
ああっ そういうことか ひげがある人ね,"Oh, really. -You like beards. -Yes, and…",,,,,,,,,,,,,,,,,,,,,,
そう あって…,"-You like beards. -Yes, and…",,,,,,,,,,,,,,,,,,,,,,
ちょっとさ… いや まだ言わないわ,To tell you the truth… I'll tell you later.,,,,,,,,,,,,,,,,,,,,,,
何？ いや なんか… まあまあまあ… オーケー オーケー,-What? -Forget it.,,,,,,,,,,,,,,,,,,,,,,
ハハハ…,What is it?,,,,,,,,,,,,,,,,,,,,,,
いや なんかさ,"Well, you said",,,,,,,,,,,,,,,,,,,,,,
ひげがある人が好きって 言ったじゃん？,you like men with beards?,,,,,,,,,,,,,,,,,,,,,,
俺 昨日まで 実はさ ひげあってさ,"Actually, until yesterday I had a beard.",,,,,,,,,,,,,,,,,,,,,,
え～ ハハハッ… めっちゃ生えてた,-No way. -It had grown so much.,,,,,,,,,,,,,,,,,,,,,,
すげえ めちゃくちゃ 生えてたんだけど,I had facial hair growing here.,,,,,,,,,,,,,,,,,,,,,,
そっちゃった～,I shaved it off.,,,,,,,,,,,,,,,,,,,,,,
ウケる,That's hilarious.,,,,,,,,,,,,,,,,,,,,,,
めっちゃ後悔するとは… ハハハハッ…,Now I'm so regretting it.,,,,,,,,,,,,,,,,,,,,,,
大丈夫 大丈夫 すぐ生えるから ひげなんて,It's okay. It'll grow back real soon.,,,,,,,,,,,,,,,,,,,,,,
いや でも いいよ それでも 大丈夫？ うん 似合ってる,-No problem. You look good without it. -Is it okay?,,,,,,,,,,,,,,,,,,,,,,
ああ よかった,Good.,,,,,,,,,,,,,,,,,,,,,,
話してて素直というか,Talking to her… She was honest.,,,,,,,,,,,,,,,,,,,,,,
あんまり気を使わないで 話せるのかなって,I didn't feel the need to worry when talking.,,,,,,,,,,,,,,,,,,,,,,
素直に思えたので,I felt like she's an honest person.,,,,,,,,,,,,,,,,,,,,,,
一緒にいていいなとは 思いましたね,It felt nice to be with her.,,,,,,,,,,,,,,,,,,,,,,
やっぱ 話しやすかったって いうのがあって,"It was easy to talk to him,",,,,,,,,,,,,,,,,,,,,,,
初対面でも めっちゃ好印象でいます 今,although we just met. He left a very good impression on me now.,,,,,,,,,,,,,,,,,,,,,,
あと 笑った顔 かわいかったです,And his smile was cute.,,,,,,,,,,,,,,,,,,,,,,
かわいかった かわいかった,"Yes, really cute.",,,,,,,,,,,,,,,,,,,,,,
それで 笑った顔もかわいい プラス ひげもあったら 最高,That means that cute smile plus a beard would be wonderful.,,,,,,,,,,,,,,,,,,,,,,
７月５日,July 5.,,,,,,,,,,,,,,,,,,,,,,
横浜の橋の上で 待ち合わせた２人は,"You meet up on a bridge in Yokohama,",,,,,,,,,,,,,,,,,,,,,,
レトロな車に乗り 故郷の話をした,"ride in a retro car together, and talk about your hometowns.",,,,,,,,,,,,,,,,,,,,,,
久しぶりです 久しぶりですね,-It's been a while. -Yes.,,,,,,,,,,,,,,,,,,,,,,
あれかな？ すげえ かわいいの来たよ,Is that the bus? It's a super cute bus.,,,,,,,,,,,,,,,,,,,,,,
これだね あっ すごーい！ すげえ,-This must be it. -Wow.,,,,,,,,,,,,,,,,,,,,,,
見て！ “みなとみらい日記”だって,"Look, it says ""Minatomirai Diary.""",,,,,,,,,,,,,,,,,,,,,,
すげえ これなの？,"Wow, is this it?",,,,,,,,,,,,,,,,,,,,,,
あかいくつって えっ これ… だよね？,"It says, ""Red Shoes."" But this must be it.",,,,,,,,,,,,,,,,,,,,,,
どうも～,Hello.,,,,,,,,,,,,,,,,,,,,,,
これだよ いいよ 先,-I guess it is. -You first.,,,,,,,,,,,,,,,,,,,,,,
お願いしまーす,Thank you.,,,,,,,,,,,,,,,,,,,,,,
すげえ お願いしまーす,Wow. Thank you.,,,,,,,,,,,,,,,,,,,,,,
どこでもいいのかな？ どこでもいいんじゃない？,-Can I sit anywhere? -Yes.,,,,,,,,,,,,,,,,,,,,,,
すごーい！,This is cool.,,,,,,,,,,,,,,,,,,,,,,
ひげ生やしてんの？,Growing your beard?,,,,,,,,,,,,,,,,,,,,,,
そう,Yes. Could you tell right away?,,,,,,,,,,,,,,,,,,,,,,
えっ すぐ気付いた？ 当たり前,Yes. Could you tell right away? Of course.,,,,,,,,,,,,,,,,,,,,,,
だって こんなのなかったのに… そうだよね,"-You didn't have it last time. -No, I didn't.",,,,,,,,,,,,,,,,,,,,,,
ひげ嫌いって言ったら そるわけ？,What if I said I didn't like it? You'd shave it?,,,,,,,,,,,,,,,,,,,,,,
うん そるそる 全然そる,"Yes, I would shave it off.",,,,,,,,,,,,,,,,,,,,,,
だから もう 次の日には そってる,Gone the next day.,,,,,,,,,,,,,,,,,,,,,,
いや いいと思う,"Well, I like it.",,,,,,,,,,,,,,,,,,,,,,
めっちゃ きれいな街だよ,Such a beautiful city.,,,,,,,,,,,,,,,,,,,,,,
でも 若干ね… 俺の地元 小樽なんだけどさ,It's a little bit like… My hometown is called Otaru.,,,,,,,,,,,,,,,,,,,,,,
小樽… その地元に めっちゃ似てんだよ,This place looks like Otaru.,,,,,,,,,,,,,,,,,,,,,,
あっ 本当？ そう そう そう,"-Oh, really? -Yes.",,,,,,,,,,,,,,,,,,,,,,
こんな感じなの？,It's like this?,,,,,,,,,,,,,,,,,,,,,,
いや なんか こんなデカい建物が,"All these huge buildings,",,,,,,,,,,,,,,,,,,,,,,
めっちゃ バーンって あるわけじゃないけど,we don't have them.,,,,,,,,,,,,,,,,,,,,,,
なんか 運河… こういう川みたいな デッカい川があって,"We have a lot of big canals,",,,,,,,,,,,,,,,,,,,,,,
でも そこの周りに めっちゃ海鮮とかあって,"and around them, we have seafood shops",,,,,,,,,,,,,,,,,,,,,,
外国人 めっちゃいる,and many foreign tourists.,,,,,,,,,,,,,,,,,,,,,,
海鮮いいよね 好きなの？,Seafood is great.,,,,,,,,,,,,,,,,,,,,,,
寿司… 寿司っていうか 好き,"-Do you like seafood? -Sushi. No, I like sushi.",,,,,,,,,,,,,,,,,,,,,,
案内係できる？,How about Okinawa?,,,,,,,,,,,,,,,,,,,,,,
沖縄 案内係できる,I can show you around Okinawa.,,,,,,,,,,,,,,,,,,,,,,
沖縄とかだったら どこ行っても,Okinawa is picturesque,,,,,,,,,,,,,,,,,,,,,,
写真 撮れるスポットが たくさんあるよ 絶対,"everywhere you go, I bet.",,,,,,,,,,,,,,,,,,,,,,
ハートロック 古宇利島の,Heart Rock on Kouri-jima. Yes.,,,,,,,,,,,,,,,,,,,,,,
あ～ でも見たことある,-I think I've heard of it. -You know it?,,,,,,,,,,,,,,,,,,,,,,
分かる？ とか…,-I think I've heard of it. -You know it? What else?,,,,,,,,,,,,,,,,,,,,,,
海中道路,Kouri Bridge.,,,,,,,,,,,,,,,,,,,,,,
えっ めっちゃいいじゃん,That's awesome.,,,,,,,,,,,,,,,,,,,,,,
すげえ,Wow.,,,,,,,,,,,,,,,,,,,,,,
見せたい,I want to show you.,,,,,,,,,,,,,,,,,,,,,,
こんな景色 見たことない,I've never seen it.,,,,,,,,,,,,,,,,,,,,,,
ヤバい ほんとに,-It's pretty amazing. -I can't imagine.,,,,,,,,,,,,,,,,,,,,,,
想像つかない そんな所ないじゃん？,-It's pretty amazing. -I can't imagine. It's like nowhere else.,,,,,,,,,,,,,,,,,,,,,,
お二人に日記です,A diary for both of you.,,,,,,,,,,,,,,,,,,,,,,
えっ？,-What? -What?,,,,,,,,,,,,,,,,,,,,,,
えっ？ え… はっ？,-What? -What?,,,,,,,,,,,,,,,,,,,,,,
この日は 横浜で クルーズデート,"""On this day, you will have a date on a cruise ship.""",,,,,,,,,,,,,,,,,,,,,,
途中 船で起こった 一大事を ２人で見事解決した,"""There will be a crisis on the ship which you will both solve together."" A DATE ON A CRUISE SHIP",,,,,,,,,,,,,,,,,,,,,,
すごいじゃん,This is amazing.,,,,,,,,,,,,,,,,,,,,,,
すげえ,It really is.,,,,,,,,,,,,,,,,,,,,,,
えっ めっちゃきれいじゃない？ すごい,-It's a beautiful ship. -Wow.,,,,,,,,,,,,,,,,,,,,,,
あっ すげえ,Wow.,,,,,,,,,,,,,,,,,,,,,,
いいかな？ えっ もう動いてるじゃん,-Is it okay? -It's moving.,,,,,,,,,,,,,,,,,,,,,,
わっ… おい！,Hey.,,,,,,,,,,,,,,,,,,,,,,
沈んじゃうよ,You're going to sink it.,,,,,,,,,,,,,,,,,,,,,,
そんなんで沈まないっしょ,"No, I won't.",,,,,,,,,,,,,,,,,,,,,,
あっ すげえ,Wow.,,,,,,,,,,,,,,,,,,,,,,
いらっしゃいませ,Welcome aboard.,,,,,,,,,,,,,,,,,,,,,,
どうぞ よろしければ こちら お進みください,Please walk this way.,,,,,,,,,,,,,,,,,,,,,,
すげえ,Amazing.,,,,,,,,,,,,,,,,,,,,,,
すごい すごいね ヤバい,-This is awesome. -Amazing.,,,,,,,,,,,,,,,,,,,,,,
ちゃんと海じゃん,"Wow, look at this ocean view.",,,,,,,,,,,,,,,,,,,,,,
めっちゃきれい 超きれい,-So cool. -So beautiful.,,,,,,,,,,,,,,,,,,,,,,
すげえ～,Wow.,,,,,,,,,,,,,,,,,,,,,,
上 行ってみる？,Want to go upstairs?,,,,,,,,,,,,,,,,,,,,,,
えっ 行っていいの？ うん,Are we allowed?,,,,,,,,,,,,,,,,,,,,,,
いいよ,Yes.,,,,,,,,,,,,,,,,,,,,,,
ねえ あれ見てた？,Did you see that movie?,,,,,,,,,,,,,,,,,,,,,,
何だっけ… 「タイタニック」,What? Titanic.,,,,,,,,,,,,,,,,,,,,,,
ああ テレビで… 見たことある？ ある ある ある,"-Oh, yes. I have. -Me too.",,,,,,,,,,,,,,,,,,,,,,
見て 見て ヤバっ…,-Look. -This is so cool!,,,,,,,,,,,,,,,,,,,,,,
すごい,Wow.,,,,,,,,,,,,,,,,,,,,,,
めっちゃ すげえじゃん,I can't believe it.,,,,,,,,,,,,,,,,,,,,,,
へえ～,Yes.,,,,,,,,,,,,,,,,,,,,,,
いいじゃん いいじゃん,This is great.,,,,,,,,,,,,,,,,,,,,,,
どういうこと？,What's that?,,,,,,,,,,,,,,,,,,,,,,
全然 意味 分からん,You're silly.,,,,,,,,,,,,,,,,,,,,,,
一大事って？,What's the crisis?,,,,,,,,,,,,,,,,,,,,,,
一大事だよ,Something… A DATE ON A CRUISE SHIP.,,,,,,,,,,,,,,,,,,,,,,
何かあるよ きっと,…is going to happen. THE TWO OF THEM WILL OVERCOME A CRISIS.,,,,,,,,,,,,,,,,,,,,,,
本日は マリーンルージュをご利用いただき,Thank you for boarding,,,,,,,,,,,,,,,,,,,,,,
誠に ありがとうございます,the Marine Rouge today.,,,,,,,,,,,,,,,,,,,,,,
突然のアナウンス 大変 申し訳ございません,We apologize for the sudden announcement.,,,,,,,,,,,,,,,,,,,,,,
お客様の中に シェフは… シェフは いらっしゃいませんか？,We are looking for a chef on board. Are there any,,,,,,,,,,,,,,,,,,,,,,
もし いらっしゃいましたら,chefs among the customers?,,,,,,,,,,,,,,,,,,,,,,
２階のオープンデッキまで お越しください,Please come to the second-floor open deck.,,,,,,,,,,,,,,,,,,,,,,
繰り返し ご案内申し上げます,Repeating the announcement.,,,,,,,,,,,,,,,,,,,,,,
お客様の中に シェフは いらっしゃいませんか？,Are there any chefs among the customers?,,,,,,,,,,,,,,,,,,,,,,
いるな  もし いらっしゃいましたら,"-There's one. -Yes, there is.",,,,,,,,,,,,,,,,,,,,,,
２階のオープンデッキまで お越しください,Please come to the second-floor open deck.,,,,,,,,,,,,,,,,,,,,,,
マジか… これか“一大事”って,Seriously? This is the crisis?,,,,,,,,,,,,,,,,,,,,,,
シェフは いらっしゃいますか？,Are there any chefs?,,,,,,,,,,,,,,,,,,,,,,
行きます 僕っすよ,I'll go. It's a call for me.,,,,,,,,,,,,,,,,,,,,,,
シェフの方ですか？ はい そうです,Are you a chef?,,,,,,,,,,,,,,,,,,,,,,
すいません 乗船するはずだった シェフたちがですね,"Yes, I am. All the chefs on duty were late to board the cruise ship.",,,,,,,,,,,,,,,,,,,,,,
全員ですね 乗り遅れてしまいまして,were late to board the cruise ship.,,,,,,,,,,,,,,,,,,,,,,
ヤベえじゃん,That's terrible.,,,,,,,,,,,,,,,,,,,,,,
アハハッ ヤバっ,No way!,,,,,,,,,,,,,,,,,,,,,,
走ってるのが 追いかけているのが…,There they are. They're chasing us.,,,,,,,,,,,,,,,,,,,,,,
しっかりしてくださいよ,"Get your act together, guys.",,,,,,,,,,,,,,,,,,,,,,
ヤバいっしょ,"Oh, my gosh.",,,,,,,,,,,,,,,,,,,,,,
おーい！,Hey! Don't leave!,,,,,,,,,,,,,,,,,,,,,,
“おーい！”じゃないよ,"What do you mean, ""hey""?",,,,,,,,,,,,,,,,,,,,,,
一応 こちらがですね レシピになっています,Here is our menu for tonight.,,,,,,,,,,,,,,,,,,,,,,
うわ～ マジか はい,"-Oh, this is serious. -Yes.",,,,,,,,,,,,,,,,,,,,,,
本日 メインディッシュがですね 牛肉のポワレでして,Our main dish today is seared beef.,,,,,,,,,,,,,,,,,,,,,,
お肉の焼き加減がですね 非常に難しいのですが…,It is quite difficult to prepare.,,,,,,,,,,,,,,,,,,,,,,
12人前… ヤバいですね,You're serving 12. Sounds like a crisis.,,,,,,,,,,,,,,,,,,,,,,
作っていただけませんか？,Will you make it for us?,,,,,,,,,,,,,,,,,,,,,,
そういうことか,I see.,,,,,,,,,,,,,,,,,,,,,,
了解です はい ありがとうございます はい,-I got it. -Thank you very much.,,,,,,,,,,,,,,,,,,,,,,
今のお店では まだ半人前で 仕込み中心で,"At the restaurant where I work, I'm still training to be a chef. I only do preparations at work",,,,,,,,,,,,,,,,,,,,,,
まだ お客さんに 料理を提供するのは,and have not really made food to present to customers yet.,,,,,,,,,,,,,,,,,,,,,,
あんまりないんですけど…,to present to customers yet.,,,,,,,,,,,,,,,,,,,,,,
ヤバいね ちゃんとしてるよ,This place… It's top-notch.,,,,,,,,,,,,,,,,,,,,,,
え～,Goodness…,,,,,,,,,,,,,,,,,,,,,,
じゃあ 真愛 スープからやって,"Maai, start with the soup.",,,,,,,,,,,,,,,,,,,,,,
スープ？,The soup?,,,,,,,,,,,,,,,,,,,,,,
このレードルでさ,Use the ladle,,,,,,,,,,,,,,,,,,,,,,
均等に,and make it even.,,,,,,,,,,,,,,,,,,,,,,
これ全部？ 全部,-All of this? -Yes.,,,,,,,,,,,,,,,,,,,,,,
入れたあとに 仕上げに これ,"After pouring the soup,",,,,,,,,,,,,,,,,,,,,,,
これ？ 上から軽く,sprinkle this on top.,,,,,,,,,,,,,,,,,,,,,,
一杯ぐらい？ うん スプーン１杯ぐらいでいいよ,-How much? -About a spoonful.,,,,,,,,,,,,,,,,,,,,,,
ぐらい？ オーケー,Okay.,,,,,,,,,,,,,,,,,,,,,,
長い ねえ 切れない,It's too long. I can't cut it.,,,,,,,,,,,,,,,,,,,,,,
うん 大丈夫,There.,,,,,,,,,,,,,,,,,,,,,,
…で 冷蔵庫にしまって,Put it in the fridge.,,,,,,,,,,,,,,,,,,,,,,
すごいね,That's impressive.,,,,,,,,,,,,,,,,,,,,,,
おいしそう,Looks delicious.,,,,,,,,,,,,,,,,,,,,,,
ねえ ラップの切り方 教えて,Can you show me how to cut the wrap?,,,,,,,,,,,,,,,,,,,,,,
ここに刃があるからさ うん,The cutter is here. Yes.,,,,,,,,,,,,,,,,,,,,,,
こう当てる 普通 こっちにない？ “くっ”って…,"-Hold it like this, against it. -This way?",,,,,,,,,,,,,,,,,,,,,,
こう？ 上に… うん,-Then turn. -Like this? Okay.,,,,,,,,,,,,,,,,,,,,,,
すごい,Wow.,,,,,,,,,,,,,,,,,,,,,,
ん？ すごいね,-What? -Just wow.,,,,,,,,,,,,,,,,,,,,,,
できました,It's done.,,,,,,,,,,,,,,,,,,,,,,
うん おいしそう,-Okay. -Looks good.,,,,,,,,,,,,,,,,,,,,,,
おなか すいてきた,I'm getting hungry.,,,,,,,,,,,,,,,,,,,,,,
失礼いたします こちら 牛フィレ肉です,Pardon me. This is filet of beef.,,,,,,,,,,,,,,,,,,,,,,
お父さん やっと来た,"-It's finally here, dear. -It's here.",,,,,,,,,,,,,,,,,,,,,,
来た 来たよ やった,"-It's finally here, dear. -It's here. I'm so glad.",,,,,,,,,,,,,,,,,,,,,,
失礼します,Pardon me.,,,,,,,,,,,,,,,,,,,,,,
失礼いたします,Pardon me. Looks great.,,,,,,,,,,,,,,,,,,,,,,
今日 ２日目なんですけど,It's the second day we spent together.,,,,,,,,,,,,,,,,,,,,,,
見えなかった部分が 一気に見えたっていうか,"All at once, I was able to see a lot more of him.",,,,,,,,,,,,,,,,,,,,,,
料理してる姿 見て,I got to see him in the kitchen cooking.,,,,,,,,,,,,,,,,,,,,,,
あれ ヤバい！ あれは ヤバいです マジで,It was awesome. He was doing a great job.,,,,,,,,,,,,,,,,,,,,,,
火が ブワーって出たときに 全然ビビることなくやってて,"When the flames came up, he didn't panic, he stayed calm, carrying on.",,,,,,,,,,,,,,,,,,,,,,
あっ かっこいいな～って 思いました,I thought that was so cool.,,,,,,,,,,,,,,,,,,,,,,
話してたら,"He's older than me,",,,,,,,,,,,,,,,,,,,,,,
一応 自分より 年上じゃないですか 拓斗は,but when we were talking,,,,,,,,,,,,,,,,,,,,,,
だけど なんか ちょっと… 何だろうな？,he's kind of… How should I say?,,,,,,,,,,,,,,,,,,,,,,
幼いっていう あれじゃないけど,"He's not immature,",,,,,,,,,,,,,,,,,,,,,,
なんか 年上に見えない部分とかも ちょっと あったんですけど,but he doesn't act like he's older than me.,,,,,,,,,,,,,,,,,,,,,,
ギャップがヤベえって 思いました,"So there was a big gap, which is attractive.",,,,,,,,,,,,,,,,,,,,,,
お疲れ お疲れ,-Good job. -You too.,,,,,,,,,,,,,,,,,,,,,,
疲れたね,Aren't you tired?,,,,,,,,,,,,,,,,,,,,,,
はい,Here you go.,,,,,,,,,,,,,,,,,,,,,,
何？,What?,,,,,,,,,,,,,,,,,,,,,,
肉 余ったからさ,There was some leftover meat.,,,,,,,,,,,,,,,,,,,,,,
賄いってやつ ガチ？ ガチ,-It's a staff meal. -Really?,,,,,,,,,,,,,,,,,,,,,,
やったー！,All right!,,,,,,,,,,,,,,,,,,,,,,
ハンバーガー はっ…,Hamburger.,,,,,,,,,,,,,,,,,,,,,,
ガチ？ 作ったの？,Seriously? You made this?,,,,,,,,,,,,,,,,,,,,,,
いつよ？ いつ？,When did you make it?,,,,,,,,,,,,,,,,,,,,,,
ちょっと肉が余ったから 作ろうかなって,When I saw there was leftover meat. So I made these.,,,,,,,,,,,,,,,,,,,,,,
マジで ヤバかったよ ありがとう,-What a day. -Thank you very much.,,,,,,,,,,,,,,,,,,,,,,
おなか すいてた～ おなか すいてたでしょ？ うん,-I was hungry! -Right?,,,,,,,,,,,,,,,,,,,,,,
じゃ 食べよ,Let's eat.,,,,,,,,,,,,,,,,,,,,,,
いただきます いただきます,-Thank you for this. -Thank you.,,,,,,,,,,,,,,,,,,,,,,
お疲れさまです,Great job today.,,,,,,,,,,,,,,,,,,,,,,
お疲れ～,You too.,,,,,,,,,,,,,,,,,,,,,,
いや～ マジで びっくりした,They surprised us.,,,,,,,,,,,,,,,,,,,,,,
ヤバくなかった？ ん？ ヤバくなかった？,Wasn't it wild?,,,,,,,,,,,,,,,,,,,,,,
うまっ,It's delicious.,,,,,,,,,,,,,,,,,,,,,,
おいしい？ うまっ,-Is it good? -Delicious.,,,,,,,,,,,,,,,,,,,,,,
でしょ？ でしょ？って…,-Isn't it? -I made it.,,,,,,,,,,,,,,,,,,,,,,
初めての共同作業を 終えた２人の前には,"After your joint project, there appears before you",,,,,,,,,,,,,,,,,,,,,,
１輪のひまわり,a single sunflower.,,,,,,,,,,,,,,,,,,,,,,
ひまわりの花言葉は“一目惚れ”,"The symbolism of a sunflower is ""love at first sight.""",,,,,,,,,,,,,,,,,,,,,,
失礼いたします はい,-Excuse me. -Yes?,,,,,,,,,,,,,,,,,,,,,,
 お客様 本日はマリーンルージュの 一大事を救っていただきまして,Thank you for helping us with our crisis today.,,,,,,,,,,,,,,,,,,,,,,
ありがとうございました あっ いえいえ…,My pleasure.,,,,,,,,,,,,,,,,,,,,,,
こちらですね 感謝の気持ちでございますので,This is to express our gratitude.,,,,,,,,,,,,,,,,,,,,,,
もし よろしければ お受け取りください ありがとうございます,-Please accept this gift. -Thank you.,,,,,,,,,,,,,,,,,,,,,,
何 何？,What is it?,,,,,,,,,,,,,,,,,,,,,,
あっ 何？ フフフフッ…,What?,,,,,,,,,,,,,,,,,,,,,,
どんなに離れ離れになっても,"No matter how far apart you become,",,,,,,,,,,,,,,,,,,,,,,
このブレスレットが ２人を繋(つな)ぎます,these bracelets will keep you together.,,,,,,,,,,,,,,,,,,,,,,
ヤバっ…,Let me see.,,,,,,,,,,,,,,,,,,,,,,
えっ かわいい,It's cute.,,,,,,,,,,,,,,,,,,,,,,
どんなに離れ離れ…,No matter how far apart…,,,,,,,,,,,,,,,,,,,,,,
じゃあ これを持ってれば 大丈夫ってことか,"If we have these, it will be all right.",,,,,,,,,,,,,,,,,,,,,,
そういうことです,I think so.,,,,,,,,,,,,,,,,,,,,,,
大切にしよう イエーイ,-Let's cherish these. -Yay.,,,,,,,,,,,,,,,,,,,,,,
いい感じ,I like it.,,,,,,,,,,,,,,,,,,,,,,
お疲れです,Hello.,,,,,,,,,,,,,,,,,,,,,,
未来日記を届けにきました,-I came to deliver The Future Diary. -Okay.,,,,,,,,,,,,,,,,,,,,,,
結構 ハードル高いっすよ これは さすがに,This one seems to be a tough hurdle.,,,,,,,,,,,,,,,,,,,,,,
ええっ…,Really?,,,,,,,,,,,,,,,,,,,,,,
いや 早すぎますよ,It's way too early.,,,,,,,,,,,,,,,,,,,,,,
満開のひまわり畑でキス,You kiss in a field of sunflowers in full bloom.,,,,,,,,,,,,,,,,,,,,,,
２人にとって 大切な場所がまた一つ増えた,You have one more place that's precious to you two now.,,,,,,,,,,,,,,,,,,,,,,
えっ？ うわ～,-What? -Whoa.,,,,,,,,,,,,,,,,,,,,,,
また ちょっと 次回が…,The next episode sounds thrilling too.,,,,,,,,,,,,,,,,,,,,,,
何 今の？ 次 キスですか？,They're going to kiss?,,,,,,,,,,,,,,,,,,,,,,
急展開,"Rapidly unfolding,",,,,,,,,,,,,,,,,,,,,,,
えっ もう キスまで決められるの？,-But… -it seems. Even the kiss is predetermined?,,,,,,,,,,,,,,,,,,,,,,
そう ハア～ ええ～！ そっか,-Yes. -Whoa!,,,,,,,,,,,,,,,,,,,,,,
でも やっぱ 料理してるね,"-Wow. -But that cooking scene,",,,,,,,,,,,,,,,,,,,,,,
こう… 様 かっこよかったですよね やっぱりね,he looked so cool doing it.,,,,,,,,,,,,,,,,,,,,,,
かっこよかった～ ねっ ちゃんと かっこいいんですね,-I loved it. -He was good at it.,,,,,,,,,,,,,,,,,,,,,,
なんか やっぱ 男性が 仕事してるところを見ると,"When men are in their workplace,",,,,,,,,,,,,,,,,,,,,,,
結構 全然違うじゃないですか,they're so different from usual.,,,,,,,,,,,,,,,,,,,,,,
うん うん うん,That's true.,,,,,,,,,,,,,,,,,,,,,,
なんか ガラッと変わるから,That big gap surprises us,,,,,,,,,,,,,,,,,,,,,,
そのギャップにね よけい キュンってきますよね,"That big gap surprises us -and impresses us, I think. -That's right.",,,,,,,,,,,,,,,,,,,,,,
そうだよね 確かにね,"-and impresses us, I think. -That's right.",,,,,,,,,,,,,,,,,,,,,,
真愛ちゃん 最後のインタビューでも,"In that last interview with Maai,",,,,,,,,,,,,,,,,,,,,,,
結構… あれは 恋する女の子の 顔だと思うんですけど なってた,-she looked like she's in love. -It did.,,,,,,,,,,,,,,,,,,,,,,
ねえ？ なってましたね,In her expression.,,,,,,,,,,,,,,,,,,,,,,
あの〝思いを 伝えちゃいけない〞とか そう,What might affect things is that,,,,,,,,,,,,,,,,,,,,,,
その辺がね 鍵になってきそうな 気はしますけど…,she's told not to show her feelings towards him.,,,,,,,,,,,,,,,,,,,,,,
好きって言っちゃ いけないわけですから,She can't say she likes him.,,,,,,,,,,,,,,,,,,,,,,
拓斗君が言うしかない,So it's up to Takuto to say it.,,,,,,,,,,,,,,,,,,,,,,
だけど 返せないんだよ 言葉では,-I see. -But she can't reply.,,,,,,,,,,,,,,,,,,,,,,
ハア～ うわ～  つらいだろうな,"-Oh, yes. -Wow.",,,,,,,,,,,,,,,,,,,,,,
え～ でも それ 拓斗君もキツい,That's hard on him too.,,,,,,,,,,,,,,,,,,,,,,
ですよね？  キツいんだよ ずっと 何それ～？,-It's hard on both of them the whole time. -That's a problem.,,,,,,,,,,,,,,,,,,,,,,
すれ違っちゃう可能性 大いにありますよね いや あるよ,-It might cause misunderstandings. -Possibly.,,,,,,,,,,,,,,,,,,,,,,
でも 正直 分かんないけど,"Honestly, I'm not sure,",,,,,,,,,,,,,,,,,,,,,,
これ 俺の勝手な 偏見かもしんないけど,but this is my personal gut feeling.,,,,,,,,,,,,,,,,,,,,,,
拓斗 もう好きだね あれ,He likes her too.,,,,,,,,,,,,,,,,,,,,,,
うん もう 見てました？,-Already? -Yes. -Does that show? -Yes.,,,,,,,,,,,,,,,,,,,,,,
そんな気がする 拓斗,-Does that show? -Yes.,,,,,,,,,,,,,,,,,,,,,,
アホ面してる,You made a silly face.,,,,,,,,,,,,,,,,,,,,,,
いや,Yes.,,,,,,,,,,,,,,,,,,,,,,
もう１回 もう１回 “これが”から,"Once more. From ""This is.""",,,,,,,,,,,,,,,,,,,,,,
これが え～っと 横浜ベイブリッジでございます,This is… The Yokohama Bay Bridge.,,,,,,,,,,,,,,,,,,,,,,
