Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
冷製トマトパスタの 完成です！,Cold tomato pasta is ready!,,,,,,,,,,,,,,,,,,,,,,
バジルの香りと,The aroma of basil and,,,,,,,,,,,,,,,,,,,,,,
冷たいトマトが 食欲をそそる 冷製パスタ,The aroma of basil and the cold tomatoes make this cold pasta very appetizing.,,,,,,,,,,,,,,,,,,,,,,
もこみち君 出来栄えは いかが？,"How's it coming, Mr. Mokomichi?",,,,,,,,,,,,,,,,,,,,,,
おいしい,Delicious!,,,,,,,,,,,,,,,,,,,,,,
こういったフレッシュな トマトを使って こういうふうに冷製パスタを 作ってもいいと思います,You can also use fresh tomatoes to make chilled pasta like this.,,,,,,,,,,,,,,,,,,,,,,
こんな１品もあります 是非 チャレンジしてみてください,There is another dish like this. Please give it a try.,,,,,,,,,,,,,,,,,,,,,,
バブーさんからです,It's from Babu.,,,,,,,,,,,,,,,,,,,,,,
ありがとうございます,Thank you very much.,,,,,,,,,,,,,,,,,,,,,,
今日は また ちょっと違った え～ 新しいですね,Today's dish is a little different. It's new.,,,,,,,,,,,,,,,,,,,,,,
マンネリ解消 新感覚サラダを 作ろうと思います,I'm going to make a new kind of salad.,,,,,,,,,,,,,,,,,,,,,,
早速 作っていきましょう,Let's get started.,,,,,,,,,,,,,,,,,,,,,,
今日は こんなステキな 食材を用意しました,"Today, I've prepared these wonderful ingredients.",,,,,,,,,,,,,,,,,,,,,,
まず この ルッコラなんですけど…,"First, this arugula...",,,,,,,,,,,,,,,,,,,,,,
この端の部分を ちぎって…,I'm going to tear off the ends of the arugula.,,,,,,,,,,,,,,,,,,,,,,
これをボウルへ 入れてしまいます,I'm going to put it in a bowl.,,,,,,,,,,,,,,,,,,,,,,
そして グリーンオリーブ,And green olives.,,,,,,,,,,,,,,,,,,,,,,
もう あらかじめ カットしてあるものです,They're pre-cut.,,,,,,,,,,,,,,,,,,,,,,
これを入れます,And then we put these in.,,,,,,,,,,,,,,,,,,,,,,
そして このラズベリー,And these raspberries.,,,,,,,,,,,,,,,,,,,,,,
これも丸ごと 入れちゃいましょう,We're gonna put these in whole.,,,,,,,,,,,,,,,,,,,,,,
…で ここにですね,And here... and here...,,,,,,,,,,,,,,,,,,,,,,
ちょっと このオリーブオイル かけて…,We'll put a little bit of olive oil on this...,,,,,,,,,,,,,,,,,,,,,,
からめていきましょう,Let's mix it in.,,,,,,,,,,,,,,,,,,,,,,
こいつを 使いたいと思います,I'm going to use this.,,,,,,,,,,,,,,,,,,,,,,
ここにラズベリーを たくさん乳鉢に入れて,We're going to put a lot of raspberries in a mortar and pestle.,,,,,,,,,,,,,,,,,,,,,,
つぶしていきましょう,Let's mash them.,,,,,,,,,,,,,,,,,,,,,,
ここに 塩 そして こしょう,Here's some salt and pepper.,,,,,,,,,,,,,,,,,,,,,,
そしたら あの… このレモン,"And then, um... this lemon.",,,,,,,,,,,,,,,,,,,,,,
半分にカットして 搾ります,Cut it in half and squeeze it.,,,,,,,,,,,,,,,,,,,,,,
ザーッと…,Squeeze it.,,,,,,,,,,,,,,,,,,,,,,
更に そこへ オリーブオイルと ヨーグルトを加えて,Then add the olive oil and the yogurt.,,,,,,,,,,,,,,,,,,,,,,
よく混ぜ合わせます,Mix it all together.,,,,,,,,,,,,,,,,,,,,,,
なるほど これを ドレッシングにするのね,I see. So this is what you use for dressing.,,,,,,,,,,,,,,,,,,,,,,
すごく おいしい,It's so good.,,,,,,,,,,,,,,,,,,,,,,
ここに このレモンの皮を 削っていきましょう,Let's shave this lemon peel here.,,,,,,,,,,,,,,,,,,,,,,
こんなドレッシング なかなかないですよね,Dressings like this don't come along very often.,,,,,,,,,,,,,,,,,,,,,,
そしたら もう 盛りつけに入ります,Then we can start serving.,,,,,,,,,,,,,,,,,,,,,,
早いですよ 今日は,It's early today.,,,,,,,,,,,,,,,,,,,,,,
まず お皿に野菜を盛りつけ…,"First, put the vegetables on a plate...",,,,,,,,,,,,,,,,,,,,,,
その上にドレッシングを 回しがけします,"Then, we'll pour the dressing over the vegetables.",,,,,,,,,,,,,,,,,,,,,,
そして 最後に チーズを削れば,"And finally, some cheese shavings.",,,,,,,,,,,,,,,,,,,,,,
今日は これで決まり！,That's it for today!,,,,,,,,,,,,,,,,,,,,,,
鮮やかな ピンクが まぶしい,It's a bright pink.,,,,,,,,,,,,,,,,,,,,,,
見た目も味も 正に新感覚の,It looks and tastes like nothing you've ever tasted before.,,,,,,,,,,,,,,,,,,,,,,
ラズベリーと ヨーグルトのサラダ,Raspberry and yogurt salad.,,,,,,,,,,,,,,,,,,,,,,
もこみち君 出来栄えは いかが？,"How's it coming, Mr. Mokomichi?",,,,,,,,,,,,,,,,,,,,,,
なんかね…,I don't know...,,,,,,,,,,,,,,,,,,,,,,
まあ サラダなんだけど スイーツっていうか…,"Well, it's a salad, but it's more like a sweet.",,,,,,,,,,,,,,,,,,,,,,
代わりに ブルーベリーでも いいですし イチゴなんかも 使ってもいいと思います,"You could use blueberries instead, or strawberries",,,,,,,,,,,,,,,,,,,,,,
こんな新感覚サラダも ありますんで,I have a new kind of salad.,,,,,,,,,,,,,,,,,,,,,,
是非 作ってみてください,Please try it!,,,,,,,,,,,,,,,,,,,,,,
