Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
懐かしー,How nostalgic.,加えて 完璧に近い 行き届いた掃除…,"In addition to that, everything was clean and sanitary.",あ ここだ あ？,"Oh, here it is. -What?",助かった,You saved our lives.,でも無理しないで,But don't push yourself too hard.,,,,,,,,,,,,,,
なあ どうして 一度営業かけた店だって,Hey. Why didn’t you tell me that you went there once before?,それらを合わせて ほかのスーパーとの違いは,"In addition to that, everything was clean and sanitary. But above all, your consideration",室長に言われてたんすよ,Manager told us,もう 大変だったんですよ,It was a lot of hard work.,こういうところって 合う人と合わない人がいるから,A place like this doesn't suit everyone.,,,,,,,,,,,,,,
教えてくれなかったんだよ,Why didn’t you tell me that you went there once before?,お客様への気持ち だと思います,towards you customers makes you different from the others.,気になる店があるから 帰りにチェックしてこいって,to check out a restaurant that he's been curious about.,かなり遅い時間まで 頑張ったんですから,We worked until very late in the evening.,え？ じゃ,-What? -Goodbye.,,,,,,,,,,,,,,
え だって 聞かれなかったんで,Because you never asked., 優等生っぽいけど 正解かも,"Sounds like a role model answer, but I think it's correct.",ここがそうっす,This is it.,あれれ パイセン 何ニヤニヤしてんすか,Wait. Why are you grinning like that?,（ナツミ）失礼しまーす,Excuse me.,,,,,,,,,,,,,,
え？,What?,それは どのスーパーさんも 同じだと思います,The same can be said for all the other supermarkets.,いらっしゃいませ,Welcome. -Oh?,いいことでもあったんですか？ 全然,-Did something good happen? -Not at all.,ハルナちゃーん バイバイ,-Bye! -See you!,,,,,,,,,,,,,,
そんなことより 今夜は パイセンの歓迎会っす,"More importantly, we have your welcoming party tonight.",父が苦労してここまでにした 店の名を 僕は汚すわけにはいきません,I can't tarnish the reputation of a store that my dad worked hard to build.,あれ？ やっぱりいた,Welcome. -Oh? I thought you'd be here.,（友麻）そういうことか,-Well… -So that's what happened.,（山崎） また来るね ごちそうさま ごちそうさま ほら 行くぞ,-Thank you! -Let's go.,,,,,,,,,,,,,,
美味しいもん食べて テンション上げちゃいましょ イエイ！,Let’s eat good food and have fun.,お客様への感謝の気持ちは 片時も忘れたことはありません,I'm constantly aware of the gratitude I owe to my customers.,お疲れーっす 抜け駆けはさせないわよ,I thought you'd be here. I won't let you beat me to it.,あはっ バレちゃいました？,-Well… -So that's what happened. I guess the secret's out.,（牛島）お客様,-See you again. -Sir.,,,,,,,,,,,,,,
ここっす,Here it is.,今日のところはお帰りください,Please take your leave.,大河内さんも 気になってたんだって この店,Ms. Okochi was curious about this place too.,あ いや 実は今週末 高宮さんと食事行くことになって,I'm going out to dinner with Ms. Takamiya this weekend.,私の名刺と 次回の割引券でございます,That's my business card and a coupon for the next visit.,,,,,,,,,,,,,,
韓国料理？,Korean food?,パイセンも爆死っすね,It seems like you bombed it too.,さすがっすね,Just as I expected.,あ いやいや 誤解しないでくださいよ,Don't misunderstand me.,また来てくださいね,Please come again.,,,,,,,,,,,,,,
お待たせしました 室長,Thanks for waiting.,ああ 亮介君か どうだった？,"Hey, Ryosuke. How was it?",亮介君 さっきの話は…,"Ryosuke, what I just told you is a secret.",これあの お礼をかねた ただの食事ですから,This is simply a meal to thank her for helping us out.,（健太）はい… （山崎）お猿 行くぞ,"Okay. Come on, Saru. Let's go.",,,,,,,,,,,,,,
あー 来たか お先にやっといたよ,You're here. I put in the order already.,そうか 猿川君もダメだったか,I see. Sarukawa didn't succeed either.,わかってますよ ま 座ってくださいって,I know that. Please take a seat.,でもまぁ デートって言えば デートなのかなぁ,But I guess it can also be called a date.,（山崎）締めの牛丼食うぞ！ （亮介）パイセン 早く～,"Come on, Saru. Let's go.",,,,,,,,,,,,,,
あ あの 歓迎会なんて… 僕 営業に失敗して…,I don’t deserve a welcoming party. I couldn’t make a sale today.,おっと 連続爆死か,It's a consecutive hit.,じゃあ 乾杯 イエイ！,Cheers. -Cheers. -Yay!,話したくてたまらないらしいぞ どうでもいいわ,-He wants to talk about it so badly. -This is nonsense.,（山崎）あぁ 楽しかったな よし ミユキちゃんにライン送ろ,That was so much fun. I'm going to message Miyuki.,,,,,,,,,,,,,,
だからこそだよ 飲んで食べて 明日の活力を生もう,"Then even more so, you need to eat and drink to gain strength for tomorrow.",同期同士 仲が良いね 一緒にしないでよ,You both bombed it together. -Shut up.,パイセン パイセン どうしたんですか？,"Mr. Sarukawa, what's the matter?",さすがパイセン どうやって誘ったんすか？,"That's awesome, Mr. Sarukawa! How did you ask her out?",エキサイティングでしたね パイセン,Wasn't that exciting?,,,,,,,,,,,,,,
やったー みんなの活力も爆上がりっすね,This is awesome. It will fill everyone else with energy too.,まあ 仕方ない,That's too bad.,今日は 激辛な気分じゃ ないんだけど…,I don't feel like eating spicy food today.,聞きたい？ 聞きたいならしょうがないねぇ,-You want to know? -Yes. I guess I'll have to tell you.,って なに落ち込んでんですか イエイ イエイ イエイ イエイ！,Why do you look so glum?,,,,,,,,,,,,,,
みんな？,Everyone?,帰りに紅(あか)ちゃんにでも寄って 気合いを入れてあげなさい,Stop by Akachan on the way back and help him recharge.,そんな言い訳 うちでは許されませんよ,A poor excuse like that is not allowed on our team.,ここに行くといい,You should go here.,ねえ 秋山さん （秋山）いい加減 落ち着け,"-Hey, Mr. Akiyama! -Calm down.",,,,,,,,,,,,,,
おー お待たせしました,Thanks for waiting.,あ それから悪いが,I have one more request.,待たせしました ザーサイ失礼しまーす,Here's the Sichuan vegetable. -Thank you. Here you go.,（健太）タイ料理？,"""Thai food""?",アハハ 楽しくなっちゃって,I'm in such a good mood.,,,,,,,,,,,,,,
我が営業促進室の精鋭たちだ,This is the elite unit of the Sales Promotion Team.,スーパーなかやで 買い物してくれないか,Can you get me something at Supermarket Nakaya?,で どうだったの？ 高野会館は,How was Takano Hall?,私の行きつけで 妻と初めて食事をした店なんだ,"I'm a regular there, and it's where I had my first date with my wife.",あ やっぱ秋山さんも フラれちゃいました？ アハハハ,"Wait. Did she turn you down, Mr. Akiyama?",,,,,,,,,,,,,,
さっきはみんな出払ってたからね 誰です？,They weren't in the office earlier today. -Who is this?,かみさんに頼まれたものがあって,My wife requested some things.,あ いや それが…,"Well, about that…",へぇ…,I see.,（秋山）そうじゃない,That's not it.,,,,,,,,,,,,,,
今日 大阪本社から来た 猿川パイセンです イエイ！,It’s Mr. Sarukawa. He was transferred here from the Osaka headquarters.,一円でも二円でも安く買い物すると ホメてくれるんだよ,She praises me when I buy something at a bargain even when it's only one or two yen cheaper.,あ そういえばパイセン さっきの話なんですけど,"Oh, and please finish the story you were just telling me about. What happened with Yumi?",もし行くなら 私の オリジナルコースを予約しておく,"If you'd like, I can call to reserve my original course menu.",営業だ,It's about the sales.,,,,,,,,,,,,,,
じゃ パイセン 座っちゃってください うん,Please have a seat. -Okay.,了解です じゃ,Roger.,例の由美ちゃんとは どうなったんすか？,you were just telling me about. What happened with Yumi?,えー 激辛じゃないですよね？,It better not be spicy.,猿川 明日(あした)からあの店に行け,"Sarukawa, go back there tomorrow.",,,,,,,,,,,,,,
猿川？ ウケる 名前珍しくない？,Sarukawa? How funny. What a unique name.,安く買い物すると 奥さんにホメられるって…,He gets praised by his wife when he shops a bargain.,亮介君 亮介君 さっき言ったよね,Ryosuke! Did I not warn you about this?,私を信じなさい きっとうまくいくはずだ,Trust me. It'll all go well.,えっ ぼ 僕がですか,Me?,,,,,,,,,,,,,,
あっ はい よく言われます,I get that a lot.,健気すぎる室長に イエイ！,Our manager is so admirable. Yeah!,内緒でしたっけ？,"Oh, was it a secret?",そのかわり 君に頼みがある,"In exchange, I have a favor to ask.",あの店 ロンロンの商品が 一個もなかった,That club didn't have a single Lonron product.,,,,,,,,,,,,,,
うちら同期らしいじゃない,I hear we’re the same age.,客への感謝は当たり前か,Gratitude for the customer is a given.,なになに なんの話？ 面白そうじゃない？,What's this about? It sounds interesting.,経費の上限を増やしてもらえるよう 彼女を説得してほしい,Please persuade her to increase the terms of our expenses.,（秋山） 俺が行ったキャバクラで初めてだ,I've never experienced that.,,,,,,,,,,,,,,
あっ そうなんですか,"Oh, really?",なのに俺… まだまだだなあ,I still have a long way to go…,なんでもありません,It's nothing.,うちはゲキカラドウを 促進してるからね,We promote the way of the hot and spicy.,店長から名刺もらっただろ,"You got a business card, right?",,,,,,,,,,,,,,
お待たせしました,Thanks for waiting.,パイセン 元気出してくださいよ,Mr. Sarukawa! Cheer up!,なんだよ お猿 隠すなよ,"Hey, Saru, stop hiding things from us.",（谷岡）ほかの部署より なにかと経費がかかるんだ,So we require more expenses than usual.,室長には俺から話しておく （健太）あ いや あの…,-I'll talk to the manager about this. -But…,,,,,,,,,,,,,,
では 我が促進室の 大きな力になってくれる,"All right. Let's raise our glass to Mr. Sarukawa, who will be helping out our team.",パイセンとあの人の差って すんごいあると思うんですけど,There's a huge gap in the ability between you and that owner.,お待たせしました 地獄谷の麻婆豆腐でございます,Thank you for waiting. Here's the Valley of Hell Mapo Tofu.,なるほど 彼女さえ口説き落とせば,I see. We need you to get her on our side.,（山崎）秋山さん ２軒目 （亮介）ちょっと！,"-Mr. Akiyama, let's go for a second round. -Wait! Wait up.",,,,,,,,,,,,,,
猿川くんにカンパイ！,"Let's raise our glass to Mr. Sarukawa, who will be helping out our team.",僕はパイセンの そんな正直に 落ち込むところ 好きっすよ,But I like how you openly blame yourself when things go wrong.,はい 失礼します,Please excuse me.,いやいや 無理ですよ デートなんですから,That's impossible. This is a date.,キャバクラといったら 酒だよな,Alcohol will be ideal for a hostess bar.,,,,,,,,,,,,,,
カンパイ！ イエイ！,Cheers!,もう帰るのかね？ 取引先と食事なんで,You're leaving already? -I have plans with some clients.,わー,Please excuse me. Looks delicious.,それに うちはただでさえ 経理部に目つけられてる…,We're already in trouble with the accounting--,こんにちは,Hello.,,,,,,,,,,,,,,
こちらナムルとキムチです,Here's the namul and kimchi.,紅ちゃん 確かに気合いが入ります いいチョイスですよ 室長,"Akachan. That place really recharges you. It's an excellent choice, Manager.",これよこれ これが食べたかったのよ,This is it! I've been wanting to eat this.,大丈夫 あの感じはきっと 押しに弱いタイプよ,Don't worry. She looks like the type that can be persuaded.,あ どうも 昨日(きのう)のお客さんじゃないですか,Hello. You're the customer from last night.,,,,,,,,,,,,,,
亮介君 はいっ さっそくみんなの紹介を おっ 任せてください,"Ryosuke, please introduce everyone. -All right!",珍しいね ホメるなんて,I'm not used to getting compliments from you.,これが有名なやつっすね,This is the specialty here. -Here you go.,すべては君にかかっている 頼んだぞ 猿川君,"Everything depends on you. I'm counting on you, Sarukawa.",すいません うち朝キャバやってないんですよ,I'm sorry. We're not open in the mornings.,,,,,,,,,,,,,,
まずはロンロンイチ イケてる女性社員,First up is Lonron’s most beautiful female employee.,ゲキカラドウを極めるには,I guess it's proof that you consider,僕たちはもちろん 一番辛い 60辛,"Of course, we ordered the spiciest one. It's level 60.",あ いや ちょ ちょっと…,Wait.,あ いえいえ 私(わたくし) 実はこういう者でして,"Oh, please let me introduce myself.",,,,,,,,,,,,,,
使えない男同様 世の中の炭水化物は全てが敵,"Just like worthless men, all carbohydrates in this world are her enemy.",紅ちゃんが もってこいの店だと 認めてる証しだろう,Akachan as the ideal place to master the way of the hot and spicy.,びっしりと表面を覆う唐辛子,The surface is covered with chili peppers.,パイセン 何着てくんすか？,"Mr. Sarukawa, what are you going to wear?",ロンロンという 飲料メーカーでして,We're a drink manufacturer.,,,,,,,,,,,,,,
なめたら痛いよ 大河内友麻パイセン,Don’t you dare underestimate her. Ms. Yuma Okochi!,さて 我々も帰るとするか,Shall we head out?,マグマのように沸き立つ灼熱の餡(あん) まさに,The scorching red sauce is boiling like magma.,（まり子）どうかしました？,Is something the matter?,ぜひうちのお酒も 試していただけないかと,I was hoping you would sample some of our alcoholic beverages.,,,,,,,,,,,,,,
どうも,Hello.,もう パイセン 元気出してくださいよ,Cheer up.,地獄や,This really is hell.,あ ううん なんでもない,Not at all.,聞いたことない会社ですね,I've never heard of Lonron.,,,,,,,,,,,,,,
お次は 恋愛歴と営業力は ナンバーワン,Next is the man with the most experience in love and sales.,スマイル スマイル,Don't forget to smile.,無理やろ こんなん,This is impossible.,素敵なお店ですね,This is a lovely restaurant.,うち お酒はもう決まってるとこ あるんで お引き取りください,We already have fixed suppliers for our alcohol. Please leave.,,,,,,,,,,,,,,
未だ独身 秋山雅人パイセン,But he's still a bachelor. It's Mr. Masato Akiyama.,おっ この店っすよ,This is the restaurant.,いただきます 実食,Thank you for the food. -Let's eat.,（健太）乾杯 （まり子）乾杯,-Cheers. -Cheers.,他社にも負けないぐらい お酒を取り揃えております ぜひ試飲だけでもお願いします,"We have assorted varieties of drinks, so please sample some of them.",,,,,,,,,,,,,,
しくよろ,What's up?,乾杯 イエイ！,Cheers!,お待たせしました,Excuse me.,タイ料理にワインって 珍しいですね,It's rare to pair Thai food with wine.,お宅と契約するつもりは ありませんから 帰ってください,I have no plans to sign a contract with you. Please leave.,,,,,,,,,,,,,,
でもって ロンロンイチ暑苦しい男,Next is Lonron's number one blazing man.,失礼いたします,Excuse me.,麻婆豆腐失礼します ありがとうございます,Here's your mapo tofu. -Thank you.,あ タイ料理には もちろんビールも合うんだけど,"Of course, Thai food goes well with beer,",（牛島） どうもありがとうございました,Thank you very much.,,,,,,,,,,,,,,
水分補給しても 全部 汗になる山崎裕也パイセン,"No matter how much he drinks, it all turns into sweat. It's Yuya Yamazaki!",よし 今日は食うぞ,I can't wait to eat!,それって 普通の麻婆豆腐？,Is that regular mapo tofu?,最近ではワインとのマリアージュを 楽しむ人も増えてるんだ,"but lately, it's become popular to enjoy it with wine.",もう しつこいな いい加減にしてくださいよ,You're so stubborn. -Why won't you stop? -I'm not here for work.,,,,,,,,,,,,,,
じゃ 猿川パイセン よろしくお願いします うん,"Now, Mr. Sarukawa, please introduce yourself.",いや 今日気合い入れに来たのは 猿川パイセンっすよ,We're here to recharge Sarukawa today.,あ 僕 初めての店は スタンダードから 行きたいタイプなんで,I always order the standard item when trying out new restaurants.,へぇー 詳しいんですね 猿川さん,"I see. Mr. Sarukawa, you're so knowledgeable.",営業じゃありません,-Why won't you stop? -I'm not here for work.,,,,,,,,,,,,,,
猿川健太です 大学時代は応援団に所属し,I’m Kenta Sarukawa. I was in the cheer squad during college.,聞いたよ 爆死だって,I heard you bombed it.,いただきます,Thank you for the food.,いえ,Not at all.,なんだぁ それならそれと 早く言ってくださいよぉ,"Oh, I see! You should have told me that a lot sooner!",,,,,,,,,,,,,,
不肖ながら 団長を務めてまいりました,I was the leader of the squad.,いきなり２辛なんて無理だったのよ けど これも勉強だから,Spice level two was too difficult for you. But this is all part of the learning experience.,その言い訳は通るんかい,That poor excuse is acceptable?,（店員）お待たせしました パクチーツリーサラダになります,Thanks for waiting. -Here's the Cilantro Tree Salad. -Thank you.,（牛島）一名様ご来店でーす,We have one customer coming through.,,,,,,,,,,,,,,
あの自分 根性だけは… （店員）お待たせしました,I have the guts to-- -Thanks for waiting.,自分だって,You bombed it too.,つべこべ言ってないで 早く食べなさいよ,Shut up and eat already.,（まり子）ありがとうございます,-Here's the Cilantro Tree Salad. -Thank you.,（健太）相手の懐に入るには とりあえず これしかない,"Right now, this is the only way to gain his trust.",,,,,,,,,,,,,,
猿川君 すまない 来てしまった,"Sorry, Mr. Sarukawa, the food is here.",失礼します 七輪 置きますね,Excuse me. Grill coming through.,鬼や… この地獄には鬼がおる,It's the devil. The devil is inside this pot of hell.,美味しそう 私 パクチー大好きなんです,It looks delicious. I love cilantro!,（牛島）お茶割りです,Here's your drink.,,,,,,,,,,,,,,
では いただくとしよう,Let's dig in!,熱いんで気をつけてください,Please be careful.,鬼たちが いまかいまかと 待ってやがる,The devil is waiting for me,そっか よかった,Really? I'm so glad.,（ミユキ） ありがとうございまーす じゃ いただきます,Thank you. Cheers.,,,,,,,,,,,,,,
いただきます,Thank you for the meal!,お待たせしました カルビとハラミ,Thanks for waiting. Here's the short rib and the skirt steak.,俺が足を踏み入れるその時を,to step my foot inside.,（健太）やっぱり女の子は パクチー好きが多い,It seems like most girls love cilantro.,カンパーイ,Cheers.,,,,,,,,,,,,,,
な なんや この人たち…,What’s with these people?,こちら野菜の盛り合わせです,Here are the vegetables.,怖すぎるやろ,This is too scary.,さすが 室長 わかってますね,Just as I expected of our manager. He's on top of it.,アカリさんって そんなに人気なんですか？,Is Ms. Akari really popular?,,,,,,,,,,,,,,
なんやあれ？,What is that?,ぼっかけも お待ちどおさまです,Here's the bokkake.,あれ もしかしてパイセン ビビってます？,"Mr. Sarukawa, are you scared by any chance?",どうぞ （まり子）ありがとうございます （健太）いえ,-Here you go. -Thank you.,うん いっつもナンバーワン,Yes. She's always number one.,,,,,,,,,,,,,,
遠慮しないで 早く食べないとなくなるよ,Don’t be shy. You should eat before it’s all gone.,待ってましたぁ,Thank you.,な… な なわけないだろ,Of course not.,（２人）いただきます,Let's eat.,だから店長に 信頼されてるっぽいんだよね,That's why the manager trusts her a lot.,,,,,,,,,,,,,,
遠慮やないねんけどなあ…,I wasn't being shy…,じゃ お肉のほう焼いちゃいますね う う うん,I'll start grilling now. -Okay.,いただきます,Let's try it.,うん ほんとだ タイ料理とワイン合いますね,You're right. Thai food goes very well with wine.,店長 アカリの言うことは 何でも聞くもんね,Manager listens to everything Akari says.,,,,,,,,,,,,,,
ネギ 大好物です,Welsh onion? It’s my favorite.,すいませーん ライスおかわり はーい ありがとうございます,"I'd like another serving of rice, please. -Okay.",鬼や…,It's the devil.,でしょ？,Right?,なに アカリのこと 気になってんの？,Are you interested in Akari?,,,,,,,,,,,,,,
いただきます,Thank you for the food.,美味(うま)そう,That looks delicious.,お待たせしました ラー油ご飯 失礼します,Thanks for waiting. Here's the rice with chili oil.,調べてきたかいあったぁ,It was worth all the research.,えーミユキ 猿川さんのこと タイプだったのに,No way! You are totally my type!,,,,,,,,,,,,,,
辛っ…,It’s so spicy.,室長が言ってたとおり 気合い入ってくる,Manager was right. This is recharging me.,ありがとうございます,Here you go.,（店員） 失礼します あ すいません,Excuse me. This is the Pad Pong Curry,えっ あ 別に そんなんじゃないよ,It's not like that.,,,,,,,,,,,,,,
なんや 何がこん中に… これはネギやし,"What’s in here? These are Welsh onions, right?",単純,How easy.,ここのラー油 最高,This chili oil is amazing.,パッ･ポンカリーと トード･マンクン,This is the Pad Pong Curry and Tod Mung Goong. It's deep-fried shrimp cakes.,（ミユキ）本当に？ （健太）うん,-Really? -Yeah.,,,,,,,,,,,,,,
それはネギじゃない 青唐辛子だ,Those aren’t Welsh onions. It’s green chili.,はいよ はいどうぞ ありがとうございます,Here you go. -Thank you. -Sure.,炭水化物は任せた,You can have my rice.,エビのすり身揚げです 熱いのでお気をつけください,"and Tod Mung Goong. It's deep-fried shrimp cakes. Careful, it's hot.",ヨンペリ入れてくれたら 信じてあげる,I'll believe you if you order the Yom Perignon.,,,,,,,,,,,,,,
と 唐辛子!?,Chili?,５にしといたよ,I made it five.,なんで あんな美味そうに 食えんねん,How can he eat it so deliciously?,（まり子）どれも美味しそう,It all looks delicious.,ヨンペリ？,Yom Perignon?,,,,,,,,,,,,,,
ここの料理にはね 青唐辛子がたくさん入ってるんだ,There are lots of green chili in all of the dishes.,５？,Five?,そうか この卵溶けば 味がマイルドになるんやな,"Oh, I see. This egg yolk will make the flavor a lot milder.",うん 美味しい,It's so good.,猿川さん おねがい,"Please, Mr. Sarukawa.",,,,,,,,,,,,,,
すいませーん オイカラください,"Excuse me. Ex-spice, please.",なぁなぁ こ これは？,"Hey, what is this?",なんでもっと早くに 気づかんかったんや,Why didn't I realize this sooner?,どれもほんとに美味しいです,Everything is delicious.,おねがい,Please.,,,,,,,,,,,,,,
オイカラ？,Ex-spice?, いやもちろん 焼肉のタレっすよ そりゃ 見たらわかるわ,It's the sauce for the grilled meat. -Obviously.,ん？ ぐああ… 変わらんやんけ,What? It didn't change anything!,よかったぁ,I'm so glad.,いっちゃいますか,Let's do it.,,,,,,,,,,,,,,
追い唐辛子のことっすよ 僕 もらってきます,It means an extra serving of chili. I’ll go get it.,もういいんじゃない？ ですね どうぞ どうぞ,I think it's ready. -I agree. Let's eat.,お待たせしました 中華風ゴーヤチャンプル でございます,Here's the Chinese-style stir-fried bitter melon.,（健太）室長 完璧です 疑ってすいませんでした,"Manager, everything is perfect. I'm sorry for doubting you.",本日もありがとうございます これ 領収書,Thank you very much. Here's your receipt.,,,,,,,,,,,,,,
えぇ…,What?,パイセンも食べちゃってください あ うん,"Eat up, Mr. Sarukawa. -Okay.",待ってましたぁ,I've been waiting for this.,（店員）はい 失礼しまーす あぁ ありがとうございます,Please excuse me. Thank you.,あとこれ 次回使える割引券,Here's the coupon for your next visit.,,,,,,,,,,,,,,
オイカラの到着です,Here's the ex-spice.,いただきます,Thank you for the food.,こちら春巻きでございます はーい,Here are the spring rolls. -Okay.,パッ･キーマオ タイの焼きそばです,Pad Kee Mao. It's stir-fried noodles.,ああ これうちのお酒の資料です,"Oh, I almost forgot. Here's the list of our alcoholic beverages.",,,,,,,,,,,,,,
はい,Here you go. -Thanks.,な なあなあ このタレ 何が違うの？,What's the difference between these two sauces?,タレこちらに置いておきますね 失礼します,I'll place the sauce here. -Okay. -Excuse me.,これは？,What is this?,はいはい どうもどうも お気をつけて,Thank you and take care.,,,,,,,,,,,,,,
ええ…,No way!,食べてみればわかりますよ,You'll see when you try it.,はい みんなも食べて,"Take some, everyone.",あ パッタイみたいなものかな ああ 私 大好きです,-It's similar to Pad Thai. -Oh. I love that!,（女の子たち）バイバ～イ,Bye.,,,,,,,,,,,,,,
亮介 おかわり はい どうぞ,"Ryosuke, more rice, please. -Here you go.",こういうのって普通 甘口と辛口やんな,"Usually, one is sweet and the other is spicy.",うわ うまそう はい パイセンもどうぞ,This looks delicious. -Here you go. -Thanks.,（健太）ほんと？ （まり子）はい,-Really? -Yes.,（牛島）これ 捨てといて （ボーイ）はい,-Throw this away. -Okay.,,,,,,,,,,,,,,
ジンジン来る えっ？,I can feel the burn. -What?,こっちが甘口かな,Is this one sweet?,あぁ ありがとう,-Here you go. -Thanks.,ありがとう いいえ,-Thank you. -You're welcome.,困りましたねぇ,BILL TO LONRON This is not good.,,,,,,,,,,,,,,
わかんない？,Don't you feel it too?,うまっ なんぼでも食えそうや,It's delicious. I can eat this endlessly.,え？,What?,いただきまーす,Let's try it.,ほんとに 申し訳ございません,I'm very sorry.,,,,,,,,,,,,,,
この唐辛子のビタミンＡ Ｅ Ｃで 代謝が高まって,"The feeling of Vitamin A, E, and C in the chili boosting your metabolism",今食べたのはこの店特製のタレで カラっていうんだ 辛いからカラ,"What you ate, is this restaurant's original sauce called Kara. It's really spicy.",パイセン 全然 減ってないじゃないすか,"Hey, you haven't eaten at all.",（健太）辛っ なんやこれ,What is this?,18万？,Hundred and eighty thousand yen?,,,,,,,,,,,,,,
カプサイシンが 肌の奥までくる感じ…,as the capsaicin is absorbed deep under the skin.,えぇ…,What?,そんなことないよ,That's not true.,ごめん 辛いの苦手だった？,I'm sorry. Can you not handle spicy food?,マジかよ お猿…,"Saru, are you serious?",,,,,,,,,,,,,,
この刺激はデトックスの高鳴りだ,That’s the surge you get from a detox.,青唐辛子に ジョロキアを混ぜてあるの,Ghost pepper is mixed in with green chili.,ったく なに 恐る恐る食べてるのよ,Why are you being so timid?,はい 普段はあんまり,I don't usually eat it.,パイセンやっちゃいましたね,You're in real trouble now.,,,,,,,,,,,,,,
そして流れる汗は優美な雨音 まるでショパン,The droplet of sweat is like the sound of rain. Just like Chopin.,ヒョロヒヤ？,Ghost pepper?,躊躇しちゃダメ 一気にいかないと,Don't hesitate. Just go for it.,パッ･キーマオはタイ語で 酔っ払い炒めっていう意味で,"In Thai, pad kee mao means ""drunken noodles"".",キャバクラだとヨンペリが あんなに高くなるとは知らなくて,I didn't know that Yom Perignon would be so expensive.,,,,,,,,,,,,,,
ショパン？,Chopin?,世界で三番目に辛い唐辛子よ,It's the third spiciest pepper in the world.,唐辛子の辛みが アツアツの餡と相まって,The spiciness of the chili pepper is combined with the scorching sauce,酔っ払いのお酒も冷めちゃうぐらい 辛いから そういうらしいですよ,These noodles are spicy enough to sober up a drunkard.,とりあえず 経理にかけあってみます,I'll try to talk to accounting.,,,,,,,,,,,,,,
お待たせしました 蛸ボッサムでーす,Thank you for waiting. -It's octopus bossam.,ほ ほれぱ？,What's that?,容赦なく舌を痛めつけてくる,to mercilessly attack my tongue.,（健太）最悪や ここまではよかったのに,What a horrible situation. It was going so well until now.,あんな大金 経費で落とせるかな,I don't think accounting will expense an amount like that.,,,,,,,,,,,,,,
おーきたきた みなさん メインディッシュの到着です,"It's here! Everyone, it’s the main dish!",カプサイシン もっと辛いやつ,Capsaicin. It's a lot spicier.,追い打ちをかける 山椒の突きさすような刺激,The fiery Japanese pepper is what provides an additional blow.,タイ料理？,"""Thai food""?",経理部はあの一件で 厳しくなってきたからなぁ,"Since accounting is very strict these days,",,,,,,,,,,,,,,
イエイ！,"It's here! Everyone, it’s the main dish! Yes.",も もっと!?,A lot spicier?,辛い 辛すぎる もう限界や…,It's so spicy. It's too spicy. I've reached my limit.,私の行きつけで 妻と初めて食事をした店なんだ,"I'm a regular there, and it's where I had my first date with my wife.",もしかしたら18万 自腹になるかもしれないぞ,"you may have to pay 180,000 yen out of pocket.",,,,,,,,,,,,,,
え… また？,This chili again?,脂肪がメラメラ燃えて 体中の血の巡りがよくなるって…,It burns fat while it improves blood circulation.,ん？,What is that?,（健太）へぇ…,I see.,自腹？,Out of pocket?,,,,,,,,,,,,,,
完成です,Please enjoy.,まさに 神ね,This is godly.,なんや この優しい舌触りは,What is that? What's this soft texture?,もし行くなら 私の オリジナルコースを予約しておく,"If you'd like, I can call to reserve my original course menu.",秋山さんが行けって言ったから 行ったんですよ,I went because you told me to go!,,,,,,,,,,,,,,
うちのメンバーは 辛いものが好きなんだ ええ…,Everyone on our team loves spicy food.,カプサイシンって神様なん!?,Capsaicin is a god?,ああ 豆腐か まるで地獄で見つけたオアシス,It's the tofu. It's as if I've found an oasis in hell.,（健太） 室長を信じた俺がアホやった,It was stupid of me to trust that manager.,お前 あの店 絶対に落とせ,You have to get a contract with them!,,,,,,,,,,,,,,
君はどう？,How about you?,あ そうだ 言い忘れちゃったんですけど,"Oh, I forgot to mention that I ordered the highest spice level for both sauces.",しびれた舌が癒されていく,It's healing my burning tongue.,あ 無理しなくていいよ これ 俺が食べるからさ,You don't have to eat this. I'll finish it myself.,契約さえ取ってくれば 室長が何とかしてくれる,"If you get a contract, our manager will take care of the rest.",,,,,,,,,,,,,,
え？ まあ あの す 少しくらいは,Just a little…,タレはどっちも一番辛い ５辛を頼んだっす,"Oh, I forgot to mention that I ordered the highest spice level for both sauces. -It's spice level five. -That's what he meant by five?",あれ？,What?,（まり子）すみません （健太）いいえ,-I'm sorry. -No problem.,（秋山）死に物狂いでやれよ,Do it as if your life depends on it.,,,,,,,,,,,,,,
わかるかな 本物の辛(から)さを知ってこそ,"Did you know that experiencing real heat,",５って そういう意味!?,It's spice level five. -That's what he meant by five?,ちゃんと味わってみると,"Now that I'm tasting it again,",（健太） 辛い 完全に油断してた,It's so spicy. I had completely let my guard down.,（アカリ）あ この前の （健太）あ どうも,-I remember you. -Hello.,,,,,,,,,,,,,,
