Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
心は ないでしょ？,"Fortunately, you don't have one.",ローワンに会った？,When's the last time you saw your roommate Rowan?,,,,,,,,,,,,,,,,,,,,
やっと優しい言葉が聞けた,"Finally, a kind word for your mother.",怪物に殺された男に？,You mean the one that was killed by a monster?,,,,,,,,,,,,,,,,,,,,
ラーチ 水晶玉をここへ,"Lurch, the crystal ball, please.",収穫祭以来 話してない,The Harvest Festival. I haven't talked to him since.,,,,,,,,,,,,,,,,,,,,
初週は慌ただしいだろうから 次の日曜に連絡するわ,"We can't talk to you for the first week while you're settling in, so we'll call you next Sunday.",今朝 荷物がなくなってた,But his side of the room was all packed this morning.,,,,,,,,,,,,,,,,,,,,
心配ないよ,"Don't worry, my love.",元から変な奴だけど ここ数週は特に変だった,"Rowan's always been a little off, but, uh, the last couple weeks he's been more erratic.",,,,,,,,,,,,,,,,,,,,
娘を独りにはしない,Our little scorpion won't be alone.,念力が精神に悪影響を 与えたんだろう,"You know, telekinesis can mess with your head, you know. He's… It started to freak me out.",,,,,,,,,,,,,,,,,,,,
体は？,Where's the rest of him?,タイラーとは どう？,So what's the deal with you and Tyler?,,,,,,,,,,,,,,,,,,,,
胴と片腕はあちらに,"Well, the torso and arm are over there.",君だって関係ない質問をした,"I'm sorry, were you the only one who got to ask non-archery questions?",,,,,,,,,,,,,,,,,,,,
湖には脚が,We found a leg by the lake.,ただ町の外へ 送ってもらっただけ,There is no deal. He was doing me a favor driving me out of town.,,,,,,,,,,,,,,,,,,,,
もう片腕は木の枝に,"There's an arm in that tree over there,",関わらないほうがいい,"Yeah, word of advice. Steer clear.",,,,,,,,,,,,,,,,,,,,
それ以外は捜索中です,and the rest of the parts are so far unaccounted for.,人間だから？,Why? Because he's a normie?,,,,,,,,,,,,,,,,,,,,
先週の２件と 状況が一致します,It matches the profile of the other two attacks last week.,この学園が町を 支えてるってことが,Tyler and his friends are jerks. They can't stand that this school's propping up their Podunk town.,,,,,,,,,,,,,,,,,,,,
警告を出し 市民を森へ近づけるな,"All right, issue a warning. Keep hikers out of the woods.",彼らは許せない,They can't stand that this school's propping up their Podunk town.,,,,,,,,,,,,,,,,,,,,
当面はキャンプに 許可は出せない,Don't approve any more campfire permits for the foreseeable future.,恵まれた人間の視点ね,Says the boy whose life was served on a silver platter.,,,,,,,,,,,,,,,,,,,,
マスコミ対策は？,What do you want me to tell the press?,君だって…,"Hey, girls in glass houses…",,,,,,,,,,,,,,,,,,,,
夏の蚊のように群がりますよ,You know they're going to be swarming like mosquitos in July.,少なくとも 私は,Should throw bigger stones.,,,,,,,,,,,,,,,,,,,,
熊だと伝えろ 熊なわけがない,"Tell them the bear is back. -You don't believe that, Sheriff.",エリート気取りじゃない,At least I'm not an elitist snob.,,,,,,,,,,,,,,,,,,,,
当然だ,"No, I don't.",傷ついた,Ouch.,,,,,,,,,,,,,,,,,,,,
人間の仕業でもない,Whatever did this wasn't human.,養蜂という芸術に興味が？,Are you interested in the ancient art of beekeeping?,,,,,,,,,,,,,,,,,,,,
だがネヴァーモアの関与が 証明できるまでは…,"Look, I know these murders are connected to Nevermore. I just can't prove it yet. So until I can…",“ブンブンズ”の部長 ユージーンだ,Eugene. Eugene Ottinger. Founder and president of the Nevermore Hummers.,,,,,,,,,,,,,,,,,,,,
熊のせいにしておく,it's a goddamn bear.,ウェンズデーよ,Wednesday. Wednesday Addams.,,,,,,,,,,,,,,,,,,,,
私の部屋に何を？,What the hell did you do to my room?,他の部員は？,Am I late or is it only you?,,,,,,,,,,,,,,,,,,,,
私たちの部屋を分ける,Dividing our room equally.,選ばれし者の部活だ みんな毒を怖がる,The hive life isn't for everyone. Most kids are afraid of venomous insects.,,,,,,,,,,,,,,,,,,,,
虹のゲロに耐えられない,It looks like a rainbow vomited on your side.,刺される覚悟は？,Are you willing to feel the sting?,,,,,,,,,,,,,,,,,,,,
執筆時間だから静かにして,Silence would be appreciated. This is my writing time.,蜂は１億5000万年間 同じ方法で蜜を作ってきた,Bees have been producing honey in the same way for 150 million years.,,,,,,,,,,,,,,,,,,,,
執筆時間？,Your writing time?,共通の目的を達成するための 完璧な共同体だ,They're nature's perfect community. All working together to achieve a common goal.,,,,,,,,,,,,,,,,,,,,
１日１時間 小説を書く,I devote an hour a day to my novel.,メスが支配する 珍しい生態系でもある,"Fun fact, it's also one of the few ecosystems in which females dominate.",,,,,,,,,,,,,,,,,,,,
Vlog執筆にも 時間をかけたら？,"Perhaps if you did the same, your vlog might be coherent.",蜂の巣に 家父長制は存在しない,From the queen bee to her workers. There's no patriarchy in the hive!,,,,,,,,,,,,,,,,,,,,
殺人鬼の日記以上の悪文ね,I've read serial killer diaries with better punctuation.,ローワン 話がある,[Wednesday] Rowan! We need to talk.,,,,,,,,,,,,,,,,,,,,
私は生の声を書いて 反響を呼んでる,I write in my voice. It's my truth. It's what my followers love.,誰とも話さないよう 指示されてる,"Wednesday, I'm not allowed to speak to anyone.",,,,,,,,,,,,,,,,,,,,
反響ってコメント欄の…,Your followers are clearly imbeciles.,あの夜は饒舌(じょうぜつ)だったのに,You had a lot to say when you tried to kill me.,,,,,,,,,,,,,,,,,,,,
無意味で 小さな画像たちのこと？,They respond to your stories with insipid little pictures.,私が学校を破壊するって,"Told me I was destined to destroy the school, remember?",,,,,,,,,,,,,,,,,,,,
絵文字よ,"Uh, you mean, emojis?",あの絵は どこで？,Where did you get that drawing?,,,,,,,,,,,,,,,,,,,,
感情を表してるの “感情”って知ってる？,It's how people express their feelings. I realize that's a foreign concept to you.,考え事をしに森に行くと 君が追ってきた,I just went into the woods to clear my head. Then you came after me.,,,,,,,,,,,,,,,,,,,,
あなたを見ると ３つの絵文字が浮かぶ,"When I look at you, the following emojis come to mind.",ウェンズデー,Wednesday.,,,,,,,,,,,,,,,,,,,,
縄 シャベル 穴,"Rope, shovel, hole.",来てはダメ,You shouldn't be here.,,,,,,,,,,,,,,,,,,,,
“アダムス”には Ｄが２つ入るのよ,"By the way, there are two D's in Addams. If you're going to gossip about me, at least spell my name correctly.",僕に構わないでくれ,"Yeah, back off and leave me alone.",,,,,,,,,,,,,,,,,,,,
修正したら？,"If you're going to gossip about me, at least spell my name correctly.",資料を全部忘れた？,I'm going to give you all the materials again…,,,,,,,,,,,,,,,,,,,,
消して,Turn that off.,窓なしトイレで見失った？,How do you lose him in a bathroom with no windows?,,,,,,,,,,,,,,,,,,,,
最終警告よ,This is your final warning.,右利きは無能ね,A lefty wouldn't have failed me.,,,,,,,,,,,,,,,,,,,,
私を怒らせないで,Don't mess with me.,黙って,Don't sulk.,,,,,,,,,,,,,,,,,,,,
この子猫ちゃんは爪がある ひっかくよ,"This kitty's got claws, and I'm not afraid to use them.",あなたのせいで 唯一の手がかりを失った,"I'm going to have to find new evidence myself, since you lost our only lead.",,,,,,,,,,,,,,,,,,,,
失礼 泥だらけでごめんね,"Good evening, girls. Oh, sorry about the mud.",植物となら友達になれるのね,I see you finally made a friend. Even if it is a plant.,,,,,,,,,,,,,,,,,,,,
ウェンズデーの様子を 見に来たの,I wanted to make sure that Wednesday was settling in.,友人は量より質よ,I go for quality over quantity.,,,,,,,,,,,,,,,,,,,,
邪魔？,Ah. Is this a bad time?,僕の隣は空いてる,There's an open spot next to me.,,,,,,,,,,,,,,,,,,,,
寮母のソーンヒルよ,"I'm Ms. Thornhill, your dorm mom.",エリート気取りの横で よければ,If you can stand sitting that close to an elitist snob.,,,,,,,,,,,,,,,,,,,,
挨拶が遅れてごめんね,"Apologies, I wasn't here to greet you when you arrived.",そんなので気が引けるかしら,"I doubt Wednesday is impressed by your tricks, Mr. Thorpe.",,,,,,,,,,,,,,,,,,,,
歓迎はイーニッドに任せたの,I trust Enid has given you the old Nevermore welcome.,驚いただろ？,"Admit it, you're a little impressed.",,,,,,,,,,,,,,,,,,,,
とても親切にされたから お礼をするつもりよ,She's been smothering me with hospitality. I hope to return the favor.,ウェンズデー 肉食植物の世界への冒険に,"Wednesday, we're thrilled to have you join us",,,,,,,,,,,,,,,,,,,,
就寝中に,In her sleep.,加わってくれて うれしいわ,on our journey into the world of carnivorous plants.,,,,,,,,,,,,,,,,,,,,
温室から贈り物を持ってきた,"Well, here's a little welcome gift from my conservatory.",さて,Now…,,,,,,,,,,,,,,,,,,,,
毎回 寮生に合った花を 選んでるの,I try to match the right flower to each of my girls.,この名称が分かる人は？,who can tell us the name of this beauty?,,,,,,,,,,,,,,,,,,,,
あなたの志望動機書を読んで 決めたわ,"When I read your personal statement in your application, I immediately thought of this one.",デンドロフィラックス･ リンデニー,Dendrophylax lindenii.,,,,,,,,,,,,,,,,,,,,
黒ダリア,The black dahlia.,幽霊ランとして知られる,Otherwise known as the ghost orchid.,,,,,,,,,,,,,,,,,,,,
知ってる？,"Oh, you know it?",1854年にワイト島で発見,First discovered on the Isle of Wight in 1854.,,,,,,,,,,,,,,,,,,,,
好きな猟奇殺人の名前だから,Of course. It's named after my favorite unsolved murder.,すばらしい,"Very good, Wednesday.",,,,,,,,,,,,,,,,,,,,
どうも,Thank you.,首席のライバルね ビアンカ,"You may have competition for first chair, Bianca.",,,,,,,,,,,,,,,,,,,,
では 寮の規則を確認するわ,"Okey-dokey. Before I leave, I want to go over a few house rules.",ウェンズデー 幽霊ランの特長は？,"Wednesday, perhaps you can identify the ghost orchid's greatest qualities.",,,,,,,,,,,,,,,,,,,,
10時消灯 爆音禁止,"Lights off at 10:00, no loud music,",抵抗力と適応性,Resilience and adaptability.,,,,,,,,,,,,,,,,,,,,
男子は絶対禁制,"and no boys, ever.",適さない環境でも生き残れる,It's able to thrive in even the most hostile environments.,,,,,,,,,,,,,,,,,,,,
町に行く権利は？,What's the story about going into the local town?,生態系を壊すから 他の植物に拒絶されやすい,"But its mere presence can change the ecosystem, causing the established plants to reject it.",,,,,,,,,,,,,,,,,,,,
ジェリコ行きは特権よ,"Passes to Jericho are a privilege, not a right.",在来種が伸び放題なせいね,Usually because the native species is allowed to thrive unchecked.,,,,,,,,,,,,,,,,,,,,
徒歩25分 週末にはバスも出てる,"It's a brisk 25-minute walk, or there's a shuttle on the weekends.",刈ればいい,Nothing a Weedwackercouldn't fix.,,,,,,,,,,,,,,,,,,,,
地元の人は この学園を警戒してる,"The locals are a tad bit wary about Nevermore,",やってみれば？ 花の話だよな？,You can most certainly try. -Are we still talking about flowers?,,,,,,,,,,,,,,,,,,,,
だから偏見を助長する行為は 慎んで,"so please don't go making any waves, or perpetuating any outcast stereotypes.",鋭い見解をどうもありがとう,"Thank you, ladies, for those illuminating insights.",,,,,,,,,,,,,,,,,,,,
つまり爪は出さない 寝込みを襲わない,"That means keep your claws to yourself, and no smothering people in their sleep.",肉食なのは 植物だけではないようね,Clearly the plants aren't the only carnivores in class today.,,,,,,,,,,,,,,,,,,,,
分かった？,Are we clear?,いい子だ,Good boy.,,,,,,,,,,,,,,,,,,,,
よかった,Great talk. ,ケツに当たるぞ,Watch your butt. Watch your butt.,,,,,,,,,,,,,,,,,,,,
転ばされた！,"Coach, Coach, she tripped me.",犬と どこへ？ ただ…,"Hey. Where you going with Elvis? -Just, uh…",,,,,,,,,,,,,,,,,,,,
有効打だよ ローワン,"It was a clean strike, Rowan.",手がかりを追う,following a lead on a case.,,,,,,,,,,,,,,,,,,,,
弱音を吐く時間を 練習に充てて,"Maybe if you whined less and practiced more, you wouldn't suck.",怪物の仕業だと考えてる？,"You still believe there's a creature out there, don't you?",,,,,,,,,,,,,,,,,,,,
まともな相手と試合がしたい,"Seriously, Coach, when am I gonna get real competition?",あの学園の生徒を 疑ってるんだろ？,I heard you and Santiago talking. You think it's a Nevermore kid?,,,,,,,,,,,,,,,,,,,,
挑戦者はいないの？,Anyone else want to challenge me?,お前のセラピストに会ったよ 何も教えてくれなかったが,Ran into your shrink. She was kind of tight-lipped about your progress.,,,,,,,,,,,,,,,,,,,,
やるわ,I do.,守秘義務があるからね,It's called doctor-patient confidentiality.,,,,,,,,,,,,,,,,,,,,
あなたが噂のサイコパス？,"Oh, you must be the psychopath they let in.",家族に守秘義務はない 何を話してる？,How about father-son confidentiality? What are you two yakking about?,,,,,,,,,,,,,,,,,,,,
あなたは女王蜂ね,You must be the self-appointed Queen Bee.,ゲームやオーツミルクの話で 大盛り上がりだ,"Video games, cancel culture, oat milk versus soy, it's a wild time.",,,,,,,,,,,,,,,,,,,,
蜂って針を抜かれると 死ぬのよ,"Interesting thing about bees. Pull out their stingers, they drop dead.",真面目に話せ 母さんの話だよ,"I pay the bills, I got a right to ask. -We talk about Mom.",,,,,,,,,,,,,,,,,,,,
ローワンをかばう必要はない 彼は怠け者なだけ,"Rowan doesn't need you to come to his defense. -He's not helpless, he's lazy. -Are we doing this or not?",覚えてる？,Remember her?,,,,,,,,,,,,,,,,,,,,
やらないの？,"-He's not helpless, he's lazy. -Are we doing this or not?",父親の悪口はやめろ,Better not be talking crap about your old man.,,,,,,,,,,,,,,,,,,,,
構えて,En garde.,遅くなる 夕飯は先に食べろ,I'll be home late. You're on your own for dinner.,,,,,,,,,,,,,,,,,,,,
ウェンズデー１点,Point to Wednesday.,なんだよ 肉を焼いて 試合観戦を期待してたのに,"Oh, damn. I…I was hoping we could fire up the grill and then catch the big game.",,,,,,,,,,,,,,,,,,,,
同点だ,The score is even.,親子の絆が深まるね,"Love these warm, fuzzy memories we're making, Dad.",,,,,,,,,,,,,,,,,,,,
１点目はビギナーズラックね,That first point was clearly beginner's luck.,森に行きたいけど 校長に見張られてる,"I have to get back to the woods, but Weems has been watching me like a vulture circling a carcass.",,,,,,,,,,,,,,,,,,,,
早く決着を,Let's finish this.,架空の事件現場に行くのに 協力しろと？,And you want me to cover so that you can return to the scene of a crime that didn't happen?,,,,,,,,,,,,,,,,,,,,
最後は真剣勝負でやらせて,"For the final point, I would like to invoke a military challenge.",養蜂部で身代わりになって,I have beekeeping club this afternoon. I need you as decoy.,,,,,,,,,,,,,,,,,,,,
マスクも剣先カバーもなし,No masks. -No tips. Ooh.,断る理由は２つ,Sorry. Two strikes.,,,,,,,,,,,,,,,,,,,,
勝者は血を得る,-Winner draws first blood. ,忙しいし 蜂は嫌い,I'm busy and bees totally creep me out.,,,,,,,,,,,,,,,,,,,,
君が決めていい,"It's your decision, Bianca.",ハンドも怒ってるから 頼れないね,"Why don't you ask Thing? Wait, you can't because he's mad at you.",,,,,,,,,,,,,,,,,,,,
血も白黒か確認するわ,Let's see if you bleed in black and white.,彼が無能なせいなのに,Why's he mad? He's the one who screwed up.,,,,,,,,,,,,,,,,,,,,
紅が差して 顔がマシになったわね,Your face finally got that splash of color it so desperately needed.,お互いに爪の手入れをしたら 打ち明けてくれた,"All I know is that we spent an hour giving each other manis, and he really opened up.",,,,,,,,,,,,,,,,,,,,
ウェンズデーだよね,"You're Wednesday, right?",人として扱われたいって,He feels like you don't respect him as a person.,,,,,,,,,,,,,,,,,,,,
ローワンだ,Rowan.,彼はただの手よ,"Technically, he's only a hand.",,,,,,,,,,,,,,,,,,,,
同情するよ 一体 何に？,I know how you feel. -I guarantee you don't.,彼は家族でしょ,Wednesday! He's your family.,,,,,,,,,,,,,,,,,,,,
僕も母に 仲間ができると言われた,My mother promised me I'd finally fit in somewhere.,尽くしてくれてる,And he would do anything for you.,,,,,,,,,,,,,,,,,,,,
のけ者の学校で のけ者になるとはね,I never thought it was possible to be an outcast in a school full of outcasts.,謝ったら協力してあげる,Go apologize and I'll reconsider helping you.,,,,,,,,,,,,,,,,,,,,
でも君は のけ者仲間だ,But it looks like you're gonna give me a run for my money.,言いすぎた 今後は気をつける,I snapped at you. I'll check my tone in the future.,,,,,,,,,,,,,,,,,,,,
傷のことは申し訳ない,Sorry about the… nick.,さあ 早く手がかりを追って,"Now chop-chop, before all our leads turn cold.",,,,,,,,,,,,,,,,,,,,
善行ほど罰を受ける,No good deed goes unpunished.,何が欲しい？ ハンドクリーム？,What is it that you want? Hand cream? Nail buffer?,,,,,,,,,,,,,,,,,,,,
ウェンズデー！,Wednesday!,甘皮ハサミ？,New cuticle scissors?,,,,,,,,,,,,,,,,,,,,
おかえり,Welcome back.,買うから,Consider it done.,,,,,,,,,,,,,,,,,,,,
ゆっくり,Just take it easy.,私は強情で執念深いと 自覚してる,"I know I'm stubborn, single-minded and obsessive.",,,,,,,,,,,,,,,,,,,,
脳震とうの心配はないけど 痛むだろ？,"Nurse said you don't have a concussion, but you probably have a nasty bump, huh?",作家に必要な資質よ,But those are all traits of great writers.,,,,,,,,,,,,,,,,,,,,
記憶に残ってるのは,The last thing I remember I was walking outside,連続殺人鬼にもね,Yes. And serial killers.,,,,,,,,,,,,,,,,,,,,
惨めな気分で 歩いてたところまで,"feeling a mixture of rage, pity and self-disgust.",何が言いたい？,What's your point?,,,,,,,,,,,,,,,,,,,,
初めての屈辱,I never felt that way before.,悩みなんてないし あなたの脅迫には屈しない,"I have nothing to get off my chest, and I am not submitting to your emotional blackmail.",,,,,,,,,,,,,,,,,,,,
ビアンカに負けるとそうなる,"Losing to Bianca has that effect on people, I think.",分かった,Fine.,,,,,,,,,,,,,,,,,,,,
像が落ちてくるのを見て 独創的に死ねると思った,"Then I looked up and saw that gargoyle coming down and I thought, ""At least I'll have an imaginative death.""",この絵で不安が確信になった,"When Rowan showed me this, it confirmed my greatest fear.",,,,,,,,,,,,,,,,,,,,
なのに邪魔された,Then you tackled me out of the way.,私はいつか惨事を起こす,That I'm going to be responsible for something terrible.,,,,,,,,,,,,,,,,,,,,
なぜ？,Why?,愉快な惨事じゃなくてね,"Not good terrible, like Ivan. Bad terrible.",,,,,,,,,,,,,,,,,,,,
本能かな,Call it instinct.,それを避けるため,And I can't let that happen.,,,,,,,,,,,,,,,,,,,,
家父長制の一種である 騎士道精神に支配された？,"So you were guided by latent chivalry, the tool of the patriarchy, to extract my undying gratitude?",真実を知りたい,That's why I need to find out the truth.,,,,,,,,,,,,,,,,,,,,
普通は感謝する,Mm-hmm. Most people just say thank you.,誰かに話したら始末する,Breathe a word of this to anyone and I will end you.,,,,,,,,,,,,,,,,,,,,
頼んでない,I didn't want to be rescued.,校長が来たら 近づかず 陰気な感じで黙ってて,"If Weems comes sniffing around, keep your distance, look grim, and don't say a word.",,,,,,,,,,,,,,,,,,,,
潰されたかった？,I shoulda just let that thing smash you to mush?,報酬は弾んでよ もちろん,Payback is going to be a bitch. -I'd expect nothing less.,,,,,,,,,,,,,,,,,,,,
自力で助かりたかった 変わらないね,I would have rather saved myself. -[scoffs] Good to see you haven't changed.,チクったら蜂の巣にする,Blab and I will squeeze you like a honeycomb.,,,,,,,,,,,,,,,,,,,,
借りを返したんだよ,"If makes you feel any better, let's just say I returned the favor.",チクッと刺せばいい,Snitches get stung. It's hive code.,,,,,,,,,,,,,,,,,,,,
ゼイヴィアだ 覚えてないよな,Xavier Thorpe? You probably don't remember me.,それに感謝してるんだよ,"Besides, I should be thanking you.",,,,,,,,,,,,,,,,,,,,
60センチ伸び 20キロ減ったから,"Last time we met, I was about two feet shorter, 40 pounds heavier.",蜂以外の女性が こんなに来たのは初めてだ,This is the most girls I've ever had in the shed. Other than bees.,,,,,,,,,,,,,,,,,,,,
一体 何が？,What happened?,意外ね,Shocking.,,,,,,,,,,,,,,,,,,,,
成長期かな 会った時に 何が？,"Puberty, I guess. -What happened the last time we met?",人狼女子がタイプだ,I've always had a thing for werewolf chicks.,,,,,,,,,,,,,,,,,,,,
代母の葬式だった,"Yeah, it… it was my godmother's funeral.",彼女が振り向く可能性は １％以下よ,The chance that Enid ever becomes romantically interested in you is less than 1%.,,,,,,,,,,,,,,,,,,,,
代母は君の祖母と詐欺仲間で,"She was friends with your grandmother, and they spent their twenties in Europe,",つまり可能性があるのか,So I've still got a shot? Yes!,,,,,,,,,,,,,,,,,,,,
20代の時は 欧州で暴れたそうだ,swindling the rich and notorious.,古代で蜂蜜は 傷の治療や埋葬に使われた,"In ancient times, honey was used to treat wounds and in sacrificial burial rites.",,,,,,,,,,,,,,,,,,,,
10歳の僕らは退屈して かくれんぼを始めた,"I don't know, but we were ten, and we were bored, decided to play hide and seek.",クレオパトラは 蜂蜜風呂で肌を輝かせた,Cleopatra was rumored to bathe in honey. Gave her skin a luminous glow.,,,,,,,,,,,,,,,,,,,,
僕が隠れた棺は そのまま火葬場に向かった,I had the inspired idea to hide in her casket. I got stuck as it was headed to the crematorium.,試してみるかい？,You ever taken a honey bath?,,,,,,,,,,,,,,,,,,,,
私は叫びを聞き,I'd heard muffled screams.,刺されたくない,I just don't wanna get stung.,,,,,,,,,,,,,,,,,,,,
死んだフリしてた彼女が 出てくると思った,I just figured your godmother had cheated death and was trying to claw her way out.,蜂は恐怖を嗅ぎつける 冷静でいればいい,"The key is to remain calm. Bees detect fear, but you don't need to worry.",,,,,,,,,,,,,,,,,,,,
君は停止ボタンを押し 僕を黒焦げから救った,"Either way, you hit the big red stop button and saved me from being flame-broiled. So…",でも僕の大きな燻煙器が 君を守るよ,"Because I have a very big smoker, and I handle it like a pro.",,,,,,,,,,,,,,,,,,,,
その礼だ,now we're even.,見たい？,Would you like to see it?,,,,,,,,,,,,,,,,,,,,
やっぱり,I knew it!,ごめん 犬に気づかれそうだから,Sorry. I didn't want Elvis to pick up on your scent.,,,,,,,,,,,,,,,,,,,,
ハンドね,"Hello, Thing.",どう ごまかしたの？,Thanks. How'd you throw them off?,,,,,,,,,,,,,,,,,,,,
私の高度に鍛えられた嗅覚が,Did you think my highly trained olfactory sense wouldn't pick up,コーヒー粉？,Coffee grounds?,,,,,,,,,,,,,,,,,,,,
そのハンドクリームに 反応しないとでも？,on the faint whiff of neroli and bergamot in your favorite hand lotion?,バリスタのバイトの特権だ,Deer-hunting hack. One of the perks of being a part-time barista.,,,,,,,,,,,,,,,,,,,,
まだ続ける？,I could do this all day.,犬の散歩ではなさそうね,I assume your father didn't bring the bloodhound to play fetch.,,,,,,,,,,,,,,,,,,,,
降参？,Surrender?,目的は知らない 親の尾行なんて変だよな,He doesn't tell me shit. You must think it's weird I'm stalking him.,,,,,,,,,,,,,,,,,,,,
親たちが送り込んだのね,"Mother and Father sent you to spy on me, didn't they?",別に 私もよく尾行する,"No, I consistently stalk my parents.",,,,,,,,,,,,,,,,,,,,
指を折ってほしい？,I'm not above breaking a few fingers.,収穫祭で本当は何があった？,"Hey, wait, what really happened the other night at the festival?",,,,,,,,,,,,,,,,,,,,
気づかないとでも 思ったのかしら,That they thought I wouldn't find out proves how much they underestimate me.,父さんには言わないよ,"Look, I swear I won't say anything to my dad.",,,,,,,,,,,,,,,,,,,,
だまされやすいのね,"Oh, Thing, you poor, naive appendage.",ローワンに危険が迫ってると 思った,I thought Rowan was in danger. Turns out I was wrong.,,,,,,,,,,,,,,,,,,,,
心配で送り込んだんじゃない 私を操るためよ,My parents aren't worried about me. They're evil puppeteers who want to pull my strings even from afar.,そしたら念力で 殺されそうになった,Then he proceeded to use his telekinesis to try and choke me to death.,,,,,,,,,,,,,,,,,,,,
選択肢を２つあげる,"The way I see it, you have two options.",なぜ彼はそんなことを？,Holy shit. Wh… Why would he do that?,,,,,,,,,,,,,,,,,,,,
１つ目は⸺,Option one.,さあね そして彼は怪物に惨殺された,No idea. That's when this monster came out of the shadows and gutted him.,,,,,,,,,,,,,,,,,,,,
ここに閉じ込められる,"I lock you in here for the rest of the semester,",本当に見たの？,So… So you really saw it?,,,,,,,,,,,,,,,,,,,,
あなたは徐々に 正気を失い⸺,"and you go slowly insane trying to claw your way out,",君は襲われなかった？,And it didn't try to kill you?,,,,,,,,,,,,,,,,,,,,
ご自慢の爪や肌を傷つけだす,"ruining your nails and your smooth, supple skin. And we both know how vain you are.",私を救った だから気になる,It actually saved me from Rowan. That's the part I'm trying to figure out.,,,,,,,,,,,,,,,,,,,,
２つ目は⸺,Option two.,彼の殺害と私の正気を 証明するものを探してる,I came here to find something that can prove he was murdered and that I haven't lost my mind. Yet.,,,,,,,,,,,,,,,,,,,,
永遠の忠誠を誓う,You pledge your undying loyalty to me.,彼のだ やっぱり隠蔽ね,These are Rowan's. I knew it was a cover-up.,,,,,,,,,,,,,,,,,,,,
この10代の地獄からの脱出を 手伝うの,Our first order of business is to escape this teenage purgatory.,何だって？,[Rowan] What are you talking about?,,,,,,,,,,,,,,,,,,,,
計画はある,Of course I have a plan.,僕は… 僕の机だぞ,"So much of my… -…my new desk, you psychopath!",,,,,,,,,,,,,,,,,,,,
今から始める,And it begins now.,それは… イカれてる,Speaking of that-- -You creep people out!,,,,,,,,,,,,,,,,,,,,
キンボット博士は上の階よ,Dr. Kinbott's office is on the second floor.,君は… 許せない,You know-- -Unbelievable.,,,,,,,,,,,,,,,,,,,,
他の生徒にも信頼されてる,Other Nevermore students swear by her.,やったよ,I did.,,,,,,,,,,,,,,,,,,,,
終わるまで待つ気？,You'll be here until I'm done?,イカれてる,You're crazy!,,,,,,,,,,,,,,,,,,,,
風見鶏カフェでお茶しない？,Perhaps afterwards we can visit the Weathervane for hot chocolate.,大丈夫？,You okay?,,,,,,,,,,,,,,,,,,,,
変に生徒に媚(こ)びるのは みっともない,"Principal Weems, this feeble attempt at bonding is beneath you.",何度も あの本を見た,I keep seeing that same purple book.,,,,,,,,,,,,,,,,,,,,
校長が生徒を送迎するのもね,And chauffeuring your students around is below your pay grade.,もっとアザみたいな色よ 捜索を続けて,The cover was darker. More like a day-old contusion. Keep looking.,,,,,,,,,,,,,,,,,,,,
そうしないと あなたは逃げるから,"Given your history, I'm sure you're intent on running away.",イチャつくためでなく 本を探しに来るなんて,I don't usually find students in here looking for actual books. [chuckles],,,,,,,,,,,,,,,,,,,,
阻止するためよ,I'm here to prevent that from happening.,すごく珍しい,Most sneak in to make out.,,,,,,,,,,,,,,,,,,,,
頑張って,I wish you luck.,吸血鬼が牙を交わしてた,I accidentally walked in on two vampires fanging.,,,,,,,,,,,,,,,,,,,,
前のカウンセラーは…,I read the notes from your school counselor.,最悪の光景よ,I can't unsee that.,,,,,,,,,,,,,,,,,,,,
私とのセッションのあと 精神療養で半年 休んでる,Mrs. Bronstein. She had a nervous breakdown after our last session and had to take a six-month sabbatical.,何を お探し？,Is there something I can help you find?,,,,,,,,,,,,,,,,,,,,
さあ 座って,Go ahead and take a seat.,このマークが入った本を 捜してる,Have you seen this before? It's a watermark from a book I'm looking for.,,,,,,,,,,,,,,,,,,,,
どう思った？,How did you feel about that?,昔の学生会のシンボルね,I think it's the symbol to an old student society. Um…,,,,,,,,,,,,,,,,,,,,
かぎ針編みが趣味の女は 敵として力不足だった,Vindicated. But someone who crochets for a hobby isn't a worthy adversary.,“ベラドンナ”よ,The Nightshades.,,,,,,,,,,,,,,,,,,,,
敵ですって？,Adversary?,致死毒の花ね,Like the deadly flower.,,,,,,,,,,,,,,,,,,,,
私は信頼と敬意に基づく 関係を築きたい,"I hope we can forge a relationship based on trust and mutual respect. This is a safe space, Wednesday.",面白い,Color me intrigued.,,,,,,,,,,,,,,,,,,,,
ここは何でも話せる 安全な聖域よ,"This is a safe space, Wednesday. A sanctuary where we can discuss anything.",昔 解散したはずよ,I was told they disbanded years ago.,,,,,,,,,,,,,,,,,,,,
考え 感情 世界の見方 信条,"What you're thinking, feeling, your views on the world, personal philosophy.",理由は？,Any idea why?,,,,,,,,,,,,,,,,,,,,
この会話は時間の無駄と 考えてる,That's easy. I think that this is a waste of time.,知らない,Sorry.,,,,,,,,,,,,,,,,,,,,
