Sentences,Translation
休みの間に東京へ一週間行きます。,During my vacation I will go to Tokyo for a week.
休暇の間にはフランスへ行きます。,During my vacation I will go to France.
あなたが寝ている間に、私は本を読む。,"While you are sleeping, I will read a book."
３時間待った。,I waited for three hours.
両者の間に関係はない。,There is no relationship between the two.
私は彼らの間に座った。,I sat between them.
行と行との間をあける。,Leave some space between the lines.
命のある間は希望がある。,"While there is life, there is hope."
二つの家の間に庭がある。,There is a garden between the two houses.
彼は二十年間教えている。,He has been teaching for twenty years.
学校は三時半に終わる。,School is over at 3:30.
講義ってもう終わった？,Have you finished your lecture yet?
彼女が来るかどうか疑う。,I doubt if she'll come.
彼が来るかどうか疑問だ。,I wonder if he'll come.
彼が来るかどうか知らない。,I don't know if he'll come.
君が明日暇かどうか知りたい。,I want to know if you're free tomorrow.
君が来るかどうかは問題ではない。,It doesn't matter if you're coming or not.
それが本当かどうか聞いてみよう。,I'll ask him if it's true.
雨になるかもしれないな。,It might rain.
列車に乗り遅れたのかもしれない。,You might have missed the train.
それは今にも起こるかもしれない。,It could happen at any moment.
その余裕がないかもしれないから。,We may not be able to afford it.
夜から雪が降るかもしれないですね。,It might start snowing at night.
見たことがあります。,I've seen it.
金沢では吹雪くことがある。,There are times when it blows in Kanazawa.
彼は北海道にいたことがある。,He has been in Hokkaido.
彼女に３回会ったことがある。,I've seen her three times.
仮眠をとることにした。,I decided to take a nap.
彼は試してみる事にした。,He decided to give it a try.
私は車を買うことにした。,I decided to buy a car.
彼はとても社交的だ。,He's very sociable.
彼は非社交的だ。,He's unsociable.
彼は腕の力が強い。,He has a strong arm.
彼女は個性が強い。,She has a strong personality.
君は意志が強いな。,You are strong-willed.
あいつは思いやりがない。,He's not considerate.
交換のために返却したいと思います。,I would like to return it to you for replacement.
彼は古い車を新車と交換した。,He exchanged his old car for a new one.
妹と私は交換で部屋を掃除します。,My sister and I take turns in cleaning our room.
言い換えれば、彼女は良き女房になった。,"She became, in other words, a good wife."
言い換えれば、それは常識の問題である。,"In order words, it is a matter of common sense."
母が爪で手を圧した。,My mother pressed her hand with her fingernails.
温子さんが爪にやすりをかけた。,Atsuko filed her fingernails. 
温子さんが背中に思いっ切り爪を立てた。,Atsuko raked her fingernails hard down my back.
爪を噛む。,Bite your nails.
爪を赤く塗る。,Paint your nails red.
爪を磨く。,Polish your nails.
左手用のはさみ。,Left-handed scissors.
左の方を行くんだよ!,Keep to the left! 
左の道を行って下さい。,Please take the road on the left.
空さんは車を左車線に進めた。,Sora nosed the car into the left lane. 
右回り。,A right-hand turn.
右への回転。,Rotation to the right. 
左右にも行けます。,Right and left we can go. 
小坂さんは左右を見た。,Kosaka-san looked right and left. 
右上から左下にかけての線。,Lines from top right to bottom left. 
アルコール依存症。,Alcohol dependency. 
中東の石油に依存している。,Dependent on Middle Eastern oil. 
出演を依頼する。,Request to appear.
君の依頼は承知した。,Your request has been granted.
少年は大袋のポップコーンを 1 袋食べた。,The child ate a large bag of popcorn. 
夏の青い空と海が大好きです。,I love the blue sky and sea in summer.
青い鳥は辜せを呼ぶと言われています。,It is said that blue birds call for innocence.
青い色は涼しい感じがします。,The blue color makes me feel cool.
晴れた日の空や海のような色。,Colors like the sky and sea on a sunny day.
植物などの緑色。,Green color of plants and other things.
青に近い緑色も表す。,It also represents green that is close to blue.
5月は青い若葉が美しい。,May is a beautiful month with blue young leaves.
青々と茂った森が広がっている。,The forest is lush and thick.
青いりんごは甘酸っぱい。,Blue apples are sweet and sour.
菜の緑の葉の部分。,The green leaf part of the rape.
君はもっと青い物を食べないといけない。,You need to eat more of the green stuff.
彼は年の割には行動的だ。,He's dynamic for his age.
彼女は行動的です。,She is dynamic.
あの学生はとても積極的だ。,That student is very active.
民主主義は自由を積極的に認める。,Democracy is an active recognition of freedom.
アメリカ人は積極的な国民である。,Americans are a proactive people.
彼は良い行いを積極的にしている。,He is proactive in doing good deeds.
彼は積極的なセールスマンの典型だ。,He is the epitome of an aggressive salesman.
彼は言葉を慎重に選んだ。,He chose his words carefully.
彼は慎重に義務を遂行した。,He carried out his duty carefully.
それは慎重を要する問題だ。,It is a matter that requires careful consideration.
料理が冷えた。,The food got cold.
すごくくつろげる感じだよね。,It's a very relaxing feeling.
癒されるよねえ。,"It's soothing, isn't it?"
私は事例をいくつか出せます。,I can give you some instances.
私はテストでいくつか間違えてしまった。,I made some mistakes in the test.
あなたはいくつかの点で私と違う。,you differ from me in some ways.
彼は自分の理論を幾つかの場合適用した。,He applied his theory to some cases.
とても美しい風景がいくつかありました。,I saw some very beautiful scenes.
彼はやる気満々です。,He is driven.
彼は権力獲得に野心満々だ。,He is full of ambition for power.
彼は勝てると自信満々だ。,He flatters himself he will win.
交信が出来ません。,I just can't seem to make contact.
雰囲気がいやだった。,The atmosphere was uncomfortable.
このレストランの雰囲気が好き。,I like the atmosphere of this restaurant.
そのホテルは贅沢な雰囲気がある。,The hotel has an air of luxury.
雰囲気を壊さないで。,Don't spoil the mood.
彼は魚つりに情熱をもっている。,He has a passion for fishing.
彼の顔は情熱の光を放っていた。,His face radiated enthusiasm.
信ずるところに従って行動した。,I acted upon what I believed.
したがって生産費を削る必要がある。,"Therefore, it is necessary to reduce the cost."
君は能力にしたがって上達する。,You will progress in proportion to your abilities.
誰と誰を交換する？,Who is being exchanged with whom?
どれとどれを交換する？,With which things do you want to swap?
あなたと席を交換しよう。,Let me exchange seats with you.
彼は円をドルと交換した。,He exchanged yen for dollars.
円をドルに交換して下さい。,Please exchange yen for dollars.
彼らはお互いに座席を交換した。,They exchanged seats with each other.
社員達は会議で意見を交換した。,The staff exchanged opinions in the meeting.
妹と私は交換で部屋を掃除します。,My sister and I take turns in cleaning our room.
大木の陰に避難した。,We took refuge behind a big tree.
我々は雷雨から避難した。,We took cover from the thunder shower.
避難民達は飢えと戦った。,The refugees struggled against hunger.
今日、学校で避難訓練をしました。,We had a fire drill at school today.
音楽に国境なし。,Music is universal.
スポーツに国境はない。,Sport transcends borders.
彼は国境を越えて行った。,He passed across the border.
金は鉄よりも貴重だ。,Gold is more precious than iron.
時間ほど貴重な物はない。,Nothing is so precious as time.
あれは貴重な経験だった。,That was a valuable experience.
水は空気と同じくらい貴重だ。,Water is as precious as air.
大型台風への万全の態勢が整いました。,Everything has been perfectly prepared to deal with a major typhoon.
老化現象の一種です。,This is a condition caused by aging.
熱はエネルギーの一種である。,Heat is a form of energy.
鯨は一種のほ乳動物である。,A whale is a sort of mammal.
電子とは素粒子の一種である。,An electron is an elementary particle.
彼は以前ほど健康でない。,He is less healthy than he used to be.
以前とは人生観も変わった。,I now view life differently than I used to.
昼以降に雪が降るの?,Will it start snowing at noon or later?
９時以降に電話した方が安いですか。,Is it cheaper to call after 9:00?
待つしかない。,I can only wait.
謝るしかない。,There is nothing to do but apologize.
働くしかない。,We have no alternative but to work.
金は少ししかない。,I have little money.
あと1日しかない。,There's only a day left.
あと1日しかない。,You have to go alone.
座って待つしかなかった。,There was no choice but to sit and wait.
翌朝まで待つしかなかった。,There was nothing to do but wait until the next morning.
我々にはあと三日しかない。,We only have three days left.
彼らは退却するしかなかった。,They had no alternative but to retreat.
机の上には本が１冊しかない。,There is only one book on the desk.
買える余裕あるの？,Can you afford that?
時間の余裕がありますか。,Do you have much time to spare?
食べてる余裕ないんだよ。,I don't have enough time to eat.
買える余裕なんてないよ。,I can't afford to buy it.
僕には車を持つ余裕がない。,I cannot afford to keep a car.
彼らは暮らしに余裕がない。,They have very little to live on.
嵐のために出発を延期した。,We put off our departure due to the storm.
彼らは結婚することにした。,They decided to get married.
毎日散歩することにしてるの。,I'm going to take a walk every day.
私は毎朝走ることにしている。,I'm going to run every morning.
どうしてそんな事になったの？,How did that happen?
明日で１週間雨が続く事になる。,It's going to rain for a week tomorrow.
私はパリに行く事になっている。,I'm supposed to go to Paris.
７時にバスを待つ事になっています。,I'm supposed to wait for the bus at 7:00.
彼女は結局彼と結婚することになった。,She was to marry him after all.
彼にそれを独りでさせなさい。,Let him have it alone.
謝るしかない。,All I can do is apologize.
二時間しか寝なかった。,I only slept for two hours.
彼女は野菜しか食べない。,She only eats vegetables.
五千円しか持っていない。,I only have five thousand yen on me.
英語を少ししか話せません。,I can only speak a little English.
高すぎる！,Too high!
暗すぎる。,Too dark.
難しすぎる。,Too difficult.
夏は過ぎた。,Summer is over.
小さすぎる。,Too small.
静か過ぎる。,Too quiet.
遠すぎるわ。,Too far away.
複雑すぎます！,It's too complicated!
また１日が過ぎた。,Another day has passed.
これは派手すぎる。,This is too fancy.
眠すぎて倒れそう。,I'm going to fall asleep.
あれは簡単すぎた？,Was that too easy?
彼は早く着きすぎた。,He got there too early.
彼は酒を飲みすぎる。,He drinks too much.
いつもそうでした。,He always did.
怪我自体はなん針か縫う程度だそうです。,The injury itself is said to require only a few stitches.
怪我自体はなん針か縫う程度だそうです。,The injury itself is said to require only a few stitches.
出してくれ。,Get me out of here.
元気出して。,Cheer up.
張り紙を出した。,I put up a sign.
ごみを外に出して。,Take out the trash.
答案を出して下さい。,Please give me your answers.
ごめん。道が混んじゃって。,I'm sorry. The streets are so crowded.
ボタンを押してください。,Press the button.
ドアは押して開けてください。,Push to open the door.
私は家に着くやいなや寝た。,I went to bed as soon as I arrived home.
外に出るや否や雨が降ってきた。,"As soon as I stepped outside, it started to rain."
到着するやいなや彼は病気になった。,"As soon as he arrived, he became ill."
私が家につくや否や妹は出て行った。,"As soon as I arrived home, my sister left."
彼が到着するや否や、バスは出発した。,"As soon as he arrived, the bus departed."
全力を尽くすつもりです。,I will do my best.
お役に立てずすみません。,I'm sorry I can't be of more help.
お役に立てて何よりです。,I'm glad I could be of help.
お役に立ててよかったです。,I'm glad I could help you.
また別の機会にお役に立てれば幸いです。,I hope I can be of help another time.
役に立つはずだ。,It should be useful.
鉄は役に立つ金属だ。,Iron is a useful metal.
それは非常に役に立つ。,It's very useful.
あなたの役に立ちたい。,I want to be useful to you.
あれって、役に立った？,Was that useful?
この本は我々に役にたつ。,This book is useful to us.
この道具は実に役に立つ。,This tool is very useful.
心配して何の役に立つのか。,What's the use of worrying about it?
パソコンはとても役に立つ。,The computer is very useful.
それは役に立つ情報ですよ。,It's useful information.
この機械はとても役に立つ。,This machine is very useful.
彼の助言は非常に役に立った。,His advice was very helpful.
それが役に立つと思いますか？,Do you think it will help?
多分これが役に立つと思うよ。,Maybe this will help you.
水泳は大変役に立つ技術である。,Swimming is a very useful skill.
私は何かお役に立ちましょうか。,Can I be of any help to you?
何でもお役に立てるようにいたします。,We will try to help you in any way we can.
これはいつか役に立つかもしれない。,This may come in handy someday.
痛みが増しています。,The pain is increasing.
飛行機は速度を増した。,The plane picked up speed.
飛行機は速度を増した。,The plane has gained speed.
これできっと食欲が増します。,This will surely increase your appetite.
彼女は日に日に美しさを増す。,She grows more beautiful every day.
こういう次第だ。,It's up to you.
こういう風にやればいい。,You should do it this way.
こういう服、似合ってるよ。,You look good in these clothes.
よくこういう症状が起きますか。,Do you often have these symptoms?
僕はこういう音楽が好きではない。,I don't like this kind of music.
こういう場合には経験が物を言う。,"In such cases, experience comes into play."
こういうわけで私はここへ来ました。,That's why I'm here.
彼がこういう機会をのがすのは残念だ。,It's a pity he missed this opportunity.
こういうものが欲しいと思ってました。,I've always wanted something like this.
こうしたら君のプラスになる。,"If you do this, it will be a plus for you."
どうしてこうしなきゃいけないの？,Why do I have to do this?
ここら辺の出身？,Are you from around here?
ここら辺を夜歩くのは危ないよ。,It's not safe to walk around here at night.
ここら辺にスーパーマーケットってある？,Is there a supermarket around here?
彼はテーブルをひっくり返した。,He turned the table upside down.
我々の道具は全部ひっくり返された。,All our tools have been turned over.
焼きたてパンの香ばしい香りが好き。,I love the savory smell of freshly baked bread.
彼の胸は期待に弾んだ。,His heart fluttered with anticipation.
私の心は喜びではずんだ。,My heart leapt with joy.
ゴムのボールは弾力性があるから弾む。,The rubber ball bounced because of its elasticity.
ボールははずんで塀を飛び越えた。,The ball bounced and jumped over the wall.
すごく寒いです。,It's so cold.
すごく蒸し暑い。,It's so hot and humid.
今日はすごく暑い。,It's very hot today.
すごく感動しました。,I was very impressed.
彼女はすごく色気がある。,She is very sexy.
君はすごく根性があるね。,You're so gutsy.
黒くて、甘くて、しっとりした何か。,"Something black, sweet, and moist."
ぐっすり眠れましたか。,Did you have a good night's sleep?
子猫はぐっすりと眠った。,The kitten slept soundly.
ぐっすり眠れましたか。,Did you get a good night's sleep?
授業中にウトウトしてしまったんだ。,I fell asleep in class.
彼は食事をがつがつとった。,He gobbled up his meal.
彼は食事をがつがつ食べた。,He gobbled down his meal.
時間がどんどん経った。,Time went on and on.
風がどんどん強くなった。,The wind was getting stronger and stronger.
彼はどんどん走り続けた。,He kept running and running.
霧がどんどん濃くなっている。,The fog was getting thicker and thicker.
彼の事業はどんどん伸びている。,His business was getting longer and longer.
彼はテーブルを拳骨でどんどんたたいた。,He pounded the table with his knuckles more and more.
じろじろ人を見てはいけません。,Don't stare at people.
じろじろと私を見ないでくれませんか？,Can you please stop staring at me?
人のことをじろじろながめるのは失礼だ。,It's rude to stare at people.
じろじろ見るな。,Don't stare at me.
彼は私をじろじろ見た。,He stared at me.
他人の顔をじろじろ見るんじゃない。,Don't stare at other people's faces.
そんなじろじろ見つめないでください。,Please don't stare at me like that.
胸がドキドキするよ。,My heart is pounding.
めっちゃドキドキした。,I'm so excited.
わくわくしてた？,Are you excited?
彼女に会えると思うとわくわくする。,I'm excited to see her.
自分の新居にわくわくしている。,I'm excited about my new house.
見ていてハラハラさせられた。,It was very exciting to watch.
彼はイライラしていた。,He was frustrated.
君は僕をいらいらさせる。,You irritate me.
彼はその音にいらいらしている。,He's annoyed by the sound of it.
彼の退屈な話にはいらいらする。,His boring stories irritate me.
胸がムカムカします。,My chest feels queasy.
胃がむかむかする。,My stomach is queasy.
その悪臭にむかむかした。,The stench of it makes me sick to my stomach.
朝起きた時むかむかします。,I feel sick when I wake up in the morning.
彼は騒音にぎょっとした。,He was startled by the noise.
驚いてぎょっとする。,He is startled by the noise.
彼はその爆発にぎょっとした。,He was startled by the explosion.
その光景を見てぎょっとした。,He was startled by the sight.
彼の行動は我々をぎょっとさせた。,His actions made us cringe.
私はぞっとした。,I was horrified.
それは私をぞっとさせた。,It creeped me out.
あいつを見るとぞっとするよ。,It creeps me out to see him.
あいつを見るとぞっとするよ。,It creeps me out to look at him.
気づいてた？,Did you notice that?
これに気づいてた？,Did you notice this?
よく気付いたね！,How did you notice that?
何か間違いに気づいた？,Did you notice any mistakes?
それには気付かなかった。,I didn't notice that.
雷がゴロゴロいったよ。,I heard thunder rumbling.
胃がごろごろ音をたてます。,My stomach rumbled.
ざあざあ雨が降った。,It was raining hard.
犬が骨をがりがりかじっている。,The dog is gnawing on the bone.
この薩摩芋は生焼けでがりがりする。,This sweet potato is raw and baked.
彼女はほっそりした姿をしている。,She is a slender figure.
こってり化粧した顔は異様である。,"Her face, heavily made-up, is bizarre."
こってりあいつの油を絞ってやった。,I squeezed the oil out of her face.
彼女はこってりした食べ物が好きだ。,She likes rich food.
彼女はあっさりと答えた。,She answered easily.
彼はその問題をあっさり解いた。,He solved the problem easily.
パンがふんわり焼けた。,The bread was softly baked.
私は今は永久脱毛で肌がツルツルです。,I have smooth skin now with permanent hair removal.
今日は、じめじめして寒いですね。,It's damp and cold today.
じめじめした寒い日は健康に悪い。,Damp and cold days are bad for your health.
鼻がムズムズする。,My nose is all mushy.
彼は家に帰りたくてむずむずしていた。,He was itching to go home.
雨がしょぼしょぼ降っている。,The rain is drizzling.
こっそり家に忍び込む。,Sneaking into the house.
彼はこっそりささやいた。,He whispered secretly.
私は彼にこっそり手紙をわたした。,I secretly gave him a letter.
マリーはこっそり家を抜け出した。,Marie sneaked out of the house.
何人が賃上げ交渉に参加しましたか？,How many of you participated in the wage increase negotiations?
彼は窓を通って来た。,He came through the window.
この道は通れませんよ。,You can't go this way.
私は田舎へ行く途中小さな村を通った。,I passed through a small village on my way to the country.
行列が学校の側を通った。,A procession passed by the school.
車はそのトンネルの中を通ります。,The car goes through that tunnel.
私は学校へバスで通っています。,I take the bus to school.
ここではバスは十分おきに通る。,"Here, the bus goes every ten minutes."
山を通してトンネルを通した。,We passed through a tunnel through the mountain.
すみません、ちょっと通して下さい。,"Excuse me, please let me through."
床下にパイプを通す。,Pass the pipe under the floor.
私は彼を部屋に通した。,I let him into the room.
銅はよく電気を通す。,Copper is a good conductor of electricity.
台本に目を通しておいてください。,Please look over the script.
道を開けて子どもを通してください。,Please open the way and let the child through.
山を通してトンネルを通した。,I put the tunnel through the mountain.
今日は何曜日ですか?,What day is it today?
今日は月曜日です。,Today is Monday.
今日は火曜日です。,Today is Tuesday.
今日は木曜日です。,Today is Thursday.
今日は日曜日です。,Today is Sunday.
今日は何月何日ですか?,What’s the date today?
今日は何日ですか?,What’s the date today?
今日は24日です。,Today is the 24th.
2012年11月3日 月曜日。,"Monday, November 3rd, 2012."
やがて夜が明けて朝になった。,"Eventually, night fell and morning came."
先日の午後に。,The other afternoon.
水曜日の夕方に。,Wednesday evening.
夜になるのを待って出発する。,We'll wait for night to fall before we leave.
今朝から頭痛がする。,I've had a headache since this morning.
野には朝霧が立ちこめていた。,There was a morning mist in the field.
早朝の冷気の中を散歩する。,I take a walk in the cool early morning air.
今何時ですか。,What time is it?
2たす4は6。,Two plus four is six.
4ひく2は2。,4 subtract 2 is 2.
2かける4は8。,2 multiplied by 4 is 8.
4割る2は2。,4 divide 2 is 2.
悪い天気になりますか。,Is it going to be bad weather?
暑くなりますか。,Will it be hot?
気温は何度ぐらいでしょうか。,What will the temperature be?
雨になりますか。,Will it rain?
氷が張りますか。,Will there be ice?
いい風ですね。,It's a nice wind.
雷雨になりますか。,Will there be thunderstorms?
霧が立ちますか。,Will there be fog?
天気が崩れます。,Will the weather break?
涼しくなります。,It will get cooler.
明日の天気予報はどうですか。,What is the weather forecast for tomorrow?
酷暑に耐えられない。,I can't stand the extreme heat.
大都会の酷暑を避ける。,Avoid the extreme heat in the big city.
薄ら寒い天気。,Chilly weather.
快晴に恵まれた。,We were blessed with clear skies.
どんよりとした気分。,A gloomy mood.
どんよりとした空。,A gloomy/overcast sky
どんよりした目。,Clouded eyes.
梅雨らしく空はどんよりしている。,The sky was gloomy like the rainy season.
酷暑の折からお体に気をつけてください。,Please take care of yourself in this extremely hot weather.
海はとても穏やかだった。,The sea was very calm.
穏やかな気候。,Calm weather.
穏やかな一日だった。,It was a calm day.
彼は穏やかな処置をとった。,He took gentle measures.
彼は余生を穏やかに過ごした。,He spent the rest of his life peacefully.
昨夜はひどい雷雨だった。,We had a bad thunderstorm last night.
冷たくて湿っぽい空気。,The air was cold and humid.
かびは湿っぽい所が好きだ。,Molds like damp places.
今日はとても蒸し暑い。,It's very humid today.
梅雨で部屋がじめじめしている。,It's rainy season and the room is damp.
雨の後で地面がじめじめしている。,The ground is damp after the rain.
彼はじめじめした性格だ。,He has a sullen/gloomy personality.
猛暑をどう凌いでいますか。,How are you surviving the heat wave?
冷凍庫の霜を取る。,Defrosting the freezer.
今朝野原に霜がおりていた。,There was frost in the field this morning.
霜で真っ白である。,It was white with frost.
霜に強い品種。,A frost-tolerant variety.
一面に霜がおりている校庭。,The schoolyard with frost all over it.
濃い霧が町にかかっている。,A thick fog hung over the town.
霧が次第に薄らいだ。,The fog gradually thinned.
霧のかかった朝。,Foggy Morning
町は霧に包まれている。,The town is shrouded in fog.
その試合は雨天で流れた。,That game was rained out.
運動会は雨天順延になります。,The Sports Day will be postponed in case of rain.
非常の場合に備える。,Prepare for emergencies
非常口はどこにありますか。,Where are the emergency exits located?
その建物には非常口がない。,The building had no emergency exits.
手を触れないでください。,Please do not touch it.
ペンキ塗りたて。,Freshly painted.
芝生に入らないで下さい。,Please stay off the lawn.
起こさないでください。,Please don't wake him up/disturb.
観光案内所にお問い合わせください。,Please inquire at the Tourist Information Center.
観光案内所はどこですか。,Where is the tourist information center?
お手洗いはどこでしょうか。,Where is the restroom?
マナーモードに設定して下さい。,Please set it to silent mode.
先生、この子に応急手当をしてください。,"Doctor, please give this child first aid."
申し込は明日まで受け付けます。,Applications will be accepted until tomorrow.
これを受付にお出しください。,Please present this to the receptionist.
楽しい休暇を。,Have a nice vacation.
楽しい旅行を。,Have a good trip.
お休みなさい。,Good night.
じゃあ 、失礼しま す。,I’d better be going.
館内では禁煙です。,Smoking is not allowed in the building.
彼は会議では禁煙しようと提案した。,He suggested that there be no smoking at the meeting.
あなたは喫煙をひかえるべきです。,You should abstain from smoking.
喫煙は健康に影響する。,Smoking can affect your health.
この電話は故障中だよ。,This phone is out of order.
部屋は皆予約済みです。,The rooms are all booked.
この席は予約済みですか？,Is this seat already reserved?
このテーブルは予約済みです。,This table is reserved.
そうなんだけど..,That’s true but... 
そうなんですけど..,That is the case but...
日本人のふりをしました。,I pretended to be Japanese.
若いふりをしました。,I pretended to be young.
病気のふりをして、会社を休みました。,I pretended to be sick and took a day off from work.
忙しいふりをしないで、手伝って下さい。,"Don't pretend to be busy, please help me."
友達はよく、寝たふりをしています。,My friend often acts like he’s sleeping.
最近 、落ち込んでいます。,Recently I have been feeling down.
新型車の売り出しは秋になる予定だ。,The new car is scheduled to go on sale in the fall.
売り出しになる。,It will be on sale.
売り物に出す。,They put for sale
売り物に出る。,Thry go for sale.
彼が我々の案内役を務めた。,He served as our guide.
避難階段の種類について。,Types of evacuation stairs.
特別避難階段との違いも詳しく解説。,Differences from special evacuation stairs are also explained in detail.
特別避難階段の概要。,Outline/overview of the special evacuation stairs.
彼は私に事件の概要を説明した。,He gave me an overview of the case.
彼は待合室に座っています。,He is sitting in the waiting room.
高圧的な手段をとる。,Take high-pressure measures.
足元に気をつけて。,Mind your step.
足もとにご用心。,Watch your step.
頭上を見上げる。,Look up overhead.
飛行機が頭上を飛んでいる。,An airplane is flying overhead.
ペット禁止。,No pets allowed.
頭上注意。,Head caution (low clearance)
高圧注意。,High voltage warning.
猛犬注意。,Beware of dogs.
タクシー乗り場。,Taxi stand.
営業時間。,Opening hours.
撮影禁止。,No Photography.
お会計。,Pay here.
応急手当。,First-aid (treatment)
営業中。,Open (open for business)
準備中。,In preparation (close for business)
何とかしろ!,Do something!
何とか入れた。,I managed to get in.
そこを何とか。,Do something there.
何とかします。,I'll do something.
何とかしてよー。,Do something!
何とかしてください。,Do something.
私がなんとかしよう。,I'll take care of it.
自分で何とかしたよ。,I took care of it myself.
何とかできると思うよ。,I'll figure it out.
そのうち何とかなるさ。,You'll figure it out.
なんとか納得はしない。,I'm not convinced.
数学は何とか可を取った。,I managed to get a pass in math.
何とかそこから脱出した。,I managed to get out of there.
重いけど、何とか運べます。,"It's heavy, but I can carry it."
彼は試験になんとか合格した。,He managed to pass the exam.
何とか手配してあげましょう。,I'll arrange it somehow.
急いで何とかバスに乗れました。,I hurried and managed to catch the bus.
なんとか時間どおりに駅に着いた。,I managed to arrive at the station on time.
傷から流れる血をなんとかしなさい。,Do something about the blood flowing from the wound.
なんて綺麗な夕日。,What a beautiful sunset.
なんて強い風なの！,What a strong wind!
これなんていうの？,What do you call this?
なんて賢い犬なんだ！,What a clever dog!
食欲なんてありません。,I have no appetite.
海外旅行なんて無理よ。,I can't travel abroad.
なんて面白い本なんだ！,What a funny book!
犬なんかちっとも恐くない。,I'm not afraid of dogs at all.
この玩具は女の子むけだ。,This toy is for girls.
その小説は子供むけでない。,The novel is not for children.
この本は普通の読者向けだ。,This book is for ordinary readers.
これは子供向けの物語の本だ。,This is a book of stories for children.
初心者向けのコースはありますか。,Do you have a beginner's course?
その映画は子供向きだ。,The movie is for children.
これは若者向きの車です。,This is a car for young people.
この本は初心者向きである。,This book is for beginners.
この本は子供向きに書き換えてある。,The book has been rewritten to be suitable for children.
彼は太っているくせに声は細い。,"He is fat, but his voice is thin."
冬が近づきつつある。,Winter is approaching.
人口は増加しつつある。,The population is growing.
太陽が今昇りつつある。,The sun is rising now.
物価が上がりつつある。,Prices are rising.
大気が汚染されつつある。,The air is becoming polluted.
彼女は目方がふえつつある。,Her eyes are getting bigger.
だんだん暗くなりつつある。,It's getting darker and darker.
そういう問題じゃないよ。,That's not the point.
そういうのは気に入らんな。,I don't like it when you do that.
まさしくそういう意味です！　,That's exactly what I mean!
服がぴったり合っていた。,The clothes fit perfectly.
それはぴったりの番号だ。,That's a perfect number.
この上着は私にぴったり合う。,This jacket fits me perfectly.
彼はその仕事にぴったりだ。,He's perfect for the job.
その帽子は彼女にぴったりだ。,That hat fits her perfectly.
彼は７時ぴったりに家に着いた。,He arrived home at exactly seven o'clock.
これは私の好みにぴったりです。,This fits my taste perfectly.
そのバスは８時ぴったりに到着した。,The bus arrived at exactly eight o'clock.
彼は彼女をしっかりと抱いた。,He held her tightly.
彼はしっかりと枝につかまった。,He held on tightly to the branch.
彼女の腕をしっかりとつかんだ。,I grabbed her arm tightly.
私は彼女をしっかり抱きしめた。,I held her tightly.
しっかり勉強しなさい。,Study hard.
しっかり頑張ってこい。,Do your best.
ドアはしっかり閉まっている。,The door is firmly closed.
ロープにしっかり捕まりなさい。,Hold on tight to the rope.
彼は私の手をしっかりと握った。,He grasped my hand tightly.
ラケットをしっかりにぎりなさい。,Hold the racket tightly.
約束はきちんと果たすべきだ。,You should make good on your promise.
食事療法にきちんと従うように。,Follow the diet properly.
貴方の仕事をきちんとしなさい。,Do your work well.
部屋の中をきちんと整理しなさい。,Keep your room neat and tidy.
彼は仕事の面できちんとしていた。,He was neat in his work.
きちんと戸を閉めなさい。,Close the door properly.
すべてきちんと整っている。,Everything is in order.
ちゃんと思い出せないんだ。,I can't remember.
自分の目でちゃんと見たのよ。,I saw it with my own eyes.
ちゃんと体調管理をしなさいよ。,You should take better care of yourself.
こんにちは。,Hello.
今晩は。,Good evening.
お元気ですか。,How are you?
はい、元気です。あなたは？,"Yes, I'm fine. How are you?"
おかげさまで。,Thanks to you.
まあまあです。,So-so.
じゃあ、失礼します。,"Now, if you'll excuse me."
またあとで。,I'll see you later.
お休みなさい。,Have a good night.
がんばって下さい。,Please do your best.
楽しんで下さい。,Have fun.
楽しい休暇を。,Have a nice vacation.
楽しい旅行を。,Have a nice trip.
誰ですか？,Who is this?
この近くで何か面白いことがありますか。,Are there any interesting things to do near here?
どんなホテルですか。,What kind of hotel is it?
トイレはどこにありますか。,Where are the toilets located?
どちらに行かれますか。,Where are you going?
どこから来ましたか。,Where are you coming from?
どのくらい遠いですか。,How far away is it?
どこで起こりましたか。 ,Where did it happen?
何をなくしましたか。,What did you lose?
何が盗まれましたか。 ,What was stolen?
身分証明書を見せて下さい。 ,Please show me your ID.
それは何時でしたか。 ,What time did it happen?
誰が関係しましたか。 ,Who was involved?
証人がいますか。 ,Do you have any witnesses?
ここに記入してください。 ,Please fill out this form.
ここにサインをして下さい。 ,Please sign here.
通訳が必要ですか。 ,Do you need an interpreter?
全部失いました。,I've lost everything.
お金が全部なくなりました。,I've lost all my money.
お金を少し貸して下さいますか。,Can you lend me some money?
通訳が必要です。,I need a translator.
私は無罪です。,I'm not guilty.
何も知りません。,I don't know anything.
英語が話せる弁護士がほしいんです｡,I need a lawyer who speaks English.
そのピザは美味しそうです。,That pizza looks good.
あなたの車は古そうです。,Your car looks old.
このテストは難しそうです。,This test is going to be difficult.
今日は寒なさそうですね。,It doesn't look cold today.
このビールは冷たくなさそうです。,This beer doesn't seem to be cold.
あの公園は静かそうです。,That park looks quiet.
このホテルは便利じゃなさそうです。,This hotel doesn't look convenient.
あれはやそうな車ですね。,That looks like a fast car.
日本人のふりをしました。,I pretended to be Japanese.
若いふりをしました。,I pretended to be young.
友達はよく、寝たふりをしています。 ,My friends often pretend to be asleep.
最近、落ち込こんでいます。 ,I've been feeling depressed lately.
