Kanji,NR,KR,Meaning,W1,R1,M1,W2,R2,M2,W3,R3,M3
段,DAN,.,"grade, steps, stairs",階段,かいだん,"stairs, stairway, staircase",値段,ねだん,"price, cost​",普段,ふだん,"usual, normal, everyday"
俺,.,ore,"i, myself",俺,おれ,"i, me",俺的,おれてき,my personal,俺達,おれたち,"we, us"
渡,TO,wata,"transit, cross, deliver",渡す,わたす,"to ferry across, carry across",渡る,わたる,"to cross over, go across",渡航,とこう,"voyage, passage, travelling"
与,YO,ata,"bestow, give, award",給与,きゅうよ,"pay, salary, wages",与える,あたえる,"to give, bestow, grant",関与,かんよ,"participation, taking part in"
演,EN,.,"performance, act, play",演説,えんぜつ,"speech, address",演劇,えんげき,"drama, theatre, theater, play",演出,えんしゅつ,"direction, production, staging"
備,BI,sona,"equip, provision, preparation",準備,じゅんび,"preparation, arrangements",備える,そなえる,"to furnish with, equip with, provide",設備,せつび,"equipment, facilities, installation"
申,SHIN,mou,"have the honor to, say",申す,もうす,"to say, be called​",申請,しんせい,"application, request, petition​",申告,しんこく,"report, statement, declaration"
例,REI,tato,"example, custom, usage",比例,ひれい,proportion,例えば,たとえば,"for example, for instance",例える,たとえる,"to compare, liken"
働,DOU,hatara,work,労働,ろうどう,manual labor,働く,はたらく,"to work, labor, function",稼働,かどう,"operation, running"
景,KEI,.,"scenery, view",景色,けしき,"scenery, scene, landscape",光景,こうけい,"scene, spectacle, sight, view",背景,はいけい,"background, scenery, backdrop"
抜,BATSU,nu,"slip out, extract, pull out",抜く,ぬく,"to pull out, draw out, extract",抜ける,ぬける,"to come out, fall out, be omitted, be missing",抜群,ばつぐん,"outstanding, excellent"
遠,EN,too,"distant, far",遠い,とおい,"far, distant, far away",遠慮,えんりょ,"reserve, constraint, restraint",遠足,えんそく,"excursion, outing, trip"
絶,ZETSU,ta,"discontinue, sever, cut off",絶滅,ぜつめつ,"extinction, extermination",絶える,たえる,"to die out, become extinct",拒絶,きょぜつ,"refusal, rejection"
負,FU,"ma, o","defeat, lose",負ける,まける,"to lose, be defeated",負債,ふさい,"debt, liabilities",負う,おう,"to bear, carry on one's back​"
福,FUKU,.,"blessing, fortune, luck",幸福,こうふく,"happiness, well-being, joy",福祉,ふくし,"welfare, well-being",裕福,ゆうふく,"wealthy, rich; affluent, well-off"
球,KYUU,tama,"ball, sphere",地球,ちきゅう,"earth, globe",電球,でんきゅう,light bulb​,野球,やきゅう,baseball
酒,SHU,sake,"sake, alcohol",酒,さけ,"alcohol, sake",酒場,さかば,"bar, pub, tavern",飲酒,いんしゅ,drinking alcohol
君,KUN,kimi,"you, male name suffix",君,きみ,you,君主,くんしゅ,"ruler, monarch, sovereign",諸君,しょくん,"you, ladies and gentlemen"
察,SATSU,.,"guess, presume, judge",察する,さっする,"to guess, sense, presume, judge",察知,さっち,"to sense, infer, gather, pick up on, perceive",診察,しんさつ,medical examination
望,"BOU, MOU",nozo,"desire, wish, hope for",希望,きぼう,"hope, wish, aspiration",望む,のぞむ,"to desire, wish for, expect",失望,しつぼう,"disappointment, despair"
婚,KON,.,marriage,結婚,けっこん,marriage,離婚,りこん,divorce,婚約,こんやく,"engagement, betrothal"
単,TAN,.,"simple, one , single",単位,たんい,"unit, denomination",簡単,かんたん,"simple, easy, uncomplicated",単語,たんご,"word, vocabulary"
押,OU,o,"push, stop, check",押す,おす,"to push, press​",押さえる,おさえる,"to pin down, hold down, press down​",押収,おうしゅう,"seizure, confiscation"
割,KATSU,"wa, sa","proportion, divide, cut, separate, split",役割,やくわり,"part, assigning parts, duties",割れる,われる,"to break, be smashed, split",割合,わりあい,"rate, ratio, percentage, proportion"
限,GEN,kagi,"limit, restrict",無限,むげん,infinity,限る,かぎる,"to restrict, limit, confine",権限,けんげん,"power, authority, jurisdiction"
戻,REI,modo,"return, revert, resume",戻る,もどる,"to turn back, return, go back, recover",戻す,もどす,"to put back, return, give back",差し戻す,さしもどす,"to send back, refer back"
科,KA,.,"department, course, section",科学,かがく,science,教科書,きょうかしょ,textbook,科目,かもく,"subject, curriculum, course"
求,KYUU,moto,"request, want, demand, require",要求,ようきゅう,"demand, firm request, requirement",求める,もとめる,"to want, wish for, request, demand",追求,ついきゅう,"pursuit, chase, search. seek"
談,DAN,.,"discuss, talk",冗談,じょうだん,"joke, jest, funny story",相談,そうだん,"consultation, discussion",雑談,ざつだん,"chatting, idle talk"
降,KOU,"fu, o","descend, precipitate, fall",降りる,おりる,"to descend, go down, alight",降る,ふる,"to rain, fall, come down",降雪,こうせつ,"snowfall, snow"
妻,SAI,tsuma,"wife, spouse",妻,つま,wife,夫妻,ふさい,husband and wife,妻子,さいし,wife and children
岡,KOU,oka,"mount, hill, knoll",福岡,ふくおか,fukuoka,静岡,しずおか,shizuoka,岡山県,おかやまけん,okayama prefecture
熱,NETSU,atsu,"heat, temperature, fever",熱い,あつい,hot,情熱,じょうねつ,"passion, enthusiasm, zeal",加熱,かねつ,"heating, application of heat"
浮,FU,u,"loat, rise to surface",浮かべる,うかべる,"to float, set afloat, launch",浮かぶ,うかぶ,"to float, be suspended, rise, appear",浮上,ふじょう,"surfacing, emerging"
等,TOU,hito,"class, quality, equal",平等,びょうどう,"equality, impartiality, evenness",等しい,ひとしい,"equal, identical, the same",上等,じょうとう,"superior, first-class, excellent"
末,"MATSU, BATSU",sue,"end, close, tip, powder",粗末,そまつ,"crude, rough, plain",週末,しゅうまつ,weekend,端末,たんまつ,"terminal, computer terminal​"
幸,KOU,"saiwa, shiawa, sachi","happiness, blessing, fortune",幸福,こうふく,"happiness, well-being, joy",幸せ,しあわせ,"happiness, good fortune",幸い,さいわい,"happiness, blessedness, luck"
草,SOU,kusa,"grass, weeds, herbs",草,くさ,"grass, weed, herb",煙草,たばこ,"tobacco, cigarette",草原,そうげん,"grassy field, grassland, meadow"
越,ETSU,ko,"surpass, cross over, exceed",越える,こえる,"to cross over, cross, pass through",越す,こす,"to cross over, go across, get over",卓越,たくえつ,"excellence, superiority, transcendence"
登,"TOU, TO",nobo,"ascend, climb up",登山,とざん,mountain climbing,登場,とうじょう,"entry, appearance",登録,とうろく,"register, entry, record"
類,RUI,tagu,"sort, kind, variety, class",書類,しょるい,"document, papers",種類,しゅるい,"variety, kind, type, category",類い,たぐい,"kind, sort, type​"
未,MI,.,"not yet, still",未来,みらい,future,未満,みまん,"less than, under, below",未知,みち,"not yet known, unknown, strange"
規,KI,.,"standard, measure",規則,きそく,"rule, regulation",規制,きせい,"regulation, policing, control",規範,きはん,"model, standard, pattern, norm"
精,SEI,.,"spirit, vitality, energy, skill",精神,せいしん,"mind, spirit, soul, attitude, mentality",精密,せいみつ,"precise, exact, detailed",精巧,せいこう,"elaborate, delicate, exquisite"
抱,HOU,"da, ida, kaka","embrace, hug, hold in arms",抱える,かかえる,"to hold in one's arms, carry",抱く,いだく,"to hold in one's arms, embrace, hug",辛抱,しんぼう,"patience, endurance"
労,ROU,.,"labor, toil",労働,ろうどう,"manual labor, work",疲労,ひろう,"fatigue, weariness, exhaustion",苦労,くろう,"trouble, hardship, difficulty"
処,SHO,.,"dispose, manage, deal",処理,しょり,"processing, dealing with, treatment",対処,たいしょ,"dealing with, coping with",処置,しょち,"measure, step, dealing with"
退,TAI,shirizo,"retreat, withdraw, retire",退屈,たいくつ,"tedious, boring, dull",退院,たいいん,leaving hospital,退く,しりぞく,"to step back, move back, retreat"
費,HI,tsui,"expense, cost, spend",費用,ひよう,"cost, expense",費やす,ついやす,"to spend, expend, consume",消費,しょうひ,"consumption, expenditure, spending"
非,HI,.,"mistake, negative",非常,ひじょう,"emergency, extreme, great",非難,ひなん,"criticism, blame, censure",非行,ひこう,delinquency; misconduct​
喜,KI,yoroko,"rejoice, take pleasure in",喜ぶ,よろこぶ,"to be delighted, be glad, be pleased",喜劇,きげき,"comedy, funny show",歓喜,かんき,"delight, great joy"
娘,JOU,musume,"daughter, girl",娘,むすめ,daughter,娘婿,むすめむこ,son-in-law,田舎娘,いなかむすめ,country girl
逃,TOU,"ni, noga","escape, flee",逃げる,にげる,"to escape, run away",逃がす,にがす,"to set free, let go, release",逃走,とうそう,"flight, desertion, escape​"
探,TAN,"saga, sagu","grope, search, look for",探す,さがす,"to search for, look for",探検,たんけん,"exploration, expedition",探る,さぐる,"to feel around for, investigate"
犯,HAN,oka,"crime, sin, offense",犯す,おかす,to commit crime,違反,いはん,"violation, offense",犯人,はんにん,"offender, criminal"
薬,YAKU,kusuri,"medicine, chemical",薬,くすり,medicine,薬局,やっきょく,"pharmacy, drugstore",薬缶,やかん,kettle
園,EN,sono,"park, garden, yard",公園,こうえん,public park,遊園地,ゆうえんち,amusement park,幼稚園,ようちえん,kindergarten
疑,GI,utaga,"doubt, distrust",疑う,うたがう,"to doubt, distrust",疑問,ぎもん,"doubt, question, suspicion",疑惑,ぎわく,"doubt, misgivings, distrust, suspicion"
緒,"SHO, CHO",o,"beginning, strap, cord, state",情緒,じょうちょ,"emotion, feeling",内緒,ないしょ,"secrecy, confidentiality, privacy",端緒,たんしょ,"start, beginning, first step, clue"
静,SEI,shizu,quiet,静か,しずか,"quiet, silent, calm, unhurried",静まる,しずまる,"to become quiet, quiet down",冷静,れいせい,"calmness, composure, coolness, serenity"
具,GU,.,"tool, utensil, equipment",道具,どうぐ,"tool, implement, instrument",家具,かぐ,furniture,具体的,ぐたいてき,"concrete, definite, specific"
席,SEKI,.,seat,座席,ざせき,seat,出席,しゅっせき,"attendance, presence, appearance​",着席,ちゃくせき,"taking a seat, sitting down"
速,SOKU,"haya, sumi","quick, fast",速度,そくど,"speed, velocity, pace, rate",早速,さっそく,"at once, immediately",速達,そくたつ,"express, special delivery"
舞,BU,"ma, mai","dance, flit, circle, wheel",舞台,ぶたい,"stage, performance",舞う,まう,"to dance, flutter",振る舞う,ふるふまう,"to behave, conduct oneself, entertain"
宿,SHUKU,yado,"inn, lodging",下宿,げしゅく,"boarding, lodging",宿泊,しゅくはく,"accommodation, lodging",宿る,やどる,"to dwell, live, stay at"
程,TEI,hodo,"extent, degree, law, formula",程,ほど,"extent, degree, measure​, limit",過程,かてい,"process, course, mechanism",日程,にってい,"schedule, program, agenda"
倒,TOU,tao,"fall, collapse, drop, break down",倒れる,たおれる,"to fall over, fall down, collapse",倒す,たおす,"to throw down, bring down, knock down",圧倒,あっとう,"to overwhelm, overpower"
寝,SHIN,ne,"lie down, sleep, rest",寝る,ねる,"to sleep, go to bed, lie down",寝台,しんだい,"bed, couch",寝坊,ねぼう,"sleeping in late, oversleeping"
宅,TAKU,.,"home, house, residence",帰宅,きたく,returning home,住宅,じゅうたく,"residence, housing",宅配便,たくはいびん,express home delivery service
絵,"KAI, E",.,"picture, drawing, painting",絵画,かいが,"painting, picture",絵本,えほん,picture book,挿絵,さしえ,"illustration, picture"
破,HA,yabu,"rend, rip, tear, break",破壊,はかい,"destruction, disruption",破る,やぶる,"to tear, rip, break, destroy",破片,はへん,"fragment, broken piece, splinter"
庭,TEI,niwa,"courtyard, garden, yard",家庭,かてい,"home, household, family",庭,にわ,"garden, yard, courtyard",校庭,こうてい,schoolyard
婦,FU,.,"lady, woman, wife",婦人,ふじん,"woman, lady, adult female​",主婦,しゅふ,"housewife, homemaker",家政婦,かせいふ,"housekeeper, maid"
余,YO,ama,"too much, surplus, remainder",余り,あまり,"remainder, remnant, rest, balance, surplus",余裕,よゆう,"surplus, margin, leeway",余暇,よか,"leisure, leisure time, spare time"
訪,HOU,"tazu, otozu","call on, visit, look up",訪ねる,たずねる,"to visit, call on, pay a visit",訪れる,おとずれる,"to visit, call on, arrive, come",訪問,ほうもん,"call, visit"
冷,REI,"tsume, hi, sa","cool, cold, chill",冷たい,つめたい,"cold, chilly, icy",冷やす,ひやす,"to cool, chill, refrigerate",冷凍,れいとう,"freezing, cold storage, refrigeration"
暮,BO,ku,"get dark, live",暮れる,くれる,"to get dark, grow dark, end",暮らす,くらす,"to live, get along",野暮,やぼ,"unsophisticated, unrefined"
腹,FUKU,hara,"abdomen, belly, stomach",空腹,くうふく,"empty stomach, hunger",お腹,おなか,"belly, abdomen, stomach​",裏腹,うらはら,"opposite, reverse, contrary"
危,KI,"abu, aya","dangerous, fear, uneasy",危険,きけん,"danger, peril, hazard",危ない,あぶない,"dangerous, risky, hazardous",危ぶむ,あやぶむ,"to fear, doubt, apprehensive"
許,KYO,yuru,"permit, approve",許す,ゆるす,"to permit, allow, approve",許可,きょか,"permission, approval, authorization, license",許容,きょよう,"permission, allowance, acceptance, tolerance"
似,JI,ni,"becoming, resemble, suit",似る,にる,"to resemble, look like",似合う,にあ,"to suit, match, become",類似,るいじ,"resemblance, similarity, likeness"
険,KEN,kewa,"inaccessible, steep",冒険,ぼうけん,"adventure, venture",険しい,けわしい,"rugged, inaccessible, steep",真剣,しんけん,"serious, earnest"
財,"ZAI, SAI",.,"property, money, wealth, assets",財布,さいふ,"purse, handbag, wallet",財産,ざいさん,"property, fortune, assets",財政,ざいせい,"public finance, financial affairs"
遊,YUU,aso,play,遊ぶ,あそぶ,to play,遊園地,ゆうえんち,amusement park,遊び場,あそびば,playground
雑,"ZATSU, ZOU",.,miscellaneous,雑誌,ざっし,"journal, magazine",複雑,ふくざつ,"complex, complicated, intricate",混雑,こんざつ,"congestion, crush, crowding"
恐,KYOU,oso,"fear, dread, awe",恐れる,おそれる,"to fear, be afraid of​",恐怖,きょうふ,"fear, dread, dismay, terror",恐ろしい,おそろしい,"terrible, dreadful, terrifying"
値,CHI,"ne, atai","price, cost, value",値段,ねだん,"price, cost",価値,かち,"value, worth, merit",値する,あたいする,"to be worth, be worthy of, deserve"
暗,AN,kura,dark,暗い,くらい,"dark, gloomy, murky",暗示,あんじ,"hint, suggestion",暗記,あんき,memorization
積,SEKI,tsu,"volume, product, load",体積,たいせき,"capacity, volume​",積もる,つもる,"to pile up, accumulate",積む,つむ,"to pile up, stack, load"
夢,MU,yume,"dream, vision, illusion",夢,ゆめ,dream,夢中,むちゅう,"absorbed in, immersed in, crazy about",夢想,むそう,"dream, vision"
痛,TSUU,ita,"pain, hurt, damage",痛い,いたい,"painful, sore",頭痛,ずつう,headache,痛める,いためる,"to hurt, injure, cause pain​"
富,FU,"to, tomi","wealth, enrich, abundant",富む,とむ,"to be rich in, be abundant in",豊富,ほうふ,"abundant, plentiful, rich, ample",富裕,ふゆう,"wealth, riches, affluence"
刻,KOKU,kiza,"engrave, cut fine, chop, time",時刻表,じこくひょう,"timetable, schedule",刻む,きざむ,"to mince, cut fine, chop up carve",彫刻,ちょうこく,"carving, engraving, sculpture"
鳴,MEI,na,"chirp, cry, bark, sound, ring",鳴く,なく,to make sound of an animal,鳴る,なる,"to sound, ring, echo, roar",共鳴,きょうめい,"resonance, sympathy"
欲,YOKU,ho,"longing, desire, want",食欲,しょくよく,appetite for food,欲しい,ほしい,"wanting, desiring",意欲,いよく,"will, desire, interest"
途,TO,.,"route, way, road",途端,とたん,"just now, as soon as",途中,とちゅう,"on the way, en route",用途,ようと,"use, service, purpose"
曲,KYOKU,ma,"bend, music, melody",作曲,さっきょく,composition of music,曲がる,まがる,"to bend, curve, turn",戯曲,ぎきょく,"drama, play​"
耳,JI,mimi,ear,耳,みみ,ear,初耳,はつみみ,something heard for the first time,耳打ち,みみうち,whispering into a person's ear
完,KAN,.,"perfect, completion, end",完全,かんぜん,"perfect, complete",完成,かんせい,"completion, perfection",完璧,かんぺき,"perfect, complete, flawless"
願,GAN,nega,"petition, request, vow, wish, hope",願う,ねがう,"to desire,  wish, hope, request",願書,がんしょ,"application, written request, petition",志願,しがん,"aspiration, volunteering, desire"
罪,ZAI,tsumi,"guilt, sin, crime, fault",犯罪,はんざい,"crime, offence, offense",無罪,むざい,"innocence, being not guilty​",有罪,ゆうざい,"guilt, culpability​"
陽,YOU,.,"sun, principle",太陽,たいよう,sun,陽気,ようき,"cheerful, jovial, merry, lively​",陽光,ようこう,"sunshine, sunlight"
亡,BOU,na,deceased,死亡,しぼう,"death, dying, mortality",逃亡,とう,"escape, flight, running away",滅亡,めつぼう,"downfall, ruin, collapse, destruction"
散,SAN,chi,"scatter, disperse, spend",拡散,かくさん,"spreading, disseminating, scattering",散らかす,ちらかす,"to scatter around, leave untidy",解散,かいさん,"breaking up, dispersal"
掛,.,ka,"hang, suspend, depend",掛ける,かける,"to hang up, suspend, put on",掛かる,かかる,"to take, hang",切っ掛け,きっかけ,"chance, start, cue, excuse"
昨,SAKU,.,"yesterday, previous",昨年,さくねん,last year,昨今,さっこん,"nowadays, recently",昨秋,さくしゅう,fall of last year​
怒,DO,"oko, ika","angry, be offended",怒る,おこる,"to get angry, get mad",怒鳴る,どなる,"to shout, yell",激怒,げきど,"rage, fury"
留,"RYUU, RU",to,"detain, fasten, halt, stop",留学,りゅうがく,studying abroad,留守,るす,"absence, being away from home",書留,かきとめ,"registered mail, noting down"
礼,"REI, RAI",.,"salute, bow, ceremony, thanks",お礼,おれい,"thanks, gratitude​",礼儀,れいぎ,"manners, courtesy, etiquette",謝礼,しゃれい,"reward, honorarium, remuneration​"
列,RETSU,.,"file, row, rank, tier, column",列車,れっしゃ,"train, railway train​",行列,ぎょうれつ,"line, queue, procession, parade",陳列,ちんれつ,"exhibition, display, putting on show"
雪,SETSU,yuki,snow,雪,ゆき,"snow, snowfall",雪崩,なだれ,"avalanche, snowslide",吹雪,ふぶき,"snow storm, blizzard"
払,FUTSU,hara,"pay, clear out",払う,はらう,to pay,支払う,しはらう,to pay​,酔っ払う,よっぱらう,to get drunk
給,KYUU,.,"salary, wage, gift, allow, grant",給与,きゅうよ,"pay, salary, wages",給料,きゅうりょう,"salary, wages, pay",供給,きょうきゅう,"supply, provision"
敗,HAI,yabu,"failure, defeat, reversal",失敗,しっぱい,"failure, mistake, blunder​",敗れる,やぶれる,"to be defeated, be beaten",腐敗,ふはい,"decomposition, spoilage, corruption, decay"
捕,HO,"to, tsuka","catch, capture",逮捕,たいほ,"arrest, apprehension, capture",捕まえる,つかまえる,"to catch, capture, arrest, seize",捕る,とる,"to catch, capture"
忘,BO,wasu,forget,忘れる,わすれる,to forget;,忘年会,ぼうねんかい,year-end party,忘れ物,わすれもの,lost article
晴,SEI,ha,clear up,晴れる,はれる,"to clear up, clear away, be sunny",快晴,かいせい,"clear weather, cloudless weather",晴天,せいてん,fine weather 
因,IN,yo,"cause, factor, be associated with",原因,げんいん,"cause, origin, source",要因,よういん,"main cause, primary factor",起因,きいん,"to be caused by, result from"
折,SETSU,o,"fold, break, fracture, bend",骨折,こっせつ,bone fracture,折る,おる,"to break, fracture, fold",挫折,ざせつ,"setback, failure, frustration"
迎,GEI,muka,"welcome, meet, greet",迎える,むかえる,"to go out to meet, receive, welcome",歓迎,かんげい,"welcome, reception",迎撃,げいげき,"intercept, interception, counter-attack"
悲,HI,kana,"grieve, sad, deplore, regret",悲しい,かなしい,"sad, miserable, unhappy",悲しむ,かなしむ,"to be sad, mourn for, regret",悲惨,ひさん,"disastrous, tragic, miserable"
港,KOU,minato,harbor,港,みなと,"harbour, harbor, port",空港,くうこう,airport,港湾,こうわん,harbour
責,SEKI,se,"blame, condemn, censure",責任,せきにん,"duty, responsibility",責める,せめる,"to condemn, blame, criticize, press, urge",責務,せきむ,"duty, obligation"
除,"JO, JI",nozo,"exclude, remove",掃除,そうじ,"cleaning, sweeping, dusting",解除,かいじょ,"termination, cancellation",除く,のぞく,"to remove, eliminate, eradicate"
困,KON,koma,"distressed, annoyed",困る,こまる,"to be troubled, have difficulty, be bothered",困難,こんなん,"difficulty, hardship, trouble, distress",貧困,ひんこん,"poverty, penury, need, destitution​, lack"
閉,HEI,"shi, to","closed, shut",閉める,しめる,"to close, shut",閉じる,とじる,"to close, shut",閉店,へいてん,closing up shop for the day
吸,KYUU,su,"suck, inhale",吸収,きゅうしゅう,"absorption, suction, attraction",吸う,すう,"to smoke, breathe, inhale",呼吸,こきゅう,"breathing, respiration"
髪,HATSU,kami,hair of the head,髪,かみ,hair of the head,髪型,かみがた,hair style,金髪,きんぱつ,blond hair
束,SOKU,taba,"bundle, sheaf, ream, tie in",約束,やくそく,"promise, agreement, arrangement",花束,はなたば,"bunch of flowers, bouquet",束ねる,たばねる,"to tie up in a bundle, sheathe"
眠,MIN,nemu,"sleep, die, sleepy",眠る,ねむる,to sleep​,睡眠,すいみん,sleep,催眠,さいみん,hypnosis
易,EKI,"i, yasa","easy, simple",易しい,やさしい,"easy, plain, simple",貿易,ぼうえき,foreign trade,容易,ようい,"easy, simple, plain"
窓,SOU,made,"window, pane",窓口,まどぐち,"counter, window, teller window",同窓会,どうそうかい,alumni association,窓際,まどぎわ,at the window
祖,SO,.,"ancestor, pioneer, founder",祖父,そふ,grandfather,祖母,そぼ,grandmother,先祖,せんぞ,"ancestor, forefather"
勤,KIN,tsuto,"diligence, become employed, serve",勤める,つとめる,"to work, serve, be employed",通勤,つうきん,commuting to work,転勤,てんきん,"job transfer, job relocation"
昔,SEKI,mukashi,"old times, ancient",昔,むかし,"olden days, former",昔話,むかしばなし,"old tale, folk tale, legend",昔日,せきじつ,old days
便,"BEN, BIN",tayo,convenience,便利,べんり,"convenient, handy, useful​",便所,べんじょ,"toilet, lavatory, water closet",便り,たより,"news, tidings, information"
適,TEKI,.,"suitable, fit",適当,てきとう,"suitable, proper, appropriate",快適,かいてき,"pleasant, agreeable, comfortable",適切,てきせつ,"appropriate, suitable, fitting, apt"
吹,SUI,fu,"blow, breathe",吹く,ふく,to blow,吹奏,すいそう,"playing a wind instrument, blowing",吹き出す,吹き出すきだす,"wind music, wind instrument music"
候,KOU,sourou,"climate, season, weather",気候,きこう,climate,天候,てんこう,weather,兆候,ちょうこう,"sign, indication, omen, symptom"
怖,FU,kowa,"dreadful, be frightened, fearful",怖い,こわい,"scary, frightening",恐怖,きょうふ,"fear, dread, dismay, terror",怖がる,こわがる,"to be afraid of, fear"
辞,JI,ya,"resign, word, term, expression",辞典,じてん,"dictionary, lexicon",辞める,やめる,"to resign, retire, quit",辞退,じたい,"declining, refusal, nonacceptance"
否,HI,ina,"negate, no, noes, refuse",否定,ひてい,"denial, negation",拒否,きょひ,"refusal, rejection, denial",否決,ひけつ,"rejection, negation"
遅,CHI,"oso, oku","slow, late, back, later",遅い,おそい,"slow, time-consuming, sluggish​",遅れる,おくれる,"to be late, be delayed",遅刻,ちこく,"lateness, tardiness, arriving late"
煙,EN,"kemu, kemuri",smoke,煙突,えんとつ,"chimney, smokestack",禁煙,きんえん,quitting smoking,煙る,けむる,to smoke
徒,TO,.,"on foot, junior, emptiness",徒歩,とほ,"walking, going on foot",教徒,きょうと,"believer, adherent",生徒,せいと,"pupil, student"
欠,KETSU,ka,"lack, gap, fail, yawning",欠点,けってん,"fault, defect, flaw, weak point",欠席,けっせき,"absence, non-attendance​",欠ける,かける,"to chip, be chipped, break off"
迷,MEI,mayo,"astray, be perplexed",迷う,まよう,"to lose one's way, get lost​",低迷,ていめい,"hanging low, remaining low",迷惑,めいわく,"trouble, bother, annoyance, nuisance"
洗,SEN,ara,"wash, inquire into, probe",洗う,あらう,"to wash, rinse, cleanse, inquire into",洗濯,せんたく,"washing, laundry",洗剤,せんざい,"detergent, cleanser"
互,GO,taga,"mutually, reciprocally, together",お互い,おたがい,"each other, one another​",相互,そうご,"mutual, reciprocal",交互,こうご,"alternate, mutual, reciprocal"
才,SAI,.,genius,天才,てんさい,"genius, prodigy, natural gift​",才能,さいのう,"talent, ability",秀才,しゅうさい,"bright person, talented student, prodigy"
更,KOU,"sara, fu","grow late, again",更に,さらに,"furthermore, again, after all",変更,へんこう,"change, modification, alteration",更ける,ふける,"to get late, advance, wear on"
歯,SHI,ha,tooth,虫歯,むしば,"cavity, tooth decay",歯科医,しかい,dentist,歯医者,はいしゃ,dentist
盗,TOU,nusu,"steal, rob",盗む,ぬすむ,to steal,強盗,ごうとう,"robber, mugger",盗難,とうなん,"theft, robbery"
慣,KAN,na,"accustomed, get used to",習慣,しゅうかん,habit,慣れる,なれる,"to get used to, grow accustomed to",慣行,かんこう,"customary practice, habit"
晩,BAN,.,"evening, night",毎晩,まいばん,every night,晩御飯,ばんごはん,"dinner, evening meal",一晩中,ひとばんじゅう,all night long
箱,.,hako,"box, chest, case",箱,はこ,"box, chest, case",本箱,ほんばこ,bookcase,貯金箱,ちょきんばこ,savings box
到,TOU,.,"arrival, proceed, reach",到着,とうちゃく,arrival,到頭,とうとう,"finally, at last",到達,とうたつ,"reaching, attaining, arrival"
頂,CHOU,"itadaki, itada","receive, top, summit",頂く,いただく,"to receive, get, accept",頂上,ちょうじょう,"top, summit, peak",頂点,ちょうてん,"top, summit, vertex"
杯,HAI,sakazuki,"counter for cupfuls, glass",乾杯,かんぱい,"cheers, bottoms-up",一杯,いっぱい,"one cup of, a glass of",満杯,まんぱい,full
皆,KAI,mina,"all, everything",皆さん,みなさん,"all, everyone, everybody​",皆様,みなさま,everyone,皆目,かいもく,"entirely, (not) at all​"
招,SHOU,mane,"beckon, invite, summon, engage",招待,しょうたい,invitation,招く,まねく,"to invite, ask, beckon. call",招集,しょうしゅう,"call, summons"
寒,KAN,samu,cold,寒い,さむい,cold weather,寒波,かんぱ,cold wave,寒気,さむけ,"chill, the shivers"
恥,CHI,"ha, haji","shame, dishonor",恥ずかしい,はずかしい,"embarrassed, ashamed",恥じる,はじる,to feel ashamed,恥知らず,はじしらず,shameless
疲,HI,tsuka,"exhausted, tire, weary",疲れる,つかれる,to get tired,疲労,ひろう,"fatigue, weariness, exhaustion",お疲れ様,おつかれさま,thank you for your hard work
貧,"HIN, BIN",mazu,"poverty, poor",貧困,ひんこん,"poverty, need, destitution, shortage",貧しい,まずしい,"poor, needy",貧乏,びんぼう,"poverty-stricken, destitute, poor"
猫,BYOU,neko,cat,猫,ねこ,cat,猫背,ねこぜ,"bent back, hunchback, stoop",子猫,こねこ,kitten
誤,GO,ayama,"mistake, err, do wrong",誤る,あやまる,"to make a mistake, commit an error",誤解,ごかい,misunderstanding,誤差,ごさ,"measurement error, calculation error"
努,DO,tsuto,"effort, diligent, as much as",努める,つとめる,"to endeavour, strive, make an effort",努力,どりょく,"effort, exertion, endeavour",努めて,つとめて,"as much as possible, as far as possible"
幾,KI,iku,"how many, how much",幾つ,いくつ,how many,幾ら,いくら,how much,幾分,いくぶん,"somewhat, to some extent, to some degree"
賛,SAN,.,"approve, praise",賛成,さんせい,"approval, agreement, support",賛美,さんび,"praise, glorification, extolment",賞賛,しょうさん,"praise, admiration, commendation"
偶,GUU,tama,"accidentally, even number",偶然,ぐうぜん,"coincidence, chance, accident",偶に,たまに,"occasionally, once in a while",偶数,ぐうすう,even number​
忙,BOU,isoga,"busy, occupied, restless",忙しい,いそがしい,"busy, occupied, hectic",多忙,たぼう,"being very busy, busyness",煩忙,はんぼう,"pressure of business, busy"
泳,EI,oyo,swim,水泳,すいえい,swimming,泳ぐ,およぐ,to swim,競泳,きょうえい,"competitive swimming, swimming race"
靴,KA,kutsu,shoes,靴,くつ,shoes,靴下,くつした,socks,靴屋,くつや,"shoe store, shoe shop"
偉,I,era,"admirable, greatness",偉い,えらい,"great, excellent, admirable, remarkable",偉大,いだい,"great, grand, magnificent, outstanding",偉業,いぎょう,"great achievement, great feat"
