Script.EP1,Meaning.EP1,Script.EP2,Meaning.EP2,Script.EP3,Meaning.EP3,Script.EP4,Meaning.EP4,Script.EP5,Meaning.EP5,Script.EP6,Meaning.EP6,Script.EP7,Meaning.EP7,Script.EP8,Meaning.EP8,Script.EP9,Meaning.EP9,Script.EP10,Meaning.EP10,Script.EP11,Meaning.EP11,Script.EP12,Meaning.EP12
しばらく みそ床に入れておけば だんだん固まっていくし―,"But if you place it in a miso bed, it will gradually thicken",,,,,,,,,,,,,,,,,,,,,,
よりおいしくなるんですよ,and become even more tasty.,,,,,,,,,,,,,,,,,,,,,,
（トク）いいあんばいに 漬かってるね,It's cured just right.,,,,,,,,,,,,,,,,,,,,,,
（ウメ）おいしい （トク）ん～ うん うまみが凝縮してる うん うん…,"Oh, delicious! It's full of umami.",,,,,,,,,,,,,,,,,,,,,,
この まとわりつくような感じが たまんねえなあ,This creamy texture is so good.,,,,,,,,,,,,,,,,,,,,,,
熟成されて よりおいしくなったんです,"It has matured, making it even richer in taste.",,,,,,,,,,,,,,,,,,,,,,
（ウメ）ん～ ああ そっか,"Oh, I see.",,,,,,,,,,,,,,,,,,,,,,
美音坊の言いたいのは そういうこと,Is that what you are implying?,,,,,,,,,,,,,,,,,,,,,,
扱いづらい若い衆も―,Place young ones who are difficult to handle,,,,,,,,,,,,,,,,,,,,,,
みそ床に入れとけば どうにかなる,in a miso bed and they will turn out okay.,,,,,,,,,,,,,,,,,,,,,,
ウメさん どうにかなるって ちょっと言いすぎよ,Ume. Saying they'll turn out okay is a bit harsh.,,,,,,,,,,,,,,,,,,,,,,
卵黄は もともと おいしいものだし それに栄養もたっぷりだし,Egg yolk is tasty to start with and is also full of nutrition.,,,,,,,,,,,,,,,,,,,,,,
テヘッ そっか,"Silly me, that's right.",,,,,,,,,,,,,,,,,,,,,,
フフッ ただ 卵の黄身を そのまま出して― お金を頂くことは できないでしょうね,But we can't serve egg yolk as it is and expect people to pay for it.,,,,,,,,,,,,,,,,,,,,,,
いくら“ぼったくり”って 名前の店でも― そいつは勘弁してもらいてえな （美音）フフフッ,"Even though this place is named Bottakuri, that would be too much of a rip-off.",,,,,,,,,,,,,,,,,,,,,,
なるほどねえ,I see.,,,,,,,,,,,,,,,,,,,,,,
もともと おいしいものを 手を加えて違った味わいにする,"You take something that's already tasty, and refine it to make a different flavor.",,,,,,,,,,,,,,,,,,,,,,
それで 客に出せる料理にもなると,Then it will become a dish you can serve to your customers.,,,,,,,,,,,,,,,,,,,,,,
はい,Yes.,,,,,,,,,,,,,,,,,,,,,,
確かに,That's true.,,,,,,,,,,,,,,,,,,,,,,
今の若いやつ 育てるってのは― そういうことかもしれねえな,The same may be true when it comes to teaching young people today.,,,,,,,,,,,,,,,,,,,,,,
うまいみそ漬けにするために 時間をかけて見守って―,"To make a tasty misozuke you need to take your time and watch over it,",,,,,,,,,,,,,,,,,,,,,,
みそ床まで 気を使ってってことだよな,"and take good care of the miso bed as well, right?",,,,,,,,,,,,,,,,,,,,,,
あんた方 親方連中が いいみそ床なら― 黄身も おいしく仕上がるだろうさ （トク）はあ？,If you are a good miso bed as a boss the egg yolk will turn out delicious.,,,,,,,,,,,,,,,,,,,,,,
（馨）塩気がないと つまらなくなるし― ききすぎてても しょっぱくて食べられなくなる,You need salt to taste good but too much will make it too salty to eat.,,,,,,,,,,,,,,,,,,,,,,
親方さんたちも大変ねえ,Being a boss sure is difficult!,,,,,,,,,,,,,,,,,,,,,,
まっ 鍛えるのは 黄身が固まってからってことな,So I need to wait to temper them until the yolk thickens.,,,,,,,,,,,,,,,,,,,,,,
うっかり黄身を潰して― みそ床まで 台なしにしねえようにしねえとな,I should be careful not to break the yolk so I don't ruin the miso bed either.,,,,,,,,,,,,,,,,,,,,,,
ヘヘヘッ （ウメ）じゃあ―,"Well then,",,,,,,,,,,,,,,,,,,,,,,
トクさんの弟子が― おいしい みそ漬けになることを祈って…,shall we toast to Toku's apprentice hopefully becoming delicious misozuke?,,,,,,,,,,,,,,,,,,,,,,
（トク）え？　え？ （馨）フフフ… ウメさん,"What? Ume, they are not misozuke.",,,,,,,,,,,,,,,,,,,,,,
（トク）おい おいおい （馨）みそ漬けじゃないってば,"Ume, they are not misozuke.",,,,,,,,,,,,,,,,,,,,,,
あっと ごめんなさい 間違えた,"Oh, so sorry! My mistake.",,,,,,,,,,,,,,,,,,,,,,
みそ漬けじゃなくて 立派な職人さんだ,Not misozuke but a fine workman.,,,,,,,,,,,,,,,,,,,,,,
頼むよ ウメ婆,"Come on, Ume-ba.",,,,,,,,,,,,,,,,,,,,,,
（トク）今日のおすすめは…,What's today's special?,,,,,,,,,,,,,,,,,,,,,,
ワカサギのフライなんて どうですか？ 日本酒にもね 合うと思いますよ,How about deep-fried pond smelt? It will go well with sake.,,,,,,,,,,,,,,,,,,,,,,
（トク）じゃあ これ頼む,I'll have that.,,,,,,,,,,,,,,,,,,,,,,
はい,Yes.,,,,,,,,,,,,,,,,,,,,,,
（美音）この店の店主だった父は よく言っていた,My father who used to own this pub would often say…,,,,,,,,,,,,,,,,,,,,,,
（健吾）美音,Mine.,,,,,,,,,,,,,,,,,,,,,,
誰でも買えるような酒とか― どこの家庭でも 出てくるような料理で―,"We serve food that can be found in any household,",,,,,,,,,,,,,,,,,,,,,,
金取ってる うちの店は もう それだけでぼったくりなんだ,"and that in itself makes us a rip-off, a bottakuri.",,,,,,,,,,,,,,,,,,,,,,
（健吾）でもな 美音 たとえ ありきたりの料理でもな,"But Mine, even though they may be common recipes,",,,,,,,,,,,,,,,,,,,,,,
一つ一つ丁寧に心込めて作んだ,cook every single dish with all your heart.,,,,,,,,,,,,,,,,,,,,,,
料理食べた人が 思わず笑み浮かべるような一皿,A dish that unexpectedly brings smiles to people's faces…,,,,,,,,,,,,,,,,,,,,,,
それができて初めて―,"Once you can make that,",,,,,,,,,,,,,,,,,,,,,,
払った金 惜しくねえって 客が思ってくれるようになんだ,our customers will not regret the money they spend.,,,,,,,,,,,,,,,,,,,,,,
でも まだ父さんは そこまでじゃない,But I haven't reached that point yet.,,,,,,,,,,,,,,,,,,,,,,
だから この店の名前は “ぼったくり”でいいんだよ,That's why Bottakuri is the right name for this place.,,,,,,,,,,,,,,,,,,,,,,
（美音） お待ちどおさま,Here you are.,,,,,,,,,,,,,,,,,,,,,,
ありがと,Thank you.,,,,,,,,,,,,,,,,,,,,,,
すごい すごい,-Here. -Amazing.,,,,,,,,,,,,,,,,,,,,,,
いただきます,-Let's eat. -Looks good.,,,,,,,,,,,,,,,,,,,,,,
では フフフ…,Let's dig in.,,,,,,,,,,,,,,,,,,,,,,
いいね 最高,This tastes marvelous.,,,,,,,,,,,,,,,,,,,,,,
うめえよ 美音坊,"It's delicious, Mine-bo.",,,,,,,,,,,,,,,,,,,,,,
よかった,I'm glad.,,,,,,,,,,,,,,,,,,,,,,
（ウメ） すごい すごい,It's amazing.,,,,,,,,,,,,,,,,,,,,,,
（ウメ）アハハ… （馨）おいしい,It's good.,,,,,,,,,,,,,,,,,,,,,,
（馨）おいしいね （トク）うん うまい,"Tasty, isn't it?",,,,,,,,,,,,,,,,,,,,,,
次は馨が 作りますから,Kaoru's making it next time.,,,,,,,,,,,,,,,,,,,,,,
（馨）えっ 作んない 作んない,"No, I won't.",,,,,,,,,,,,,,,,,,,,,,
何でよ 食べてるでしょ （馨）やらない やらない,-But you've tasted it. -No way.,,,,,,,,,,,,,,,,,,,,,,
（トク）じゃあな ごちそうさん,"Thank you, see ya.",,,,,,,,,,,,,,,,,,,,,,
（美音）ありがとう ございました,Thank you.,,,,,,,,,,,,,,,,,,,,,,
（馨）お気をつけて （ウメ）はーい,-Take care. -Will do.,,,,,,,,,,,,,,,,,,,,,,
（ナレーション）居酒屋ぼったくり （ナレーション）居酒屋ぼったくり ～♪,Izakaya Bottakuri.,,,,,,,,,,,,,,,,,,,,,,
～♪ 物騒な名前の このお店には― うまい酒とおいしい料理,"This place with the unsettling name has good drinks and good food,",,,,,,,,,,,,,,,,,,,,,,
そして 今時 珍しい 義理人情がある,as well as a warmth and dedication that's hard to come by nowadays.,,,,,,,,,,,,,,,,,,,,,,
（美音）こよいのお酒は―,Tonight's liquor.,,,,,,,,,,,,,,,,,,,,,,
“諏訪泉 純米吟醸 満天星”,"Suwaizumi's premium pure rice wine, Mantensei.",,,,,,,,,,,,,,,,,,,,,,
ふくよかなうまみが 楽しめるお酒です,It's a sake with well-rounded umami.,,,,,,,,,,,,,,,,,,,,,,
しっかりとした うまみのある 肴(さかな)と合わせると― 相互のうまみが 溶け合って―,"When combined with a rich dish, the flavorful tastes will melt together",,,,,,,,,,,,,,,,,,,,,,
おいしいハーモニーが 楽しめますよ,creating a delicious harmony. MADE IN TOTTORI PREFECTURE,,,,,,,,,,,,,,,,,,,,,,
本日の ワンポイントアドバイスは― “卵黄のみそ漬け”,Today's piece of advice is… egg yolk misozuke.,,,,,,,,,,,,,,,,,,,,,,
調味料を入れたみそ床に ガーゼを引きます,Lay out a bed of seasoned miso and place a cheesecloth on top of it.,,,,,,,,,,,,,,,,,,,,,,
スプーンの背で くぼみをつけます,Make indentions with the back of a spoon.,,,,,,,,,,,,,,,,,,,,,,
そこに 取り分けた卵黄を―,"Then take your separated egg yolks,",,,,,,,,,,,,,,,,,,,,,,
潰さないように そっと置きます,and gently place them in the indentations so they will not break.,,,,,,,,,,,,,,,,,,,,,,
ガーゼに塗ったみそ床で 蓋をすれば… 出来上がり,"Place a cheesecloth with miso on top, cover it all with a lid and you're done!",,,,,,,,,,,,,,,,,,,,,,
翌日から楽しめますよ お好みの漬かり具合を お楽しみください,"You can enjoy it from the next day, but try your preferred length of curing.",,,,,,,,,,,,,,,,,,,,,,
あなたも これで ぼったくり,"With this, you too can be a rip-off.",,,,,,,,,,,,,,,,,,,,,,
（アキ）ニンジンの 葉っぱ 食べさせて,Let me have carrot leaves next time.,,,,,,,,,,,,,,,,,,,,,,
何の料理 作んの？,What are you making?,,,,,,,,,,,,,,,,,,,,,,
（美音）どうぞ,Here.,,,,,,,,,,,,,,,,,,,,,,
（要(かなめ)）燗上がりって こういうことを言うのか,So this is what heating sake does…,,,,,,,,,,,,,,,,,,,,,,
（美音）次回 「居酒屋ぼったくり」,"On the next Izakaya Bottakuri,",,,,,,,,,,,,,,,,,,,,,,
第２話 「想い出につける付箋(タグ)」,"episode two, ""Tag of Memories.""",,,,,,,,,,,,,,,,,,,,,,
しっかりぼったくらせて いただきます,I'll make sure to rip you off.,,,,,,,,,,,,,,,,,,,,,,
（美音）お楽しみに,Don't miss it! Subtitle translation by Amanda Rie Okino,,,,,,,,,,,,,,,,,,,,,,
