Time,Subtitle,T1,T2
18:12,（真愛）面白い人とか （拓斗）ああ～,Someone who's funny.,（Someone interesting. -Oh...
18:15,ハハハ…,Or…,Oh...
18:17,（真愛）見た目で… （拓斗）うん,In appearance…,（Based on looks...
18:20,あっ やっ… まあいい （拓斗）何 何 何？,-Never mind. -What?,"Oh, well... what's that?"
18:23,見た目で？,"-In appearance? -In appearance,",By looks?
18:24,見た目で言うなら ひげがある人がいい,"-In appearance? -In appearance, I like men with beards.","If it's looks, I want someone with a beard"
18:28,ああっ そういうことか ひげがある人ね,"Oh, really. -You like beards. -Yes, and…","Oh, that's right. Someone with a beard."
18:31,（真愛）そう　あって…,"-You like beards. -Yes, and…","（Yeah, and..."
18:41,ちょっとさ… いや まだ言わないわ,To tell you the truth… I'll tell you later.,I'm not going to tell you yet
18:44,（真愛）何？ （拓斗）いや なんか…,-What? -Forget it.,"（What? （Well, I don't know..."
18:46,（拓斗）まあまあまあ… オーケー オーケー,-What? -Forget it. What is it?,"（Well, well, well..."
18:47,ハハハ…,What is it?,Okay...
18:48,いや なんかさ,"Well, you said",I don't know...
18:51,“ひげがある人が好き”って 言ったじゃん？,you like men with beards?,"You said you liked people with beards, right?"
18:54,俺 昨日まで 実はさ ひげあってさ,"Actually, until yesterday I had a beard.","Until yesterday, I actually had a beard."
18:57,（真愛）え～ ハハハッ… （拓斗）めっちゃ生えてた,-No way. -It had grown so much.,（What? It grew really well
19:02,すげえ めちゃくちゃ 生えてたんだけど,I had facial hair growing here.,It was growing really well
19:05,そっちゃった～,I shaved it off.,But it's gone!
19:07,ウケる,That's hilarious.,That's funny
19:10,（拓斗）めっちゃ後悔するとは… （真愛）ハハハハッ…,Now I'm so regretting it.,（I never thought I'd regret it so much
19:15,大丈夫 大丈夫 すぐ生えるから ひげなんて,It's okay. It'll grow back real soon.,"Don't worry, it'll grow back soon"
19:19,いや でも いいよ　それでも （拓斗）大丈夫？ （真愛）うん 似合ってる,-No problem. You look good without it. -Is it okay?,"No, but it's okay （Yeah, it looks good on you"
19:22,（拓斗）ああ よかった,Good.,（I'm glad
19:30,話してて素直というか,Talking to her… She was honest.,You're so honest when you talk.
19:32,あんまり気を使わないで 話せるのかなって,I didn't feel the need to worry when talking.,I felt like I could talk to her without worrying too much.
19:36,素直に思えたので,I felt like she's an honest person.,I thought honestly.
19:38,“一緒にいていいな”とは 思いましたね,It felt nice to be with her.,So I thought it would be nice to be with you.
19:41,やっぱ 話しやすかったって いうのがあって,"It was easy to talk to him,",She was easy to talk to.
19:45,初対面でも めっちゃ好印象でいます 今,although we just met. He left a very good impression on me now.,"Even though we've never met, I still have a good impression of you."
19:50,あと 笑った顔 かわいかったです,And his smile was cute.,And her face when she smiled was so cute.
19:53,かわいかった かわいかった,"Yes, really cute.",She was cute. She was cute.
19:55,それで 笑った顔もかわいい プラス ひげもあったら 最高,That means that cute smile plus a beard would be wonderful.,"And if he had a cute smile and a beard, he'd be great."
20:01,（鳥のさえずり）,4 DAYS AFTER THE FIRST DATE,(birds chirping)
20:09,（ナレーション） ７月５日,July 5.,(Narration) July 5th.
20:11,横浜の橋の上で 待ち合わせた２人は,"You meet up on a bridge in Yokohama,",The two of them met on a bridge in Yokohama.
20:14,レトロな車に乗り 故郷の話をした,"ride in a retro car together, and talk about your hometowns.","They met on a bridge in Yokohama, got in a retro car, and talked about their hometowns."
20:21,（真愛）久しぶりです （拓斗）久しぶりですね,-It's been a while. -Yes.,（It's been a while It's been a while
20:24,（拓斗）あれかな？ すげえ かわいいの来たよ,Is that the bus? It's a super cute bus.,（Is that it? There's something super cute here
20:27,これだね （真愛）あっ すごーい！ （拓斗）すげえ,-This must be it. -Wow.,"This is it Oh, wow! （Wow!"
20:30,（拓斗）見て！ “みなとみらい日記”だって,"Look, it says ""Minatomirai Diary.""","（Look! It's called ""Minato Mirai Diary"""
20:32,（真愛）すげえ これなの？,"Wow, is this it?","（Wow, is this it?"
20:33,（拓斗）“あかいくつ”って えっ これ… だよね？,"It says, ""Red Shoes."" But this must be it.","（These are called ""warm shoes,"" right?"
20:38,（拓斗）どうも～,Hello.,（Hi!
20:39,（真愛）これだよ （拓斗）いいよ 先,-I guess it is. -You first.,"（Here you go. -Okay, go ahead"
20:42,（真愛）お願いしまーす,Thank you.,（I'll go first
20:44,（拓斗）すげえ お願いしまーす,Wow. Thank you.,"（Wow, I'm in"
20:47,（真愛）どこでもいいのかな？ （拓斗）どこでもいいんじゃない？,-Can I sit anywhere? -Yes.,（Can it be anywhere? （Anywhere's fine
20:49,（真愛）すごーい！,This is cool.,（Wow!
21:01,ひげ生やしてんの？,Growing your beard?,You're growing a beard?
21:02,（拓斗）そう,Yes. Could you tell right away?,（Yeah
21:03,（拓斗）えっ すぐ気付いた？ （真愛）当たり前,Yes. Could you tell right away? Of course.,"（What, you noticed right away? （Of course"
21:06,だって こんなのなかったのに… （拓斗）そうだよね,"-You didn't have it last time. -No, I didn't.",I've never seen anything like this before...
21:09,“ひげ嫌い”って言ったら そるわけ？,What if I said I didn't like it? You'd shave it?,"If I say I don't like beards, you'll shave it off?"
21:11,うん そるそる　全然そる,"Yes, I would shave it off.","Yes, I do. I totally do."
21:15,だから もう 次の日には そってる,Gone the next day.,So I'll shave it off the next day
21:17,（真愛）いや いいと思う,"Well, I like it.","（No, I think it's fine"
21:20,（拓斗）めっちゃ きれいな街だよ,Such a beautiful city.,（It's a really beautiful town
21:22,でも 若干ね… 俺の地元 小樽なんだけどさ,It's a little bit like… My hometown is called Otaru.,But there's something... about my hometown of Otaru.
21:27,小樽… その地元に めっちゃ似てんだよ,This place looks like Otaru.,Otaru... looks a lot like my hometown
21:29,（真愛）あっ 本当？ （拓斗）そう そう そう,"-Oh, really? -Yes.","（Really? （That's right, that's right"
21:30,こんな感じなの？,It's like this?,It's like this?
21:31,いや なんか こんなデカい建物が,"All these huge buildings,",There's this huge building
21:33,めっちゃ バーンって あるわけじゃないけど,we don't have them.,It's not like there's a whole bunch of buildings.
21:35,なんか 運河… こういう川みたいな デッカい川があって,"We have a lot of big canals,","It's not like there's a huge building like this, but there's a canal and a big river like this"
21:38,でも そこの周りに めっちゃ海鮮とかあって,"and around them, we have seafood shops",But there's a lot of seafood around there.
21:41,外国人 めっちゃいる,and many foreign tourists.,There are so many foreigners here.
21:43,（真愛）海鮮いいよね （拓斗）好きなの？,Seafood is great.,（Seafood is good. -Do you like it?
21:44,寿司… 寿司っていうか 好き,"-Do you like seafood? -Sushi. No, I like sushi.","Sushi... or rather, I like sushi"
21:46,（２人の笑い声）,"-Do you like seafood? -Sushi. No, I like sushi. HOMETOWN OF TAKUTO OTARU, HOKKAIDO",(Both laughing)
21:48,（拓斗）案内係できる？,How about Okinawa?,（Can you be our guide?
21:50,（真愛）沖縄 案内係できる,I can show you around Okinawa.,（I can show you around Okinawa
21:52,（拓斗）沖縄とかだったら どこ行っても,Okinawa is picturesque,（Anywhere you go in Okinawa...
21:55,写真 撮れるスポットが たくさんあるよ 絶対,"everywhere you go, I bet.",I'm sure there are lots of places to take pictures
21:58,ハートロック 古宇利島(こうりじま)の,Heart Rock on Kouri-jima. Yes.,Heart Rock on Kouri Island.
22:01,あ～ でも見たことある,-I think I've heard of it. -You know it?,But I've seen it before.
22:02,分かる？　とか…,-I think I've heard of it. -You know it? What else?,You know?　Or...
22:06,海中道路,Kouri Bridge.,Underwater road.
22:07,えっ めっちゃいいじゃん,That's awesome.,It's so nice!
22:09,すげえ,Wow.,It's amazing.
22:12,見せたい,I want to show you.,I want to show you
22:14,（拓斗） こんな景色 見たことない,I've never seen it.,（I've never seen scenery like this
22:16,（真愛）ヤバい ほんとに,-It's pretty amazing. -I can't imagine.,"（Oh, man! Seriously"
22:17,（拓斗）想像つかない そんな所ないじゃん？,-It's pretty amazing. -I can't imagine. It's like nowhere else.,"（I can't imagine. There's no place like it, right?"
22:28,（スタッフ）お二人に日記です,A diary for both of you.,（Here's a diary for the two of you
22:33,（２人）えっ？,-What? -What?,（What?
22:35,（拓斗）えっ？ （真愛）え… はっ？,-What? -What?,（What? （What?
22:38,（ナレーション）この日は 横浜で クルーズデート,"On this day, you will have a date on a cruise ship.",（This day was a cruise date in Yokohama
22:41,途中 船で起こった 一大事を ２人で見事解決した,There will be a crisis on the ship which you will both solve together. A DATE ON A CRUISE SHIP,"On the way, the two of them solved a big problem on the ship"
22:52,（拓斗）すごいじゃん,This is amazing.,（That's amazing
22:53,（真愛）すげえ,It really is.,（Wow...
22:54,（拓斗） えっ めっちゃきれいじゃない？ （真愛）すごい,-It's a beautiful ship. -Wow.,（Isn't it amazingly beautiful? （Amazing
22:58,あっ すげえ,Wow.,"Oh, wow."
22:59,いいかな？ （拓斗）えっ もう動いてるじゃん,-Is it okay? -It's moving.,Is it ready? （What? It's already moving
23:02,（拓斗）わっ… （真愛）おい！,Hey.,（Hey!
23:04,（真愛）沈んじゃうよ,You're going to sink it.,（We're going to sink
23:05,（拓斗）そんなんで沈まないっしょ,"No, I won't.",（We're not going to sink like that
23:07,（真愛）あっ すげえ,Wow.,"（Oh, wow"
23:08,（船員）いらっしゃいませ,Welcome aboard.,（Welcome aboard
23:09,どうぞ よろしければ こちら お進みください,Please walk this way.,Please come this way if you don't mind
23:14,（拓斗）すげえ,Amazing.,（Amazing
23:16,（拓斗）すごい （真愛）すごいね （拓斗）ヤバい,-This is awesome. -Amazing.,"（Amazing -It's amazing -Oh, man"
23:19,（拓斗）ちゃんと海じゃん,"Wow, look at this ocean view.",（It's the ocean!
23:20,（真愛）めっちゃきれい　超きれい,-So cool. -So beautiful.,"（It's so pretty, super pretty"
23:23,（真愛）すげえ～,Wow.,（Wow!
23:24,（拓斗）上 行ってみる？,Want to go upstairs?,（Want to go up?
23:26,（真愛）えっ 行っていいの？ （拓斗）うん,Are we allowed?,（What? Can we go? （Yeah
23:28,（拓斗）いいよ,Yes.,（Sure
23:30,（真愛）ねえ あれ見てた？,Did you see that movie?,"（Hey, did you see that?"
23:32,（真愛）何だっけ… 「タイタニック」,What? Titanic.,"（What was it... ""Titanic"""
23:35,（拓斗） ああ テレビで… 見たことある？ （真愛）ある ある ある,"-Oh, yes. I have. -Me too.","（Yeah, on TV Have you seen it? （Yes, I have"
23:38,（拓斗）見て 見て （真愛）ヤバっ…,-Look. -This is so cool!,"（Look, look"
23:41,（真愛）すごい,Wow.,（Amazing
23:43,（拓斗）めっちゃ すげえじゃん,I can't believe it.,（It's so amazing!
23:45,（真愛）へえ～,Yes.,（Wow.
23:47,いいじゃん いいじゃん,This is great.,"It's good, it's good"
23:53,どういうこと？,What's that?,What do you mean?
23:55,全然 意味 分からん,You're silly.,I don't get it at all.
23:58,（真愛） “一大事”って？,What's the crisis?,"（What do you mean, ""important""?"
24:00,（拓斗） “一大事”だよ,Something… A DATE ON A CRUISE SHIP.,（It's a big deal
24:03,何かあるよ きっと,…is going to happen. THE TWO OF THEM WILL OVERCOME A CRISIS.,I'm sure something will happen
24:07,（アナウンス）本日は マリーンルージュをご利用いただき,Thank you for boarding,（Thank you for visiting Marlene Rouge today
24:10,誠に ありがとうございます,the Marine Rouge today.,Thank you very much for visiting us today.
24:12,突然のアナウンス 大変 申し訳ございません,We apologize for the sudden announcement.,We apologize for the sudden announcement
24:16,お客様の中に シェフは… シェフは いらっしゃいませんか？,We are looking for a chef on board. Are there any,Is there a chef among our guests?
24:22,もし いらっしゃいましたら,chefs among the customers?,If you are here...
24:23,２階のオープンデッキまで お越しください,Please come to the second-floor open deck.,Please come to the second floor open deck.
24:27,繰り返し ご案内申し上げます,Repeating the announcement.,I'll repeat the announcement.
24:30,お客様の中に シェフは いらっしゃいませんか？,Are there any chefs among the customers?,Is there a chef among our guests?
24:34,いるな （アナウンス） もし いらっしゃいましたら,"-There's one. -Yes, there is.",Yes.
24:36,２階のオープンデッキまで お越しください,Please come to the second-floor open deck.,"If you're here, please come upstairs to the open deck."
24:39,マジか… これか“一大事”って,Seriously? This is the crisis?,Seriously... this is a big deal.
24:43,シェフは いらっしゃいますか？,Are there any chefs?,Is the chef coming?
24:44,（拓斗）行きます　僕っすよ,I'll go. It's a call for me.,"（Yes, I'm coming"
24:52,（船員）シェフの方ですか？ （拓斗）はい そうです,Are you a chef?,"（You're the chef? （Yes, that's right"
24:54,すいません 乗船するはずだった シェフたちがですね,"Yes, I am. All the chefs on duty were late to board the cruise ship.","Sorry, the chefs who were supposed to be on board..."
24:57,全員ですね 乗り遅れてしまいまして,were late to board the cruise ship.,They all missed the boat
24:59,（拓斗）ヤベえじゃん,That's terrible.,"（Oh, no!"
25:01,アハハッ ヤバっ,No way!,"Oh, no!"
25:03,（船員）走ってるのが 追いかけているのが…,There they are. They're chasing us.,"（They're running, and we're chasing them..."
25:06,（拓斗）しっかりしてくださいよ,"Get your act together, guys.",（Pull yourself together
25:09,（真愛）ヤバいっしょ,"Oh, my gosh.",（We're in trouble
25:11,（シェフたち）おーい！,Hey! Don't leave!,（Hey!
25:12,（真愛）“おーい！”じゃないよ,"What do you mean, ""hey""?","（""Hey!"" That's not it!"
25:16,一応 こちらがですね レシピになっています,Here is our menu for tonight.,"Here's the recipe, in case you're interested"
25:19,（拓斗）うわ～ マジか （船員）はい,"-Oh, this is serious. -Yes.",（Seriously? -Yes
25:21,（船員） 本日 メインディッシュがですね 牛肉のポワレでして,Our main dish today is seared beef.,（Today's main dish is... a beef poelee
25:25,お肉の焼き加減がですね 非常に難しいのですが…,It is quite difficult to prepare.,It's very difficult to cook the meat just right...
25:29,（真愛）12人前… ヤバいですね,You're serving 12. Sounds like a crisis.,（12 servings... that's not good.
25:31,作っていただけませんか？,Will you make it for us?,Can you make it for us?
25:33,（拓斗）そういうことか,I see.,（I see
25:34,（拓斗）了解です （船員）はい （船員）ありがとうございます （拓斗）はい,-I got it. -Thank you very much.,（Got it. -Okay. -Thank you.
25:38,（拓斗）今のお店では まだ半人前で 仕込み中心で,"At the restaurant where I work, I'm still training to be a chef. I only do preparations at work","（I'm only half an employee at this restaurant, so I'm mainly preparing food"
25:45,まだ お客さんに 料理を提供するのは,and have not really made food to present to customers yet.,I don't serve food to customers yet
25:49,あんまりないんですけど…,to present to customers yet.,But...
25:52,ヤバいね ちゃんとしてるよ,This place… It's top-notch.,"Oh, man, he's doing well"
25:57,（真愛）え～,Goodness…,（What?
26:17,（拓斗）じゃあ 真愛 スープからやって,"Maai, start with the soup.","（Then, Ma'ai, start with the soup"
26:19,（真愛）スープ？,The soup?,（Soup?
26:20,（拓斗）このレードルでさ,Use the ladle,（With this ladle...
26:22,均等に,and make it even.,Evenly distribute
26:24,（真愛）これ全部？ （拓斗）全部,-All of this? -Yes.,（All of this? （All of it
26:25,（拓斗） 入れたあとに 仕上げに これ,"After pouring the soup,","（After you put it in, this is for the finishing touch"
26:28,（真愛）これ？ （拓斗）上から軽く,sprinkle this on top.,（This? （Lightly on top
26:29,（真愛）一杯ぐらい？ （拓斗）うん スプーン１杯ぐらいでいいよ,-How much? -About a spoonful.,"（About a cup? （Yeah, about a spoonful is fine"
26:31,（真愛）ぐらい？　オーケー,Okay.,（A spoonful?　Okay
26:50,（真愛）長い　ねえ 切れない,It's too long. I can't cut it.,"（It's too long Hey, I can't cut it"
26:59,（拓斗）うん 大丈夫,There.,（No problem
27:01,…で 冷蔵庫にしまって,Put it in the fridge.,And put it in the fridge
27:16,（真愛）すごいね,That's impressive.,（Amazing.
27:18,おいしそう,Looks delicious.,Looks delicious
27:28,（真愛） ねえ ラップの切り方 教えて,Can you show me how to cut the wrap?,"（Hey, can you show me how to cut plastic wrap?"
27:31,（拓斗）ここに刃があるからさ （真愛）うん,The cutter is here. Yes.,（There's a blade here -Okay
27:33,（拓斗）こう当てる （真愛）普通 こっちにない？ （拓斗）“くっ”って…,"-Hold it like this, against it. -This way?","（Put it like this Normally, you don't put it this way? （Like this?"
27:36,（真愛）こう？ （拓斗）上に… うん,-Then turn. -Like this? Okay.,"（Like this? （Upwards, like this"
28:15,（真愛）すごい,Wow.,（Amazing
28:17,（拓斗）ん？ （真愛）すごいね,-What? -Just wow.,（Hmm? （Amazing
28:34,（拓斗）できました,It's done.,（It's ready
28:38,（拓斗）うん （真愛）おいしそう,-Okay. -Looks good.,（Looks delicious
28:42,（真愛）おなか すいてきた,I'm getting hungry.,（I'm getting hungry
28:45,（拓斗）失礼いたします こちら 牛フィレ肉です,Pardon me. This is filet of beef.,"（Excuse me, this is the beef fillet"
28:47,（女性客）お父さん やっと来た,"-It's finally here, dear. -It's here.","（Dad, it's finally here"
28:49,（男性客）来た 来たよ （女性客）やった,"-It's finally here, dear. -It's here. I'm so glad.",（It's here! It's here! -Yay!
28:51,（真愛）失礼します,Pardon me.,（Excuse me
28:52,（拓斗）失礼いたします,Pardon me. Looks great.,（Excuse me
29:02,（真愛）今日 ２日目なんですけど,It's the second day we spent together.,（It's the second day today
29:05,見えなかった部分が 一気に見えたっていうか,"All at once, I was able to see a lot more of him.",I was able to see parts of her that I couldn't see before.
29:08,料理してる姿 見て,I got to see him in the kitchen cooking.,When I saw her cooking...
29:11,あれ ヤバい！ あれは ヤバいです マジで,It was awesome. He was doing a great job.,"That's not good! Seriously, that was bad!"
29:15,火が ブワーって出たときに 全然ビビることなくやってて,"When the flames came up, he didn't panic, he stayed calm, carrying on.","When the fire started blazing, she didn't seem intimidated at all."
29:20,“あっ かっこいいな～”って 思いました,I thought that was so cool.,"I thought, ""That's so cool!"""
29:36,話してたら,"He's older than me,",I was talking to him.
29:37,一応 自分より 年上じゃないですか 拓斗は,but when we were talking,"Takuto's older than me, right?"
29:40,だけど なんか ちょっと… 何だろうな？,he's kind of… How should I say?,But he's a little... what do you think?
29:42,幼いっていう あれじゃないけど,"He's not immature,",It's not that he's young.
29:45,なんか 年上に見えない部分とかも ちょっと あったんですけど,but he doesn't act like he's older than me.,But there was a part of him that didn't look old enough.
29:50,“ギャップがヤベえ”って 思いました,"So there was a big gap, which is attractive.","I thought, ""What a gap!"""
29:57,（拓斗）お疲れ お疲れ,-Good job. -You too.,"（Good work, guys. Good work."
30:00,疲れたね,Aren't you tired? Here you go.,You must be exhausted.
30:02,（拓斗）はい,Here you go.,（Yes
30:03,（真愛）何？,What?,（What?
30:04,（拓斗）肉 余ったからさ,There was some leftover meat.,（We had leftover meat
30:06,賄いってやつ （真愛）ガチ？ （拓斗）ガチ,-It's a staff meal. -Really?,"It's called ""bribery"" -Really? （I'm serious"
30:08,やったー！,All right!,Yes!
30:10,（拓斗）ハンバーガー （真愛）はっ…,Hamburger.,（A hamburger! -What?
30:11,ガチ？　作ったの？,Seriously? You made this?,Really?　Did you make it?
30:14,いつよ？　いつ？,When did you make it?,When?　When?
30:16,（拓斗）ちょっと肉が余ったから 作ろうかなって,When I saw there was leftover meat. So I made these.,"（I had some leftover meat, so I thought I'd make some"
30:21,（拓斗）マジで ヤバかったよ （真愛）ありがとう,-What a day. -Thank you very much.,"（Seriously, it was amazing! -Thanks"
30:24,おなか すいてた～ （拓斗）おなか すいてたでしょ？ （真愛）うん,-I was hungry! -Right?,"I was hungry~ -You were hungry, right? （Yeah"
30:27,じゃ 食べよ,Let's eat.,Let's eat then
30:30,いただきます （拓斗）いただきます,-Thank you for this. -Thank you.,Bon appétit! -Bon appétit!
30:31,お疲れさまです,Great job today.,Thank you for your hard work
30:32,（拓斗）お疲れ～,You too.,（Good work
30:34,（拓斗） いや～ マジで びっくりした,They surprised us.,"（Oh, no Seriously, I was surprised"
30:37,（拓斗）ヤバくなかった？ （真愛）ん？ （拓斗）ヤバくなかった？,Wasn't it wild?,（Wasn't it bad? （Hmm? （Wasn't it bad?
30:40,うまっ,It's delicious.,Yummy
30:44,（真愛）おいしい？ （拓斗）うまっ,-Is it good? -Delicious.,（Delicious? （Yummy
30:45,（真愛）でしょ？ （拓斗）“でしょ？”って…,-Isn't it? -I made it.,"（Right? （""Right?"" That's..."
30:55,（ナレーション） 初めての共同作業を 終えた２人の前には,"After your joint project, there appears before you","（""After their first joint effort..."
31:00,１輪のひまわり,a single sunflower.,A single sunflower
31:03,ひまわりの花言葉は“一目惚れ”,"The symbolism of a sunflower is ""love at first sight.""","The language of sunflowers is ""love at first sight."""
31:08,（船員）失礼いたします （拓斗）はい,-Excuse me. -Yes?,（Excuse me. -Okay.
31:09,（船員） お客様 本日はマリーンルージュの 一大事を救っていただきまして,Thank you for helping us with our crisis today.,"（Sir, thank you for saving Marine Rouge's life today"
31:13,（船員）ありがとうございました （拓斗）あっ いえいえ…,My pleasure.,（Thank you very much
31:14,（船員）こちらですね 感謝の気持ちでございますので,This is to express our gratitude.,（This one here is to express our gratitude
31:17,もし よろしければ お受け取りください （拓斗）ありがとうございます,-Please accept this gift. -Thank you.,"If you don't mind, please accept it Thank you"
31:22,何 何？,What is it?,What is it?
31:26,あっ 何？ フフフフッ…,What?,"Oh, what? Oh, what?"
31:29,（拓斗） “どんなに離れ離れになっても”,"No matter how far apart you become,
31:31	“このブレスレットが ２人を繋(つな)ぎます”	these bracelets will keep you together.","（""No matter how far we are apart"""
31:34,（真愛）ヤバっ…,Let me see.,"（Oh, man..."
31:37,えっ かわいい,It's cute.,How cute
31:41,“どんなに離れ離れ”…,No matter how far apart…,"""No matter how far we get apart""..."
31:45,（拓斗）じゃあ これを持ってれば 大丈夫ってことか,"If we have these, it will be all right.","（So as long as you have this, you'll be okay"
31:48,（真愛）そういうことです,I think so.,（That's what it means
31:49,（拓斗）大切にしよう （真愛）イエーイ,-Let's cherish these. -Yay.,（Let's take good care of it Yay!
31:55,いい感じ,I like it.,Looking good
32:14,お疲れです,Hello.,Good work
32:18,（スタッフ） 未来日記を届けにきました,-I came to deliver The Future Diary. -Okay.,（I've come to deliver the book of Mirai Nikki
32:21,結構 ハードル高いっすよ これは さすがに,This one seems to be a tough hurdle.,That's quite a hurdle.
32:24,ええっ…,Really?,Ehh...
32:27,いや 早すぎますよ,It's way too early.,It's too soon.
32:31,（真愛） “満開のひまわり畑でキス”,You kiss in a field of sunflowers in full bloom.,"（""Kissing in a field of sunflowers in full bloom..."""
32:34,“２人にとって 大切な場所がまた一つ増えた”,You have one more place that's precious to you two now.,"""One more place that's important to the two of us."""
32:39,（サーヤ）えっ？ （DAIGO）うわ～,-What? -Whoa.,（What? （What?
32:42,（DAIGO）また ちょっと 次回が…,The next episode sounds thrilling too.,（Next time...
32:44,（サーヤ）何 今の？ （鷲見）次 キスですか？,They're going to kiss?,（What was that? （The next kiss?
32:45,（DAIGO）急展開,"Rapidly unfolding,",（That's a sudden turn of events.
32:47,えっ もう キスまで決められるの？,-But… -it seems. Even the kiss is predetermined?,You're going to kiss her?
32:50,（DAIGO）そう （サーヤ）ハア～ （佐藤）ええ～！ （鷲見）そっか,-Yes. -Whoa!,（Yeah. -What? （I see.
32:54,でも やっぱ 料理してるね,"-Wow. -But that cooking scene,",He's really cooking.
32:56,こう… 様 かっこよかったですよね やっぱりね,he looked so cool doing it.,"He's so cool, isn't he?"
32:58,（鷲見）かっこよかった～ （サーヤ）ねっ ちゃんと かっこいいんですね,-I loved it. -He was good at it.,"（He was so cool. -Yes, he was."
33:01,なんか やっぱ 男性が 仕事してるところを見ると,"When men are in their workplace,",When you see a man at work...
33:04,結構 全然違うじゃないですか,they're so different from usual.,It's totally different.
33:06,（DAIGO）うん うん うん,That's true.,"（Yes, yes."
33:07,（鷲見） なんか ガラッと変わるから,That big gap surprises us,（It's a complete change.
33:09,そのギャップにね よけい キュンってきますよね,"That big gap surprises us -and impresses us, I think. -That's right.",That gap makes me even more excited.
33:11,（DAIGO）そうだよね （サーヤ）確かにね,"-and impresses us, I think. -That's right.",（That's true. -That's true.
33:12,真愛ちゃん 最後のインタビューでも,"In that last interview with Maai,",In the last interview with Maa...
33:14,結構… あれは 恋する女の子の 顔だと思うんですけど なってた,-she looked like she's in love. -It did.,I think that's the face of a girl in love.
33:18,（鷲見）ねえ？ （サーヤ）なってましたね,In her expression.,"（What? （Yes, she was."
33:19,（鷲見）あの“思いを 伝えちゃいけない”とか そう,What might affect things is that,"（Like, ""You can't tell her how you feel."""
33:22,（鷲見）その辺がね 鍵になってきそうな 気はしますけど…,she's told not to show her feelings towards him.,（I think that's going to be the key.
33:25,“好き”って言っちゃ いけないわけですから,She can't say she likes him.,You can't say you like him.
33:27,拓斗君が言うしかない,So it's up to Takuto to say it.,Takuto has no choice but to say it.
33:30,だけど 返せないんだよ 言葉では,-I see. -But she can't reply.,But he can't reply with words.
33:32,（サーヤ）ハア～ （佐藤）うわ～ （サーヤ） つらいだろうな,"-Oh, yes. -Wow.",（It must be hard for you.
33:33,（鷲見）え～ でも それ 拓斗君もキツい,That's hard on him too.,"（It must be hard for Takuto, too."
33:35,（佐藤）ですよね？ （ＤＡＩＧＯ） キツいんだよ ずっと （鷲見）何それ～？,-It's hard on both of them the whole time. -That's a problem.,（Isn't it? （It's always hard.
33:38,すれ違っちゃう可能性 大いにありますよね （DAIGO）いや あるよ,-It might cause misunderstandings. -Possibly.,"There's a good chance they'll pass each other. -Yes, there is."
33:41,でも 正直 分かんないけど,"Honestly, I'm not sure,","To be honest, I don't know."
33:44,これ 俺の勝手な 偏見かもしんないけど,but this is my personal gut feeling.,I don't know. Maybe it's just my own prejudice.
33:48,拓斗 もう好きだね あれ,He likes her too.,Takuto likes her.
33:50,（DAIGO）うん （サーヤ）もう 見てました？,-Already? -Yes. -Does that show? -Yes.,（Have you seen it?
33:52,（DAIGO）そんな気がする 拓斗,-Does that show? -Yes.,"（I think so, Takuto."
33:56,（真愛）アホ面(づら)してる,You made a silly face.,（He's making a stupid face.
33:58,いや,Yes.,No.
34:15,（真愛）もう１回 もう１回 “これが”から,"Once more. From ""This is.""","（Let's start with ""this"" one more time."
34:18,これが　え～っと 横浜ベイブリッジでございます,This is… The Yokohama Bay Bridge.,"This is, uh, the Yokohama Bay Bridge."
34:23,（真愛）何ですか？,What is it?,（What is it?
34:25,これが…,This is,This is...
34:27,ベイブリッジでございます,The Yokohama Bay Bridge.,It's the Bay Bridge.
34:28,（真愛）何ですか？ （拓斗）ちょっと,-What? What is it? -Hey!,（What is it? （Hey
34:33,これが… ねえ ダルい～,-This is… -Enough!,"This is... Hey, this is dull!"
34:36,えっ もういい？,-Enough? -No more.,Can we go now?
34:37,（真愛）もうイヤ （拓斗）これが横浜の…,-Enough? -No more. This is Yokohama…,（I don't want to do it anymore This is Yokohama's...
34:41,もう分かった！　待って　下 下…,I know. Wait. This angle.,"I get it now!　Wait, downstairs..."
34:44,こうなって撮れるかな？,Let's get the bridge.,I wonder if I can get a shot like this?
