Sentence,Translation
人生は一度きりなので、後悔のないように生きたい。,"You only live once, so I want to live my life with no regrets."
800ページもあったけど、なんとか１ヶ月で読みきった。,"It was 800 pages long, but I managed to finish it in a month."
ちょっと注文しすぎじゃない？全部食べきれないよ。,Aren't you ordering too much? I can't finish it all.
初めてのフルマラソンで不安だったけど、なんとかゴールまで走りきった。,"I was worried about running my first full marathon, but I managed to finish it."
全部は説明しきれないので、わからないことがあったら、こちらの資料を参照ください。,"I can't explain everything, so if you have any questions, please refer to this document."
スーツケースが小さすぎて、荷物が入りきらない。,My suitcase is too small to hold all my luggage.
どうしてよいのかわからず、困りきっている。,I don't know what to do and I'm in trouble.
ジョンさんはボーナスを１週間で使いきった。,Mr. John used up his bonus in one week.
どうしたの？そんなに疲れきった顔して。,What's wrong with you? You look so tired.
のび太のくせに生意気だぞ。,You're too cocky for Nobita.
男のくせに泣くんじゃないよ。,Don't cry for a man.
お前、俺よりJLPTのレベルが低いくせに、なんで俺より話すのがうまいんだよ。,Why are you a better speaker than me when your JLPT level is lower than mine?
なんで、田中は結婚しているくせに合コンに参加しているんだよ。,Why is Tanaka participating in a blind date even though he's married?
彼、お金たくさん持ってるくせに、一度も奢ってくれないんだよ。,"He has a lot of money, but he's never bought me a drink."
何も知らないくせに、適当なこと言わないでよ。,"You don't know anything about him, but don't say random things."
誰をこの女。絶対浮気しないって言ったくせに。,Who is this woman? You said you'd never cheat on me.
先生のくせにこんな簡単な漢字も読めないなんて。,You're a teacher and you can't even read such simple kanji.
昨日見た、コメディ映画は涙が出るぐらい面白かった。,The comedy movie I saw yesterday was so funny that it brought tears to my eyes.
JLPT N1に合格した時は、何度も飛び跳ねるぐらい嬉しかった。,I was so happy when I passed the JLPT N1 exam that I jumped up and down many times.
台風で風が強く、立って歩けないぐらいだ。,The typhoon was so strong and windy that I couldn't stand up and walk.
最近、公開されたホラー映画は足が震えて立てなくなるぐらい怖いらしい。,I heard that the horror movies released recently are so scary that your legs shake and you can't stand up.
高尾山は子供でも楽しく登れるくらいの山だ。,Mt. Takao is such a fun mountain that even children can climb it.
この問題は小学生でもわかるぐらいの簡単な問題だ。,This problem is so simple that even an elementary school student can understand it.
仕事のストレスで病気になるくらいなら、辞めたほうがいいと思うよ。,"If the stress of the job makes you sick, you might as well quit."
修理に１万円もかかるくらいなら、新しいのを買うよ。,"I'd rather buy a new one than spend 10,000 yen to repair it."
転勤で彼女と遠距離恋愛になるくらいなら、いっそ会社を辞めてやる。,I'd rather quit my job than have a long-distance relationship with my girlfriend because of my job transfer.
「病院へ行くくらいなら、病気のままでいい」注射嫌いの娘が言った。,"I'd rather stay sick than go to the hospital,"" said my daughter who hates injections."
公園で子供たちが楽しげに遊んでいます。,Children are happily playing in the park.
大掃除をしていたら、昔の写真が出てきて、妻はそれを懐かしげに眺めていた。,"When I was cleaning up, I found some old photos, and my wife looked at them nostalgically."
こんなにも暑いのに、トムさんは涼しげな顔をして教室に入ってきた。,"Even though it was so hot, Tom walked into the classroom with a cool face."
ジョンさん、なんだか悲しげだったけど何かあったの？,"Mr. John, you seemed kind of sad, what's going on?"
田中、なんか言いたげだな。意見があるなら言ってみろ。,"Tanaka, you seem to have something to say. If you have an opinion, say it."
毎朝ジョギングをした結果、１ヶ月で3kg痩せました。,"As a result of jogging every morning, I lost 3kg in a month."
先生の言う通りに勉強した結果、成績がよくなった。,"As a result of studying according to the teacher's advice, my grades improved."
いろいろと考えた結果、会社を辞めて国へ帰ることにしました。,"After much thought, I decided to quit my job and go back to my country"
無理をした結果、体を壊してしまった。,"As a result of overworking, I broke my body."
アンケートの結果、今の給料に不満を持っている若者が９割を占めることがわかった。,The results of the survey showed that 90% of the young people were dissatisfied with their current salaries.
今年こそ絶対にJLPT N1に合格したい。,I want to pass the JLPT N1 this year.
今年の夏こそ海へ行こう！,Let's go to the beach this summer!
人は失敗してこそ成長するものだ。,I want to pass the JLPT N1 this year.
忙しいからこそ休みがあるのは嬉しいものだ。,I'm happy to have a day off because I'm busy.
これこそ私が追い求めていた味だ。,This is the taste I've been looking for.
若いからこそ、たくさんチャレンジした方がいい。,It's better to challenge yourself a lot because you're young.
君がいたからこそ、このプロジェクトは成功したと言っても過言ではない。,It's no exaggeration to say that this project was a success because of you.
海外に住んだからこそ、自分の国の良さがわかるんだ。,It's only when you live abroad that you can understand the goodness of your own country.
毎日歩くことこそ、1番良い健康法だ。,Walking every day is the best way to stay healthy.
君こそ僕の理想の相手だ。,You are my ideal partner.
宿題は来週の火曜日までに提出すること。,Homework is due by Tuesday of next week.
明日は8時までに体育館に集合すること。,Be at the gym by 8:00 a.m. tomorrow.
遅刻する時や休む時は必ず学校に連絡すること。,"If you are going to be late or take a day off, be sure to call the school."
試験の時は鉛筆と消しゴムを忘れないこと。,Don't forget your pencil and eraser when you take exams.
避難訓練の時はエレベーターを使わないこと。,Do not use the elevator during the evacuation drill.
明日は弁当持参のこと。,Bring your own lunch tomorrow.
試験開始前に注意事項をしっかり読むこと。,Read the instructions carefully before the exam.
なんで連絡しても返事がないのよ。本当にどんなに心配したことか。,I don't know why you haven't answered my calls. I can't tell you how worried I was.
この本には何回お世話になったことか。もう１０年以上も使っている。,I can't tell you how many times I've used this book. I've been using it for more than ten years now.
早く政府が動いていれば、何名の命が救われたことだろう。,"If only the government had acted sooner, how many lives could have been saved?"
また間違えてる。ここは間違えやすいから気をつけてって何度言ったことだろう。,You're wrong again. How many times have I told you to be careful here because it's easy to make mistakes?
大学を卒業して、もう１０年も経つのか。月日の経つのはなんと早いことだろう。,How many times have I told you to be careful here? How quickly the days pass.
あー、Googleのようなオフィスで働けたらどんなに楽しいことだろう。,"Oh, how fun it would be to work in an office like Google."
今回の災害で、どれほどの人が亡くなったことか。本当に悲しいニュースですね。,I wonder how many people died in this disaster. It's really sad news.
なんと言うことでしょう。廃墟と化した家が職人の手によって、生まれ変わりました。,What a mess. A ruined house was reborn by the hands of craftsmen.
このブランドの服は、人気女優がドラマで着ていたことから、有名になった。,This brand of clothing became famous when a popular actress wore it in a TV drama.
田中先生はぽっちゃりした体型とひげが濃いことから、「熊先生」と呼ばれている。,"Mr. Tanaka is called ""Mr. Bear"" because of his chubby figure and thick beard."
彼はたくさん漢字を知っていることから、みんなから「漢字辞典」と呼ばれている。,"He knows so many Kanji characters that people call him ""Kanji Dictionary""."
彼は３か国語話せることから、海外のお客さんと取引のある部署へ配属となった。,"Because he can speak three languages, he has been assigned to a department that deals with overseas customers."
水たまりが出来ていることから、夜中に雨が降っていたことがわかる。,A puddle of water indicates that it was raining in the middle of the night.
二人は顔がそっくりなことから、双子だとすぐにわかった。,"I knew immediately that they were twins, because their faces looked exactly alike."
勉強のやり方がわからないなら、まずは先生に相談してみることね。,"If you don't know how to study, you should consult your teacher first."
JLPTに合格したいなら、しっかり勉強することね。,"If you want to pass the JLPT, you should study hard."
早く病気を治したいなら、薬を飲んでゆっくり休むことだ。,"If you want to get well quickly, take your medicine and get some rest."
試合で勝ちたいなら、どんな状況でも最後まであきらめないことだ。,"If you want to win a game, never give up until the end, no matter what the situation."
自分がされて嫌だと思うことは、はじめからしないことです。,"If you want to lose weight, don't do anything you don't want to do."
痩せたければ、間食をやめることだ。,"If you want to lose weight, you should stop snacking."
試験も近いことだし、今日から真面目に勉強しよう。,"The exam is coming soon, so let's study seriously from today."
試験も終わったことだし、今日はどこか遊びにいかない？,"Now that the exams are over, why don't we go out somewhere today?"
仕事も終わったことだし、そろそろ帰るか。,"Now that work is over, let's go home."
日本の生活にも慣れてきたことだし、そろそろアルバイトでも始めようかな。,"Now that I've gotten used to life in Japan, I think I'll start a part-time job."
天気もいいことだし、どこかへドライブにいかない？,"Since the weather is fine, why don't we go for a drive "
部長は普段怖いですが、息子さんのこととなると、とても優しい顔になる。,"The director is usually scary, but when it comes to his son, he becomes very kind."
ワンさんはジャニーズのこととなると、とてもうるさい。,Mr. Wang is very noisy when it comes to Japanese people.
家族で話している時、結婚のこととなるといつも息子は静かになる。,"Whenever the family is talking about marriage, my son becomes quiet."
エレナさんは普段静かですが、アニメのこととなるとよく喋る。,"Elena is usually quiet, but when it comes to anime, she talks a lot."
自分が馬鹿にされるのは気にしないが、友達のこととなると話は別だ。,"I don't mind when people make fun of me, but when it comes to my friends, it's a different story."
トムさんはアニメのこととなると、よく話す。,"When it came to anime, Tom talked a lot."
部長はいつも怖いが、娘のことになると優しくなる。,"The director is always scared, but when it comes to his daughter, he becomes kind."
トラブル対応で、朝まで休むことなく働き続けた。,"He kept on working until morning, dealing with problems."
兄は家族に何もメッセージを残すことなく、消息を絶った。,My brother disappeared without leaving any message to his family.
上司が説得するも、彼は迷うことなく会社を辞めた。,"His boss tried to persuade him, but he quit the company without hesitation."
母は孫を見ることなく、この世を去ってしまった。,His mother passed away without seeing her grandchildren.
キムさんは詳しい理由を話すことなく、学校を辞め国へ帰ってしまった。,Mr. Kim quit school and went back to his country without giving any detailed reasons.
洗濯は１週間ごとにしています。,Laundry is done every week.
バスは15分ごとに来ます。,The bus comes every 15 minutes.
オリンピックは４年ごとに開催される。,The Olympics are held every four years.
私の働くコンビニでは３時間ごとにトイレを掃除します。,"At the convenience store where I work, the toilets are cleaned every three hours."
グループごとに話し合った結果を発表してください。,Please present the results of your group discussion.
今の働き方について、支社ごとにアンケートを行った。,A questionnaire was given to each branch office regarding the current work style.
国ごとにそれぞれ変わった文化や習慣がある。,Each country has its own unique culture and customs.
この会社では、出勤したらタイムカードを押すことになっている。,"In this company, you are supposed to press your time card when you come to work."
１年に１度、健康診断を受けることになっている。,I am supposed to have a medical checkup once a year.
日本では、車を運転するとき道路の左側を走ることになっている。,"In Japan, we are supposed to drive on the left side of the road when we drive."
フィリピンでは一度結婚したら、２度と離婚できないことなになっている。,"In the Philippines, once you get married, you can't get divorced again."
私の会社はスーツを着なくてもいいと言うことになっている。,My company doesn't require me to wear a suit.
マレーシアでは数学のテストの時、電卓を使ってもいいことになっている。,"In Malaysia, you are allowed to use a calculator for math tests."
お急ぎの場合は、特別料金をいただくことになっているのですが。,"If you are in a hurry, we will charge you a special fee."
家では私がお風呂を洗うことになっている。,"At home, I'm supposed to wash the bath."
残念なことに、希望していた会社の面接で落ちてしまった。,"Unfortunately, I failed the interview at the company I wanted to work for."
残念なことに、楽しみにしていたコンサートが雨で中止になってしまった。,"Unfortunately, the concert I was looking forward to was cancelled due to rain."
嬉しいことに、来年から日本の会社で働けるようになった。,"To my delight, I will be able to work for a Japanese company from next year."
珍しいことに、今日は田中さんのおごりだそうです。,"Unusually, it was Mr. Tanaka's treat today."
上司に聞いてみないことには、お答えできません。,I can't answer that without asking my boss.
今日の会議は田中さんが発表しゃなので、彼が来ないことには始められません。,"Mr. Tanaka is the presenter for today's meeting, so we can't start until he arrives."
実際に試着してみないことには、似合うかどうかわからないよ。,I can't tell you whether it will look good on you or not until you actually try it on.
実際にやってみないことには、できるかどうかわからないよ。,I don't know if I can do it or not until I actually try it on.
まだ十分時間があるから、そんなに急ぐことはないよ。,"There's still plenty of time, so don't be in such a hurry."
まだ就職活動は始まったばかりだし、そんなに焦ることはないよ。,"The job hunting process has just begun, so don't be in such a hurry."
ちょっと冗談言っただけじゃない。そんなに怒ることはないでしょ。,It was just a joke. You don't have to be so angry.
君が謝ることはないよ。悪いのは向こうなんだから。,You don't have to apologize. It's their fault.
ちょっとミスしたくらいで、そんなに気にすることはないよ。,You don't have to be so upset about a little mistake.
子供達は次々にプールの中へ飛び込んだ。,"One by one, the children jumped into the pool."
洪水で溢れた水が、家の中にまで入り込んできた。,The flood water came into the house.
事前に用意できるものは、今のうちにカバンの中に必要なものは詰め込んでおこう。,Let's pack everything we can prepare in advance in our bags while we can.
誤ってガムを飲み込んでしまった。,I accidentally swallowed a piece of gum.
駆け込み乗車は大変危険ですので、おやめください。,"Please do not run into the train, it is very dangerous."
彼はさっきからずっと考え込んでいる。,He's been thinking about it for a while now.
具材を鍋に入れたら、じっくり煮込みます。,"Once the ingredients are put in the pot, they are slowly cooked."
夏の合宿では、とにかく走り込んで体力をつける練習をします,"At the summer camp, we're going to practice running to build up our strength."
久しぶりに友達にあったので、つい話し込んでしまった。,"I hadn't seen my friend in a long time, so we got to talking."
漫画を読んでいる最中に話しかけないでください。,Please don't talk to me while I'm reading a comic book.
映画を見ている最中にうるさくされると腹が立つ。,I get angry when people make too much noise while I'm watching a movie.
試合の最中に、突然雨が降ってきた。,It suddenly started raining during the game.
シャワーを浴びている最中に、地震が起きた。,An earthquake occurred while I was taking a shower.
電車に乗っている最中にお腹が痛くなった。,I had a stomachache while riding the train.
デートの最中に会社の上司から電話がかかってきた。,I got a phone call from my boss during a date.
発表の最中に何を言えばよいのか忘れてしまい、頭が真っ白になった。,I forgot what to say during a presentation and my mind went blank.
このあたりでは、4月から5月にかけていろいろな花が咲く。,"In this area, various flowers bloom during April and May."
台風の影響で、昨夜から今朝にかけて、激しい雨が降り続いた。,"Due to the typhoon, it rained heavily from last night to this morning."
この植物は九州北部から中部にかけて見られる。,This plant is found in northern and central Kyushu.
ガス爆発で、彼は肩から腰にかけて大やけどを負った。,The gas explosion left him with severe burns on his shoulders and lower back.
ほこりだらけの部屋。,A dusty room.
泥だらけのくつ。,Muddy shoes.
数学の答案は間違いだらけだった。,His math papers were full of mistakes.
苦労した祖父の手は固くてしわだらけだ。,My grandfather's hands are stiff and wrinkled from his hard work.
山頂までの道は石ころだらけだ。,The path to the top of the mountain was strewn with stones.
父の部屋は本だらけで足の踏ふみ場ばもない。,My father's room was covered with books and there was nowhere to step.
仕事が早く済んだのは、友達が手伝ってくれたおかげだ。,The work was done quickly thanks to the help of his friends.
白髪が少ないおかげで若く見られることが多い。,"Thanks to my lack of gray hair, I am often seen as young."
医療技術の進歩のおかげで平均寿命が伸びた。,"Thanks to advances in medical technology, the average life expectancy has increased."
彼の言うことを信じたおかげでひどい目にあった。,"Thanks to believing what he said, I got into a terrible situation."
あの人のせいでみんなが迷惑している。,Everyone is in trouble because of that man.
景気が悪いせいでボーナスが減った。,My bonus has been reduced because of the bad economy.
試合に負けたのはミスをした私のせいだ。,It's my fault that we lost the game because I made a mistake.
大気汚染が悪化したのは、政府が何の対策も立てなかったせいだ。,The air pollution got worse because the government didn't do anything about it.
彼女は何でも人のせいにするから嫌われている。,She is hated because she blames others for everything.
気のせいか、最近父は元気がないようだ。,"Maybe it's my imagination, but my father seems to be in low spirits lately."
年のせいか、このごろ物忘れがひどい。,"Maybe it's his age, but he's been forgetting a lot lately."
このあたりは気候が温暖なせいか、のんびりしていて暮らしやすい。,"Perhaps it's because of the mild climate here, but it's easy to live in a relaxed atmosphere."
学生たちは、先生が黒板に書いたとおりにノートに写した。,The students copied their notes exactly as the teacher had written them on the blackboard.
外国語だと、なかなか思ったとおりに話すことができない。,"In a foreign language, it is difficult to speak as you expect."
父は、私たち家族が父の言うとおりにしないと、きげんが悪い。,My father was not in a good mood when we didn't do as he said.
勉強がなかなか予定どおりに進まない。,My studies did not go as planned.
幼い弟は思いどおりにならないと大声で泣く。,My younger brother cries loudly when he doesn't get his way.
例のとおりに書きなさい。,Write the story as in the example.
暗くならないうちに山を下りたい。,I want to go down the mountain before it gets dark.
祖父は元気なうちにいろいろな所へ旅行したいと言っている。,My grandfather wants to travel to many places while he is still alive.
明日は母の日だ。母が寝ているうちに朝ごはんを作って驚かせよう。,Tomorrow is Mother's Day. I will surprise my mother by making her breakfast while she is asleep.
10 代のうちに将来の目標を決めたいと思っている。,I want to set my future goals while I am still a teenager.
大事なことは忘れないうちにメモしておいたほうがいいですよ。,It's better to write down important things before you forget them.
テレビを見ているうちに寝ね てしまい、試験勉強ができなかった。,I fell asleep while watching TV and was not able to study for the exam.
切符を買っているうちに電車が出てしまった。,The train left while I was buying a ticket.
しばらく会わないうちに、その子はずいぶん大きくなっていた。,"It's been a while since I've seen him, but he's grown up a lot."
申し込み手続きに関してお伺いしたいのですが。,I would like to ask you about the application process.
パソコンで環境問題に関する記事を検索した。,I searched for an article on environmental issues on my computer.
議長は時間に関して厳しいので、絶対遅刻はできない。,"The chairperson is very strict about time, so I can never be late."
その件に関しましては、後ほどご説明いたします。,I will explain about that later.
バーゲンセールのたびに、つい要らないものまで買ってしまう。,"Whenever there is a bargain sale, I end up buying things that I don't need."
父は旅行のたびに、その土地の名産品をおみやげに買ってきてくれる。,"Whenever my father travels, he buys me local specialties as souvenirs."
辞書を引くたびに新しい発見がある。,"Every time I look up the dictionary, I find something new."
友人たちの活躍を聞くたびに、うれしく思う。,"Whenever I hear about the success of my friends, I feel happy."
今週はいつものテストに加えてレポート提出もあり、とても忙しい。,"In addition to the usual tests this week, I also had to submit a report, so I was very busy."
キムさんの作文は文法の間違いが少ないことに加え、主張がはっきりしていて読みやすい。,"Ms. Kim's essays are easy to read, with few grammatical errors and clear arguments."
日本経済は原油の値上がりに加え、急激な円高で低迷している。,The Japanese economy is in a slump due to the sharp appreciation of the yen in addition to the rising price of oil.
3月に電車賃が値上がりしたが、それに加え、4 月からはバス代が値上がりするそうだ。,"In addition to the increase in train fares in March, I heard that bus fares will also increase in April."
昼間に比べて深夜は電気料金が安い。,Electricity rates are lower late at night than during the day.
今年は例年に比べ、寒さが厳しいそうだ。,This year is said to be colder than usual.
女性のほうが男性に比べ平均寿命の長い国が多い。,Women have a longer average life expectancy than men in many countries.
私は話すのに比べて書く力が弱いんです。,I'm not as good at writing as I am at speaking.
私は大学で日本の歴史について勉強したい。,I want to study about Japanese history at university.
両親と卒業後の進路について話し合った。,I discussed with my parents about my future plans after graduation.
この記き事じについてのご意見をお聞かせください。,Please let me know what you think about this article.
新しい事業計画につき、これからご説明いたします。,I will now explain the new business plan.
出入り口につき、駐車禁止。,Parking is prohibited at the entrance and exit.
本日は定休日につき、休ませていただきます。,The office will be closed today.
残高不足につき、引き落としできません。,The balance is insufficient and cannot be withdrawn.
手数料は書類 1 通につき100 円です。,The fee is 100 yen per document.
駅前を中心に再開発が進められ、新しいビルが次々と建てられている。,"Redevelopment is underway around the station, with new buildings being built one after another."
今度の日本代表チームは主将の中村選手を中心によくまとまっている。,"The upcoming Japanese national team is well organized, led by its captain, Nakamura."
A社を中心にしてABC3社の合併計画が進められている。,"A merger plan of three ABC companies is underway, with Company A taking the lead."
この地域では大学生を中心とする若者たちが集まり、ボランティア活動をしている。,"In this area, young people, mostly university students, are gathering to do volunteer work."
目上の人に対しては敬語を使わなければならない。,You must use honorifics with your superiors.
先生は学生のどんな質問に対たいしても、ていねいに答えてくれる。,The teacher is always ready to answer any question from the students.
私は厳格な父に対して、いつも反抗的な態度をとった。,I always had a rebellious attitude toward my strict father.
長引く不況で、国民の政府に対する不満が高まっている。,"Due to the prolonged recession, the people are becoming increasingly dissatisfied with the government."
彼女は自分に対して非常に厳しい人だ。,She is very strict with herself.
最近の携帯電話にはカメラをはじめとして、いろいろな機能がついている。,"These days, cell phones are equipped with various functions, including cameras."
新宿には都庁をはじめ、多くの高層ビルが立ち並んでいる。,"There are many skyscrapers in Shinjuku, including the Tokyo Metropolitan Government Building."
サミットにはアメリカをはじめとする各国の首脳が集まる。,"At the summit, the leaders of the United States and other countries gather."
校長先生をはじめ、先生方には大変お世話になりました。,I was very grateful to the principal and all the teachers for their help.
たとえ少々高くても、質しつのいいものが買いたい。,"I want to buy something of good quality, even if it costs a little more."
たとえ両親に反対されても、家を出て一人暮らしがしたい。,"I want to leave home and live alone, even if my parents disapprove."
手紙は、たとえ字が下へ手たでも手て書がきのほうが暖あたたかみがある。,"I want to live alone, even if my parents don't want me to."
たとえ小さな子どもでも、ゆっくり話してやればわかるはずだ。,Even small children will understand if you speak slowly to them.
夜になっても電気がつかない。きっと出かけているに違いない。,The lights did not come on at night. He must have been out.
成績のいい山田さんでも半分しかできなかったということは、その試験は相当難しかったに違いない。,"Even Mr. Yamada, who is a good student, could only do half of the exam, which means that the exam must have been very difficult."
今の状況が続けば今年度の収支は赤字になるに相違なく、何らかの対策を立てる必要があります。,"If the current situation continues, we are sure to have a deficit this year, and we need to take some measures."
一口食べたとたん、まずくて吐き出した。,"As soon as I took a bite, I spit it out because it was bad."
ボタンを押したとたんに、画面の文字が消えてしまった。,"As soon as I pressed a button, the words on the screen disappeared."
おもちゃを取り上げたとたん、子どもは激はげしく泣き出した。,"As soon as I took away the toy, the child started to cry violently."
名前を聞いたときは思い出せなかったが、顔を見たとたんに思い出した。,"I couldn't remember his name when I heard it, but as soon as I saw his face, I remembered it."
試験が近づくにつれて、だんだん心配になってきた。,"As the test approached, I became more and more worried."
日本での生活が長くなるにつれ、友達もできて楽しくなった。,"The longer I lived in Japan, the more friends I made and the more fun I had."
再開発が進むにつれて、駅前の様子がすっかり変わってしまった。,"As redevelopment progressed, the area in front of the station had completely changed."
時間の経過につれ、その事件のことは忘れられてしまった。,"With the passage of time, the incident was forgotten."
北半球では北へ行くにしたがって気温が下がる。,"In the northern hemisphere, the temperature drops as you go north."
台風が近づくにしたがい、風ふう雨う はますます強まるでしょう,"As the typhoon approaches, the wind, wind and rain will intensify."
携帯電話が普及するにしたがって、通話料も安くなった。,"As cell phones become more and more popular, the cost of calls has become cheaper."
18 歳人口の減少にしたがい、留学生の入学に熱心な大学が増えた。,"As the population of 18-year-olds decreases, more and more universities are eager to admit international students."
デパートが火事になったが、客は店員の指示に従って避難し、全員無事だった。,"A department store caught fire, but the customers followed the clerk's instructions to evacuate, and everyone was safe."
親の勧めに従い、地元で就職することにした。,I decided to follow my parents' advice and find a job in my hometown.
着替えをしている最中に玄関のチャイムが鳴った。,I was in the middle of changing my clothes when the doorbell rang.
友達が迎えに来たとき、私はまだご飯を食べている最中だった。,I was still in the middle of eating when my friend came to pick me up.
マナーモードにしておくのを忘れたので、授業の最中に携帯電話が鳴ってしまった。,"I forgot to put my phone on silent mode, so my phone rang in the middle of class."
その件については、今話し合っている最中だ。,We're in the middle of discussing about it.
実物を見てからでないと買うかどうかは決められない。,I can't decide whether to buy it or not until I see it in person.
日本では昔、姉が結婚してからでないと妹は結婚できなかった。,"In Japan, in the past, a younger sister could not get married until the older sister did."
契約書をよく読んでからでなければサインをしてはいけない。,You have to read the contract carefully before you sign it.
ここから駅まで 10 分ぐらいだ。,It's about ten minutes from here to the station.
もう動けないくらい疲つかれた。,I was so exhausted that I couldn't move.
あんなやつに負ま けるなんて、悔くやしくて泣な きたいくらいだ。,I was so exhausted that I couldn't move. I wanted to cry with frustration that I had been beaten by him.
彼くらいの背の高さなら、棚に手が届くだろう。,"If you're as tall as he is, you can reach the shelves."
かぜくらいで仕事を休めない。,I can't miss work because of a cold.
これくらいの傷きずなら医者に行かなくてもいいでしょう。,You don't need to go to the doctor for a scratch like this.
半年勉強したので、簡単な会話くらいならできる。,"I studied for six months, so I can at least have a simple conversation."
忙しくても、電話をするくらいの時間はあるはずだ。,"Even if you are busy, you should have enough time to make a phone call."
途中でやめるくらいなら、初めからやらないほうがいい。,It's better not to start from the beginning than to quit halfway.
お金のためにいやな仕事をするくらいなら、貧まずしくてもいい。,I'd rather be poor than do a job I hate for money.
あいつに謝るくらいなら、死んだほうがましだ。,I'd rather die than apologize to him.
練習が辛くて泣くくらいなら、やめてしまいなさい。,"If you have to cry because practice is too hard, then quit."
あと１０分早く家を出れば間に合ったのに。,"If we'd left ten minutes earlier, we would have made it."
コーヒーを飲んだせいで全然寝られない。,I can't sleep at all because of the coffee I drank.
薬を飲んだおかげで、すっかり元気になりました。,"Thanks to the medicine I took, I feel much better."
傘を持たずに出かけてしまった。,I went out without an umbrella.
息子たちは夜、私が部屋に入ると寝たふりをする。,My sons pretend to be asleep when I enter their room at night.
私は夜早く寝る代わりに朝早く起きで勉強している。,"Instead of going to bed early at night, I wake up early in the morning to study."
外食が多いと、野菜が不足しがちだ。,"When you eat out a lot, you tend to be lacking in vegetables."
彼はもう少し身長が高ければ完璧なのに。,"If only he were a little taller, he'd be perfect."
電車が遅れたせいで遅刻してしまった。,I'm late because my train was late.
たばことお酒をやめたおかげで、体調がよくなった。,"Thanks to quitting smoking and drinking, I feel better now."
宿題をせずに学校に行ったら先生に怒られました。,I went to school without doing my homework and the teacher got angry.
先輩はいつも忙しいふりをして、仕事をサボっている。,Seniors are always pretending to be busy and skipping work.
今晩、泊めてあげる代わりに、部屋の掃除と洗濯をしてね。,"In exchange for letting me stay here tonight, I clean the room and do the laundry."
大学を卒業すると、当時の友達とは疎遠になりがちだ。,"When you graduate from college, you tend to drift apart from your friends from back then."
もう少し安ければ買うのに。,"If it were cheaper, I'd buy it."
昼寝をしたせいでなかなか寝られない。,I can't sleep well because of the nap I took.
彼女のおかげで、僕は毎日幸せだ。,"Thanks to her, I am happy every day."
朝ごはんを食べずに来たので、お腹がペコペコです。,"I came here without eating breakfast, so I'm starving."
どうして知らないふりをしているの？,Why are you pretending not to know?
印鑑のかわりに、サインでも構いませんよ。,You can use your signature instead of your personal seal.
このあたりの電車はよく遅れがちなのだ。,Trains in this area are often delayed.
もっと早く連絡くれればよかったのに。,You should have called me sooner.
雨のせいで楽しみにしていたコンサートが中止になった。,The concert I was looking forward to was cancelled because of the rain.
友達のおかげで私は今の彼女と出会うことができました。,"Thanks to my friends, I was able to meet my current girlfriend."
昨日、お風呂に入らずに寝てしまった。,I fell asleep without taking a bath last night.
どうしてみんな見て見ぬふりをするの？,Why does everyone pretend to ignore it?
宿題を手伝ってくれたらその代わりに晩ご飯をご馳走するよ。,"If you help me with my homework, I'll treat you to dinner in return."
多くの学生がこの種の問題を間違いがちだ。,A lot of students tend to get these kinds of questions wrong.
状況によって、敬語やカジュアルな表現を使い分ける必要があるので、日本語は難しい。,Japanese is difficult because you need to use different honorifics and casual expressions depending on the situation.
大雨のため、試合は中止になった。,"Due to heavy rain, the game was canceled."
彼女は会うたびに、綺麗になっていく。,"Every time I see her, she gets more beautiful."
子供の時は、よく友達とサッカーをしたものだ。,"When I was a kid, I used to play soccer with my friends."
天候によっては、明日のイベントは中止になるかもしれない。,"Depending on the weather, tomorrow's event may be cancelled."
台風が接近しているため、本日は休講です。,Classes are cancelled today due to the approaching typhoon.
海外旅行するたびに、お腹をこわす。,"Every time I travel abroad, I get a stomach ache."
学生の頃は、よく勉強し、よく遊んだものだ。,"When I was a student, I studied hard and played hard."
料金は、荷物の重さや大きさによって変わります。,Prices vary depending on the weight and size of the package.
強風のため、乗る予定だった便は欠航になった。,The flight I was supposed to take was cancelled due to high winds.
この曲を聞くたびに、彼のことを思い出す。,"Every time I hear this song, I think of him."
若い頃はよくやんちゃなことをしたものだ。,I used to do some naughty things when I was young.
日本では季節によって、服装を変えます。,"In Japan, we change our clothes according to the season."
今年は例年よりも気温が低かったために、野菜の値段が高い。,Vegetable prices are high this year due to lower than usual temperatures.
出張のたびにお土産を買わなければならないのは、面倒だ。,It's a hassle to have to buy souvenirs for every business trip.
受験生の頃は、毎日図書館に通って勉強したものだ。,"When I was taking exams, I used to go to the library every day to study."
