Sentences,Translation
飲み終わったペットボトルはこちらに捨ててください。,Please throw away the PET bottles you have finished drinking here.
果物の中で、マンゴーがいちばん好きです。,"Of all fruits, I like mangoes best."
日本料理の中で、寿司がいちばん好きです。,I like sushi the best among Japanese dishes.
クラスの中で、ジョンさんがいちばん背が高いです。,Mr. John is the tallest in the class.
クラスの中で、キムさんがいちばん日本語が上手です。,I like sushi best among Japanese food.
東京に行くなら電車と飛行機とバスと、どれがいちばん便利ですか。,"What is the most convenient way to go to Tokyo, by train, plane or bus?"
映画で、何がいちばん好きですか。,What is your favorite movie?
１２月は１年でいちばん忙しいです。,December is the busiest month of the year.
やっぱり、嵐の中だと二宮君がいちばんかっこいいよね。,"After all, Ninomiya-kun is the best looking of all of Arashi."
季節の中で私は春がいちばん好きです。,I like spring the best among the seasons.
麺類の中だったら、うどんがいちばん好きかな。,I think I like udon the best among all noodles.
車の中で、トヨタがいちばん好きです。,I like Toyota best among all the cars.
ギターのブランドの中だったら、Fenderがいちばんいいです。,"Of all the guitar brands, Fender is the best."
学校の食堂のメニューで、牛丼がいちばん美味しいです。,The best beef bowl is on the menu in the school cafeteria.
この学校で、鈴木先生がいちばん怖いです。,Mr. Suzuki is the scariest teacher in this school.
音楽ならいちばんジャズが好きです。,I like jazz music the best.
愛という漢字がいちばん好きです。,"I like the Chinese character for ""love"" the best."
スポーツで、いちばんバスケットボールが好きです。,I like basketball the best among sports.
なんか変な匂いがするよ。,It smells something strange.
どこかでいい匂いがしますね。たぶん、ステーキかな。,It smells good somewhere. Maybe it's steak.
ジェシカさんの髪から甘い香りがしますね。,I can smell the sweet scent of Jessica's hair.
隣の部屋から、ドンドンという音がしますね。,There's a banging sound coming from the next room.
どこからか赤ん坊の声がしますね。,There's a baby's voice coming from somewhere.
この飴はりんごの味がします。,This candy tastes like apples.
このパンはコーヒーの味がします。,This bread tastes like coffee.
なんかこの料理、変な味がしますよ。腐ってないですか。,Something tastes funny in this dish. Isn't it rotten?
なんだか嫌な予感がする。,I have a bad feeling about this.
遠くから女性のすすり泣くような声がして怖い。,I'm afraid to hear a woman's sobbing voice from afar.
ちょっと飲みすぎて吐き気がする。,I drank too much and feel nauseous.
今日、午後から雨が降るかどうか知ってる？,Do you know if it's going to rain this afternoon?
キムさんは彼氏がいるかどうか知ってますか。,Do you know if Ms. Kim has a boyfriend?
服を買う前に、似合うかどうか確認します。,"Before buying clothes, make sure they fit."
靴を買う前に、サイズが合うかどうか履いてみます。,Do you know if you have a boyfriend?
中古品を買うときは大きな傷があるかどうか確認してから買います。,"When I buy used goods, I check if there are any major scratches before I buy them."
お金持ちになれるかどうかはあなたの努力次第です。,It is up to you to make the effort to become rich.
今夜の飲み会に行けるかどうかまだわかりません。,I still don't know if I can go to the drinking party tonight.
今、転職するかどうかすごく悩んでいます。,I'm having a hard time deciding whether or not to change jobs.
最近喧嘩ばかりなので、彼女と別れるかどうか真剣に話し合った。,"We have been fighting a lot lately, so I had a serious talk with my girlfriend about whether we should break up or not."
長い間、国へ帰っていないので、家族か元気かどうか心配です。,"I haven't been back to my country for a long time, so I'm worried about my family's health."
美味しいかどうかわからないけど、一生懸命作ったの。食べてみて。,"I don't know if it's good or not, but I tried my best to make it. Please try it."
あれ、ジョンさんがまだ来ていませんね。連絡も無いし、何かあったのかもしれません。,"Well, Mr. John hasn't arrived yet. I haven't heard from him, so something might have happened."
うーん、メッセージを送っても返事がないなあ。もう寝ているのかもしれない。,"Hmm, he hasn't responded to my messages. Maybe he's already asleep."
雨が降るかもしれないので、傘を持っていきます。,"It might rain, so I'll bring an umbrella."
キムさんはいつもトムさんの話をするし、彼のことが好きなのかもしれない。,"Kim always talks about Tom, and I think she likes him."
わぁ、すごい音。近くに雷が落ちたかもしれないね。,"Wow, what a noise. I think lightning might have struck nearby."
ジョンさん最近、遊びに誘っても断るし、彼女でもできたのかもしれない。,"John's been refusing my invitations to hang out lately, so maybe he's got a girlfriend."
あ〜、鼻水が止まらない。風邪をひいたのかもしれない。,"Oh, I can't stop running my nose. I think I might have caught a cold."
あの時、好きって言っていれば僕の人生は変わっていたのかもしれない。,Maybe my life would have been different if I had said I liked him back then.
このままだと、年末年始に出勤しなければいけないかもしれない。,"If this continues, I may have to go to work during the year-end and New Year holidays."
走ればなんとか終電に間に合うかもしれない。,"If I run, I might be able to catch the last train."
キムさんってどんな人が好きか知ってる？,Do you know what kind of people Mr. Kim likes?
次の電車が何時に来るか知ってる？,Do you know what time the next train is coming?
日本の人口がいくらか知ってる？,Do you know how much the population of Japan is?
東京までいくらかかるか知ってる？,Do you know how much it costs to get to Tokyo?
2日前の晩、何を食べたか覚えてる？,Do you remember what you ate two nights ago?
漢字が全部でいくつあるか知ってる？,Do you know how many kanji there are in total?
初めてのデートでどこへ行ったか覚えてる？,Do you remember where you went on your first date?
結婚記念日がいつか覚えてる？,Do you know when your wedding anniversary is?
先生がどこにいるか、わかりません。,I don't know where my teacher is.
今夜のパーティーに誰が来るか知ってますか？,Do you know who's coming to the party tonight?
人が多いね。どのくらい待つかわからないし、違う店にしない？,That's a lot of people. I don't know how long we'll have to wait. Can we go to a different restaurant?
ちょっと長いので、短くしてください。,It's a little long. Please make it shorter.
このビールちょっとぬるいですね。冷蔵庫に入れて冷たくしましょう。,This beer is a little lukewarm. Let's put it in the refrigerator to cool it down.
今からカレー作るんだけど、子供でも食べられるように甘くするね。,"I'm going to make curry now, but I'll make it sweet so that even children can eat it."
部屋が暑かったから、エアコンを着けて涼しくしておいたよ。,"The room was too hot, so I turned on the air conditioner to cool it down."
このスマホ、もう５年も使っているので、そろそろ新しくしようかな。,"I've been using this phone for five years now, so I think it's time to get a new one."
ちょっと聞こえにくいですか。じゃあ、音を大きくしますね。,"It's a little hard to hear, isn't it? I'll turn it up louder, then."
部屋が汚いですね。みなさん、掃除をして綺麗にしましょう。,"The room is dirty, isn't it? Let's clean up and make it clean."
スマートフォンは私たちの生活を便利にしました。,Smartphones have made our lives more convenient.
前回のテストはみんなあまりできませんでしたから、今回は簡単にしました。,"We made it easy this time, because everyone didn't do so well in the last test."
必ず君を幸せにするから、僕と結婚してください。,"I will make you happy, so please marry me."
ちょっとご飯が多いので、半分にしてください。,"There's a little too much rice, so please cut it in half."
そう？じゃあ、頑張って５分にするよ。,Really? Then I'll do my best to make it five minutes.
先生、箸の使い方を勉強したいです。,I want to learn how to use chopsticks.
「バラ」の漢字の書き方を教えていただけませんか。,"Can you teach me how to write the Chinese character for ""rose""?"
駅への行き方を教えていただけませんか。,Can you teach me how to get to the station?
初めて見るので...すみませんが、食べ方を教えていただけませんか。,"I'm sorry, I've never seen it before, but can you teach me how to eat it?"
田中先生の教え方は上手で、とてもおもしろいです。,Tanaka-sensei's teaching style is very good and very interesting.
ジョンさんの踊り方はちょっと変ですね。,Mr. John's dancing style is a little strange.
このソフトの使い方がわからなくて困っているんです。,"I don't know how to use this software, so I'm having trouble."
今、料理教室で日本料理の作り方を習っています。,I'm learning how to make Japanese dishes at a cooking class.
日本人への日本語の教え方と外国人への日本語の教え方は異なります。,How to teach Japanese to a Japanese person is different from how to teach Japanese to a foreigner.
こっちから見たときと、あっちから見たときで、見え方は異なります。,"When looking from this side and that side, the way you see is different."
履歴書の書き方がわからなくて、インターネットで調べました。,"I didn't know how to write a resume, so I looked it up on the Internet."
このコースでは簡単なシステムの作り方を学びます。,"In this course, you will learn how to create a simple system."
着物の着方を教えて欲しいです。,I want you to teach me how to wear a kimono.
このゲームの遊び方を知っていますか。,Do you know how to play this game?
これは上手なプレゼンのし方の本です。読んでおくと役に立ちますよ。,This is a book about how to give a good presentation. It's useful to read.
毎日、忙しくて遊ぶ時間もないよ。あ〜、休みが欲しいなぁ。,"I'm so busy every day, I don't have time to play. Oh, I wish I had a day off."
新しいi-phone、かっこいいよね。欲しいなぁ。,"The new i-phone is so cool, isn't it? I want one."
私は将来、大きな家が欲しいです。,I want a big house in the future.
外国人の彼氏が欲しいなぁ。,I want to have a foreign boyfriend.
子供は少なくても３人は欲しいですね。,I want to have at least three children.
今度、娘の誕生日なんだけど、何が欲しいんだろう。,"It's my daughter's birthday, but I wonder what she wants."
今、何が欲しいですか。,What do you want now?
お金がたくさんあったら、何が欲しいですか。,"If you had a lot of money, what would you like to have?"
もし夢が叶うなら、たくさんのお金と永遠の命とどちらが欲しいですか。,"If your dream came true, what would you want: lots of money or eternal life?"
あと10分でテストが終わる。もっと時間が欲しいなあ。,I have a test in 10 minutes. I want more time.
ミルクティーが大好きだから、毎日飲みます。,"I love milk tea, so I drink it every day."
５時になりましたから、帰りましょう。,"It's 5 o'clock, let's go home."
お酒が飲めないのに、みんなと同じ値段を払わなければいけないから飲み会が嫌いです。,I don't like drinking parties because I have to pay the same price as everyone else even though I don't drink alcohol.
後で使いますから、そのままでけっこうです。,"We'll use it later, so leave it as it is."
新しく公開された映画、面白いから絶対に見たほうがいいよ。,You should definitely see the newly released movie because it's interesting.
この音楽、本当にいいから聞いてみてよ。,"This music is really good, you should listen to it."
ここは人が多いから、別の店にしない？,"There are so many people here, why don't we go to another restaurant?"
納豆は臭いから、嫌いです。,I don't like natto because it smells bad.
明日、テストがありますから、今晩しっかり復習してください。,"We have a test tomorrow, so please review well tonight."
ちょっと疲れたから、休みましょう。,"I'm a little tired, so let's take a rest."
昼休みは１２時から1時までです。,Lunch break is from 12:00 to 1:00.
こちらの営業時間は朝の１０時から夜１１時までです。,Our office hours are from 10:00 in the morning to 11:00 at night.
テストは９時から１０時までです。,Tests are from 9:00 to 10:00.
毎週、月曜日から金曜日まで勉強します。,"I study every week, Monday through Friday."
明日は１０時から働きます。,I'll be working from 10:00 tomorrow.
図書館は朝９時から夕方５時までです。,The library is open from 9:00 a.m. to 5:00 p.m.
コンサート会場には夕方５時から入場できます。,The concert hall is open from 5:00 p.m.
学校を卒業した後も、先生に会うことがある。,I sometimes see my teachers even after I graduate from school.
酔っ払って帰った時はお風呂に入らないで寝てしまうことがあります。,"When I get home drunk, I sometimes fall asleep without taking a bath."
忙しいと、メールの返信が遅くなってしまうことがあります。,"When I'm busy, I sometimes take a long time to reply to e-mails."
時々、海外へ出張することがある。,I sometimes go abroad on business trips.
時々、テレビをつけたまま寝てしまうことがあります。,Sometimes I fall asleep with the TV on.
海外のトイレではトイレットペーパーがないことがあるから持ち歩いていた方が良いよ。,"Sometimes there is no toilet paper in foreign toilets, so it is better to carry some with you."
このマンションでは時々、変な音が聞こえることがある。,Sometimes I hear strange noises in this apartment.
私はたいてい自転車で駅まで行くが、歩いて行くこともある。,"I usually ride my bicycle to the station, but sometimes I walk."
彼はいつも明るく振舞っていますが、落ち込むこともあります。,"He is always cheerful, but sometimes he is depressed."
海外に住んでいると、国へ帰りたいと思うこともあります。,He is always cheerful but sometimes depressed.
ゲームに夢中になっていると、つい時間を忘れてしまうことがある。,"When he is absorbed in a game, he sometimes forgets about time."
田中さんは授業中に寝てしまうことがある。,Mr. Tanaka sometimes falls asleep in class.
トムさんはパーティーが好きだが、もちろん参加しないこともあります。,"Tom likes to party, but of course he sometimes doesn't participate."
プロでも失敗することもある。,Even professionals sometimes make mistakes.
私だって泣きたいこともあるよ。,"There are times when I want to cry, too."
私は日本語と英語と中国語を話すことができます。,"I can speak Japanese, English, and Chinese."
田中さんは１０km以上、泳ぐことができます。,Mr. Tanaka can swim more than 10km.
皆さんはいくつ漢字を書くことができますか。,How many kanji can you write?
私は子供のとき、人前で話すことができませんでした。,"When I was a child, I could not speak in public."
最後の最後まで告白することができず、学校を卒業してしまいました。,I graduated from school without being able to confess until the very end.
このレストランではクレジットカードで支払うことができますか。,Can I pay with a credit card at this restaurant?
どれだけ前の彼女を忘れようとしても、忘れることができません。,"No matter how hard I try to forget my ex-girlfriend, I can't."
館内では携帯電話を使用することができません。,Can I use my cell phone in the hotel?
ただ今、留守にしております。電話にでることができません。,I'm not at home at the moment. I can't answer the phone.
この飛行機ではWi-Fiを使うことができます。,You can use Wi-Fi on this plane.
この先は工事中なので、通ることができません。,You cannot go through this area because it is under construction.
よし、来週からダイエットを始めることにします。,"Okay, I'll start my diet next week."
全然英語が上手にならないので、この英会話教室をやめることにしました。,"My English was not improving at all, so I decided to quit this English conversation class."
将来、日本で働きたいので、日本へ留学することにしました。,"I want to work in Japan in the future, so I decided to come to Japan to study."
自分の体が心配なので、もうタバコを吸わないことにしました。,"I was worried about my body, so I decided not to smoke anymore."
今日は体調がよくないので、早く寝ることにします。,"I'm not feeling well today, so I'm going to bed early."
毎日残業ばかりで、自分の時間がないので、会社を辞めることにしました。,"I was working overtime every day and had no time for myself, so I decided to quit the company."
同僚と今の会社を辞めて、新しい会社を作ることにしました。,My colleague and I decided to quit our current company and start a new one.
いつも喧嘩ばかりなので、彼とは別れることにしました。,I decided to break up with him because we were always fighting.
次の夏休みに、海外旅行することにしました。,I've decided to travel abroad during the next summer vacation.
4月から中国語の学校に通うことにしました。,I decided to attend a Chinese language school in April.
健康のために、毎日野菜を食べることにしています。,I'm going to eat vegetables every day for my health.
わからないことがあったら、まず自分で調べることにしています。,"If I don't understand something, I will look it up by myself first."
どんなに忙しくても、毎日家族とご飯を食べることにしています。,"I try to have dinner with my family every day, no matter how busy I am."
日本語が上手になりたいので、毎日少なくても３０分は勉強することにしています。,"I want to improve my Japanese, so I try to study for at least 30 minutes every day."
来週のイベントは中止することになりました。,We have decided to cancel next week's event.
火曜日に出張することになったので、今急いで飛行機のチケットを探しています。,"I have to go on a business trip on Tuesday, so I'm looking for a plane ticket as soon as possible."
昔、よく通った喫茶店が閉店することになって少し悲しいです。,I'm a little sad that the coffee shop I used to frequent will be closing.
ゴミや人ごみの問題で、来年以降、この町で花火大会は行わないことになりました。,I'm a little sad that the coffee shop I used to frequent is closing.
来月から転勤で沖縄に住むことになりました。,I'm going to live in Okinawa next month due to a job transfer.
次の会議では私が発表することになりました。,I will be the presenter at the next meeting.
システムトラブルで急遽、出勤することになりました。,I have to go to work in a hurry due to system trouble.
好きな子と付き合えることになって、とても嬉しいです。,I'm very happy that I'm going to go out with the girl I like.
来月、国へ帰ることになりました。また、いつか会いましょう。,I'm going back to my country next month. Let's meet again sometime.
誰もリーダーをやりたがらないので、結局ジャンケンで決めることになった。,"No one wanted to be the leader, so we had to decide by rock-paper-scissors."
色々あって、離婚することになりました。,"Due to various reasons, I'm getting a divorce."
先生すみません。金曜日に国から両親が来るので、休ませてください。,"Excuse me, Doctor. My parents are coming from Japan on Friday, so please let me rest."
すみません、すぐに戻って来るので、ここに荷物をおかせてください。,"I'm sorry, I'll be back soon, please let me put my stuff here."
そのプロジェクトぜひ私にやらせてください。,Please let me work on that project.
すみません、写真を撮らせてください。,"I'm sorry, but I need to take a picture."
お腹が痛いので、トイレに行かせてください。,"I have a stomachache, please let me go to the bathroom."
それについては、私に説明させてください。,Please let me explain about it.
ちょっと今すぐ決めることは難しいので、少し考えさせてください。,"It's a little difficult to decide right now, so please let me think about it."
先生、私に答えさせてください。,"Doctor, please let me answer."
それ美味しいんですか。ちょっと飲ませてください。,Is it good? Can I have a drink?
すみません、昨日休んだので、ノートをコピーさせてください。,"I'm sorry, I took a day off yesterday, so let me copy your notes."
すみません、ちょっとメモさせてください。,"I'm sorry, let me take some notes."
先に片付けさせてください。,Please let me clean up first.
何か手伝わせてください。,Please let me help you with something.
日本は便利だし、綺麗だし、いつか住んでみたいです。,I want to live in Japan someday because it is convenient and beautiful.
先生は面白いし、かっこいいし、私はこのクラスが好きです。,"The teachers are funny and cool, and I like this class."
彼女もできたし、就職もできたし、今とても幸せです。,"I have a girlfriend and a job, I am very happy now."
空気は汚いし、車は多いし、私はあまりこの待ちが好きではありません。,"The air is dirty, there are many cars, and I don't like waiting here very much."
気分が悪いし、頭も少し痛いので、帰らせてください。,"I don't feel well and my head hurts a little, so please let me go home."
タイの物価は安いし、料理も美味しいし、私はいつかタイで生活してみたい。,"I want to live in Thailand someday, because the prices are cheap and the food is delicious."
この漫画は面白いし、キャラクターもかっこいいので、おすすめです。,"This manga is interesting and the characters are cool, so I recommend it."
ジェシカさんは綺麗だし、背も高いし、モデルみたいですね。,"Jessica is beautiful and tall, she looks like a model."
ワンさんはたくさんの国の言葉を話せるし、頭もいいし、羨ましいよね。,I envy you because you speak many languages and you're smart.
トムさんはかっこいいし、スポーツもできるし、完璧だ。,"Tom is cool, he can play sports, he's perfect."
すみません。私は日本語しか話せないんです。,I'm sorry. I can only speak Japanese.
昨日はレポートを書いていたから、４時間しか寝れなかった。,I only slept for four hours last night because I had to write a report.
この話は君しか知らないから、内緒だよ。,"You're the only one who knows this story, so don't tell anyone."
今日は休みの人が多くて、３人しかいません。,"Many people are absent today, so there are only three of us."
お腹が空いて冷蔵庫を開けたけど、水しかありませんでした。,"I was hungry and opened the refrigerator, but there was only water."
今月は忙しくて、本を１冊しか読めませんでした。,I was so busy this month that I could only read one book.
この学校は貧乏なので、１台しか複合機がありません。,"This school is poor, so there is only one multifunction printer."
昨日は寝てしまったので、10分しか勉強できませんでした。,"I fell asleep last night, so I could only study for 10 minutes."
熱もあるし、吐き気もするし、今はおかゆしか食べられません。,"I have a fever and nausea, so I can only eat porridge now."
私は日本の音楽しか聞きません。,I only listen to Japanese music.
私はアクション映画しか映画は見ません。,I only watch action movies.
この店には安っぽい商品しかありません。,There are only cheap products in this store.
せっかくイベントを開いたのに、2人しか参加しませんでした。,"I held an event, but only two people attended."
今、財布には１００円しかありません。,I only have 100 yen in my wallet right now.
ちょっと飲みすぎて頭が痛いです。,I drank a little too much and I have a headache.
あぁ、食べすぎて歩けません。少し休んでから行きましょう。,"Oh, I ate so much I can't walk. Let's take a rest before going."
買い物しすぎて、お金がなくなりました。,I've done too much shopping and I'm out of money.
あぁゲームしすぎて、目が痛いよ。,I've been playing too many games and my eyes hurt.
疲れすぎて、食欲もありません。,I'm too tired and I have no appetite.
この料理が5万円ですか。料理は少ないし、味はイマイチだし、高すぎますよ。,"This dish is 50,000 yen? The food is too little, the taste is not good, and it's too expensive."
今日のテスト難しすぎて、全然わからなかった。,"Today's test was too difficult, I couldn't understand it at all."
なにこのコーヒー。甘すぎて飲めないよ。,What is this coffee? It's too sweet to drink.
最近、本当に暑すぎますよ。外に出たく無いです。,It's really too hot these days. I don't want to go outside.
このあたりは暗すぎて、私一人で歩くのは無理ですね。,It's too dark around here for me to walk alone.
田中さんはまじめすぎて、全然おもしろくない。,Mr. Tanaka is too serious to be interesting at all.
昨日のテストは簡単すぎて、３０分も時間が余ったよ。,Yesterday's test was so easy that I had half an hour extra time.
私のふるさとは静かすぎて、つまらないです。,My hometown is too quiet and boring.
綺麗すぎて、つい見とれてしまった。, It's too beautiful to look at.
天気予報によると、午後から雨が降るそうです。,"According to the weather forecast, it was going to rain in the afternoon."
ジョンさんは学校を卒業したら、国へ帰るそうです。,Mr. Jung said he would go back to his country after finishing school.
もうすぐ、私の街にも空港ができるそうです。,I heard that there will be an airport in my city soon.
ニュースによると、昨日の事故で１０名が重軽傷を負ったそうです。,"According to the news, 10 people were seriously injured in yesterday's accident."
リーさんの国では18歳になったら、お酒が飲めるそうです。,"In Lee's country, you can drink alcohol when you turn 18."
チンさんは今晩のパーティーに参加しないそうです。,Mr. Chin will not be attending tonight's party.
新しく公開された映画、面白いそうですよ。,I heard that the newly released movie is very interesting.
今、日本は寒いですが、マークさんの国は暖かいそうです。,"It's cold in Japan right now, but Mark says it's warm in his country."
新しくできたラーメン屋、美味しいそうですよ。,I heard that the new ramen restaurant is delicious.
ケニーさんは彼女と大ゲンカして今大変だそうです。,Kenny had a big fight with his girlfriend and now he's in trouble.
アントンさんの国のビーチはとても綺麗だそうです。,I heard that the beaches in Mr. Anton's country are very beautiful.
ジャンさんは日本の歌、特に演歌が好きだそうです。,"Mr. Zhang likes Japanese songs, especially Enka."
ルイさんは５人兄弟だそうです。,Louis has five brothers and sisters.
ジェーソンさんの国へ旅行に行くなら、ベストシーズンは5月だそうです。,The best time to travel to Mr. Jayson's country is in May.
明日、学校は休みだそうです。,He says he has a day off from school tomorrow.
ロンさんは老けて見えますが、実は26歳だそうです。,"Mr. Ron looks old, but he is actually 26 years old."
このケーキは美味しそうですね。,This cake looks delicious.
トムさんはJLPTに合格して嬉しそうだった。,Tom seemed happy to have passed the JLPT.
妹は私のチョコレートをほしそうな顔をしている。,My sister looks like she wants some of my chocolates.
うわぁ、とっても辛そうなカレーですね。,"The curry looks very spicy, doesn't it?"
猫がベッドの上で気持ちよさそうに寝ている。,The cat is sleeping comfortably on the bed.
新しい映画、若い人に人気があるけど、あまり面白くなさそうだなぁ。,"The new movie is popular among young people, but it doesn't look very interesting."
田中さんって毎日暇そうだよね。あまり仕事がないのかなぁ。,Mr. Tanaka seems to be bored every day. I wonder if he doesn't have much work to do.
ジョンさん、眠そうですね。昨日、何時に寝たんですか。,"John, you look sleepy. What time did you go to bed last night?"
ジェームスさん、なんだか元気じゃなさそうですね。何かあったのかなぁ。,"Mr. James, you don't seem to be well. I wonder if something happened to him."
ジェシカさんはまだ10歳なのに、難しそうな本を読んでいます。,"Jessica is only ten years old, but she's reading a difficult-looking book."
何か美味しそうなもの食べてるね。それ何？,You're eating something that looks delicious. What is it?
もっと日本語が上手になりたいです。,I want to become more fluent in Japanese.
いつか富士山に登ってみたいです。,I would like to climb Mt.
もしお金がたくさんあったら、何がしたい？,"If you had a lot of money, what would you like to do?"
あぁ、あんな綺麗な子と付き合いたいなぁ。,I want to go out with a beautiful girl like her.
毎日残業で疲れたよ。あぁ、ビールでも飲みたいなぁ。,"I'm tired of working overtime every day. Oh, I want to drink beer."
寒い日はやっぱり鍋が食べたいね。,I'd like to eat hot pot on a cold day.
先生、すみません。ちょっとお手洗いに行きたいんですが。,"Excuse me, Doctor. I'd like to go to the restroom."
今日はどこにも行きたくないです。,I don't want to go anywhere today.
こんなに暑いと、外に出たくないですね。,I don't want to go outside when it's so hot.
死ぬまでに、一度でいいから世界一周してみたいなあ。,I'd like to go around the world at least once before I die.
海外で働いてみたいなあ。,I want to work abroad.
給料がいい会社で働きたい。,I want to work for a company that pays good wages.
私は子供の時、アメリカに住んだことがあります。,I lived in the United States when I was a child.
日本人なら、相撲を見たことがありますか。,"If you are Japanese, have you ever seen a sumo wrestler?"
１回だけですが、街で芸能人を見たことがあります。,"I have seen celebrities on the street, but only once."
東京タワーはテレビでしか見たことがありません。,I have only seen the Tokyo Tower on TV.
これまでに病気や怪我で入院したことがありますか。,Have you ever been hospitalized due to illness or injury?
あれ、どこかでお会いしたことがありますよね。,Have you ever been hospitalized due to illness or injury? ・Have we met before?
富士山に３回登ったことがあります。,I have climbed Mount Fuji three times.
僕は外国人の女の子と付き合ったことがあるよ。,I've been with a foreign girl once.
僕は海外留学したことがあるけど、英語が上手にならなかった。,"I've studied abroad, but my English didn't improve."
中学生のころ、テニスの試合で優勝したことがある。,I once won a tennis match when I was in junior high school.
この本、どこかで読んだことがあるようなないような。,I don't know if I've read this book somewhere before.
たくさんの人の前で歌ったり、踊ったりしたことがありますか。,Have you ever sung or danced in front of a lot of people?
皆さんは徹夜したことがありますか。,Have you ever stayed up all night?
彼は私の顔を見ると、急にどこかへ向かって走り出した。,"When he saw my face, he suddenly started running somewhere."
あ～、食べ出したら止まらない。ダイエット中だから抑えなきゃ。,"Oh, I can't stop eating. I'm on a diet, so I have to keep it down."
雨が急に降り出したので、コンビニで雨が止むのを待った。,"It started to rain suddenly, so I waited for the rain to stop at the convenience store."
電車の中で、赤ん坊が泣き出して、本当に大変だった。,"The baby started crying on the train, and it was really difficult."
まだ信号は赤なのに、急に車が走り出した。,"The traffic light was still red, but the car suddenly started running."
まだ乾杯してないのに、田中さんが急にビールを飲み出した。,Mr. Tanaka suddenly started drinking beer even though we hadn't toasted yet.
仕事中なのに、ジョンさんが急に歌い出して、みんな驚いた。,"We were all surprised when John suddenly started singing, even though he was working."
授業中にジョンさんがいきなり大きな声で笑い出した。,"During the class, John suddenly started laughing out loud."
友達は家に入ると、すぐにゲームをし出した。,"When my friend entered the house, he immediately started playing games."
ジョンさんはいきなり怒り出した。,Mr. John suddenly became angry.
日本で働くために、一生懸命日本語を勉強しています。,I am studying Japanese hard in order to work in Japan.
来年、車を買うために貯金しています。,I am saving up to buy a car next year.
イケメンの外国人を見つけて、国際結婚するために交流会に積極的に参加しています。,I am actively participating in social events to find a handsome foreigner and get married internationally.
君はなんのために、日本語を勉強しているの？,What are you studying Japanese for?
私は家族の生活費を稼ぐために、日本へ働きに来ました。,I came to Japan to work in order to earn money for my family.
幸せになるために、一番必要なものは何ですか？,What is the most important thing for you to be happy?
漢字を覚えるために、ノートに繰り返し書いています。,I'm writing kanji repeatedly in my notebook to memorize them.
明日の試験のために、習った単語や漢字を復習しておきます。,I'm going to review the words and kanji I've learned for tomorrow's exam.
この辞書は意味や発音がわからなくて、困った時に使うためのものです。,This dictionary is for when I have trouble understanding the meaning or pronunciation.
彼女と結婚するために、一生懸命お金をためています。,I am trying hard to save money so that I can marry her.
もし宝くじで１００万円当たったら、何をしますか？,"If you won one million yen in the lottery, what would you do?"
明日、天気がよかったら、出かけます。,"If the weather is good tomorrow, I will go out."
単語の意味がわからなかったら、辞書で調べてください。,"If you don't know the meaning of a word, please look it up in the dictionary."
もしトムさんに会ったら、先生が探してたよって言っておいて。,"If you see Mr. Tom, tell him that the teacher was looking for him."
もし早く終わったら、間違いがないか見直しをしてください。,"If you finish early, please check your work for mistakes."
さすがに３万円は高すぎますよ。1万円だったら買います。,"I'll buy it if it costs 10,000 yen."
海外でパスポートをなくしてしまったら、どうしますか。,What would you do if you lost your passport overseas?
６時になったら、帰ります。,I go home at six o'clock.
晩ご飯を食べたら、お風呂に入って、寝ます。,"After eating dinner, I will take a bath and go to bed."
大学を卒業したら、国へ帰って働きます。,"After graduating from university, I will go back to my country to work."
今日は家に帰ったら、国の家族とSkypeで電話する予定です。,"When I get home today, I'm going to have a Skype call with my family back home."
ジョンさんが来たら、飲み会を始めましょう。,"When Mr. John comes, let's have a drink."
今日、授業が終わったら、カラオケにでも行きませんか。,"After class today, why don't we go to karaoke?"
考えてもわからないなら、先生に聞いたらどうですか。,"If you can't figure it out, why don't you ask your teacher?"
熱がまだあるんだから、今日は学校を休んだらどう？,You've still got a fever. Why don't you take the rest of the day off?
日本人の友達が欲しいんだったら、交流会に参加してみたらどう？,"If you want to make Japanese friends, why don't you join a social event?"
やせたいんだったら、食べる量を減らしたらどう？,"If you want to lose weight, why don't you eat less?"
ジェシカさんのことがきになるなら、デートに誘ってみたらどう？,"If you're interested in Jessica, why don't you ask her out?"
ちょっと手伝ってあげたらどう？,Why don't you help her out a little?
いい天気なんだから、外で遊んだらどう？,"It's a beautiful day, why don't you go outside and play?"
昨日は家でゲームをしたり、本を読んだりしました。,"Yesterday, I played games and read books at home."
トムさんは日本語を話したり、英語を話したりできます。,Tom can speak Japanese and English.
暇なときは、たいてい本を読んだり、テレビを見たりします。,"In my spare time, I usually read books or watch TV."
レポートを書いたり、メールを送ったりで、今日は忙しい。,"I've been busy today, writing reports and sending emails."
将来は色々な国を旅行したり、色々な国の人と交流したりしたい。,"In the future, I want to travel to different countries and interact with people from different countries."
夏はやっぱり、海で泳いだり、キャンプをしたりしたいね。,"In summer, I want to swim in the ocean and go camping."
子供ができたら、一緒にサッカーをしたり、料理をしたりするのが夢なんだ。,"When I have a child, my dream is to play soccer and cook together."
私は漫画を読んだり、アニメを見たりするのが好きです。,I like to read manga and watch anime.
今日は雨が降ったり止んだりしています。,It's been raining on and off today.
私は１０年以上、この鞄を使い続けています。,I have been using this bag for more than 10 years.
色んな問題集で練習するのではなく、１つの問題集をやり続けることが大切です。,"It is important to keep working on one set of questions, rather than practicing with many different sets of questions."
