W1,W2,W3,W4,W5
来る,対処する,付き合う,支える,中止する
作る,驚く,調節する,脱ぐ,怠る
掲げる,喜ぶ,振動する,射る,発症する
話す,直す,酸化する,延ばす,蒸留する
考える,拡張する,仕上げる,相続する,平行する
知る,作業する,劣化する,創る,探求する
死ぬ,手伝う,起こす,儲ける,乗り換える
調整する,運転する,誘う,保障する,駐車する
変換する,呼ばれる,負担する,舞う,焼ける
見える,試す,要請する,追従する,挿す
入る,倒す,受け付ける,頑張る,曝す
分かる,出発する,話し合う,放置する,告示する
有する,重なる,活躍する,飛び込む,浸す
記憶する,充電する,就任する,溶ける,操縦する
一致する,育てる,対面する,審査する,軽減する
更新する,関与する,燃やす,仮定する,終る
除去する,触れる,慣れる,協議する,主導する
処理する,交付する,発表する,選出する,直通する
やる,放射する,居住する,指令する,発明する
伴う,開放する,押さえる,投票する,育む
示す,向く,差し出す,同情する,上陸する
見つける,反映する,注目する,添える,拠る
切り替える,到着する,抵抗する,努力する,報復する
呼ぶ,問う,辞める,嘆く,対抗する
製造する,盗む,勝る,掲載する,使い分ける
隣接する,徴収する,強制する,稼働する,指導する
生じる,反対する,治す,貼付する,服従する
利用する,支給する,昇る,買い取る,引退する
殺す,洗浄する,矛盾する,補償する,清掃する
聞く,生産する,なさる,突き出す,送金する
変更する,取り組む,免れる,通用する,見抜く
格納する,届く,言い換える,突く,口論する
置く,移す,混入する,促す,生まれ変わる
支持する,登る,選定する,拡散する,侵攻する
記録する,付与する,喋る,減らす,陥れる
送る,上がる,援助する,脱落する,分担する
検索する,充填する,申請する,休止する,相関する
配置する,応答する,別れる,見失う,招く
行なう,確定する,増強する,充当する,乗り切る
編集する,眠る,勧める,降下する,刻む
続ける,信頼する,治める,集積する,会話する
出る,通じる,密着する,退く,決済する
判断する,座る,見分ける,不足する,出土する
居る,通す,遡る,繰り出す,解体する
含める,決まる,優れる,下さる,参拝する
提供する,推定する,経験する,挑む,侮辱する
入れる,探す,振る舞う,矯正する,告訴する
駆動する,参照する,配合する,拾う,替わる
印刷する,埋める,差し込む,生ける,辞職する
含む,優先する,逃げ出す,濃縮する,冷やす
抽出する,生き残る,切り出す,照会する,屈曲する
出す,攻撃する,云う,打ち込む,入学する
挿入する,反射する,爆発する,植える,出世する
作成する,区切る,歓迎する,否認する,救出する
取る,伸びる,踏む,ダブルクリックする,表わす
調べる,診断する,切れる,無くなる,バレる
維持する,入手する,溶接する,果てる,縛る
形成する,及ぼす,派遣する,漏らす,巡る
向上する,減少する,見守る,出入りする,気化する
選択する,変えられる,後述する,見積もる,担ぐ
食べる,許可する,負う,却下する,携帯する
要する,疑う,攪拌する,尋問する,暗殺する
書く,飛ぶ,翻訳する,捜索する,浸透する
動作する,協力する,捕まる,頂く,黙る
流れる,困る,産生する,申し出る,兼任する
会う,成長する,追い出す,離脱する,嘲笑する
帰る,承継する,出荷する,売却する,言及する
説明する,気づく,配列する,疲れる,生える
始める,考慮する,潰す,殺害する,白状する
守る,任せる,死去する,充てる,尽きる
対向する,透過する,確保する,放す,食事する
計算する,誘導する,引く,悩む,運航する
該当する,消費する,請求する,祀る,制作する
感じる,吸う,復号化する,点在する,安定する
向かう,中継する,運営する,申し上げる,奉る
停止する,逮捕する,輸入する,脱退する,通り過ぎる
扱う,聴く,降る,代理する,乗じる
頼む,観察する,再現する,宿る,出版する
通知する,数える,外れる,丸める,圧迫する
発行する,施行する,蓄える,後続する,通ずる
伝える,近接する,たどり着く,製作する,休める
閉じる,延長する,攻める,展示する,往復する
住む,覆う,習得する,承諾する,巻き戻す
要求する,配布する,捕える,運行する,遠慮する
読む,照合する,吸収する,騙す,納得する
変える,頼る,尊敬する,競う,生育する
固定する,降りる,赴く,鳴る,貯める
働く,告げる,訂正する,始末する,召集する
補正する,暗号化する,取引する,結晶化する,絶滅する
起動する,否定する,包む,昇進する,分かち合う
渡す,警告する,相談する,合計する,蒸す
照射する,解釈する,存続する,下ろす,募る
構成する,発光する,始動する,没収する,貢献する
望む,笑う,反転する,持って来る,配線する
動く,注意する,悲しむ,惹かれる,見付ける
戻す,開設する,撮る,積む,狂う
分離する,作動する,増やす,放送する,散る
取得する,果たす,送付する,呼称する,仲介する
共有する,命じる,先行する,帰す,繋げる
付ける,捉える,混乱する,仕掛ける,繁栄する
信じる,出会う,入り込む,撤退する,告発する
買う,同意する,産む,負かす,優勝する
制限する,経過する,記入する,統治する,従属する
修正する,縮小する,持ち上げる,専属する,往来する
待つ,把握する,掃除する,占有する,ムカつく
変わる,満たす,取り入れる,対話する,緩和する
終了する,掛ける,所持する,飛び出す,似る
受け取る,消える,短縮する,高ぶる,膨らむ
比較する,組み立てる,予約する,からかう,派生する
続く,成す,滞在する,読み上げる,追い込む
役立つ,訴える,取り上げる,連携する,束ねる
接する,記す,定まる,追い払う,凍結する
残る,営む,近似する,詰める,敗れる
保護する,焼く,廃止する,早める,避難する
繰り返す,尽くす,修理する,指名する,策定する
至る,伝播する,増す,立証する,嫁ぐ
生成する,報知する,点灯する,辿る,浮遊する
回転する,苦しむ,補完する,湾曲する,済ます
登録する,燃える,ずらす,確信する,落ち込む
助ける,抱く,運動する,復旧する,発言する
連結する,耐える,返還する,増減する,誉める
上げる,記載する,指摘する,相次ぐ,産出する
接触する,消滅する,追いかける,掌握する,余る
転送する,確かめる,取り消す,デートする,応用する
決める,上る,脱出する,捜査する,知れる
再生する,獲得する,治る,閉じ込める,担当する
実施する,投入する,刺す,示唆する,裂く
結合する,踊る,損傷する,出家する,終結する
進む,拘束する,刺激する,祝福する,追い詰める
加熱する,建てる,保守する,仕事する,再構成する
指示する,挟む,開示する,減る,航行する
解除する,組み合わせる,勤務する,滅亡する,推し進める
回収する,外す,滅びる,相殺する,叶う
含有する,競合する,命令する,認定する,直結する
受け入れる,中断する,禁止する,調理する,飛行する
学ぶ,限定する,投稿する,載る,享受する
合う,引き出す,証言する,嫌がる,模索する
起こる,公表する,譲渡する,構える,阻害する
飲む,洗う,訪ねる,明かす,増殖する
止める,期待する,推奨する,管轄する,納入する
冷却する,抑制する,組む,近付く,行使する
保つ,修復する,演算する,解散する,暖める
取り付ける,襲う,補強する,作り上げる,辞任する
設置する,組織する,目覚める,栽培する,推す
操作する,演奏する,遠ざける,溶かす,点火する
戻る,照明する,譲る,滑る,託す
取り出す,計測する,汚す,進化する,弁明する
理解する,演じる,下がる,加入する,縮める
変化する,収まる,委託する,練る,独占する
始まる,破棄する,連れ出す,阻む,生き抜く
延びる,除く,批判する,採用する,実験する
通過する,設立する,眺める,自慢する,救済する
成功する,重ねる,割る,抗議する,給付する
囲む,乾燥する,適応する,発音する,割り振る
検出する,遅れる,経営する,我慢する,誤る
導く,繋ぐ,処分する,退職する,捕獲する
述べる,特定する,努める,世襲する,掲示する
分割する,泣く,映る,振舞う,棲む
選ぶ,嫌う,落下する,教育する,成就する
展開する,滅ぼす,賭ける,課する,着せる
使える,気付く,培養する,整形する,教わる
持つ,失う,養う,滞留する,食らう
完了する,複製する,興奮する,足す,着目する
評価する,向ける,関わる,慰める,冷える
伝達する,発見する,移転する,委ねる,思い浮かべる
認識する,測る,交渉する,代替する,欠ける
失敗する,作り出す,対峙する,解く,飛び回る
突出する,直面する,見捨てる,申す,発着する
言える,破る,留める,付す,配慮する
受ける,統合する,選別する,汚れる,覆す
支払う,引き渡す,着ける,鋳造する,敷く
与える,研究する,飛べる,揃う,知り合う
立てる,防止する,回避する,夢見る,論ずる
受信する,逃れる,掘る,勝利する,失脚する
見せる,予防する,出席する,埋設する,長引く
認める,委任する,曲がる,流動する,共存する
生きる,改める,現像する,施工する,乗り入れる
実装する,改善する,晴れる,達成する,逆転する
乗る,覚える,溶融する,離反する,禁煙する
返す,循環する,分布する,許容する,生き返る
連続する,接着する,勤める,進出する,立候補する
決定する,連なる,調達する,突入する,誘拐する
通る,転写する,捕らえる,旋回する,位置づける
書き込む,併用する,優る,敬う,立ち止まる
備える,上昇する,曲げる,死亡する,献上する
切断する,載せる,引っ張る,在留する,収穫する
導入する,侵入する,生息する,補足する,出頭する
収納する,収める,付け加える,大事にする,賄う
歩く,計画する,増大する,明示する,出産する
教える,怒る,適合する,折れる,引き付ける
知らせる,交わる,抱える,装備する,入れ替わる
聞こえる,輝く,成し遂げる,緊張する,直る
監視する,憎む,巻き込む,取り返す,失くす
離れる,剥離する,敵対する,預かる,貸す
作用する,衝突する,指揮する,包装する,合併する
走る,謝る,習う,引き寄せる,深まる
逃げる,遂行する,思いつく,練習する,踏み出す
去る,硬化する,区分する,行き来する,燃え盛る
抑える,済む,解明する,揺れる,信託する
答える,添付する,閉める,加速する,赦す
構築する,壊す,やり遂げる,表明する,架橋する
収集する,借りる,亡くなる,恋する,移住する
現れる,下す,前進する,復讐する,起す
求める,復帰する,剥がす,並行する,懲らしめる
戦う,沈む,発熱する,想定する,惜しむ
合わせる,唱える,発信する,栄える,綴じる
呼び出す,署名する,発つ,軽蔑する,手がける
語る,留まる,苦しめる,儲かる,自称する
増加する,流出する,隔離する,収束する,持ち運ぶ
占める,効く,崇拝する,作製する,排水する
搬送する,食う,逃す,響く,統制する
近づく,並べる,建設する,活かす,飢える
提出する,吸引する,貼る,備わる,妥協する
結婚する,調査する,進入する,訓練する,考察する
当たる,想像する,飛散する,遅延する,正規化する
着く,救う,卒業する,傾く,出資する
残す,育つ,溢れる,周回する,現わす
区別する,造る,入れ替える,生き延びる,改造する
分析する,心配する,償う,潜る,懇願する
合成する,学習する,粉砕する,賞賛する,刈る
生ずる,内蔵する,熱する,固執する,列する
動かす,押す,折る,鑑賞する,脱水する
描く,回る,再開する,偏向する,指向する
実現する,指す,持って行く,吠える,詠む
立つ,伸ばす,費やす,歩き回る,塗装する
成形する,当てる,泊まる,予想する,枯れる
参加する,抜ける,遭遇する,折り畳む,液化する
解決する,犯す,流れ込む,びっくりする,同調する
発する,集中する,磨く,短絡する,告ぐ
愛する,依頼する,検証する,離婚する,備え付ける
関係する,対立する,発電する,鳴く,主宰する
排出する,引き受ける,要約する,転換する,出掛ける
隠す,貼り合わせる,締める,止む,凹む
伝わる,変動する,決する,蒸発する,打ち出す
許す,責める,配る,壊れる,退却する
無視する,断る,実在する,保留する,抜き取る
称する,噴出する,相違する,揚げる,出演する
通信する,倒れる,供える,手助けする,媒介する
追跡する,乗せる,痛む,例える,再編成する
生まれる,排気する,贈る,手配する,制約する
設ける,届ける,堆積する,立ち入る,興す
終わる,止まる,比例する,阻止する,普及する
仕える,富む,吐く,荒らす,没落する
満足する,負ける,巻く,浮く,浪費する
切る,込む,諦める,漂う,散乱する
感謝する,編成する,運用する,披露する,起訴する
伝送する,叫ぶ,追放する,成り立つ,混同する
機能する,急ぐ,要る,耐え忍ぶ,込める
置換する,換算する,成立する,引き取る,救助する
提示する,信用する,迷う,立ち寄る,越える
記述する,隠れる,脅す,課す,押える
過ぎる,区画する,着陸する,取り替える,染める
表現する,読める,妨害する,請け負う,待ち受ける
登場する,完成する,殴る,相当する,演出する
予測する,閉塞する,感知する,試行する,混雑する
読み出す,宣言する,規制する,主催する,代用する
報告する,流通する,計る,奏でる,封鎖する
確認する,溶解する,固める,号する,失望する
貫通する,延伸する,廃棄する,護る,近付ける
進める,臨む,受け止める,伸長する,解消する
移行する,残存する,濾過する,退ける,転ぶ
開始する,取れる,高める,命ずる,結束する
取り扱う,説く,視聴する,発散する,再建する
拡大する,浄化する,経つ,配達する,尽力する
復元する,次ぐ,録画する,高まる,洗濯する
過ごす,合流する,賛成する,論争する,昇格する
祈る,付く,反抗する,葬る,伝導する
保有する,締結する,統括する,分別する,駆り立てる
案内する,貯蔵する,連れて来る,訊く,生存する
除外する,返る,絞り込む,溺れる,見物する
並ぶ,助かる,やがる,接地する,結う
忘れる,結ぶ,所望する,防ぐ,開封する
渡る,揃える,替える,目指す,弁護する
思い出す,推測する,旅する,回答する,補う
符号化する,争う,噛む,摂取する,起立する
払う,傾斜する,挑戦する,定着する,凌ぐ
規定する,抜く,通う,反発する,飛び去る
定義する,治療する,観測する,制する,群がる
撃つ,叩く,離間する,祈願する,賛同する
消去する,張る,絞る,可視化する,二分する
蓄積する,施す,雇用する,差し引く,団結する
下げる,識別する,招待する,積み重ねる,真似する
取り戻す,待機する,見張る,後退する,貯える
ちゃう,後悔する,邪魔する,欺く,担う
解析する,従う,係る,燃焼する,論議する
重複する,活用する,超える,介入する,反省する
交換する,低下する,注文する,購読する,引きずる
足りる,増える,没する,離陸する,再興する
行ける,吹く,貫く,浸入する,交流する
運ぶ,付着する,向かい合う,挨拶する,拷問する
希望する,浮かぶ,生かす,圧入する,共感する
所有する,分岐する,触る,発揮する,呼び起こす
交差する,着用する,放電する,探索する,酔う
検査する,監査する,奉仕する,逃亡する,取り仕切る
起きる,押し付ける,停車する,履行する,処刑する
検討する,立ち上がる,振り返る,省略する,変速する
寝る,送り出す,開催する,沸騰する,動揺する
類似する,排除する,裁く,満了する,切望する
反応する,握る,掴む,寄付する,熱中する
配信する,罰する,開閉する,衰える,梱包する
拒否する,捕捉する,手放す,完結する,嘆願する
及ぶ,劣る,熟す,殺菌する,改正する
出かける,分配する,集約する,務める,信奉する
解放する,議論する,見逃す,駐在する,沈める
勝つ,欠く,貰う,擁立する,変る
継続する,雇う,免除する,抵触する,分裂する
加わる,旅行する,運搬する,搬入する,就ける
分類する,注ぐ,隔てる,加温する,対戦する
誓う,出現する,収縮する,煮る,圧倒する
取り除く,進行する,下降する,広まる,暗記する
低減する,還元する,到達する,延期する,見出す
くれる,飾る,遅刻する,打ち明ける,退治する
暮らす,投げる,封入する,即位する,用心する
連絡する,遷移する,加水分解する,染色する,詳述する
売る,投与する,占領する,点滅する,病死する
名乗る,引き上げる,投資する,解読する,頒布する
取り込む,祝う,片付ける,済ませる,故障する
願う,誇る,準備する,補給する,平均する
恐れる,味わう,分断する,解雇する,上京する
集める,認証する,遂げる,暴露する,実る
上書きする,授ける,創造する,プレスする,和解する
圧縮する,納める,恥じる,混在する,縫う
回復する,弾く,控える,釈放する,溜まる
訪れる,裏切る,間違える,単純化する,処置する
捨てる,折り返す,崩壊する,告白する,交叉する
加工する,仕切る,納付する,耕す,退去する
破壊する,飛ばす,導出する,蹴る,直行する
支配する,説得する,録音する,断つ,被る
終える,掛かる,似合う,辞退する,牽引する
勉強する,控除する,エスケープする,ワクワクする,見届ける
分ける,捜す,用意する,差す,突っ込む
同期する,達する,確立する,慕う,返答する
走行する,立ち向かう,見つめる,伺う,脅迫する
算出する,信仰する,悟る,輸出する,流行する
共通する,分散する,解説する,爆破する,仕立てる
約束する,集まる,推薦する,開発する,経由する
描画する,生活する,配分する,受容する,浮上する
証明する,整理する,苦労する,立ち直る,標準化する
打つ,放つ,従事する,溜める,行き渡る
電話する,輸送する,連動する,下りる,応援する
比べる,残留する,おっしゃる,見上げる,契約する
噴射する,抑圧する,降伏する,越す,痛める
所属する,接近する,自殺する,切削する,付随する
下る,鳴らす,震える,生み出す,横断する
楽しむ,表記する,避ける,訳す,合せる
設計する,尊重する,意味する,崩す,改変する
測定する,離す,寄る,退避する,旅立つ
保証する,休む,咲く,迂回する,怯える
購入する,任命する,引っ越す,呼吸する,演ずる
捕まえる,影響する,執行する,削減する,引き下げる
着る,再利用する,見極める,受け持つ,写る
公開する,分かれる,支援する,復活する,畏れる
歌う,塗る,欲する,発注する,行進する
好む,推進する,持続する,感心する,分光する
広げる,外出する,料理する,見送る,取り囲む
奪う,切り離す,共用する,閉まる,効率化する
散歩する,入学する,ダンスする,弁償する,反映する
徹夜する,出演する,見物する,記念する,開拓する
担当する,交代する,矛盾する,提出する,誤解する
納得する,経験する,賛成する,発明する,理解する
反対する,提案する,無視する,上昇する,相談する
指導する,限定する,強制する,関係する,復讐する
侵略する,アクセスする,案内する,実現する,維持する
浪費する,通過する,出版する,連絡する,予約する
選挙する,キックする,教育する,計画する,回復する
完成する,活動する,支出する,依頼する,故障する
取り引きする,運営する,養成する,所有する,復習する
運転する,投資する,出発する,引退する,違反する
批判する,投票する,昇進する,追加する,増加する
離婚する,和解する,爆発する,考慮する,後悔する
攻撃する,中継する,優勝する,交流する,減少する
改革する,出張する,導入する,節約する,落第する
掃除する,留学する,キープする,援助する,救助する
記録する,開発する,旅行する,欠席する,誘拐する
拡大する,競争する,注意する,翻訳する,自慢する
実験する,検討する,所属する,発行する,絶望する
予習する,使用する,供給する,ロックする,達成する
探検する,卒業する,営業する,退院する,コントロールする
ミックスする,上映する,説得する,忠告する,同意する
解釈する,黙認する,独立する,平均する,管理する
譲歩する,郵送する,申請する,実行する,合格する
廃止する,生産する,練習する,メールする,遠慮する
選択する,我慢する,破壊する,アップする,復活する
セットする,応援する,加工する,調査する,就職する
応用する,成功する,主張する,開催する,安心する
赴任する,分析する,出席する,フォローする,調整する
募集する,キャンセルする,休憩する,約束する,意図する
準備する,裁判する,生活する,注目する,電話する
契約する,逮捕する,信用する,パスする,下降する
統一する,ドラッグする,許可する,影響する,コピーする
安定する,迷惑する,世話する,カットする,弁護する
拒否する,吸収する,要求する,想像する,負担する
録音する,防止する,証明する,質問する,キスする
演技する,中止する,指名する,活躍する,制する
交渉する,予防する,解放する,解決する,判断する
存在する,努力する,専攻する,ファックスする,愛用する
訪問する,反省する,期待する,指示する,採用する
失敗する,合計する,ジャンプする,緊張する,変化する
仮定する,感心する,輸出する,クリックする,移行する
普及する,紹介する,交換する,決定する,食事する
招待する,面接する,貯金する,入院する,予想する
集中する,落選する,往復する,延期する,観察する
リードする,評価する,指摘する,辞職する,対立する
ジョギングする,ちゅうちょする,訪日する,到着する,配達する
研究する,利用する,輸入する,推薦する,研修する
通知する,戦争する,支配する,議論する,保証する
発売する,妥協する,発展する,当選する,結婚する
ミスする,縮小する,補償する,編集する,スタートする
経営する,観賞する,組織する,料理する,タッチする
注文する,混乱する,洗濯する,開放する,一致する
認識する,けんかする,経過する,修理する,延長する
消費する,改正する,遅刻する,確認する,繁栄する
計算する,操作する,チャレンジする,報告する,否定する
刺激する,進歩する,アレンジする,不足する,説明する
心配する,勉強する,誘惑する,移動する,ダウンロードする
ハグする,工事する,決心する,自立する,参加する
