Sentences,Translation
面倒だ １本ずつ頼んで 飲み比べよう,"It's too much trouble, let's order a bottle each and compare."
いいね では１本ずつ,"Great, one bottle at a time."
はい ありがとうございます,"Okay, thank you."
わはっ 熱っ,So hot!
おや 餃子とは珍しいね,It's rare to find dumplings here.
ウメさん めちゃくちゃ おいしい餃子ですよ,"The dumplings are really delicious, Ume."
いよいよ 何でも屋に くら替えかい？,Are you finally going to switch places?
おや うちの嫁の仕業かい,It's my wife's work?
ええ 餃子の焼き方 教えてほしいって,"Yes, she wants to know how to make dumplings."
ああ～ なるほど そりゃ 面倒かけたねえ,"Oh, I see. Well, thanks for the trouble."
おかげで 珍しいおすすめができました,"Thanks to you, I have a rare recommendation."
そうかい？ そんならいいけど,Really? I hope so.
ウメさんも 餃子 食べる？,"Would you like some gyoza, Ume?"
じゃあ 水餃子は？,How about dumplings?
それなら 食べたいね,I'd like to try that.
ウフフッ スープ仕立てのほうがいいかしら？,Would you like it in soup?
いやいや お湯でいいよ お湯がいい,"No, just hot water. I like hot water."
分かりました,I understand.
決めた！ 水と焼き どっちも食べる,I've decided! I'll eat both water and grilled.
フッ 食べられるといいけどね,I hope you can eat them.
はい どうぞ 熱いから気をつけて ,"Here you go. Be careful, it's hot."
しょうゆと お酢おくれよ あとラー油も,"Give me soy sauce, vinegar, and chili oil."
あっ ごめんなさい タレね,"Oh, sorry, the sauce."
いやいやいや バラで,"Oh no, I want them separately."
じゃ 結構 普通な 食べ方らしいんだけどね,So it's a pretty normal way to eat.
宇都宮… 餃子で有名な？,Utsunomiya... famous for its dumplings?
私も初めは驚いたけどさ,"I was surprised at first, too."
こうすりゃ タレも薄まらないし―," This way, the sauce won't dilute."
では最後までお楽しみください,Please enjoy until the end.
無事つきましたホテル三日月です,I've arrived safely at the Hotel Crescent.
では早速館内を散策してみましょう,Let's take a walk around the museum.
インスタ映えスポットが所々に,Instagrammable spots are everywhere.
ではテラスに出てみます,I'll go out on the terrace.
はい外はねすごくラグジュアリーな感じ,"Yes, outside, it's very luxurious."
そして自然豊かで本当にロケーションが最高,"And the location is really great, rich in nature."
こちらは水盤テラスで,This is the water table terrace.
温度は約40度,Temperature is about 40 degrees Celsius.
水盤テラスには手湯と足湯がありました,There were hand and footbaths on the water table terrace.
では早速座布団をしいて,"Now, let's put the cushions on."
足湯を利用したい と思いまーす,I would like to use the footbath.
タオルもあるのでとても,"There are towels, so it's very"
便利でした,It was convenient.
早速足湯に浸かってみます,I'm going to take a soak in the footbath right away.
ロングスカートだとちょっと大変でしたね,It was a little difficult with the long skirt.
はい、すごくあったかかったです,"Yes, it was very warm."
じんわり とに温まることができました,It warmed me up nicely.
ここまでの旅の疲れが癒されました,It was a great relief from the exhausting journey so far.
時間になりましたのでお部屋に入りたい,It's time to go to your room.
エレベーターを使って7階まで上がります,Take the elevator up to the seventh floor.
はいお部屋に到着しました,"Yes, we've arrived at your room."
本日の部屋は759号室です,Today's room is room 759.
おしゃれな和テイストのお部屋ですね,It's a stylish Japanese style room.
結構のこのレトロなタイプの鍵私好きです,I like this retro type of key.
では早速開けてみたいと思います,"Now, I'd like to open it right away."
かなり開放感のある素敵なお部屋です,It's a nice room with quite an open feel.
では ルームツアーをしていきたいと思います,"Now, I'd like to give you the room tour."
和洋室ですね おお、おお素敵,"It's a Japanese-Western room. Oh, how nice."
大きなベッドが2つもありますね,You have two large beds.
窓からの眺めはこんな感じです,Here's the view from the window.
鬼怒川駅方面が見える感じですね,You can see the direction of Kinugawa Station.
テラスもありますねこう見るとね,"There's also a terrace, if you look at it this way."
鬼怒川温泉駅かなり近いですね,It's pretty close to Kinugawa Onsen Station.
ほんとにもうすぐそこです,We're really close.
なかなかでレトロな作りでかなりね,It's a pretty retro look.
趣があります,It has a certain charm.
冷蔵庫内にミネラルウォーターがあると,You can find mineral water in the refrigerator.
いうことでちょっと早速,So I'll get right to it.
はいもうちょっと探検していきます,"Yes, I'll explore some more."
これがねちょっと独特のたぬきでしょうか,"This is... a rather unique tanuki, isn't it?"
 爪楊枝入れですね, It's a toothpick holder.
そしてこっちは何だ？,And what's this?
隣はだいたい空って決まってるんですよ,It's always empty next to me.
ここはこんな感じですね,Here's what it looks like.
あそこ気になりますね,I'm curious about that place.
そうだろうと思ったけど,I thought you might.
メイクができます,I can do makeup.
そして感染予防対策,And infection prevention measures.
これはね持ち帰っていいそうです,You can take this home with you.
持ち帰って使わせていただきます,I'll take it home and use it.
温泉をプールのように楽しむ,Enjoy the hot spring like a swimming pool
ちょっとそのまま読んじゃったんだけど,I kind of read it straight through.
ああ、お布団ですね ここは,"Oh, a futon. Here."
お布団が入っております,Your futon is in there.
ということは必然的にこちらはね,"So, inevitably, this one is."
たぶん部屋着とかそういったものでしょうね,Probably loungewear or something like that.
玄関にはですね,At the entrance.
こんな感じで大きい姿見もありました,There was also a large mirror like this one.
今回も私、謎柄で来ました,I came with a mysterious pattern again this time.
謎柄でございます,It's a mystery pattern.
すごい柄だねほんとに,"It's an amazing pattern, really."
かわいい柄でしょ？,"Cute pattern, right?"
そしてここはたぶんトイレですかね,And this is probably the bathroom.
温泉に入ればいいということでプレイ,Play with the idea of taking a hot spring bath.
辺動きでですね,It's an edge movement.
あっ透けちゃった,"Oh, it's transparent."
タイヤ交換するやつ？,The one where you change the tire?
建物など無くね,There's no building.
でもすっごい涙もろいんですよ,But I'm very easily moved to tears.
あと怒ったり悔しくなってもすぐ泣いちゃう,I also cry easily when I'm angry or frustrated.
ということで、上手いじゃないかー！,"So, you're good at it!"
今準備が整ったそうなんですけども,I heard it's all set up now.
でも面白い！,But it's funny!
これはですねー自分と一緒に撮ってみました,Here's a picture of myself with it.
楽しんでみましたーもうほんと楽しかった,I really enjoyed it!
姉にありがとうと言うことを伝えたい,I just want to say thank you to my sister.
身長が同じくらいもうちょっとかな？,"We're about the same height, maybe a little taller."
でも結構黒目がちなのかなぁ？,But I wonder if she has pretty dark eyes?
もう一回やり直したい,I want to do it all over again.
あんまりこう音を鳴らさないようにすする,Sip without making too much noise.
日用品を買いに行ったって言ってるじゃない,I told you I went to buy some supplies.
天使が降臨しちゃった,The angels have descended.
でも1か月間本当に濃かったんですよね,But it's been a really intense month.
それでは安全に素敵な夜をお過ごしください,Have a safe and wonderful evening!
実際に歩いてみましょうか、どんな感じで,"Let's actually walk around, see what it's like."
こんぐらいですよねこんくらい,That's about right.
路面状況をよく見て,Watch the road conditions carefully.
ゆっくりですもうこんな感じですよたぶん,"I'm taking my time, and it's already looking like this, probably."
かなり時間がかかると思います,I think it will take quite a while.
冷製おつまみなんて どうでしょう？,How about some cold snacks?
 鶏もも肉はまず３等分したら," First, divide the chicken thighs into three equal pieces."
これを白髪ねぎにしたいんですが ,I'd like to turn these into white onions. 
このねぎを さらしに載せて,Put these leeks on the sarashi.
てるてる坊主っぽいものを 作るというか,I'm going to make something that looks like a teru teru bozu.
こんな感じでやって…,Like this...
で こうして 絞ってあげると,And when you squeeze it like this...
きれいに ふやけるんですよ,It will soften up nicely.
そしたら あとは きゅうり,"Then, all that's left is the cucumbers."
千切りします,Shred it.
これを冷水で洗うと,Wash it in cold water.
そして 盛りつけ,And serve it up.
今回は 冷麺用の器を使い,"This time, I used a bowl for cold noodles."
冷やごはんの上に,On top of the cold rice
ひと口大に切った豚バラ,Cut the pork belly into bite-sized pieces.
きゅうり 白髪ねぎ キムチを載せ,"Cucumber, scallion, kimchi."
白ごま 糸とうがらし ,White Sesame Seeds String Capsicum 
韓国のりをトッピング,Topped with Korean seaweed
さあ ここで出てくるのが,Now here comes the dish.
氷と 冷やした ほうじ茶です,Ice and chilled hojicha.
この氷を３つぐらい入れて,Put about three ice cubes in it.
ほうじ茶をかけて,Then pour some hojicha on top.
今日は これで決まり！,That's it for today!
冷麺風 冷やし茶漬けの完成です！,This is the perfect cold noodle style chazuke!
豚バラと キムチ 韓国のりで,"Pork belly, kimchi, and Korean seaweed."
冷麺風に仕上げた 冷やし茶漬け,It's chilled chazuke made like cold noodles.
もこみち君 出来栄えは いかが？,"How's it coming along, Mokomichi?"
今回 ほうじ茶を使ってんですけど ,I used hojicha this time. 
ほうじ茶が意外と合うんですよ,I used hojicha this time.
 是非 作ってみてください, Please try making it.
そしたら 金メダリスト級の,I'll make you a gold medalist-quality Caesar salad.
シーザーサラダを 作ろうかなと思います,I'm thinking of making a Caesar salad.
まず クルトンを 作りたいんですが,"First, I'd like to make croutons."
こういうバゲットを 用意して,Take a baguette like this.
バゲットは３センチほどの厚さで ,The baguette should be about three centimeters thick. 
斜めに切っていきます,Cut it diagonally.
そしたらにんにく香りをつけるわけなんです,"Then, season it with garlic."
オーブントースターへおよそ５分焼く,Bake in a toaster oven for about 5 minutes.
さあ そしたら むね肉,And then the meat.
こいつを 開いてあげましょう,Let's open it up.
塩･こしょうを振ったら,Sprinkle with salt and pepper.
オリーブオイルと にんにくで ,Olive oil and garlic. 
香りを出した フライパンへ,Put it in a frying pan.
皮目を強火で 揚げるように焼いたら,Fry the skin on high heat.
反対側は 弱火で じっくり焼き上げます,"On the other side, let it cook slowly over low heat."
チコリをちぎって 入れていきましょう,Tear off the chicory and add it to the pan.
 更に 食感がいい, I like the texture of the chicory.
 ロメインレタスと 薄く切った紫玉ねぎを, Romaine lettuce and thinly sliced purple onions.
サラダスピナーへ,Into the salad spinner.
オリーブオイルに フルーティーな,Add olive oil and fruity apple vinegar.
香りを出すための アップルビネガー,Apple vinegar to give it a fruity aroma.
そして 粒マスタード,And mustard.
毎朝 食べるんですけど ヨーグルト,"Yogurt, which I eat every morning."
更に パルミジャーノチーズ,And Parmigiano cheese.
すりおろした にんにく ,Grated garlic. 
塩･こしょうを加え 混ぜ合わせます,I add salt and pepper and mix it all together.
そのお味は？,How does it taste?
でも これだけじゃないんです,But that's not all.
レモン 皮をすりましょう,Let's grate the lemon peel.
更に レモンをよ～く搾って,Squeeze the lemon well.
ここで 焼き上がった バゲットを取り出して,"Now, take out the baguette from the oven."
もう 手で ちぎっちゃいましょう,Let's tear it up with our hands.
ちぎったバゲットは ボウルに入れ,Put the torn baguette in a bowl.
サラダと合わせ 盛りつけます,Combine it with the salad and serve.
焼き上がった鶏肉を 載せれば出来上がり！,Top it with the grilled chicken and you're done!
鶏のタンパク質とバゲットの炭水化物で,With the protein from the chicken and the carbs from the baguette.
主食にもなる シーザーサラダ,A Caesar salad that can be a staple meal.
もこみち君 出来栄えは いかが？,"How's it coming along, Mokomichi?"
チキンを使われてる所があんまりないと思う,I don't think there are many places that use chicken.
ヘルシーかつ ガッツリ食べられる,It's healthy and filling.
作ってみてください！,Please try to make it!
今日は 夏にピッタリ！,Today's dish is perfect for summer.
 簡単 麺料理を 作っていきましょう, Let's make a simple noodle dish.
まずは だし汁に みりんと,"First, add mirin and soy sauce to the broth."
しょうゆを足して つゆを作ります,Add mirin and soy sauce to the broth to make a sauce.
オクラは 塩もみしてから茹で,Blanch okra with salt and boil it.
冷水に さらして色止め,Soak it in cold water to stop it from coloring.
 色が鮮やかになりました, The color has become bright.
小口切りに,Cut into small pieces.
そして みょうがと きゅうりは 千切りに,Cut the myoga and cucumber into thin strips.
切った食材は バットに移しておきます,Transfer the sliced ingredients to a bat.
今日は ちょっと納豆を 使いたいんですけど,I'd like to use natto today.
女の子にモテたい ,I want to be popular with girls. 
 納豆は みじん切りにした ねぎと," For the natto, add chopped green onions and soy sauce."
しょうゆを加え よく混ぜ合わせます,Add soy sauce and mix well.
そしたら 山芋を使います,Then use the yams.
刃の反対の部分で外側の部分を 削り取ります,Use the other side of the blade to scrape off the outer part.
 山芋も細かく刻みこちらもバットへ, Chop the yam into small pieces and put it on the bat.
いよいよ そばを茹でます,Now it's time to boil the soba.
 そばの場合は２回 中華麺も２回," For soba, boil twice. For Chinese noodles, boil twice."
そして うどんは３回です,And three times for udon.
覚えといてください,Please remember that.
そして 茹で上がったら 冷水でしめ,"After boiling, soak in cold water."
手でクルッと巻いてから お皿へ盛りつけます,"Roll it up with your hands, and place it on a plate."
イチゴなんかも 使ってもいいと思います,"You can use strawberries, too."
こんな新感覚サラダも ありますんで,We have this new kind of salad.
秘密の始まりだって,He said it was the beginning of a secret.
や～ なに！ もう すでに キュンキュン,No! What! I'm already tingling.
そうなんですよ,That's right.
映画じゃん,It's a movie!
ドラマチックな スタートだったな,That was a dramatic start.
びっくりしましたけど,I was surprised.
まあ 改めていうとですね,I'll tell you again.
この番組は,This show...
日記に書かれた ,Written in a diary. 
ドラマのような状況に,We have a drama situation.
放り込まれた男女は,The men and women who were thrown in
本当に恋に落ちるのかを 見ていく,We're going to see if they really fall in love.
恋愛リアリティ番組です,It's a romance reality show.
初っ端から きてない？　相当,Isn't that a bit much to start with?　Pretty much.
映画の予告みたいな 始まりから,It started out like a movie trailer.
そして 運命の出会いまで,And how they met their destiny.
ちょっと ドキドキしましたね,I was a little nervous.
確かに するよね すごいな,I'm sure you were. It's amazing.
しかも 未来日記の 間でしか会えないし,And we only get to see each other during the events of Future Diary.
会えないんですよね 連絡も ,"We can't see each other, can we? "
もちろん 取れないっていう,"Of course, they can't be contacted."
すごい人の心を揺さぶる 企画じゃないですか,"It's a really exciting project, isn't it?"
未来日記で会うときにだけ使える ,You can only use it when you meet someone in the future. 
スマホを渡しているという,He said he was handing over his phone.
あっ 専用のスマホを？ ,A special phone? 
この令和で連絡先交換できないって ,You can't exchange contact information with this guy? 
逆に それが 燃え上がる可能性あるよね,"On the contrary, there's a chance it'll get her fired up."
ずっと相手のこと 考えちゃいますもんね,You're thinking about them all the time.
何してるんだろう？とか,I wonder what they're doing. Or...
そう　連絡取れないんだもん,That's right. You can't get in touch with them.
一番 これが,This is the hardest part.
ちょっと 酷かも しれないですけれども,It may seem a little harsh.
最後には 必ず別れがやってくる,"In the end, there's always a goodbye."
それですよね これですよ,"That's what this is, isn't it?"
なんか すごい素敵な映像で だまされてますけど,"You've been lured in by the wonderful images, but..."
めちゃくちゃ 残酷なんじゃ ないですか？,"But it's really cruel, isn't it?"
最後に別れるっていう 結末が決まってて,"In the end, there's always a parting of the ways."
好きになろうってなります？,Do you want to like him?
どうなんだろうね？,I wonder...
どうせ 私 別れるなら,If I'm going to break up with her anyway.
なんか 最初から,From the beginning.
好きになるのつらいし,It's hard to fall in love.
好きにならないでおこうって ,I don't want to fall in love with you. 
なっちゃう気がする,I feel like I'm becoming
なっちゃう？ ,You would? 
傷つく,I'll get hurt.
ということでね 今回の主人公 改めてね ,That's why I'd like to introduce you to the main character. 
ご紹介しましょう,Let me introduce you.
選ばれた２人,The two chosen.
沖縄と北海道って また両極端ですよね,"Okinawa and Hokkaido are two extremes, aren't they?"
普通に過ごしてたら ,"You know, if we were just living our lives. "
会わなそうな ２人というか,I don't think I'd ever see you two together.
この19歳のときの ５個上で,He's five years older than I was when I was 19.
しかも 相手 社会人って,And he's a working man.
結構 年上で大人っていう感じに思う気がします,I think he's older and more mature.
でも 絶対に ひげは そって正解だと思います,But I definitely think it's a good idea to shave your beard.
ええ～ 私 ひげあり好きです,"Yes, I like men with beards."
男性陣は ひげそって正解なんですよ,Men are right to shave their beards.
ひげそらないほうが よかった派でしょ？,You're in the camp that would've preferred I didn't shave.
 ひげあってほしかった派です , I wish you had a beard. 
ワイルド支持派です,"I'm in the ""wild"" camp."
ひげ 胸毛 全部オーケーです ,"Beard, chest hair, all OK. "
胸毛までね,Even chest hair.
でも 真愛ちゃんの反応見ると,But seeing Maa's reaction...
最初 すごいドキドキしてる感じ,She seemed really nervous at first.
 あったじゃないですか," You were, weren't you?"
ドキドキすると やっぱ そういう サプライズ,"When you're nervous, there's always a surprise."
つり橋効果って いうじゃないですか,It's called the suspension bridge effect.
好きになっちゃう気がする,I think I'll fall for you.
女の子 そういうの弱いから,Girls are weak against that kind of thing.
じゃあ 生まれるね ,Then you'll be born. 
なに 断定？,What are you so sure of?
生まれてほしい,I want you to be born.
２人は横浜のカフェで ,They were at a cafe in Yokohama. 
初めて お互いの事を話した,They talked about each other for the first time.
えっ すごい すげえ,"Wow, wow, wow, wow."
ハア… まだ緊張します？,Are you still nervous?
めっちゃ… えっ してないんですか？,You're not?
いや さ… 最初よりは,"No, more than at first."
緊張しすぎて…,I'm too nervous...
そうですよね はい,That's right. Yes.
普通だったら緊張するよね,"Normally, I'd be nervous."
あれっ お名前 もう一度 いいですか？,May I ask your name again?
19歳ですもんね？,"You're 19, right?"
若いな,So young.
まあ でも 24なんで 僕も まだ若いかな,"Well, I'm 24, so maybe I'm still young."
分かんないですけど ,I don't know. 
いや 若いですよ 若いですよね？,"You're young, right?"
最初 名前 言い合ったじゃないですか,We told each other our names at first.
全く覚えてなくて ,I don't remember any of them. 
外国人 めっちゃいる,There are so many foreigners here.
海鮮いいよね 好きなの？,Seafood is good. You like it?
 寿司っていうか 好き, I like sushi.
案内係できる？,Can I be your guide?
沖縄 案内係できる,I can show you around Okinawa.
沖縄とかだったら どこ行っても,Anywhere you go in Okinawa...
写真 撮れるスポットが たくさんあるよ 絶対,I'm sure there's lots of places to take pictures.
殺風景な独身寮の部屋で,In my dreary bachelor pad
あとは泥のように眠るだけ,And then sleep like a log.
そんな味気ない時間を過ごすぐらいなら,Instead of living this mundane life.
仕事をしていたかった,I preferred to work.
どんな感じですか？,What's the situation?
聞こえてるぞ,I can hear you.
まだ巡査だったころ,"When I was still a patrolman,"
逮捕したことがあった,I once arrested a man.
まぬけなのは自分だった,I was the stupid one.
まだ生きてる,He's still alive.
僕はある事件に巻き込まれ,I was involved in a case.
意識を取り戻したのは,He regained consciousness.
手術が必要になります,Surgery will be needed.
いきなりしんどい現場になるぞ,It's gonna be a tough field day.
じゃあ 予断が生じるから話さない,Then I won't tell you since It's too predictable.
鑑定結果は すぐに出るだろうからな,I'm sure we'll get the results soon.
自分から罪を認めたらどうだ？,Why don't you just admit your wrongdoing?
１日が終わり 人々が家路へと急ぐ頃,"At the end of the day, when people are rushing home..."
俺の１日は始まる,My day begins.
営業時間は 夜12時から朝７時ごろまで,We're open from 12:00 p.m. to 7:00 a.m.
人は「深夜食堂」って言ってるよ,People call it the Midnight Diner.
メニューは これだけ,This is the only menu.
あとは勝手に注文してくれりゃ,All you have to do is order what you want.
客が来るかって？,Do you get many customers?
それが結構 来るんだよ,We get a lot.
１人で飲みたい時に ここへ来るんだ,She comes here when she wants to drink alone.
うちの白菜漬けが 大のお気に入りでね,She really likes our pickled Chinese cabbage.
はい ツナマヨ丼,Tuna mayo rice bowl.
何回やっても この味が出ないのよね うちじゃあ,"No matter how many times I try, I can't get this flavor at home."
んっ マスター お酒は？,"Master, do you want a drink?"
すぐできるよ,It'll be ready soon.
マスターのは ずっと同じ味,Master's pickles always taste the same.
変わらないことは 変わることより,What doesn't change is better than what does.
難しいって言いますけどね,You say it's difficult.
マスターの場合 変わらないんじゃなくて,"In Master's case, it's not that he doesn't change."
変われないんじゃないの？,I thought you said you couldn't change.
褒めてんのよ,I'm complimenting you.
お土産で持って帰ったでしょ,You brought it back as a souvenir.
故郷の味って 人それぞれありますよね,"Everyone has their own taste of home, right?"
私の場合 仙台なんですが,"In my case, it's Sendai."
死ぬ前に なにが食べたいって聞かれたら,If you were to ask me what I wanted to eat before I died...
東京来てしばらくは―,For a while after arriving in Tokyo.
どうも違和感みたいなものが ありましたよ,I had a strange feeling.
そう… なんか違うんだよねえ,"Yeah, it's different."
東京の人にとっては こっちが…,"For people in Tokyo, this is..."
ハァ… ここんとこ食ってねえなあ,I haven't eaten in a while.
好きなんだ？ 運転手さん,You like it? You like it?
お客さんにもあるでしょ？ 故郷の味,Do you have any customers? Taste of home.
忘れたなあ もう,I've forgotten.
あの味 東京には ないんだよなあ,You can't get that taste in Tokyo.
どれ食っても なーんか違う,"No matter what I eat, there's something different."
塩だか 白菜だか,"Salt, Chinese cabbage."
運転手さん ちょっと これ食べてみてよ,"Hey, driver, try this."
白菜漬けかあ,Pickled Chinese cabbage?
怖いなあ 口に合うかどうか,I'm afraid my taste buds won't like it.
大丈夫 私が保証する,"Don't worry, I'll guarantee it."
ここの宣伝もしといたから 今度 来るかもよ,"I advertised this place, so maybe you'll come next time."
あっ そうだけど,"Yes, but.."
マスター 卵焼きとビールね,"Master, omelets and beer."
めちゃめちゃ元気 見て見て見て,"He's fine. Look, look, look."
フゥ… たださあ 私が夜 帰るでしょ？,"But I'll be home at night, right?"
あんまり遅く帰ると 引っかいたり かんだり,"When I come home too late, he scratches and bites."
もう すごいの,It's amazing.
本気で かむから痛くって,It hurts because I really bite.
ホントに？ ,Really?
変ねえ,That's weird.
月ちゃんとこ持ってった時 ３月でしょ？,"When I brought it to you, you were March, right?"
それまでは 兄弟で遊ばしてたから―,"Before that, I let my brothers play with her."
甘がみは 知ってるはずなんだけどなあ,I'm sure he knows about the sugar cane.
やっぱり 猫にも血筋ってあるのね,"I guess cats have bloodlines, too."
におってるの,He's pissed.
まあっ いやらしい,How disgusting...
猫には ウソはつけないのよ,You can't lie to a cat.
フッ 確かにそうかも,I guess you're right.
鋭いなあ 小寿々さん,"You're so perceptive, Mr. Kotobuki."
人生なんでも 仕事の材料なのね,"Everything in life is material for work, isn't it?"
締め切りは 気にしなくていいから,Don't worry about the deadline.
編成のほうは 俺がなんとでもやっとく,I'll take care of the organization.
周りのことは 考えなくていいからさ,You don't have to think about what's going on around you.
とにかく月子がやりたいように書いてみろよ,Just write whatever you want.
俺は一番それが読みたい,That's what I want to read the most.
仕事やるから やらせろ みたいな感じだろ,"It's like, ""I'll give you the job, so let me do it."
決まってんだろ 権力使ってんだよ,"Of course not, I'm using my power."
職権乱用だっつ,It's an abuse of power.
この女だけじゃないよ ,She's not the only one. 
きっと モデルとか 女優とか,"I'm sure there are models, actresses..."
他にもいろいろ やりまくっちゃってんだよ,I'm sure she's done a lot of other things too.
ホント ろくでもねえよな,"You're a real piece of work, you know that?"
ただ いるだけだろ,They're just there.
前岡さんが よく この白菜漬けの話してて,Mr. Maeoka often talks about this pickled Chinese cabbage.
ろくでもないか,Not at all.
世間様には なんにも言い訳できないけどさ,I can't make any excuses to the world.
それが たまたま こっちが男で 向こうが女で,It just so happens that this one is a man and that one is a woman.
ふとした拍子に..,And suddenly..
間違ってるってことは わかってても,Even though I know it's wrong..
飛び込んでしまう 気持ちっていうか,The feeling of jumping in.
それから１週間ほどたった頃だった,It was about a week later.
お酒と白菜漬け ちょうだい,Can I have some sake and pickled Chinese cabbage?
西口のホテルにいるんだけどね,I'm at the hotel at the west entrance.
こんなカンヅメ 初めてよ,I've never been in this kind of trouble before.
世の中って面白いよね,It's funny how the world works
私の作品を 一番わかってくれてる人なの,He's the one who understands my work the most.
初めてのプロデューサー,My first producer.
作品でつながってると―,He said we're connected through our work.
そろそろ限界かなあ,I think I'm reaching my limit.
どうだったのよ？,How was it?
うん… 右の後ろ足が折れちゃって,His right hind leg is broken.
ひとまず無事か うん,He's okay for now?
送ってくから乗りな,I'll give you a lift. Get in.
うまかったよ 白菜漬け,It was delicious. Pickled Chinese cabbage.
私もね おじさんと故郷 一緒なの,I'm from the same town as you.
泣いてても しょうがないから,There's no point in crying.
先週 帰った時 海 行ったんだ,"When I was back last week, I went to the beach."
そうすっとさ 海岸にカニがいた,And there were crabs on the beach.
そんなもん もう いねえと思ってたらさ,"I thought it was gone, but..."
生きてたんだ,But it was alive.
やったね,You did it.
面白いよ 文句なしに,It's funny. I can't complain.
吹っ切れたのかな？,I guess you're over it.
書き出したら止まらなくなった,I couldn't stop writing.
すぐ会社に見せるよ,I'll show it to the company right away.
終わりにしましょ,Let's end this.
ちょっと待てよ,Wait a minute.
でないと私 進めない,"Otherwise, I can't go on."
作品で証明していくしかないんだよな,We'll just have to prove it with our work.
終わりにしましょ,Let's end this.
ちょっと待てよ,Wait a minute.
でないと私 進めない,"Otherwise, I can't go on."
持ってかないの？,You're not taking it?
受け取れないよ,I can't take it.
今度ドラマ 評判いいみたいじゃない,I hear the drama is getting good reviews
月ちゃん 懲りないのねえ,"You never learn, Tsuki."
そんなんじゃないわよ,It's not like that.
マスター白菜漬け 大盛りね,"A big bowl of pickled Chinese cabbage, Master."
白菜漬けは 漬ける前に,Before pickling Chinese cabbage.
半日くらい陰干しすると,Dry it in the shade for about half a day.
うまみや甘みが凝縮されます,It concentrates the flavor and sweetness.
昆布やタカノツメを加えて漬けると,"If you add kombu or hawthorn to the pickles, it will make them taste better."
一層うまくなります,It becomes even better!
おやすみなさい,Good night.
特技もないし,I don't have any special skills.
味付けには 何の不満もないけど,I have no complaints about the seasoning.
客が自分で采配できるってのも ,It's a little interesting that the customer can call the shots. 
スープ代わりにも なるじゃないって,I thought it could be used as a soup.
試してみたら なかなか おつな味でね,"I tried it, and it tasted pretty good."
以来 水餃子 食べる時は ずーっと これ,"Since then, I've always eaten dumplings with this."
今でも録画消さずに取っといてありますもん,I'm still keeping the recording.
などからの素敵な景色を眺めながら,While enjoying the beautiful view from the
のんびりまったりと過ごしておりました,I spent the day relaxing and taking it easy.
りっこ国立公園のお土産ですね,A souvenir from Rikko National Park.
詰まってるうっそー サミットなんだこれ,"It's jammed. Oh, shit. It's the summit."
中身はですねこんな感じでしたおいしそうだ,I'm sure you'll be pleased to know that I'm not the only one.
要氏はですねこちらに美味しい釜飯の炊き方,"The point is, here's how to cook a good pot of rice."
作りたいと思います,I'd like to make one.
明日良い香りがめっちゃ吸うわ火をつけます,"It's going to smell so good tomorrow, I'm going to light it."
ちょっと付いたと言ったんいただきます,I said I got a little something for you.
かわいい切り方とか,Like a pretty cut.
もう差しに言えば耐えています,"I've already endured it, to put it mildly."
わさびをつけたいかと言うんですよ,He asks if I want to put wasabi on it.
親指へオニオンソースがソックァンは,Onion sauce on the thumb.
彼に向いたことないんですよ,I've never been good enough for him.
ほっこりしてる いただきまーす,I'm dusty. Let's eat.
盛り付けました ,I served it up. 
ふわふわだねうわすごい夕日が尋常じゃ,I'm sure you'll be fine.
夜のプールは昼間とは違った雰囲気で,The pool at night has a different atmosphere than during the day.
素敵でしたライトアップされているの,"It was beautiful, all lit up."
がすごくいい感じですよね,"is really nice, isn't it?"
では早速入ってみましょう,So let's get in there.
このね端っこのところまで行ってみました,I went to the end of the line.
夜もところでございます,It is late at night
しばらくゆったりまったり過ごします,I'll be relaxing for a while.
そしてお部屋に戻る前に大浴場,"And before going back to our room, we took a bath."
視察しに行きたいと思います,I'd like to go and inspect it.
なんだかすごいところに入れました,I've been in some amazing places.
音があれば女に多くにあるんですねしかも,I'm sure you'll be able to find a lot of people who are interested in this.
思いっきり三ッ葉間違えたという,I made a big mistake.
健康なまみたい一回一 の,I want to be healthy once and for all.
では7階のお部屋に戻ります,"Now, back to your room on the seventh floor."
ちょっとここでゆっくりしたいと思います,I think I'd like to relax here for a bit.
ちょっと時間がたったら,After a little while.
大浴場に行ってこようか なと思っております,I'm thinking of going to the big bath.
ということで大浴場に向かいます,So I'm heading for the big bath.
あっという間に温泉から上がりました,We were out of the hot spring in no time.
ここで撮影してなかったのです,I wasn't shooting here.
夜の音おつまみ的なものを買ってきました,I bought some sound snacks for the evening.
骨組みという感じてですねお米でできた,"It's like a skeleton, you know, made of rice."
控えめな表示にちょっと惹かれました,I was a little attracted to the discreet display.
意識して買ってみました,I bought it consciously.
食べていきたいとおもいます,I'd like to eat it.
はい朝ごはんが到着しました,"Yes, breakfast has arrived."
双方もですねお部屋食にいたしましたでは,Both of us had room service.
早速オープンしていきたいと思います,I'd like to open it as soon as possible.
鮭の切り身をような2個の素管にでしょう,The salmon fillets would be in two bare tubes like
聞かとマグロですね,You're asking about tuna.
オムレツにフルーツ サラダが入ってます,Omelet with fruit and salad.
ごはんを出できました,I'm ready to serve rice.
今日はちょっと外はねにしてみました ,I've decided to splash out a little today. 
入ってから帰りたいと思います,I'd like to come in and then go home.
