Time,Subtitle,T1,T2
21:01,あ～ お腹 減ってるし 先 食べたいかな,I'm starving. I'd rather eat first.,I'm hungry. I think I'll eat first.
21:04,（真弓）分かった ちょっと待っててね,Fine. Hold on a minute.,"（Okay, I'll be right back."
21:09,（真弓）黒崎さん 元気にしてた？,Is Mr. Kurosaki doing well?,"（How have you been, Kurosaki-san?"
21:11,うん　相変わらず,Yes. The same as ever.,Same as ever.
21:14,頼りになる先輩って感じ,He's a veteran I can always rely on.,You seem like a dependable senior.
21:17,（真弓）それはよかった （鈴木）うん,I'm glad to hear it.,（That's good to hear. -Yeah.
21:19,張り切りすぎて無理しないでよ,But don't push yourself too hard and overdo it.,Don't overexert yourself.
21:22,（鈴木）ハハッ そりゃ張り切るよ,You bet I'll push myself.,（Of course I'm excited.
21:25,国家公務員は 国民に雇われてるんだから,We national civil servants work for the people of this country.,National public servants are employed by the people.
21:28,大変な時こそ頑張らなきゃ,We need to work the hardest during hard days.,We have to work hard when times are tough.
21:31,（真弓）国民のために尽くすのが カズ君の誇りだもんね,You have always been proud of doing your utmost for the people.,"（It's your pride to serve the people, right, Kazu?"
21:35,うん そういうこと,That's right.,That's right.
21:38,（鈴木）あっ 黒崎さんだ,It's Mr. Kurosaki.,（It's Mr. Kurosaki.
21:42,はい,Hello?,Yes.
21:44,はいはい どうされました？,"Yes, it's okay. What is it?","Yes, how can I help you?"
21:49,ええ,Okay.,Yes.
21:52,ええ,Okay.,Yes.
21:54,はい 今からですか？,Now?,Yes. Is it now?
21:56,いえ 大丈夫ですよ,"No, it's all right.","No, I'm fine."
21:59,分かりました はい それじゃあ 失礼いたします,"All right. Okay, bye.",I understand. I'll leave you to it.
22:05,ごめん 真弓 大至急 戻ってほしいって,"I'm sorry, Mayumi. He wants me back there immediately.","Sorry, Mayumi. She wants you back ASAP."
22:09,（真弓）えっ 今から？,Really? Now?,（What? Now?
22:11,（鈴木）うん でも 黒崎さんの頼みだし ちょっと行ってくるよ,"Yes. But since it's Mr. Kurosaki asking, I should go.",（But it's Kurosaki-san's request. I'll be back.
22:17,（真弓）分かった 黒崎さんによろしくね,Okay. Tell Mr. Kurosaki I said hello.,（Okay. Give my regards to Ms. Kurosaki.
22:20,（鈴木）うん,Sure.,（Okay.
22:25,いってらっしゃい いってきます,-Take care. -I'll be home soon.,Have a good day. I'm off.
22:46,（鈴木）あっ 黒崎さん お疲れさまです,Mr. Kurosaki. Good evening.,"（Good work, Mr. Kurosaki."
22:50,（黒崎）すまんな 急な話で,Sorry to call you here so suddenly.,（Sorry for the sudden talk.
22:52,（鈴木）いえいえ どうされたんですか？,It's okay. What is it?,（No problem. What's going on?
22:54,（黒崎）あ… ちょっと いろいろと問題が起きてな,There have been some problems.,（There's a problem.
23:02,もしかして 例の国有地の件ですか？,Does this have something to do with that public land?,Is it the matter of the national land?
23:09,こっちだ　来てくれ,Here. Follow me.,This way. Come here.
23:48,（鈴木）お疲れさまです （木島たち）お疲れさまです,Good evening. -Good evening. -Good evening.,（Welcome back. -Thanks for coming.
23:51,（ドアが開く音）,-Good evening. -Good evening.,（The door opens.)
23:52,（北野(きたの)）こちらです,"This way, please.",（This way.
23:59,本省の毛利理財局長だ,This is Finance Bureau Director-General Mouri.,This is Director General Mori from the Ministry of Finance.
24:06,座って,Sit.,Have a seat.
24:16,（北野）東京から わざわざお越しくださった それだけ重要な話だと思ってくれ,"Since he's come all the way from Tokyo, you must realize how important this is.","（You've come all the way from Tokyo, so please understand how important this is."
24:23,（毛利）皆さん 栄新学園の経緯は知ってるね？,"Everyone, you're all aware of the Eishin Academy affair, right?","（You all know the story behind Eishin Academy, right?"
24:30,（鈴木）はい （毛利）うん,-Yes. -Good.,（Yes. -Yes.
24:33,（毛利）総理も公務が忙しくてね,"The prime minister is busy with his official duties,",（The Prime Minister's been busy with official duties.
24:36,正直 事実関係を把握する時間が 足りていない部分がある,"so to be honest, he hasn't had time to familiarize himself with the facts.","To be honest, I haven't had enough time to get the facts."
24:43,ここには都合のよくないものが 存在している,There are some records here whose existence is rather awkward.,There are some inconvenient things here.
24:48,国会での答弁と 整合性が合わないんだよ,They don't match what was said in parliamentary questions.,It's not consistent with his answers in Parliament.
24:54,申し訳ありません おっしゃっている意味が…,Excuse me. I'm not sure I understand what you're saying.,"I'm sorry, sir. I'm not sure what you mean..."
25:02,国会の答弁どおりに 文書を直す必要がある,The records must be revised to match what was said in parliamentary question time.,We'll need to revise the document to match the Diet's answer.
25:12,あとは黒崎君から 指示を受けてほしい,Mr. Kurosaki will give you detailed instructions.,I'd like you to take orders from Kurosaki-kun.
25:21,ご苦労さま　よろしく,Thank you. Good night.,Thank you. - Thank you.
25:39,黒崎さん,Mr. Kurosaki.,Kurosaki-san.
25:42,今のは その…,Did he just order us to,What you just said...
25:46,文書を改ざんしろという 指示でしょうか,fabricate documents?,Is that an order to falsify the document?
26:11,ただいま,I'm home.,I'm home.
26:12,（真弓）あっ お疲れさま 何だったの？　黒崎さん,Welcome back. What did Mr. Kurosaki want?,（Welcome back. What was that about?　Kurosaki-san.
26:16,（鈴木）うん ちょっとね… まあ 大したことじゃないよ,It's not that big of a deal.,"（Well, it's nothing serious."
26:22,ご飯 食べるでしょ？ よいしょ…,You must want dinner.,"We're going to eat, right? Here we go."
26:24,（鈴木）大丈夫,"No, it's okay.",（Don't worry.
26:27,お風呂 入るね （真弓）うん,-I'll take a bath. -Okay.,I'm going to take a bath. -Okay.
26:46,（村上） 隼人(はやと) 何 描いてるの？　見せて,"What are you drawing, Hayato? Show me.","（Hayato, what are you drawing?　Let me see."
26:48,（村上隼人）パパ 見て 描けるようになったよ,"-Look, Daddy. I can draw this now. -Let me see.","（Dad, look, I can draw now."
26:51,（村上） おお！　すごいな 隼人 ハハッ,"That's amazing, Hayato! I can draw that, too, you know.","（Wow!　Amazing, Hayato."
26:57,（村上夏希(なつき)）見て フフフッ,Look.,"（Look, Natsuki."
26:59,（村上）ねっ なっちゃんも上手だね,Yes. You're a good artist too.,（Nacchan is good at it too.
27:02,（夏希）やったあ （村上由紀子(ゆきこ)）今日ご飯は？,-Yay! -Will you need dinner tonight?,（What about dinner today?
27:04,（村上）あ～ 今日 ちょっと遅くなると思うから大丈夫,"I'll be home late, so it's all right. Thank you.","（I'll be home late, so I'm fine."
27:06,（村上）ありがとう （由紀子）はーい,"I'll be home late, so it's all right. Thank you. Okay.",（Thank you. -Hey.
27:09,（由紀子）ねえ シンちゃん （村上）うん？,-Shinichi. -Yes?,"（Hey, Shin. -Yeah?"
27:11,今日テレビで見たけど 大丈夫？　あの学園のやつ,I saw the news on TV today about that academy. Are things all right?,I saw you on TV today. Are you okay?　That thing at the school?
27:15,ああ もう全然 マスコミが勝手に 騒いでるだけだから,That? No problem at all. The press is just making a fuss over it.,It's just the media making a big deal out of it.
27:19,（由紀子）だといいんだけど,I'm glad to hear it.,（I hope so.
27:20,ああいう話 ママ友 大好きだからさ,The other mothers at school love that kind of gossip.,I love talking about it with my mom.
27:23,幼稚園で突っ込まれたら イヤだなって,I didn't want them asking me about it.,I don't want to get in trouble at preschool.
27:26,だから 大丈夫だって,"I told you, it's fine.",I'm fine.
27:27,そんなの 無視すればいいよ 無視 無視,Just ignore them when they ask.,Just ignore it. Ignore it.
27:29,（由紀子）できるわけないでしょ （姉弟(きょうだい)ゲンカの声）,-You know I can't do that. -No!,（How can you do that?
27:32,（由紀子）ああ ねえ あっ ちょちょちょ…！,"Hey, you two! Cut that out!","（Hey, hey...!"
27:34,やめて やめて ケンカしないでくださーい,"Hey, you two! Cut that out! No fighting. What? This?",Stop it! Stop it! Please don't fight!
27:37,はい 何 何？　これ？ これの取り合い？,No fighting. What? This? You're fighting over this?,"Yes, what is it?　This? A fight over this?"
27:43,（村上）じゃあ 仕事戻るね （由紀子）あっ はいはーい,-I've got to get back to work. -Okay.,"（Okay, I'm going back to work. -Okay, okay."
27:45,（村上） ちゃんと ゆっくり寝るんだよ おやすみ～,-Sleep well. Good night. -Daddy's got to go. Bye.,（Sleep well. Good night.
27:48,はい （松田）すいません,-Bye. -Excuse me.,Yes. -Excuse me.
27:51,総理夫人付の村上さんですか？,"Are you Mr. Murakami, assistant to the First Lady?","Are you the PM's wife, Ms. Murakami?"
27:55,（村上）何か？,-What do you want? -I'm Anna Matsuda from Touto News.,（Yes?
27:56,東都新聞の松田と申します 少し お時間よろしいですか？,-What do you want? -I'm Anna Matsuda from Touto News. Can I have a moment of your time?,I'm Matsuda from the Tohto Shinbun. May I have a moment of your time?
28:00,お話しすることは 何もないと思います,I don't have anything to say.,I don't think there's anything I need to say.
28:02,栄新学園の件についてですが,It's about the Eishin Academy affair.,I'd like to talk about the Eishin Academy case.
28:05,先日の総理の答弁は 村上さんにとっても 予想外だったのではないですか？,Wasn't the PM's statement to the Diet the other day an unexpected one for you?,"The Prime Minister's answer the other day must have been unexpected for you, Mr. Murakami."
28:09,（村上）ちょっと,Hold on here.,（Wait a minute.
28:12,何を根拠に お話しされてるんですか？,On what grounds can you make a claim like that?,What are you basing this on?
28:15,総理夫人の関与が 指摘されていますが,It's been indicated that the First Lady was involved.,It's been pointed out that the Prime Minister's wife was involved.
28:18,失礼ですが 広報を通してください,"Excuse me, but I need to go.","Excuse me, but please go through the PR department."
28:45,（プリンターで印刷する音）,DIRECTORY OF GOVERNMENT OFFICIALS,(printer printing)
28:51,（佐藤）いや～ これは終わんねえ　徹夜だな,"TADASHI KUROSAKI Dang, I'm never going to finish. I'll be here all night.",（This is never going to end. We'll be up all night.
28:55,（屋代）え～！ イヤです 早く終わらせましょ,What? No way! Let's hurry up and finish this.,（What? I don't want to. Let's finish it quickly.
28:59,（佐藤）はーい,Okay.,（Yes!
29:07,（屋代）佐藤さん （佐藤）うん？,-Mr. Sato. -Yes?,（Sato-san. -Yes?
29:10,松田さんって どう思います？,What do you think of Ms. Matsuda?,What do you think of Matsuda-san?
29:13,（佐藤）どした？　急に,Why do you ask?,（What's wrong?　Suddenly.
29:15,だって 政治部でもないのに 定例会見で長官に質問したり,"She's not on the politics desk, but she asks questions at the PM's press conferences.","I mean, you're not even in the Political Science Department, yet you question the Director at regular press conferences."
29:20,ネットで批判されても 絶対 屈しないじゃないですか,And she doesn't give a darn when people bash her online.,"You never give in to criticism on the Internet, do you?"
29:23,私 絶対 無理です,I could never put up with that stuff.,I can never do that.
29:26,メンタル強いよな あの人,She's a tough woman psychologically.,She's mentally strong.
29:28,敵も多いけど 仕事は全部 本気だし,"She's got tons of enemies, but she's serious about her work.","She's got a lot of enemies, but she's serious about her work."
29:32,気づいたら 言うこと 聞いちゃってんだよな,I end up doing what she asks me to do.,I'm sure he listens to you.
29:33,（屋代）あ～ 分かります それ,"Yes, I know what you mean.",（I know what you mean.
29:36,（佐藤）あっ でも 昔は別人みたいに おとなしかったらしいよ,"But I heard that she used to be so meek, she was like a different person.",（But I heard he used to be quiet like a different person.
29:41,（屋代）えっ？,Really?,（What?
29:42,（佐藤）入社した頃は,"When she started, she cried when she interviewed bereaved families.",（What? -When I first started...
29:43,遺族コメント取るのがつらくて 泣いてたんだって,"When she started, she cried when she interviewed bereaved families. SHINICHI MURAKAMI","When she first joined the company, it was hard to get comments from the bereaved, so she cried."
29:48,（屋代）いや 全然 想像できないんですけど,I can't even imagine her like that.,（I can't imagine that at all.
29:50,（佐藤）なんかあったんだろうな,Something must have changed her.,（Something must've happened.
30:18,（熊谷） じゃあ お先　いってきます,"Okay, I'm heading out.",（I'm off then.
30:20,（繭）いってらっしゃーい （新田）よろしく,-Later. -Bye. -Take care. -I will.,（Have a good day. -Thank you.
30:22,（熊谷）はーい,-Take care. -I will.,"（Yes, ma'am."
30:27,（繭）亮 目死んでる,"Ryo, you look dead inside.","（Ryo, your eyes are dead."
30:30,（亮）うるさいな　昔からだよ,Cut it out. I've always looked like this.,（Shut up. It's the same old thing.
30:33,ねえ 亮ってさ 就活してんの？,"So, Ryo, are you job hunting?","Are you job hunting, Ryo?"
30:37,（亮）ああ… まあ 一応,Yes. -Basically. -What is that supposed to mean?,"（Yeah, sort of."
30:39,（繭）何 “一応”って ちゃんと目標持って やんなよ,"-Basically. -What is that supposed to mean? Set goals for yourself, would you?","（What do you mean, ""just in case""? You should have a goal."
30:44,いや 分かってんだけどさ,"Yes, I know.","I know, but..."
30:47,目標とか ないっつうか…,I don't really have any goals.,I don't really have a goal.
30:49,私たちみたいのはさ 最初っから ビハインド背負ってんだからさ,"People like us, we start out at a disadvantage, you know.","People like us, we've got a lot on our shoulders from the start."
30:54,ちゃんと やんないと マジで失敗するよ？,"If you don't get serious, you'll blow it.","If you don't do it right, you'll fail for real."
30:58,朝から怒られてるな 亮,"A tongue lashing first thing in the morning, right, Ryo?","You're getting angry this morning, Ryo."
31:01,じゃあ 俺も お先に,"Okay, I'll be heading out too.",I'll go after you.
31:02,（亮）うっす （繭）いってらっしゃーい,-Later. -See you later.,（Good morning. -Good morning.
31:08,いや 新聞もさ 読もうと思ったんだけど,"You know, I was thinking of reading the paper.","I was going to read the paper, but..."
31:13,どっから読めばいいか分かんないし すげえ読みづらいじゃん,But I don't know where to start. It's so totally hard to read.,But I don't know where to start. It's so hard to read.
31:18,（繭）まず… （亮）ん？,"First,",（First...
31:20,（繭）この見出しをね １回 全部読んで,go over all the headlines once.,（Read all these headlines.
31:23,（亮）うん,Okay.,（Okay.
31:25,（繭）…で自分の興味のある記事は しっかり読むって感じ,Then read the articles that interest you carefully.,（Then read the articles you're interested in.
31:29,へえ～,Really?,What?
31:33,何 これ？,What's this?,What's this?
31:37,“栄新学園…”,"""Eishin Academy Scandal…""","""Eishin Academy..."""
31:39,（繭）ねえ さすがに それぐらい知ってなさいよ,I can't believe you don't even know about that.,（I'm sure you know that.
31:42,（繭）いってきまーす （亮）おう,-I'm going. -Bye.,（I'm off. -Oh.
31:46,“総理も国会議員も辞める”,"""PM vows to resign and leave the Diet.""","""I'm quitting the prime minister and the Diet."""
31:50,へえ～,Really?,Really?
31:57,名古屋？,"""Nagoya""?",Nagoya?
31:59,“学園の理事長…”,NAGOYA FINANCE BUREAU OFFICE GIVES HUGE DISCOUNT ON PUBLIC LAND SALE,"""The president of the school..."""
32:07,（社員）おはようございます （松田）おはようございます,-Good morning. -Morning.,（Good morning. -Good morning.
33:38,（黒崎）じゃあ 頼んだぞ （鈴木）でも これ…,-Okay. I'm counting on you. -But this is…,（I'm counting on you. -But this...
33:43,（黒崎）余計なことを考えるな,Don't think about it too much.,（Don't think about anything else.
33:45,黒崎さん,Mr. Kurosaki.,Kurosaki-san.
33:49,これは…,This is…,This is...
33:52,改ざんです,fabrication of documents.,It's an alteration.
33:56,黒崎さん？,Mr. Kurosaki.,Kurosaki-san?
33:59,（黒崎） 公務員としての務めを果たすだけだ,You're just doing your job as a civil servant.,（I'm just fulfilling my duty as a public servant.
34:01,（鈴木）こんなこと間違ってます,But this is wrong!,（This is wrong.
34:04,（黒崎）鈴木… 上からの指示だ これは仕事なんだ,Suzuki. These were orders from above. It's your job--,（Suzuki... this is an order from the top. It's my job.
34:08,隠蔽が仕事ですか？ そうだ,-Covering up evidence is my job? -That's right!,Covering up is your job? Yes.
34:11,これが表に出たら どうするんですか？,What will you do if this gets out?,What are you going to do if this gets out?
34:13,全部 俺が責任を取る！,I'll take full responsibility for it!,I'll take full responsibility!
34:22,終わったら 声をかけてくれ,Come get me when you're done.,Give me a shout when you're done.
35:23,（北村）おはよう （松田）おはようございます,-Morning. -Good morning.,（Good morning. -Good morning.
36:07,（アナウンサー） ご覧いただきました 予算委員会ですが 荒れ模様となっています,"As you have seen, the budget committee meeting has become quite stormy.","（As you can see, the Budget Committee is having a rough go of it."
36:11,栄新学園をめぐって,Questioning by the opposition has grown fiercer,Over the Eishin Academy.
36:13,国有地が払い下げられた理由や 学園と総理の関係など,Questioning by the opposition has grown fiercer as they demand explanations for the sale of public land,The opposition is demanding an explanation as to why the government-owned land was sold off and the relationship between the school and the prime minister.
36:17,説明を求めて 野党の追及が強まっています,and about the relationship between the PM and Eishin Academy.,The opposition is pushing for an explanation.
36:21,まあ この問題… 栄新問題ですね,"Due to this issue, the Eishin issue,","Well, this issue... the Sakae-Shin issue..."
36:23,国会のほうでも かなりヒートアップしてるんですが,the parliamentary question time has grown quite heated.,Things are heating up in the Diet.
36:26,豊田さんは…,-Mr. Toyoda… -Good morning.,Mr. Toyoda...
36:27,（屋代）おはようございます （松田）ねえ これ ありがとう,-Mr. Toyoda… -Good morning. -Thank you for this. -No problem.,（Good morning. -Thanks for this.
36:30,（屋代）ああ いえ 全然,-Thank you for this. -No problem. Yes…,"（No, not at all."
36:33,（豊田）野党はね,When the opposition comments on what the Eishin Academy's curriculum is,（The opposition...
36:35,栄新学園の教育内容がどうとか 教育長が問題だとか,"When the opposition comments on what the Eishin Academy's curriculum is or says the school superintendent is to blame, they're missing the point.",They're talking about the content of education at Eishin Gakuen and the problems with the Director of Education.
36:41,筋違いなこと引っぱり出して いろんなこと言ってますけども,"or says the school superintendent is to blame, they're missing the point.",They're saying all sorts of nonsensical things.
36:44,問題は そこじゃないんですよ,That's not the problem.,But that's not the problem.
36:46,問題は 学園側がね,The problem is what the school was trying to achieve,The problem is with the school.
36:50,総理や総理夫人の名前を利用して 何をしようとしていたかだと 思うんですよ,by using the names of the prime minister and the First Lady.,I think what the school was trying to do by using the name of the Prime Minister and the Prime Minister's wife.
36:56,私(わたくし)ね あの…,-Personally… -Yes?,I... well...
36:58,まあ 総理 総理夫人と 親交がありますから,"Well, I have a close relationship with the prime minister and the First Lady.","Well, I'm friends with the Prime Minister and his wife."
37:02,人柄もよく知ってるんですけれども 非常に いい方なんですよ,I know the kind of people they are. They're good people.,"I know her personality well, and she's a very nice person."
37:07,ですから その人柄につけ込んで 学園サイドが 何か裏で…,I can't help thinking that Eishin Academy is taking advantage of their kind nature…,That's why the school's side is taking advantage of her personality to...
37:19,（アナウンサー）では 総理 総理夫人側ではなくて,"In other words, it's not an issue",（So you're not working for the Prime Minister or his wife?
37:21,あくまでも 学園側の問題であると,"with the PM or the First Lady, but with Eishin.",It's the school's problem.
37:24,（豊田）私は そう思います,That's what I believe.,（That's what I think.
37:26,（アナウンサー） まあ 確かに間近でね,"I understand that as a former special advisor to the Cabinet,","（That's true, up close."
37:27,かつて内閣官房の参与として 総理を見ていた⸺,"I understand that as a former special advisor to the Cabinet, you have an up-close view of the prime minister and would think that.",I used to watch the Prime Minister as a counselor in the Cabinet Secretariat. Translated with www.DeepL.com/Translator (free version)
37:31,豊田さんならではの 見解かもしれませんね,you have an up-close view of the prime minister and would think that.,This may be a unique view of Mr. Toyoda.
37:34,あんまり そういうふうに 私情を挟んでいるつもりは ないんですけれども,I don't feel I'm bringing my personal feelings into this.,"I don't mean to put my personal feelings into it, but..."
37:38,証拠も何も出てないでしょ？,"There hasn't been any proof, right?","There's no evidence, is there?"
37:42,追及に お金使うっていうのは 税金の無駄遣いだと,I think it's a waste of taxpayer's money to continue investigating this.,Spending money to pursue a case is a waste of taxpayers' money.
37:59,（ため息）,EISHIN ACADEMY SIGNS LEASE WITH GOVERNMENT FOR PUBLIC LAND IN 2017,(Sighs)
38:05,（仲野）お前 またネットニュース見てんの？,-You reading net news again? -Yes.,（Are you watching the internet news again?
38:07,（亮）おう （仲野）好きだな ネットニュース,-You reading net news again? -Yes. You sure love that stuff.,（You love NetNews.
38:09,（亮）いや 好きじゃねえよ （教授）はい 始めます,"-No. I don't like it. -Okay, let's begin.","（I don't like it. -Okay, let's begin."
39:20,はい もしもし,Hello?,Hello?
39:24,あ… 分かりました　すぐ行きます,Got it. I'll be right there.,"Okay, I'll be right there."
39:28,（土井知佳子(どいちかこ)）この 国民が多く 疑問に思っていること,This is a question a lot of our citizens have.,（This is what many people are wondering.
39:31,これは総理自身が先頭に立って,Shouldn't the prime minister himself head an investigation,The Prime Minister should take the lead on this.
39:34,なぜ このようなことが 起こったのか 調査すべきじゃないですか？,looking into why this kind of thing has happened?,Shouldn't the Prime Minister himself take the lead in investigating why something like this happened?
39:37,（野党議員）そうだ！ （野党議員）総理！,-That's right! -Nonsense!,（That's right! （Prime Minister!
39:41,ああ 分かった　待っている,-Order! -Got it. -I'll be waiting. -Mr. Prime Minister.,I'll be waiting.
39:44,（予算委員長）内閣総理大臣,-I'll be waiting. -Mr. Prime Minister.,（Mr. Prime Minister...
39:47,（総理）ただ今 所管の財務大臣が 答弁させていただいたとおりです,It's exactly as the Minister of Finance just said.,（The Minister of Finance has just given his answer.
39:51,（テレビを消す音） （中川）必死だな 野党は,The opposition is getting desperate.,（The opposition is desperate.
39:59,記者に付きまとわれたり していないか？,Are you sure you haven't been followed by reporters?,Are you being followed by any reporters?
40:05,いえ,"No, I haven't.",No.
40:08,（中川）毛利君の証人喚問の 要求の声も強くなっている,Demands for Mr. Mouri to testify are growing stronger.,（Demands for Mr. Mouri's testimony are getting stronger.
40:13,国会で君の名前が挙がるのも 時間の問題だな,It's only a matter of time before your name comes up in the Diet.,It's only a matter of time before your name comes up in parliament.
40:20,（村上） 私は どうなるんでしょうか？,What will happen to me?,（What's going to happen to me?
40:25,まあ 我々も君の処遇に関しては いろいろと議論を重ねた,We've been discussing how to deal with you.,We've had a lot of discussions about your treatment.
40:31,念のため 君には一時的に 雲隠れをしてもらいたい,"To be on the safe side, I'd like you to keep a low profile for the time being.","Just to be safe, we'd like you to go into hiding temporarily."
40:37,総理夫人付は本日までだ 別の仕事をしてもらう,You are off First Lady duty. We'll have you do other work.,Your tenure as the Prime Minister's wife ends today. You'll be working on other matters.
40:45,（中川）はい,Come in.,（Yes?
40:47,（ドアが開く音） （多田智也(ただともや)）失礼します,Excuse me.,（Excuse me.
40:49,（中川）今日から 君の上司になる多田君だ,This is Mr. Tada. He'll be your boss from today.,（This is Tada. He'll be your boss from today.
41:03,頑張ってくれよ,I expect you to do your best.,Do your best.
41:07,（多田）よろしく,Nice to meet you.,（Nice to meet you.
41:47,（看護師） 松田さん 大丈夫ですからね,"Mr. Matsuda, it's going to be okay.","（Matsuda, it's okay."
41:48,（医師）セルシン 10㏄にして （看護師）はい,-10 cc diazepam. -Right.,"（Selsyn, 10 cc."
42:03,（看護師）松田さん,Mr. Matsuda.,(Nurse) Matsuda-san.
42:04,松田さん 大丈夫ですからね,"Mr. Matsuda, it's going to be okay.","Matsuda-san, you're going to be fine."
42:10,大丈夫ですよ,Are you all right?,I'm fine.
42:33,ここは…,What is this place?,This is...
42:35,ここが,This is,This is...
42:37,内閣情報調査室だ,the Cabinet Intelligence and Research Office.,Cabinet Intelligence Unit.
28:17,（拓斗）ん？ （真愛）すごいね,-What? -Just wow.,（Hmm? （Amazing
28:34,（拓斗）できました,It's done.,（It's ready
28:38,（拓斗）うん （真愛）おいしそう,-Okay. -Looks good.,（Looks delicious
28:42,（真愛）おなか すいてきた,I'm getting hungry.,（I'm getting hungry
28:45,（拓斗）失礼いたします こちら 牛フィレ肉です,Pardon me. This is filet of beef.,"（Excuse me, this is the beef fillet"
28:47,（女性客）お父さん やっと来た,"-It's finally here, dear. -It's here.","（Dad, it's finally here"
28:49,（男性客）来た 来たよ （女性客）やった,"-It's finally here, dear. -It's here. I'm so glad.",（It's here! It's here! -Yay!
28:51,（真愛）失礼します,Pardon me.,（Excuse me
28:52,（拓斗）失礼いたします,Pardon me. Looks great.,（Excuse me
29:02,（真愛）今日 ２日目なんですけど,It's the second day we spent together.,（It's the second day today
29:05,見えなかった部分が 一気に見えたっていうか,"All at once, I was able to see a lot more of him.",I was able to see parts of her that I couldn't see before.
29:08,料理してる姿 見て,I got to see him in the kitchen cooking.,When I saw her cooking...
29:11,あれ ヤバい！ あれは ヤバいです マジで,It was awesome. He was doing a great job.,"That's not good! Seriously, that was bad!"
29:15,火が ブワーって出たときに 全然ビビることなくやってて,"When the flames came up, he didn't panic, he stayed calm, carrying on.","When the fire started blazing, she didn't seem intimidated at all."
29:20,“あっ かっこいいな～”って 思いました,I thought that was so cool.,"I thought, ""That's so cool!"""
29:36,話してたら,"He's older than me,",I was talking to him.
29:37,一応 自分より 年上じゃないですか 拓斗は,but when we were talking,"Takuto's older than me, right?"
29:40,だけど なんか ちょっと… 何だろうな？,he's kind of… How should I say?,But he's a little... what do you think?
29:42,幼いっていう あれじゃないけど,"He's not immature,",It's not that he's young.
29:45,なんか 年上に見えない部分とかも ちょっと あったんですけど,but he doesn't act like he's older than me.,But there was a part of him that didn't look old enough.
29:50,“ギャップがヤベえ”って 思いました,"So there was a big gap, which is attractive.","I thought, ""Wow, that's a big gap!"""
29:57,（拓斗）お疲れ お疲れ,-Good job. -You too.,"（Good work, guys. Good work."
30:00,疲れたね,Aren't you tired? Here you go.,You must be exhausted.
30:02,（拓斗）はい,Here you go.,（Yes
30:03,（真愛）何？,What?,（What?
30:04,（拓斗）肉 余ったからさ,There was some leftover meat.,（We had leftover meat
30:06,賄いってやつ （真愛）ガチ？ （拓斗）ガチ,-It's a staff meal. -Really?,"It's called ""bribery"" -Really? （I'm serious"
30:08,やったー！,All right!,Yes!
30:10,（拓斗）ハンバーガー （真愛）はっ…,Hamburger.,（A hamburger! -What?
30:11,ガチ？　作ったの？,Seriously? You made this?,Really?　Did you make it?
30:14,いつよ？　いつ？,When did you make it?,When?　When?
30:16,（拓斗）ちょっと肉が余ったから 作ろうかなって,When I saw there was leftover meat. So I made these.,"（I had some leftover meat, so I thought I'd make some"
30:21,（拓斗）マジで ヤバかったよ （真愛）ありがとう,-What a day. -Thank you very much.,"（Seriously, it was amazing! -Thanks"
30:24,おなか すいてた～ （拓斗）おなか すいてたでしょ？ （真愛）うん,-I was hungry! -Right?,"I was hungry~ -You were hungry, right? （Yeah"
30:27,じゃ 食べよ,Let's eat.,Let's eat then
30:30,いただきます （拓斗）いただきます,-Thank you for this. -Thank you.,Bon appétit! -Bon appétit!
30:31,お疲れさまです,Great job today.,Thank you for your hard work
30:32,（拓斗）お疲れ～,You too.,（Good work
30:34,（拓斗） いや～ マジで びっくりした,They surprised us.,"（Oh, no Seriously, I was surprised"
30:37,（拓斗）ヤバくなかった？ （真愛）ん？ （拓斗）ヤバくなかった？,Wasn't it wild?,（Wasn't it bad? （Hmm? （Wasn't it bad?
30:40,うまっ,It's delicious.,Yummy
30:44,（真愛）おいしい？ （拓斗）うまっ,-Is it good? -Delicious.,（Delicious? （Yummy
30:45,（真愛）でしょ？ （拓斗）“でしょ？”って…,-Isn't it? -I made it.,"（Right? （""Right?"" That's..."
30:55,（ナレーション） 初めての共同作業を 終えた２人の前には,"After your joint project, there appears before you","（""After their first joint effort..."
31:00,１輪のひまわり,a single sunflower.,A single sunflower
31:03,ひまわりの花言葉は“一目惚れ”,"The symbolism of a sunflower is ""love at first sight.""","The language of sunflowers is ""love at first sight."""
31:08,（船員）失礼いたします （拓斗）はい,-Excuse me. -Yes?,（Excuse me. -Okay.
31:09,（船員） お客様 本日はマリーンルージュの 一大事を救っていただきまして,Thank you for helping us with our crisis today.,"（Sir, thank you for saving Marine Rouge's life today"
31:13,（船員）ありがとうございました （拓斗）あっ いえいえ…,My pleasure.,（Thank you very much
31:14,（船員）こちらですね 感謝の気持ちでございますので,This is to express our gratitude.,（This one here is to express our gratitude
31:17,もし よろしければ お受け取りください （拓斗）ありがとうございます,-Please accept this gift. -Thank you.,"If you don't mind, please accept it Thank you"
31:22,何 何？,What is it?,What is it?
31:26,あっ 何？ フフフフッ…,What?,"Oh, what? Oh, what?"
31:29,（拓斗） “どんなに離れ離れになっても”,"No matter how far apart you become,
31:31	“このブレスレットが ２人を繋(つな)ぎます”	these bracelets will keep you together.","（""No matter how far we are apart"""
31:34,（真愛）ヤバっ…,Let me see.,"（Oh, man..."
31:37,えっ かわいい,It's cute.,How cute
